gen,0_AAGAB,0_ABCF1,0_ABHD3,0_ABI1,0_ACADM,0_ACE2,0_ACMSD,0_ACO1,0_ACO2,0_ACOT1,0_ACOT2,0_ACOX1,0_ACSL4,0_ACSM2A,0_ACSM2B,0_ACTN1,0_ACTN3,0_ACVRL1,0_ACY3,0_ADA,0_ADAM33,0_ADAMTSL4,0_ADCY2,0_ADCY4,0_AEBP1,0_AFAP1,0_AFM,0_AGPAT4,0_AKAP7,0_AKR1C3,0_ALAD,0_ALDH1A2,0_ALDH1L2,0_ALDH6A1,0_ALDH7A1,0_ALDH9A1,0_ALDOA,0_ALG1L2,0_ALG9,0_ALKBH3,0_ALKBH4,0_ALKBH8,0_ALOX5,0_AMACR,0_AMIGO1,0_AMT,0_ANAPC5,0_ANAPC7,0_ANGPTL1,0_ANGPTL4,0_ANK3,0_ANKRD13A,0_ANKRD46,0_ANO6,0_ANP32A,0_ANP32B,0_ANP32E,0_ANXA11,0_ANXA13,0_ANXA3,0_ANXA6,0_AP4S1,0_APBB2,0_APCS,0_APIP,0_APLP2,0_APOLD1,0_APPL2,0_ARFGEF2,0_ARHGEF11,0_ARHGEF2,0_ARHGEF7,0_ARL10,0_ARL3,0_ARPC1A,0_ARPC5,0_ASB6,0_ASF1B,0_ATAD3B,0_ATG10,0_ATG4C,0_ATIC,0_ATL1,0_ATP1B3,0_ATP2B3,0_ATP6V0A1,0_ATP6V1A,0_ATP6V1B1,0_ATP6V1D,0_ATP6V1E1,0_ATP6V1H,0_ATPAF2,0_AUP1,0_AURKB,0_AUTS2,0_AWAT2,0_AXIN2,0_B3GALT4,0_B4GALT1,0_B4GALT3,0_BAIAP2L2,0_BAMBI,0_BAX,0_BBC3,0_BCHE,0_BCL2L1,0_BDH1,0_BEST3,0_BET1L,0_BGN,0_BIK,0_BIN1,0_BIRC6,0_BRI3BP,0_BUB3,0_C15orf40,0_C19orf12,0_C19orf54,0_C1orf116,0_C1orf43,0_C1orf54,0_C2orf74,0_C3orf14,0_C4orf3,0_C5orf46,0_C6orf132,0_CA9,0_CAB39,0_CACNA1C,0_CACNA1H,0_CADM4,0_CALM2,0_CAMK2G,0_CAMKK2,0_CAMLG,0_CANT1,0_CAPZA1,0_CARD6,0_CASP1,0_CBWD1,0_CBWD3,0_CBWD6,0_CBX3,0_CCDC59,0_CCNG1,0_CCNJL,0_CCRL2,0_CCT3,0_CCT6B,0_CDC42BPA,0_CDCA5,0_CDH1,0_CDK12,0_CDK19,0_CDK4,0_CDK5RAP3,0_CDKN1A,0_CDKN2C,0_CEMP1,0_CENPA,0_CENPB,0_CEP55,0_CEP68,0_CEP72,0_CFHR1,0_CFHR5,0_CFI,0_CFL2,0_CHAC1,0_CHAF1A,0_CHCHD6,0_CHDH,0_CHKA,0_CHMP6,0_CHRD,0_CHST11,0_CHST3,0_CITED1,0_CLCN3,0_CLCN6,0_CLDN2,0_CLDN7,0_CLEC11A,0_CLEC4D,0_CLIC3,0_CLINT1,0_CLIP1,0_CLMN,0_CLPB,0_CLRN3,0_CLTA,0_CLVS1,0_CNN3,0_CNNM1,0_CNOT1,0_CNST,0_CNTN2,0_CNTNAP1,0_COL4A1,0_COL6A2,0_COL9A3,0_COMMD1,0_COMTD1,0_CP,0_CPE,0_CPNE5,0_CPT1A,0_CRAT,0_CRHBP,0_CRIM1,0_CRISPLD2,0_CRP,0_CRYZL1,0_CSGALNACT2,0_CSNK1E,0_CSPG4,0_CSTF2,0_CTAGE6,0_CTBP2,0_CTBS,0_CTSH,0_CUBN,0_CUL4B,0_CUTC,0_CX3CL1,0_CYB561D2,0_CYTH4,0_DACT1,0_DALRD3,0_DBF4B,0_DCAF12L1,0_DCAF4,0_DCHS1,0_DCLK1,0_DCLK3,0_DCTD,0_DDAH1,0_DDX1,0_DDX11,0_DDX3Y,0_DDX42,0_DENND4C,0_DHRS7,0_DHTKD1,0_DHX16,0_DMXL1,0_DNAJA2,0_DNAJB2,0_DNAJB7,0_DNAJC14,0_DNAJC16,0_DNASE1L3,0_DOCK6,0_DOHH,0_DOK1,0_DOK4,0_DPP8,0_DPY19L4,0_DPYSL3,0_DPYSL4,0_DR1,0_DTNA,0_DTX4,0_DUSP19,0_DUSP6,0_DUSP8,0_DYRK2,0_DZIP1L,0_ECD,0_EDIL3,0_EFCAB2,0_EFNB2,0_EGR4,0_EHMT1,0_EIF2AK3,0_EIF2B3,0_EIF2B4,0_EIF3E,0_EIF4H,0_EIF5,0_ELMO3,0_ELOVL7,0_EML2,0_ENAH,0_ENHO,0_ENPP3,0_EPB41L3,0_EPS8,0_ERAP2,0_ERCC4,0_ERGIC1,0_ESPL1,0_ESYT2,0_ETNK2,0_ETV5,0_EVI5L,0_EXOC5,0_EXOC7,0_EXOSC1,0_F2RL1,0_F8,0_FABP3,0_FABP7,0_FAH,0_FAHD1,0_FAIM,0_FAM114A2,0_FAM117A,0_FAM160A1,0_FAM20A,0_FAM47E,0_FAM53C,0_FAM89A,0_FANCC,0_FANCE,0_FBLL1,0_FBXL12,0_FBXL5,0_FBXO31,0_FECH,0_FETUB,0_FGB,0_FGF2,0_FGFR1OP2,0_FGFRL1,0_FGR,0_FKBP5,0_FLII,0_FLOT2,0_FLRT3,0_FLT4,0_FMN1,0_FNTA,0_FOXK2,0_FOXP4,0_FPR2,0_FRAT1,0_FZD1,0_FZD7,0_G6PD,0_GAR1,0_GAS1,0_GBP3,0_GBP5,0_GCH1,0_GCLC,0_GDA,0_GDI1,0_GGA2,0_GGCX,0_GGT1,0_GGTLC1,0_GGTLC2,0_GHR,0_GIGYF1,0_GIMAP8,0_GIT2,0_GK5,0_GLI2,0_GLMN,0_GLOD4,0_GLRX5,0_GLT8D1,0_GLYATL1,0_GMFB,0_GMPR,0_GNAI1,0_GNAI2,0_GNPTG,0_GOLM1,0_GPR143,0_GPR160,0_GPRIN2,0_GPSM1,0_GPT,0_GRHL3,0_GRIK1,0_GRIN2D,0_GRINA,0_GRK5,0_GRK6,0_GSTA1,0_GSTP1,0_GTF2H1,0_GTF3C1,0_GTPBP10,0_GTPBP2,0_GTSF1,0_HCFC1,0_HCFC2,0_HDHD3,0_HEBP2,0_HEY2,0_HEYL,0_HFE,0_HIBADH,0_HIF1A,0_HLA-DQA1,0_HMGA1,0_HMGA2,0_HMGB1,0_HMGB2,0_HMGCR,0_HMGN5,0_HNRNPA1,0_HNRNPD,0_HNRNPUL2,0_HOXA4,0_HOXA6,0_HOXC13,0_HOXD4,0_HP,0_HPCA,0_HPR,0_HPS3,0_HPS5,0_HSD17B11,0_HSD17B6,0_HSPA12A,0_HSPA1B,0_HSPA6,0_HTATIP2,0_HTN1,0_HTRA4,0_ICOSLG,0_ID1,0_IDI1,0_IDO1,0_IDS,0_IER3IP1,0_IFIT3,0_IFNG,0_IGFBP7,0_IL11RA,0_IL15RA,0_IL17RD,0_IL7,0_IMMP1L,0_IMPA2,0_INTS8,0_IRAK1,0_IRF1,0_IRF2BP2,0_ITCH,0_ITGA9,0_KALRN,0_KCNA4,0_KCNE3,0_KCNE4,0_KCNG1,0_KCNJ15,0_KCNJ2,0_KCNQ5,0_KCTD16,0_KDM3B,0_KIAA1958,0_KIF11,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF4A,0_KISS1R,0_KLK5,0_KLRB1,0_KMO,0_KPTN,0_KRT19,0_LAGE3,0_LAMB1,0_LARS2,0_LASP1,0_LAYN,0_LBP,0_LCA5,0_LDB2,0_LEFTY2,0_LEMD2,0_LGI4,0_LGR5,0_LHX6,0_LIN54,0_LMAN1,0_LMNB1,0_LNX2,0_LRBA,0_LRIT3,0_LRP2,0_LRPAP1,0_LRRC25,0_LRRC28,0_LRRC57,0_LRRC59,0_LRRN1,0_LRRN3,0_LSM6,0_LTBP2,0_LUC7L3,0_LYPD5,0_LYSMD3,0_LZTS1,0_M6PR,0_MAD1L1,0_MAF,0_MAGEA4,0_MAOB,0_MAP2,0_MAP2K6,0_MAP3K10,0_MAP3K11,0_MAP3K8,0_MAPK12,0_MAPK6,0_MAPK9,0_MATK,0_MCAT,0_MCM3,0_MCM6,0_MCM7,0_MDH1B,0_MEF2D,0_MEP1A,0_METAP2,0_METTL7B,0_MFGE8,0_MGAT3,0_MKI67,0_MKNK1,0_MLH1,0_MLLT1,0_MMP2,0_MMS19,0_MPI,0_MPV17L,0_MRPL15,0_MRPL2,0_MRPL21,0_MRPL24,0_MRPL27,0_MRPL37,0_MRPL38,0_MRPL39,0_MRPL49,0_MRPS23,0_MRPS34,0_MRPS35,0_MRPS9,0_MSRB3,0_MSTO1,0_MTA2,0_MTMR11,0_MUC1,0_MYC,0_MYL5,0_MYL6,0_MYO3B,0_MYOCD,0_MYOM2,0_NAA10,0_NAP1L1,0_NAP1L5,0_NAPSA,0_NARS2,0_NCL,0_NCSTN,0_NDRG1,0_NDUFA4L2,0_NDUFAF1,0_NDUFS2,0_NDUFS3,0_NDUFV2,0_NDUFV3,0_NECAB3,0_NEIL1,0_NEK7,0_NEURL1B,0_NEUROD1,0_NFIA,0_NFIC,0_NFYA,0_NFYB,0_NGB,0_NGEF,0_NGRN,0_NIT1,0_NKX2-2,0_NLGN1,0_NLRP1,0_NMI,0_NMT1,0_NOL3,0_NOL6,0_NOMO1,0_NPLOC4,0_NR5A2,0_NRF1,0_NSUN4,0_NTRK3,0_NUDT12,0_NUP153,0_NUP62,0_OAS2,0_OGFOD1,0_OLFML1,0_OMA1,0_ONECUT2,0_ORM1,0_OSBP,0_OTP,0_OTUD1,0_OTUD3,0_PABPN1,0_PAFAH2,0_PALMD,0_PANK3,0_PAPSS2,0_PARL,0_PARP16,0_PARP4,0_PAX5,0_PAX9,0_PCBD1,0_PCDHB4,0_PCDHB5,0_PCDHGA1,0_PCDHGA11,0_PCDHGA3,0_PCDHGA5,0_PCDHGA9,0_PCDHGC4,0_PCYOX1,0_PCYOX1L,0_PDCL2,0_PDE10A,0_PDE5A,0_PDE9A,0_PDHA1,0_PDHX,0_PDK2,0_PDK4,0_PDLIM2,0_PDLIM5,0_PDZK1IP1,0_PEA15,0_PEG3,0_PELI2,0_PELP1,0_PEX13,0_PGAM2,0_PGAM5,0_PGAP3,0_PGK1,0_PGLYRP2,0_PHAX,0_PHF10,0_PHF5A,0_PHKA2,0_PHLPP1,0_PHPT1,0_PIAS1,0_PIK3R2,0_PIR,0_PIWIL4,0_PLA2G5,0_PLCD1,0_PLCG2,0_PLD1,0_PLD6,0_PLEKHG1,0_PLK1,0_PLS3,0_PMM2,0_PMPCA,0_PNCK,0_PNPO,0_PODNL1,0_POF1B,0_POGZ,0_POLD1,0_POLR3H,0_POTEF,0_POU2F2,0_POU3F3,0_PPA2,0_PPCDC,0_PPIG,0_PPIL2,0_PPM1B,0_PPM1D,0_PPM1E,0_PPP1R3B,0_PPP1R9A,0_PPP2CA,0_PPP2R1B,0_PPP2R2A,0_PPP2R2B,0_PPP4R2,0_PPRC1,0_PRAF2,0_PRAM1,0_PRDM2,0_PRDM4,0_PRDX2,0_PRDX4,0_PRDX6,0_PRKG1,0_PRMT7,0_PROC,0_PROM1,0_PROS1,0_PRPF6,0_PRR16,0_PRRT3,0_PRTFDC1,0_PRTN3,0_PSMB6,0_PSMD3,0_PSPH,0_PSTK,0_PTEN,0_PTER,0_PTGIS,0_PTGR1,0_PTPRE,0_PYCARD,0_QPRT,0_RAB11FIP1,0_RAB13,0_RAB27B,0_RAB30,0_RAB31,0_RAB3D,0_RAB6A,0_RABGAP1,0_RAC2,0_RAD1,0_RADIL,0_RAF1,0_RALA,0_RANBP1,0_RANBP2,0_RANBP3L,0_RANBP9,0_RAPGEF4,0_RASAL1,0_RASSF1,0_RBM17,0_RBM19,0_RBM34,0_RBM42,0_RBM47,0_RBM5,0_RBP5,0_RBPMS,0_RDH14,0_REN,0_RIC3,0_RIC8A,0_RILPL1,0_RNASEL,0_RNASET2,0_RNF139,0_RNF180,0_RNF19A,0_RNF216,0_RNPEP,0_RORA,0_RPP30,0_RPS20,0_RPS3A,0_RPS4Y1,0_RPS5,0_RPS7,0_RTN4IP1,0_S100A1,0_SAA4,0_SAE1,0_SAP30BP,0_SARDH,0_SCCPDH,0_SCML4,0_SDC1,0_SDR16C5,0_SEC24C,0_SEC24D,0_SEC63,0_SEMA3A,0_SEPHS2,0_SERPINA1,0_SERPINA3,0_SERPINA4,0_SERPINA6,0_SERPINB5,0_SERPINB6,0_SERPINC1,0_SFXN1,0_SFXN3,0_SGMS1,0_SH3D19,0_SH3GLB1,0_SHC1,0_SHMT1,0_SHROOM2,0_SIK3,0_SIRPA,0_SIRT7,0_SKA1,0_SLC10A3,0_SLC13A1,0_SLC13A3,0_SLC16A1,0_SLC16A10,0_SLC20A1,0_SLC22A11,0_SLC25A11,0_SLC25A12,0_SLC25A6,0_SLC26A11,0_SLC26A2,0_SLC27A4,0_SLC2A9,0_SLC39A7,0_SLC43A2,0_SLC7A5,0_SLC9A3R1,0_SLMAP,0_SMARCD1,0_SMC1A,0_SMC2,0_SMC4,0_SMO,0_SNAI1,0_SNAP29,0_SNAPC2,0_SNPH,0_SNRNP35,0_SNRPB,0_SNRPD1,0_SNRPD3,0_SNX9,0_SOCS3,0_SOCS6,0_SOD1,0_SORCS1,0_SOX6,0_SP100,0_SPAG5,0_SPATA18,0_SPTBN2,0_SRP54,0_SRR,0_SSB,0_ST8SIA2,0_STAT4,0_STAT6,0_STIM1,0_STK36,0_STRADA,0_STRADB,0_STRAP,0_SUMO4,0_SUN2,0_SV2C,0_SVIP,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_SYTL1,0_TAAR1,0_TAB1,0_TAF8,0_TBC1D1,0_TBC1D13,0_TBC1D15,0_TBC1D16,0_TBC1D23,0_TBC1D4,0_TBC1D8B,0_TBCA,0_TBCD,0_TBCE,0_TBKBP1,0_TBX2,0_TCEA3,0_TCF4,0_TCOF1,0_TCTA,0_TDG,0_TEK,0_TEKT3,0_TGFA,0_TGFB1,0_THAP3,0_THBS1,0_THEM4,0_THTPA,0_THYN1,0_TIAM2,0_TLE2,0_TMEM104,0_TMEM116,0_TMEM132E,0_TMEM176A,0_TMEM176B,0_TMEM43,0_TMEM45B,0_TMEM59L,0_TMEM8B,0_TMEM9B,0_TMPRSS2,0_TMTC1,0_TNC,0_TNFSF4,0_TNIP2,0_TOPORS,0_TOR1B,0_TPK1,0_TPM2,0_TPPP,0_TPRN,0_TPX2,0_TRAM1,0_TREM1,0_TRIM27,0_TRIM35,0_TRIM38,0_TRIM55,0_TRIM69,0_TRIOBP,0_TRIP12,0_TSC2,0_TSEN15,0_TSHR,0_TSR1,0_TTC1,0_TTC19,0_TTC32,0_TTF1,0_TTK,0_TTLL3,0_TUBB8,0_TUBD1,0_TUBGCP2,0_TUFM,0_UACA,0_UBA2,0_UBA5,0_UBAC1,0_UBC,0_UBE2G2,0_UBE2M,0_UBL7,0_UBQLN1,0_UBXN2A,0_UBXN7,0_UGDH,0_UGT1A6,0_UPK1B,0_UROC1,0_USP2,0_VBP1,0_VEGFA,0_VIM,0_VPS13A,0_VPS18,0_WAS,0_WDR47,0_WDR48,0_WIPI1,0_WSCD2,0_WWC1,0_WWTR1,0_XAF1,0_XKR9,0_XPC,0_YTHDF2,0_ZBTB20,0_ZBTB34,0_ZBTB42,0_ZC3HAV1,0_ZCCHC17,0_ZDHHC6,0_ZFP36,0_ZIC1,0_ZMYM2,0_ZMYM3,0_ZNF135,0_ZNF19,0_ZNF22,0_ZNF234,0_ZNF280C,0_ZNF343,0_ZNF420,0_ZNF436,0_ZNF44,0_ZNF503,0_ZNF514,0_ZNF518B,0_ZNF544,0_ZNF549,0_ZNF559,0_ZNF672,0_ZNF703,0_ZSCAN12
0,0,0,15,0,0,8,5,0,10,11,2,27,45,4,0,0,6,17,0,0,33,37,92,0,23,0,0,0,13,29,0,7,144,0,0,0,2,15,6,31,0,0,0,0,0,0,0,0,5,17,4,1,22,0,0,0,0,0,20,46,0,2,0,37,0,0,0,54,7,0,0,15,64,38,0,0,0,0,0,0,0,0,12,17,2,0,0,15,0,0,1,0,0,0,135,2,0,74,18,2,9,0,64,42,50,0,27,0,15,0,0,0,0,0,0,0,10,0,54,0,0,0,63,0,29,0,7,0,0,62,0,7,0,0,0,0,0,0,0,5,14,0,0,0,0,17,20,0,72,0,0,42,0,0,1,0,28,2,0,0,10,0,0,3,0,0,31,0,11,0,33,0,14,0,0,0,0,12,0,0,45,0,0,17,0,4,0,0,1,0,16,44,36,50,0,0,33,0,0,0,44,0,10,74,57,95,0,0,0,0,0,76,0,0,28,0,0,1,17,0,0,0,0,0,0,0,0,0,0,5,60,15,0,39,0,0,25,0,47,0,0,0,26,0,0,0,9,0,9,0,15,58,0,0,0,40,0,0,9,6,0,15,27,11,0,7,24,0,0,8,42,0,12,24,0,0,0,0,19,5,64,0,2,0,43,24,50,5,26,39,0,0,0,0,0,0,0,0,0,6,0,79,2,0,0,0,2,0,0,22,7,41,1,0,11,144,2,1,0,8,17,21,77,0,0,0,68,0,0,124,0,0,0,0,24,29,0,19,37,28,0,0,3,0,9,17,14,3,0,0,19,0,2,0,0,0,0,0,66,0,8,12,0,0,0,120,0,0,0,31,6,0,11,0,0,2,12,5,0,0,91,41,0,10,24,0,0,0,0,0,0,1,0,0,0,0,0,10,0,51,0,0,0,14,0,41,4,0,0,78,0,2,0,4,1,0,164,26,18,7,18,11,56,3,21,0,17,2,0,0,0,83,30,0,0,17,0,8,0,0,0,0,12,0,0,0,13,0,33,0,104,0,9,107,0,0,0,0,199,0,0,119,3,140,5,0,6,0,0,0,4,18,18,0,0,0,0,32,19,0,0,0,0,3,0,7,14,0,0,0,0,0,15,38,2,8,0,0,0,0,0,0,15,283,52,0,0,0,0,0,41,0,13,0,0,26,0,0,0,0,82,0,0,0,0,0,16,0,6,41,0,44,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,28,48,0,0,0,0,3,0,0,25,63,0,0,0,0,9,0,0,0,0,0,0,0,4,0,57,116,0,0,10,33,0,0,0,0,0,3,0,0,0,0,40,4,0,0,0,1,9,0,54,54,0,57,0,0,0,0,0,0,0,5,4,0,11,32,0,34,2,142,51,18,31,0,24,27,0,0,49,0,13,0,2,0,0,0,0,55,0,13,3,0,0,26,0,0,0,141,0,0,0,9,0,0,0,2,81,34,0,0,0,0,0,12,0,0,0,0,40,0,0,77,0,27,4,0,19,80,0,0,0,0,0,0,0,11,0,0,5,25,51,0,0,0,0,0,0,0,0,0,0,17,17,14,0,0,0,0,33,4,0,0,0,10,44,0,52,2,0,0,0,0,0,46,2,72,0,0,0,0,63,6,0,0,18,0,11,0,0,0,0,55,0,0,0,0,0,0,0,0,105,0,0,0,5,213,0,20,1,0,0,13,15,0,0,31,0,0,0,0,54,0,0,0,4,0,3,60,2,0,0,122,15,10,36,38,0,26,0,38,0,0,0,0,0,0,0,0,53,11,0,0,36,10,86,0,0,3,0,0,8,0,11,31,0,0,0,25,0,0,0,0,0,0,0,0,0,53,21,0,0,11,0,26,0,18,0,0,70,1,0,228,103,21,0,0,0,14,0,0,7,0,0,0,0,8,0,24,0,93,18,0,15,0,0,71,28,0,0,0,0,47,6,0,49,0,4,0,0,0,0,0,0,0,0,53,0,0,17,7,0,0,0,0,10,0,0,18,28,0,0,13,0,0,2,0,59,0,0,0,14,0,0,0,22,0,4,0,0,30,0,0,73,0,0,3,0,17,0,2,0,2,8,0,0,15,10,23,0,0,0,13,0,14,0,0,0,0,40,0,0,0,13,67,0,3,0,0,0,0,0,0,0,0,21,0,0,0,18,10,20,20,47,0,0,31,17,0,109,0,14,1,0,0,23,6,49,0,22,0,10,0,103,5,0,0,0,0,4
100,0,0,0,0,0,0,296,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,3,0,0,0,42,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,9,0,1,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16,68,0,0,0,0,0,2,0,0,0,0,5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,13,0,1,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,37,2,2,1,0,1,33,0,0,0,0,0,1,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,6,1,9,0,0,0,26,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,20,39,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,22,0,0,0,8,0,3,0,81,0,0,1,0,0,0,0,1,0,13,14,0,3,239,0,0,0,2,0,0,8,0,0,0,0,28,0,0,0,0,0,0,1,0,2,0,2,0,0,3,0,2,35,0,0,0,3,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,0,5,24,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,15,0,1,1,1,0,1,0,4,0,0,0,0,1,0,0,1,0,4,2,0,0,1,76,0,0,0,0,116,1,9,3,0,400,0,1,0,0,0,3,0,0,0,0,5,0,0,0,2,0,0,0,1,0,10,1,0,0,0,78,0,1,0,1,2,0,0,0,0,0,0,1,6,4,1,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,181,0,4,1,0,0,0,2,0,1,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,190,0,2,7,7,0,21,1,0,3,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,0,224,0,0,1,0,0,0,3,0,0,1,0,0,0,1,1,1,0,1,1,43,0,0,0,0,0,0,35,96,0,1,6,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,60,0,100,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,3,0,0,0,1,0,0,1,0,0,0,9,0,0,0,45,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,3,0,2,0,1,0,0,0,0,1,0,0,177,0,0,0,0,2,0,0,1,2,0,0,3,0,2,0,1,1,3,0,4,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,14,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,2,1,2,0,1,0,0,0,0,0,79,3,2,0,0,1,0,0,0,0,186,54,0,0,0,2,0,7,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,7,0,1,0,5,1,0,1,2,0,1,0,0,0,0,18,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,3,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,2,0,0,32,0,3,0,0,0,0
200,0,0,0,0,8,0,329,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,83,1,0,0,0,0,0,0,4,1,1,2,0,8,0,44,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,10,1,0,1,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,23,0,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,52,62,0,0,1,0,0,1,0,2,1,0,5,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0,90,0,0,0,0,0,15,38,0,0,0,1,0,0,0,0,0,0,29,0,0,0,0,0,32,3,1,0,0,0,2,0,1,1,0,0,0,0,0,0,3,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,69,0,0,0,0,0,0,2,1,1,0,1,14,0,0,0,0,0,1,0,53,0,29,1,0,0,4,0,0,0,67,0,0,0,0,0,0,0,0,0,2,6,0,1,279,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,2,1,0,14,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,2,0,0,50,1,0,0,0,108,0,0,2,0,428,0,1,0,0,0,0,0,0,0,6,3,0,0,0,0,1,0,1,1,0,14,29,3,1,0,65,0,1,7,0,0,0,5,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,238,0,0,0,0,4,0,0,0,0,1,2,0,0,1,1,2,0,0,22,9,0,0,0,0,0,0,17,0,0,0,0,0,246,0,9,0,0,0,90,0,0,5,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,36,2,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,1,78,14,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,148,4,0,0,0,0,0,0,0,1,0,0,1,11,0,0,0,0,0,0,0,0,1,0,0,2,0,30,6,0,0,130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,228,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,1,0,0,1,7,0,0,0,1,1,0,0,0,0,0,2,4,0,0,1,0,0,0,0,3,0,1,0,0,1,2,131,0,0,0,0,0,1,0,0,0,220,108,0,1,1,0,0,26,0,0,0,1,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,13,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,1,3,0,36,0,0,4,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0
