gen,0_AAGAB,0_ABCB9,0_ABCC10,0_ABCD1,0_ABHD14B,0_ACAD8,0_ACADL,0_ACBD3,0_ACE2,0_ACTR3,0_ADA,0_ADCY2,0_ADH5,0_ADRB1,0_AFP,0_AGPAT4,0_AHNAK2,0_AHR,0_AIMP2,0_AKAP7,0_AKR1C1,0_AKR1C3,0_AKR1E2,0_AKTIP,0_ALDH1A1,0_ALDH1A3,0_ALG9,0_ALOX15B,0_AMBRA1,0_ANAPC7,0_ANGPTL4,0_ANKRD13D,0_ANKRD31,0_ANKZF1,0_ANO10,0_ANO9,0_ANP32A,0_ANP32E,0_ANXA3,0_ANXA6,0_ANXA9,0_AP1B1,0_AP1S1,0_APBA3,0_APBB1,0_APOLD1,0_APPL2,0_ARG2,0_ARHGEF35,0_ARHGEF5,0_ARHGEF7,0_ARL2BP,0_ARL6IP6,0_ARMC5,0_ARMC8,0_ARMC9,0_ARMCX2,0_ARMCX6,0_ARPC2,0_ARRB1,0_ASAP1,0_ASB8,0_ATF3,0_ATL1,0_ATP2B1,0_ATP2B2,0_ATP2B3,0_ATP6V1A,0_ATP6V1B1,0_AUH,0_AURKB,0_AXIN2,0_B3GALT4,0_B3GNT3,0_B4GALNT2,0_B4GALT3,0_BAALC,0_BAG1,0_BAK1,0_BARX2,0_BBC3,0_BBOX1,0_BBX,0_BCAR1,0_BCL2L12,0_BCL2L14,0_BCL7A,0_BCL7B,0_BDH1,0_BEX2,0_BMP6,0_BPNT1,0_BST2,0_BTG3,0_BTN3A3,0_C15orf40,0_C17orf97,0_C1D,0_C1GALT1,0_C1orf116,0_C1orf162,0_C1orf194,0_C1orf43,0_C20orf96,0_C2CD2L,0_C3orf14,0_C4BPA,0_C5orf46,0_C7,0_CACNA1H,0_CANT1,0_CAPN1,0_CAPZA1,0_CAPZB,0_CAV2,0_CBFA2T3,0_CBWD5,0_CBWD6,0_CCDC102A,0_CCDC114,0_CCDC134,0_CCDC152,0_CCDC50,0_CCDC57,0_CCNG1,0_CCNJL,0_CCR4,0_CCRL2,0_CD200,0_CD44,0_CD81,0_CDC23,0_CDC42EP3,0_CDC42SE2,0_CDC5L,0_CDH1,0_CDH16,0_CDH2,0_CDH23,0_CDK18,0_CDK5RAP3,0_CDKN1A,0_CDR2L,0_CEACAM7,0_CELF1,0_CEP72,0_CES3,0_CFB,0_CFC1B,0_CHAC1,0_CHCHD6,0_CHD1,0_CHI3L2,0_CHMP1B,0_CHST10,0_CHST11,0_CIB2,0_CKAP5,0_CLDN2,0_CLDN4,0_CLDN8,0_CLEC4C,0_CLEC4D,0_CLIP2,0_CLN5,0_CLPB,0_CNDP2,0_CNPY2,0_CNTN2,0_CNTROB,0_COBL,0_COG1,0_COL4A1,0_COMMD3,0_COPS4,0_CP,0_CPNE5,0_CREB1,0_CRP,0_CRYZL1,0_CSPG4,0_CTNNA2,0_CTPS2,0_CTSF,0_CUX1,0_CWC22,0_CX3CR1,0_CXCL12,0_CYFIP2,0_CYP4X1,0_DAAM2,0_DACH2,0_DCAF12L1,0_DCAF12L2,0_DCDC2,0_DCHS1,0_DCTN2,0_DDHD2,0_DDR1,0_DDX11,0_DDX3Y,0_DDX43,0_DDX5,0_DDX59,0_DEDD,0_DEF8,0_DERL3,0_DGUOK,0_DHCR7,0_DHODH,0_DIP2C,0_DMTF1,0_DMXL1,0_DNAJB1,0_DNAJB11,0_DNAJB4,0_DNAJB5,0_DNAJB6,0_DNAJB7,0_DNAJC5,0_DNASE1L3,0_DNMT3B,0_DOK4,0_DPM1,0_DPYSL4,0_DTNA,0_DUOXA1,0_DUSP19,0_DUSP8,0_DYM,0_DYNC2LI1,0_ECHDC3,0_ECSIT,0_EDAR,0_EFCAB2,0_EFNB2,0_EFS,0_EHBP1,0_EHBP1L1,0_EHMT1,0_EIF2S3,0_EIF3C,0_EIF4EBP1,0_ELK3,0_ELMO3,0_ENDOD1,0_ENHO,0_ENO2,0_ENPP3,0_ENTPD1,0_ENTPD4,0_EPHA3,0_EPS8,0_ERCC1,0_ERCC5,0_ERN2,0_ESD,0_ESPL1,0_ETFDH,0_EVPL,0_EXOSC4,0_EYA4,0_EZH1,0_FABP7,0_FADS1,0_FAM13C,0_FAM160A1,0_FAM171B,0_FAM20A,0_FAM53A,0_FANCE,0_FAR2,0_FBLL1,0_FBXL12,0_FBXL14,0_FBXO21,0_FBXO44,0_FCAR,0_FCHO1,0_FECH,0_FER,0_FGB,0_FGD4,0_FGG,0_FLAD1,0_FLRT3,0_FMO2,0_FOSB,0_FOXK1,0_FOXS1,0_FPR2,0_FRG1,0_FRY,0_FSD1L,0_FUCA1,0_FUS,0_FXYD2,0_FZD1,0_FZD8,0_G6PD,0_GAB3,0_GALC,0_GBP4,0_GC,0_GCH1,0_GCLC,0_GDF15,0_GIGYF1,0_GJA4,0_GLA,0_GLCCI1,0_GLO1,0_GLOD4,0_GLOD5,0_GLRX5,0_GLYAT,0_GNAI1,0_GNB1L,0_GNPTAB,0_GNRH1,0_GOT2,0_GPATCH1,0_GPI,0_GPR132,0_GPR143,0_GPR176,0_GPR27,0_GPRASP1,0_GPX3,0_GRAMD1B,0_GRB7,0_GREM2,0_GSPT2,0_GSTA4,0_GTPBP2,0_HAX1,0_HBA1,0_HBD,0_HCCS,0_HDAC10,0_HDAC4,0_HDAC5,0_HEYL,0_HGSNAT,0_HIBADH,0_HIP1,0_HIP1R,0_HIPK1,0_HK1,0_HMGA1,0_HMGXB4,0_HMOX2,0_HNRNPA2B1,0_HNRNPC,0_HNRNPD,0_HNRNPM,0_HOXD4,0_HP,0_HPCAL1,0_HPS4,0_HSPA12A,0_HSPBAP1,0_HSPG2,0_HTATIP2,0_HTATSF1,0_HYI,0_ICA1,0_IDO1,0_IDUA,0_IFT20,0_IGFBP7,0_IKBIP,0_IL15RA,0_IL18R1,0_IL23A,0_IL4I1,0_IMPA1,0_IMPA2,0_INPP4B,0_INTS1,0_INTS8,0_IRAK1,0_IRGQ,0_ISL1,0_ISLR,0_ITGA9,0_ITGAV,0_ITIH3,0_JAG1,0_JAKMIP2,0_KCNA5,0_KCNQ5,0_KCTD16,0_KHDRBS2,0_KIAA1328,0_KIAA1522,0_KIAA1614,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF21A,0_KIF7,0_KIF9,0_KISS1R,0_KLHL5,0_KLRB1,0_KMO,0_KRT19,0_KRT7,0_KRT8,0_KRTAP27-1,0_KTN1,0_LAMB1,0_LAMP2,0_LARP1,0_LARS2,0_LAYN,0_LBP,0_LDB2,0_LDHC,0_LDHD,0_LETM1,0_LGALS1,0_LGR5,0_LIMA1,0_LMBRD2,0_LPCAT1,0_LPIN1,0_LRBA,0_LRCH2,0_LRG1,0_LRP4,0_LRRC28,0_LRRFIP1,0_LRRN3,0_LRTOMT,0_LSM6,0_LUC7L3,0_LY75,0_LY86,0_LYPD6,0_LZTS1,0_MACC1,0_MAF,0_MAFG,0_MAML3,0_MAN1B1,0_MAP3K10,0_MAP4,0_MAPK3,0_MBIP,0_MCCC1,0_MCPH1,0_MCRS1,0_MDM2,0_MED12,0_MGAM,0_MGST1,0_MICALL2,0_MID1,0_MIER1,0_MIS12,0_MLF2,0_MLLT1,0_MLYCD,0_MN1,0_MORC2,0_MOXD1,0_MPHOSPH10,0_MPI,0_MPP6,0_MPV17L,0_MRPL3,0_MST1R,0_MSTN,0_MSTO1,0_MT1A,0_MTAP,0_MTDH,0_MTHFD1L,0_MTMR11,0_MYL5,0_MYO10,0_MYO19,0_MYOF,0_MYOM2,0_NAP1L5,0_NCAPG2,0_NCBP2,0_NDRG1,0_NDUFA4,0_NDUFA4L2,0_NDUFB6,0_NEXN,0_NFS1,0_NFX1,0_NGB,0_NGRN,0_NHEJ1,0_NIPAL3,0_NKX2-2,0_NLGN1,0_NLRP1,0_NME1-NME2,0_NME7,0_NMUR1,0_NOSTRIN,0_NOTCH1,0_NPHP1,0_NTN1,0_NUDT22,0_NUP50,0_NUP88,0_NUS1,0_NXF1,0_ODC1,0_OMA1,0_ONECUT2,0_OSBPL9,0_OTP,0_OTUD6B,0_OTUD7B,0_OXSM,0_PABPC1,0_PACS1,0_PADI1,0_PAG1,0_PALM3,0_PALMD,0_PARK7,0_PARP14,0_PATL1,0_PAX9,0_PCBP1,0_PCCB,0_PCDHB4,0_PCDHGA1,0_PCDHGA11,0_PCDHGA12,0_PCDHGA2,0_PCDHGB3,0_PCGF1,0_PCMTD2,0_PCTP,0_PCYOX1,0_PDCD5,0_PDE9A,0_PDGFB,0_PDHX,0_PDK1,0_PDLIM2,0_PDZK1IP1,0_PEX11B,0_PEX6,0_PFN1,0_PGLYRP2,0_PHC3,0_PHF23,0_PIAS1,0_PIF1,0_PILRB,0_PINX1,0_PIR,0_PKLR,0_PKN2,0_PKNOX1,0_PLA2G5,0_PLCE1,0_PLCG2,0_PLEKHA2,0_PLEKHA7,0_PLEKHG3,0_PLRG1,0_PLSCR3,0_PLXDC1,0_PNCK,0_PNPLA2,0_PNPT1,0_POC1A,0_POFUT1,0_POR,0_POU2F1,0_PPARD,0_PPIG,0_PPIP5K1,0_PPIP5K2,0_PPM1A,0_PPP1R11,0_PPP1R13B,0_PPP1R3B,0_PPP1R7,0_PPP2CB,0_PPP2R2A,0_PRDM10,0_PREX2,0_PRKCD,0_PRKG1,0_PRKG2,0_PRODH,0_PROS1,0_PRPF38B,0_PRR15L,0_PRTFDC1,0_PSMD2,0_PSMF1,0_PTDSS2,0_PTEN,0_PTER,0_PTGIS,0_PTGR1,0_PTMA,0_PTPN11,0_PTPN13,0_PTPN21,0_PTTG2,0_PXDN,0_PXMP4,0_PYCR1,0_RAB11FIP4,0_RAB1A,0_RAB30,0_RAB31,0_RABEP1,0_RAD54L2,0_RAD9A,0_RALGDS,0_RANGAP1,0_RASD2,0_RASSF5,0_RBM12,0_RBM6,0_RBMS2,0_RELL1,0_REM1,0_REN,0_REPIN1,0_RGPD5,0_RHBDD1,0_RHOA,0_RILPL2,0_RIMS2,0_RIMS4,0_RING1,0_RNASEH2C,0_RNASET2,0_RNF17,0_RNF38,0_RNF4,0_RPA1,0_RPAP1,0_RPL21,0_RPL9,0_RPN1,0_RPP25,0_RPS14,0_RPS23,0_RPS4X,0_RSAD2,0_RSRC2,0_RUFY2,0_S100A1,0_S100A6,0_SAFB,0_SCARF2,0_SCCPDH,0_SCFD1,0_SDCBP2,0_SDR16C5,0_SEC23IP,0_SEC24D,0_SECISBP2L,0_SEMA3F,0_SEMA4D,0_SEMA5A,0_SERPINA3,0_SERPINA4,0_SERPINA7,0_SERPINF2,0_SEZ6L2,0_SHC1,0_SHROOM2,0_SHROOM3,0_SIL1,0_SIRT5,0_SLC13A3,0_SLC15A4,0_SLC16A1,0_SLC25A36,0_SLC26A11,0_SLC2A9,0_SLC35B3,0_SLC35F2,0_SLC38A2,0_SLC39A8,0_SLC3A1,0_SLC43A2,0_SLC47A1,0_SMAD2,0_SMAGP,0_SMARCE1,0_SMC4,0_SNAP29,0_SNAP91,0_SNRPB,0_SNW1,0_SNX11,0_SNX15,0_SNX21,0_SNX5,0_SNX8,0_SPAG5,0_SPINT2,0_SPOCK2,0_SQSTM1,0_SRD5A1,0_SREBF2,0_SRM,0_ST3GAL1,0_STAG2,0_STAM2,0_STAT3,0_STC2,0_STIM2,0_STIP1,0_STK11,0_STK35,0_STON2,0_SUDS3,0_SUN2,0_SUSD2,0_SYCP3,0_SYMPK,0_SYNGR3,0_SYNJ2BP,0_SYTL1,0_TAF1,0_TAOK1,0_TAPBP,0_TBC1D10A,0_TBC1D25,0_TBCA,0_TBP,0_TCEA2,0_TCEA3,0_TCTA,0_TCTN1,0_TEK,0_TF,0_TFG,0_THBS1,0_THBS2,0_THOC3,0_TIGD1,0_TLE1,0_TLR3,0_TM4SF18,0_TMEM104,0_TMEM132E,0_TMEM139,0_TMEM175,0_TMEM184B,0_TMEM47,0_TMEM88,0_TMOD1,0_TMPRSS2,0_TNFRSF6B,0_TNFSF13B,0_TOR1B,0_TP53RK,0_TPD52L2,0_TPK1,0_TRAF3IP1,0_TRAF6,0_TRDMT1,0_TREM1,0_TRIM35,0_TRIM38,0_TRIM55,0_TRIOBP,0_TRIP11,0_TSHR,0_TTC39C,0_TTC7A,0_TTLL3,0_TUBB1,0_TUBB8,0_TWF1,0_TXLNA,0_TXNDC11,0_TXNDC5,0_TYMP,0_UAP1,0_UBE2E1,0_UBE2G2,0_UBE2Z,0_UBR4,0_UBTF,0_UBXN8,0_UGGT1,0_UPK1B,0_UPK3B,0_UROC1,0_USP13,0_USP14,0_USP16,0_USP2,0_USP6NL,0_VANGL1,0_VAPA,0_VBP1,0_VEGFA,0_VKORC1,0_VPS18,0_VPS37B,0_WDFY1,0_WDR17,0_WDR18,0_WDR53,0_XK,0_XKR9,0_XPC,0_XRCC5,0_YAF2,0_YIPF1,0_YIPF5,0_YWHAE,0_ZBED4,0_ZBTB1,0_ZFYVE1,0_ZKSCAN4,0_ZMAT2,0_ZMYM3,0_ZNF143,0_ZNF19,0_ZNF219,0_ZNF280C,0_ZNF3,0_ZNF343,0_ZNF433,0_ZNF436,0_ZNF521,0_ZNF575,0_ZNF616,0_ZNF677,0_ZNF687,0_ZNF83,0_ZNF84,0_ZSCAN12
0,0,0,0,0,7,0,144,0,137,0,0,89,0,0,37,8,7,33,0,8,9,38,62,0,18,15,8,13,11,0,0,0,0,4,0,39,0,7,0,0,14,0,8,13,0,0,15,7,0,0,0,0,0,0,9,12,40,4,2,14,0,0,46,1,2,77,15,4,24,0,0,49,9,0,0,17,0,0,16,12,11,0,0,0,0,0,0,0,0,26,18,13,1,0,0,0,0,0,10,12,0,0,3,0,0,0,11,0,4,41,0,0,0,0,3,0,75,0,0,8,26,13,0,0,0,32,0,16,0,0,0,18,0,0,0,2,0,78,72,0,0,0,16,0,0,15,1,0,1,53,18,0,65,8,0,13,42,0,14,2,91,6,26,31,0,0,0,0,36,0,0,0,0,7,0,45,76,4,7,0,0,9,0,46,0,2,14,0,0,0,0,1,105,15,2,0,13,18,3,32,20,1,0,0,37,0,38,0,4,0,24,0,0,8,0,26,0,5,0,0,4,134,0,0,16,6,35,0,0,11,0,0,0,0,33,63,0,0,0,28,0,0,0,0,5,13,76,0,0,0,15,9,1,0,0,12,0,0,0,29,0,68,0,36,0,0,2,0,62,0,10,0,1,5,18,0,0,1,13,9,0,97,11,15,0,71,0,120,0,0,17,0,0,0,4,23,101,0,4,4,0,2,0,0,24,24,11,0,0,0,0,23,0,9,6,0,1,8,0,4,0,25,12,0,61,0,13,27,56,13,0,95,8,31,0,20,5,0,0,0,9,65,0,0,0,0,22,0,49,0,0,0,0,0,2,0,35,76,3,8,10,15,0,12,47,2,15,0,0,0,0,0,0,19,0,24,14,0,18,0,0,1,0,13,61,0,0,22,0,16,11,7,246,6,0,8,2,4,153,0,22,106,0,6,0,0,2,0,55,9,8,0,15,0,0,0,0,56,0,4,0,0,0,19,1,0,0,9,0,141,0,9,90,8,3,0,19,0,0,0,0,0,0,21,45,0,0,0,0,3,1,0,50,32,0,0,60,19,0,11,0,0,0,9,0,0,0,0,0,34,28,167,0,0,105,0,139,33,21,0,0,0,1,45,0,16,4,0,0,54,0,0,0,0,10,0,69,0,6,24,18,67,0,0,22,5,16,30,0,0,0,12,17,10,0,0,2,210,0,103,0,0,0,0,7,60,3,0,11,0,0,0,37,0,0,33,168,17,45,42,41,0,0,25,12,8,9,0,1,23,0,4,12,42,0,54,0,0,0,0,64,0,27,19,0,21,59,17,0,11,1,0,0,0,0,22,34,8,10,16,9,23,0,0,0,0,0,0,9,3,6,20,33,0,147,7,0,24,2,37,0,29,45,0,40,0,33,0,25,15,0,0,0,18,50,8,0,143,1,0,5,38,0,0,0,0,0,0,0,2,0,0,69,0,121,0,0,7,0,48,0,0,0,0,180,21,0,7,0,43,43,41,0,7,0,0,0,16,0,10,52,33,0,0,9,0,6,89,0,0,0,0,0,13,226,16,0,51,18,0,24,135,0,0,0,0,13,0,42,0,0,0,0,14,38,42,111,8,5,2,0,28,4,0,3,0,3,15,8,0,177,3,3,78,23,0,0,0,0,19,0,0,0,0,0,5,27,0,0,3,0,0,81,0,9,0,0,0,0,52,0,24,0,0,0,1,0,36,1,26,0,43,17,0,0,27,28,202,0,0,1,0,0,0,0,0,9,0,0,0,0,32,16,14,113,20,0,0,43,0,27,0,0,0,37,7,32,0,0,0,0,0,0,8,10,4,7,0,0,24,151,33,16,0,0,110,0,0,9,0,0,0,0,0,25,18,0,2,52,110,16,29,18,0,0,14,9,5,14,74,0,18,0,0,0,0,0,5,21,124,16,0,0,32,0,0,4,18
100,0,0,0,0,0,1,0,0,4,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,5,0,0,0,1,47,0,3,2,0,6,0,0,0,0,3,0,0,1,16,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,47,0,0,1,0,0,391,0,0,0,1,0,1,1,0,0,2,0,1,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,16,0,0,0,0,0,5,4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,75,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,1,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,395,0,0,0,0,0,280,4,0,0,1,0,1,158,0,1,0,0,0,0,0,1,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,245,0,0,8,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,4,0,0,34,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,3,232,0,0,0,1,0,261,0,0,0,0,1,8,0,0,0,0,2,0,0,0,0,0,0,1,0,268,0,0,0,0,1,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,9,16,0,1,0,0,0,1,0,2,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,1,7,1,218,0,0,0,6,0,0,0,0,0,0,2,0,2,1,0,0,0,5,0,0,3,0,0,1,0,0,0,0,0,60,0,0,0,0,14,0,165,1,1,1,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,0,64,0,2,0,0,0,20,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,12,1,0,0,0,0,5,0,0,0,42,0,0,9,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,2,0,31,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,26,0,0,0,1,0,0,0
200,1,0,0,1,0,1,0,1,5,0,0,0,0,9,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,1,0,0,2,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,44,1,0,0,0,6,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,3,1,0,0,0,7,2,0,0,3,0,2,4,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,368,0,0,0,0,0,2,0,0,0,2,1,1,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,2,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,40,1,1,0,0,0,18,33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,4,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,6,0,0,3,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,313,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,358,0,1,0,0,0,259,3,0,0,0,0,0,153,0,1,0,0,0,1,0,0,0,1,0,35,4,0,1,0,0,0,0,1,0,0,0,210,0,0,7,0,0,0,0,0,2,0,0,2,1,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,13,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,79,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,110,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,15,6,0,0,0,0,0,0,0,0,22,18,11,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,182,0,0,0,0,0,0,0,0,0,3,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,3,2,0,0,13,0,152,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,69,0,0,5,0,0,19,1,1,0,0,0,0,0,0,8,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,9,0,1,0,0,0,10,0,0,0,49,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,0,0,33,0,0,4,0,0,0,0,1,22,8,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0
300,0,0,2,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,48,0,0,0,0,6,0,0,1,4,0,2,0,0,10,0,0,0,0,0,0,3,3,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,396,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,37,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,43,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,0,0,0,4,86,0,0,0,0,0,336,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,283,2,0,0,0,0,0,172,0,1,0,0,0,0,0,0,0,2,1,38,6,0,0,0,11,0,0,0,1,0,1,239,0,0,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,233,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,117,0,0,0,0,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,7,14,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,138,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,31,0,1,0,0,0,4,0,1,0,56,16,17,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,205,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,10,23,0,0,0,8,0,172,0,0,0,0,32,8,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,91,1,0,0,0,1,15,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,1,0,0,0,6,0,0,1,0,0,0,3,0,0,0,71,0,0,0,0,1,0,0,0,1,1,0,0,15,0,0,0,0,0,1,0,0,0,92,0,0,0,0,0,3,0,0,19,22,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0
