gen,0_AARSD1,0_ABCA2,0_ABCA3,0_ABCA4,0_ABCB6,0_ABCC10,0_ABCD3,0_ABCG1,0_ABHD15,0_ABHD3,0_ABLIM1,0_ACBD3,0_ACD,0_ACMSD,0_ACO2,0_ACOX1,0_ACSL6,0_ACSM2A,0_ACSM2B,0_ACVRL1,0_ACY3,0_ADAM23,0_ADAM33,0_ADAR,0_ADCY2,0_ADI1,0_AFF3,0_AFM,0_AFP,0_AFTPH,0_AGMAT,0_AGPAT4,0_AHI1,0_AHNAK2,0_AHR,0_AIG1,0_AK3,0_AKAP7,0_AKR1C3,0_AKR1E2,0_ALB,0_ALDH1A2,0_ALDH1L1,0_ALDH1L2,0_ALDH4A1,0_ALDH7A1,0_ALDH9A1,0_ALG1L2,0_ALG9,0_ALOX15B,0_AMBP,0_AMFR,0_AMZ2,0_ANAPC16,0_ANAPC2,0_ANGPTL1,0_ANGPTL4,0_ANK2,0_ANK3,0_ANKRD11,0_ANKRD50,0_ANKRD6,0_ANXA13,0_ANXA3,0_ANXA4,0_ANXA6,0_AP1G1,0_AP3M2,0_APBB1,0_APC,0_APCS,0_APIP,0_APPL2,0_APTX,0_AQP1,0_ARAP1,0_ARFIP1,0_ARHGAP1,0_ARHGAP12,0_ARHGAP18,0_ARHGAP33,0_ARHGDIA,0_ARHGEF2,0_ARL13B,0_ARMC8,0_ARMCX1,0_ARNT2,0_ARRB1,0_ARRDC4,0_ARSB,0_ASRGL1,0_ATF3,0_ATF7IP2,0_ATG16L1,0_ATG4B,0_ATG4D,0_ATP11C,0_ATP1B1,0_ATP1B3,0_ATP2A3,0_ATP2B3,0_ATP6V1A,0_ATP6V1B1,0_ATP6V1B2,0_ATP6V1G1,0_ATP8A1,0_ATP8B4,0_ATPAF2,0_ATRIP,0_ATXN7L1,0_AUP1,0_AXIN2,0_B4GALNT2,0_B4GALT6,0_BAALC,0_BAG3,0_BAIAP2L2,0_BAMBI,0_BAP1,0_BATF2,0_BBOX1,0_BBS4,0_BCAP29,0_BCL2L1,0_BCL2L11,0_BCL7B,0_BCO2,0_BDKRB1,0_BDNF,0_BEX1,0_BHMT,0_BIK,0_BIN1,0_BIRC5,0_BPHL,0_BRD7,0_BRWD1,0_BST2,0_C11orf45,0_C16orf70,0_C17orf97,0_C19orf12,0_C19orf53,0_C19orf54,0_C1orf194,0_C1orf43,0_C1orf54,0_C21orf91,0_C2CD2L,0_C2orf49,0_C2orf69,0_C2orf88,0_C3orf14,0_C4BPA,0_C5orf34,0_C5orf46,0_C6orf132,0_C7,0_CA1,0_CA9,0_CAMLG,0_CAND2,0_CAPN2,0_CAPZB,0_CARD11,0_CASK,0_CASP2,0_CASP8,0_CAV1,0_CAV2,0_CBLC,0_CBWD3,0_CCDC114,0_CCDC57,0_CCDC68,0_CCDC77,0_CCNJL,0_CCPG1,0_CCR4,0_CCR6,0_CD1B,0_CD44,0_CD55,0_CDAN1,0_CDCA7L,0_CDCP1,0_CDH16,0_CDH2,0_CDH23,0_CDH6,0_CDK18,0_CDKL5,0_CDKN1A,0_CDKN2A,0_CDKN2C,0_CDR2L,0_CEBPB,0_CECR2,0_CELSR3,0_CENPA,0_CEP76,0_CES2,0_CES3,0_CFB,0_CFHR1,0_CHAF1A,0_CHCHD6,0_CHDH,0_CHIA,0_CHN2,0_CHP2,0_CHPF,0_CHPT1,0_CHRD,0_CHRDL1,0_CHRM3,0_CHST6,0_CIDEB,0_CITED2,0_CLCN3,0_CLDN2,0_CLDN8,0_CLEC3B,0_CLEC4C,0_CLEC4D,0_CLN5,0_CLPB,0_CLRN3,0_CLTCL1,0_CNIH4,0_CNTN1,0_CNTN2,0_CNTN5,0_CNTNAP1,0_COBLL1,0_COG3,0_COL13A1,0_COL18A1,0_COL1A1,0_COL1A2,0_COMT,0_COPS6,0_COX8C,0_CP,0_CPD,0_CPE,0_CPNE5,0_CPNE8,0_CREB3L1,0_CREBBP,0_CRHBP,0_CRISPLD2,0_CRP,0_CRYAB,0_CRYL1,0_CSNK1D,0_CSNK2A1,0_CTAGE1,0_CTAGE9,0_CTBP2,0_CTDSPL,0_CTNNA1,0_CTNNA2,0_CTNNBL1,0_CTR9,0_CUBN,0_CUEDC1,0_CX3CL1,0_CXCL12,0_CYFIP2,0_CYP1B1,0_CYP4X1,0_CYSLTR2,0_DAAM2,0_DACT2,0_DAGLA,0_DALRD3,0_DAPK1,0_DCAF12L1,0_DCBLD2,0_DCDC2,0_DCPS,0_DDC,0_DDO,0_DDX19B,0_DEF8,0_DENND4C,0_DERL1,0_DEXI,0_DGKD,0_DGKG,0_DHCR7,0_DHRS3,0_DHX36,0_DIRAS3,0_DKK3,0_DLAT,0_DLG2,0_DNA2,0_DNAJB6,0_DNAJB7,0_DNAJC24,0_DNAJC25,0_DNASE1L3,0_DNMT3L,0_DOLPP1,0_DPM3,0_DPPA4,0_DPYSL3,0_DPYSL4,0_DRD2,0_DRG1,0_DSG2,0_DUSP14,0_DUSP23,0_DVL3,0_DYNC1LI1,0_DYNC2LI1,0_E2F1,0_EAPP,0_ECHDC3,0_ECHS1,0_EDAR,0_EDIL3,0_EDN1,0_EFCAB2,0_EFHC1,0_EFNB2,0_EGR1,0_EHF,0_EHHADH,0_EHMT1,0_EIF2AK2,0_EIF2S3,0_EIF3CL,0_EIF4EBP1,0_EIF4EBP2,0_EIF4ENIF1,0_EME1,0_ENHO,0_ENOPH1,0_ENPEP,0_ENPP3,0_ENPP4,0_ENPP5,0_ENTPD5,0_EP300,0_EPB41L2,0_EPHA3,0_ERAP2,0_ERBB3,0_ERBB4,0_ERGIC2,0_ESF1,0_ESYT2,0_EXOC4,0_EXOC7,0_EXOG,0_EXTL2,0_EYA4,0_F11R,0_F2,0_F2RL1,0_FABP3,0_FABP7,0_FAM114A2,0_FAM171A1,0_FAM172A,0_FAM53A,0_FAM53B,0_FAM53C,0_FAM83H,0_FAM98C,0_FANCE,0_FAR2,0_FAT1,0_FBL,0_FBLL1,0_FBXL5,0_FBXO16,0_FBXO33,0_FCN3,0_FECH,0_FGB,0_FGD6,0_FGF2,0_FGG,0_FHOD1,0_FIG4,0_FIS1,0_FLOT2,0_FLRT3,0_FLT4,0_FLVCR2,0_FOS,0_FOXO1,0_FRAT1,0_FRG1,0_FTSJ3,0_FUZ,0_FXYD2,0_FXYD3,0_FZD7,0_FZD8,0_G6PC,0_G6PD,0_GABARAPL1,0_GABPB1,0_GABRA6,0_GALNT12,0_GANAB,0_GAS2L1,0_GAS8,0_GBP3,0_GC,0_GCAT,0_GCLC,0_GCNT3,0_GDF15,0_GDI1,0_GFRA3,0_GGH,0_GGPS1,0_GGT6,0_GGTLC1,0_GK5,0_GLB1L,0_GLCCI1,0_GLG1,0_GLI2,0_GLT8D2,0_GLYCTK,0_GMPR,0_GNL3,0_GNS,0_GPR107,0_GPR143,0_GPR160,0_GPR183,0_GPRASP1,0_GPRIN2,0_GPX3,0_GRAMD1C,0_GRK6,0_GRPEL2,0_GRTP1,0_GSTA1,0_GSTA2,0_GSTA4,0_GSTO2,0_GTPBP1,0_HAL,0_HARS2,0_HAX1,0_HBA1,0_HDAC3,0_HEBP2,0_HESX1,0_HGF,0_HHLA2,0_HIBADH,0_HIF1AN,0_HK1,0_HLA-DQA1,0_HLA-DRB5,0_HMBS,0_HMG20A,0_HMGB2,0_HMGCR,0_HMGN1,0_HMGN2,0_HNF1B,0_HNF4A,0_HNRNPF,0_HNRNPL,0_HNRNPU,0_HOXA10,0_HOXA6,0_HOXC13,0_HP,0_HPCA,0_HPCAL1,0_HPR,0_HPS3,0_HS3ST5,0_HSD17B12,0_HSD17B4,0_HSD17B6,0_HSD17B7,0_HSF1,0_HSP90B1,0_HSPA1B,0_HSPA5,0_HSPA6,0_HTR2B,0_HTRA3,0_HTRA4,0_HTT,0_HUNK,0_IAH1,0_ICAM1,0_ID1,0_IDO1,0_IDS,0_IFIT3,0_IFNG,0_IFT20,0_IGF2BP2,0_IKBKB,0_IL15,0_IL18,0_ILDR1,0_INO80D,0_INPP4B,0_INPP5B,0_INTS6,0_IPO7,0_IQCE,0_ISG15,0_ISL1,0_ITGA2,0_ITGB3,0_ITPR3,0_JARID2,0_JAZF1,0_KCNJ5,0_KCNQ5,0_KCNS3,0_KCTD11,0_KCTD16,0_KHDRBS2,0_KIAA0319L,0_KIAA1328,0_KIAA1614,0_KIF13B,0_KIF18A,0_KIF2A,0_KIF4B,0_KIF5B,0_KISS1R,0_KLC4,0_KLK5,0_KLRB1,0_KMO,0_KRT19,0_KRT4,0_KRT7,0_L2HGDH,0_LARP1,0_LBR,0_LDHD,0_LEFTY2,0_LEO1,0_LGI4,0_LGR5,0_LHX6,0_LIMA1,0_LIMD1,0_LIN54,0_LINGO2,0_LIPH,0_LIPT2,0_LMCD1,0_LMNB1,0_LNX1,0_LPIN1,0_LRBA,0_LRCH2,0_LRFN3,0_LRRC28,0_LRRC3B,0_LRRC45,0_LRRC56,0_LRRC61,0_LRRFIP1,0_LRRN1,0_LRRN3,0_LRRN4CL,0_LSR,0_LSS,0_LTA4H,0_LUZP1,0_LYSMD2,0_MAGEA4,0_MAGOH,0_MAML1,0_MANBA,0_MAP2,0_MAP3K1,0_MAP3K12,0_MAP3K2,0_MAP3K6,0_MAPK12,0_MAPK6,0_MAPK9,0_MAPRE1,0_MARK3,0_MATN2,0_MATR3,0_MAZ,0_MBIP,0_MCFD2,0_MCM6,0_MEGF8,0_MEP1A,0_MERTK,0_METTL7B,0_MFN1,0_MFSD1,0_MFSD6,0_MFSD8,0_MGAM,0_MGAT1,0_MGAT3,0_MIA2,0_MID1,0_MIPOL1,0_MLLT1,0_MLX,0_MME,0_MMP11,0_MMP2,0_MPG,0_MPI,0_MPV17L,0_MRPL37,0_MRPL46,0_MRPS10,0_MRPS22,0_MRPS25,0_MSRA,0_MST1R,0_MT1E,0_MTDH,0_MTMR11,0_MTUS2,0_MX1,0_MXI1,0_MYO10,0_MYO3B,0_MYOM2,0_N4BP1,0_N6AMT1,0_NAA25,0_NAIP,0_NANOS1,0_NAPSA,0_NARS2,0_NCAPH,0_NDRG1,0_NDUFA12,0_NDUFA2,0_NDUFA4L2,0_NDUFB5,0_NDUFB6,0_NDUFV1,0_NEK7,0_NEK8,0_NELL1,0_NEURL1B,0_NEUROD1,0_NFS1,0_NGB,0_NGEF,0_NHEJ1,0_NIT2,0_NKX2-2,0_NKX6-1,0_NLGN1,0_NLK,0_NMB,0_NME3,0_NMNAT3,0_NMT2,0_NOL11,0_NOMO2,0_NOP16,0_NOP56,0_NOS1AP,0_NPLOC4,0_NPRL2,0_NR4A1,0_NRP2,0_NRSN2,0_NSA2,0_NSD1,0_NSMCE2,0_NTN1,0_NTRK3,0_NUDT15,0_NUP50,0_NUP85,0_NXF3,0_OAS2,0_OCIAD1,0_ONECUT2,0_ORM1,0_OSBPL1A,0_OTUB1,0_OXSR1,0_P4HB,0_PADI1,0_PAM,0_PAPSS2,0_PARK7,0_PARL,0_PARN,0_PATZ1,0_PCBP3,0_PCDHB4,0_PCDHB7,0_PCDHGA1,0_PCDHGA11,0_PCDHGA12,0_PCDHGA3,0_PCDHGA6,0_PCDHGA7,0_PCDHGA9,0_PCDHGB2,0_PCDHGB3,0_PCDHGB5,0_PCDHGB6,0_PCDHGC4,0_PCID2,0_PCK1,0_PCYOX1,0_PDCD10,0_PDCD11,0_PDCD2,0_PDCD2L,0_PDE10A,0_PDE3A,0_PDK1,0_PDZK1,0_PDZK1IP1,0_PER2,0_PEX12,0_PEX6,0_PGAM5,0_PGLYRP2,0_PGPEP1,0_PGS1,0_PHF5A,0_PHLDB3,0_PI4K2A,0_PID1,0_PIGR,0_PIGS,0_PINK1,0_PIP5K1C,0_PIWIL4,0_PLA2G12B,0_PLCB4,0_PLCL1,0_PLEK2,0_PLEKHG3,0_PLIN2,0_PLK2,0_PLK3,0_PLOD2,0_PLS1,0_PM20D2,0_PMS2,0_PNCK,0_PNPLA2,0_PNPLA3,0_POC1A,0_PODNL1,0_PODXL2,0_POF1B,0_POFUT1,0_POGZ,0_POLD1,0_POLD3,0_POLE4,0_POU2F1,0_POU2F2,0_POU3F3,0_POU6F1,0_PPCS,0_PPIL2,0_PPIL3,0_PPM1E,0_PPM1F,0_PPP1R8,0_PPP2R1B,0_PPP2R2A,0_PPP2R2C,0_PQBP1,0_PRAM1,0_PRCC,0_PRDX3,0_PRDX5,0_PRELID1,0_PRKAB2,0_PRKCH,0_PRKG2,0_PROC,0_PRODH,0_PROS1,0_PRR15L,0_PRTFDC1,0_PSMC5,0_PSMD13,0_PSMD4,0_PTAFR,0_PTEN,0_PTGES2,0_PTGIS,0_PTGS1,0_PTHLH,0_PTK2B,0_PTMS,0_PTPN1,0_PTPN9,0_PXDN,0_PYCR1,0_PZP,0_QPCT,0_RAB11FIP5,0_RAB25,0_RAB32,0_RAB34,0_RABGGTB,0_RAD1,0_RAD18,0_RAD23A,0_RAD23B,0_RALGAPB,0_RANBP3L,0_RANGRF,0_RAP1GAP2,0_RAP1GDS1,0_RAPGEF3,0_RAPGEF4,0_RAPH1,0_RASAL1,0_RASD2,0_RASGRF1,0_RBBP8,0_RBBP9,0_RBM15,0_RBM17,0_RBM22,0_RBM38,0_RBM42,0_RBM47,0_RBM6,0_RBMX2,0_RBP4,0_RCBTB2,0_REN,0_RGPD1,0_RGS7BP,0_RHOT1,0_RIC3,0_RIMS2,0_RIMS4,0_RIOK1,0_RIOK3,0_RIT1,0_RNASEH2C,0_RNASEL,0_RNASET2,0_RNF13,0_RNF139,0_RNF146,0_RNF17,0_RNF180,0_RNF213,0_RNF4,0_ROCK2,0_RPA4,0_RPL10L,0_RPL9,0_RPS15,0_RRAGA,0_RRM2B,0_RRP15,0_RSBN1,0_RUFY2,0_RUNX1,0_S100A1,0_S1PR2,0_SAA4,0_SAFB2,0_SAP30L,0_SAT1,0_SBK2,0_SCAMP2,0_SCARB2,0_SCLT1,0_SCRN2,0_SDC1,0_SDHD,0_SDK1,0_SEC14L2,0_SELL,0_SEMA3A,0_SEMA3F,0_SEMA6A,0_SEPHS1,0_SERPINA1,0_SERPINA3,0_SERPINA4,0_SERPINB5,0_SERPINF2,0_SETDB2,0_SEZ6L2,0_SF1,0_SFRP1,0_SGK3,0_SGMS1,0_SGSM1,0_SH3BP2,0_SH3PXD2B,0_SHC1,0_SHMT1,0_SHMT2,0_SHROOM3,0_SIPA1L1,0_SIRT5,0_SLBP,0_SLC12A9,0_SLC13A3,0_SLC16A1,0_SLC16A3,0_SLC16A4,0_SLC22A11,0_SLC26A11,0_SLC29A3,0_SLC2A2,0_SLC30A5,0_SLC35B4,0_SLC38A2,0_SLC39A6,0_SLC43A2,0_SLC46A2,0_SLC4A1AP,0_SLC7A5,0_SLC9A2,0_SLK,0_SLMAP,0_SMAD9,0_SMARCB1,0_SMARCE1,0_SMC4,0_SMPD3,0_SNAP91,0_SNAPC2,0_SNAPIN,0_SNRPD2,0_SNX21,0_SOCS1,0_SOCS3,0_SORBS1,0_SP3,0_SPATA13,0_SPCS2,0_SPEN,0_SPRY1,0_SPTA1,0_SPTBN2,0_SPTBN4,0_SQLE,0_SQSTM1,0_SRCAP,0_SRM,0_SRP72,0_SRRM1,0_SS18L2,0_SSBP2,0_SSC5D,0_SSR1,0_ST8SIA2,0_ST8SIA3,0_STAM2,0_STAP2,0_STAT4,0_STC1,0_STC2,0_STK38,0_STK39,0_STOM,0_STRADA,0_STRADB,0_STX11,0_STX8,0_STXBP4,0_SULT1C2,0_SUMO4,0_SUPT3H,0_SYNC,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_SYT15,0_SYTL1,0_SYTL2,0_TACC3,0_TAF1A,0_TAF8,0_TANK,0_TAOK3,0_TATDN2,0_TBC1D1,0_TBC1D14,0_TBC1D7,0_TBCE,0_TBL3,0_TCF12,0_TCFL5,0_TCHP,0_TDRD5,0_TDRKH,0_TEK,0_TEKT3,0_TES,0_TESC,0_TF,0_TFEC,0_TFG,0_TFRC,0_TGM2,0_THBS1,0_THG1L,0_THRSP,0_THYN1,0_TIAM1,0_TIMP2,0_TLE1,0_TM4SF18,0_TMC5,0_TMCO1,0_TMED4,0_TMED7,0_TMED7-TICAM2,0_TMEM132E,0_TMEM139,0_TMEM165,0_TMEM169,0_TMEM30A,0_TMEM59,0_TMEM59L,0_TMEM72,0_TMOD1,0_TNFSF13B,0_TNIP1,0_TNK2,0_TOE1,0_TOLLIP,0_TOMM6,0_TPM3,0_TPPP,0_TRAF6,0_TRAIP,0_TRAPPC6A,0_TRH,0_TRIB3,0_TRIM21,0_TRIM23,0_TRIM35,0_TRIM38,0_TRIM69,0_TRIOBP,0_TRIP6,0_TRMT2A,0_TSC22D2,0_TSG101,0_TSHR,0_TSPYL2,0_TSR1,0_TST,0_TTC17,0_TTR,0_TUFT1,0_TWF1,0_TXNDC5,0_TYW1,0_TYW3,0_UAP1,0_UBA5,0_UBB,0_UBE2D3,0_UBE2G2,0_UBE2N,0_UBTF,0_UFSP2,0_UGT1A6,0_UPB1,0_UPK1B,0_UPK3B,0_URM1,0_USP30,0_USP32,0_UTP6,0_VANGL1,0_VCAN,0_VEGFA,0_VEZF1,0_VIL1,0_VIPR1,0_VIPR2,0_VPS18,0_VPS26A,0_VPS37A,0_VPS53,0_VSIG2,0_VTI1B,0_VWF,0_WBP2,0_WDR31,0_WDR7,0_WDR90,0_WNK1,0_WT1,0_WWP1,0_XKR9,0_YAF2,0_YIPF5,0_ZBED4,0_ZBTB1,0_ZBTB12,0_ZBTB3,0_ZBTB37,0_ZBTB44,0_ZC3H12C,0_ZC3HAV1,0_ZCCHC24,0_ZDHHC15,0_ZDHHC5,0_ZFAND2A,0_ZFAND5,0_ZFC3H1,0_ZFYVE27,0_ZIC1,0_ZNF282,0_ZNF304,0_ZNF436,0_ZNF443,0_ZNF512,0_ZNF514,0_ZNF549,0_ZNF608,0_ZNF853,0_ZRANB2,0_ZSCAN12,0_ZXDB
0,0,18,96,4,0,1,0,0,0,0,0,0,0,0,0,0,0,37,2,25,0,5,13,0,23,27,2,8,9,0,28,0,24,16,0,0,0,15,21,26,15,63,3,5,18,32,0,47,1,10,32,2,0,0,0,19,49,13,24,0,0,0,12,5,2,0,0,8,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,13,62,4,50,4,11,7,17,20,29,0,0,0,6,33,0,33,39,37,6,0,14,0,0,0,12,0,7,1,0,19,0,14,5,3,0,21,0,0,0,12,0,11,7,8,11,35,4,0,0,0,0,0,39,17,0,0,0,0,0,4,3,30,0,0,0,0,29,1,0,30,3,28,12,1,0,0,2,0,0,7,4,0,0,0,2,36,16,34,0,32,10,24,0,12,0,44,12,14,0,0,4,0,27,38,21,0,2,29,49,10,2,0,104,51,0,0,0,43,23,20,0,0,65,11,5,18,0,76,3,18,28,40,0,0,74,15,24,8,8,14,0,27,0,23,0,0,1,74,50,0,0,19,0,0,0,0,0,49,6,0,27,3,0,28,0,16,11,16,16,0,0,0,45,5,25,0,0,26,0,0,0,40,2,13,0,0,11,41,5,2,0,0,0,22,6,16,0,0,13,15,0,0,0,0,0,16,9,0,0,15,7,0,0,42,7,42,0,27,7,20,0,0,15,18,7,3,0,79,0,0,0,0,0,0,0,49,0,12,2,2,53,0,20,9,8,29,36,0,0,23,0,0,0,12,26,0,12,0,0,16,40,0,0,23,49,4,2,0,0,0,23,0,0,10,1,7,32,20,6,26,38,24,0,16,0,21,0,0,0,0,0,0,9,7,0,0,52,19,18,0,22,7,0,0,0,0,11,0,18,6,0,35,0,0,0,27,39,0,0,17,45,67,0,0,2,0,18,0,3,13,4,12,34,0,0,0,0,0,20,34,0,0,39,0,0,1,7,26,0,0,0,11,0,42,69,11,10,75,6,26,35,10,3,81,8,0,22,43,13,4,8,4,21,5,0,0,0,5,57,13,0,0,0,14,6,0,25,0,0,0,1,27,56,7,8,1,65,12,10,0,0,0,41,13,0,0,2,0,8,0,16,13,0,34,0,0,22,7,10,0,0,0,13,0,18,31,0,4,1,11,0,0,0,14,0,0,30,0,0,4,0,9,5,0,0,40,0,0,28,7,15,0,21,0,2,0,20,0,0,27,2,0,0,0,0,0,13,0,34,4,0,4,0,0,6,5,2,7,0,42,7,0,24,0,2,52,0,0,10,23,3,26,1,31,0,0,0,0,29,0,0,4,0,16,0,0,6,4,0,5,0,0,17,0,0,0,0,0,23,3,0,0,0,10,24,2,11,0,0,15,14,14,0,0,6,58,19,0,65,0,0,0,0,12,0,0,65,42,15,2,24,24,19,2,0,3,7,0,0,23,0,0,4,14,5,11,0,65,8,0,0,0,0,18,32,31,13,13,37,16,0,35,7,48,0,35,0,3,2,0,16,0,0,0,0,0,12,21,13,0,0,0,21,35,10,0,0,2,0,0,3,22,0,0,0,0,37,0,0,0,3,0,0,17,19,1,30,20,17,2,26,3,16,10,30,38,22,7,0,7,0,27,0,0,20,2,1,11,27,0,9,0,52,0,7,0,0,0,2,13,14,3,0,0,0,51,3,44,0,21,10,0,0,0,44,0,70,0,17,17,1,0,26,7,24,3,0,26,0,0,9,18,7,0,0,0,15,27,0,0,0,44,50,0,34,0,0,0,0,0,0,10,23,16,24,7,6,0,0,0,13,40,0,10,6,9,0,4,0,2,0,38,3,0,15,8,0,6,0,82,0,0,0,16,21,0,46,0,0,0,2,0,0,11,0,5,0,77,10,3,0,0,0,0,14,7,14,0,10,0,15,36,43,0,0,0,0,26,66,27,3,0,62,0,0,0,0,32,0,8,0,0,0,0,59,22,0,13,0,8,28,0,13,0,0,9,0,0,5,0,3,0,0,17,0,37,11,28,4,22,2,29,0,2,44,30,0,0,37,1,0,0,0,0,18,0,0,0,0,35,0,20,15,11,4,0,20,0,0,26,2,51,9,0,6,9,0,0,0,26,0,12,65,4,0,52,0,7,27,59,0,0,0,0,0,20,4,9,13,4,72,0,0,0,0,0,26,0,0,7,9,12,6,34,6,10,0,0,0,0,1,6,0,0,10,10,0,0,28,17,0,3,1,11,0,0,50,0,0,0,0,10,0,0,0,0,35,0,52,0,0,9,0,1,7,0,0,0,0,16,0,13,0,0,0,0,47,0,7,0,0,15,16,7,5,0,0,33,33,39,44,47,0,39,12,0,0,0,41,0,9,0,3,45,0,19,29,0,85,0,13,0,0,0,0,0,0,0,0,1,0,24,10,4,10,0,51,0,0,0,3,14,0,8,10,0,41,0,0,0,0,5,2,13,0,22,9,28,0,0,0,0,16,0,0,32,37,0,0,11,6,0,33,11,0,10,2,9,0,0,0,0,0,0,23,0,2,0,0,0,2,0,0,37,0,0,0,0,0,7,0,17,0
100,0,0,0,0,2,0,0,0,0,0,1,13,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,121,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,6,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,2,0,3,0,0,0,18,2,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,133,0,0,0,0,88,0,0,0,0,0,0,104,0,0,0,0,0,308,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,6,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,76,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,80,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,269,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,272,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,315,0,0,42,3,0,0,0,0,0,0,0,1,0,0,0,206,0,2,0,2,0,0,2,0,0,0,0,2,0,0,17,0,0,20,0,0,0,1,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,16,0,0,0,0,1,0,0,0,1,116,0,1,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,143,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,2,0,0,150,0,0,3,3,0,0,24,0,36,0,0,1,2,1,6,0,7,0,0,0,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,32,0,0,0,0,19,34,0,0,0,0,163,0,1,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,27,0,0,0,0,0,0,363,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,20,0,0,0,0,1
