gen,evals,gen_feats,explored,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std,root separation_min,root separation_avg,root separation_max,root separation_std
0,500,423,423,0.14002800840280097,0.2542071076539888,1.0,0.14901858620611325,0.48067365050727745,0.6921433013568162,0.7931103907634557,0.06031683151732496,0.0,0.5659467923081083,0.6289137737713097,0.0803048894313654
1,506,635,647,0.13608276348795434,0.29186203908688296,1.0,0.1361346108801614,0.48067365050727745,0.693866026613852,0.7931103907634557,0.060266406522094536,0.0,0.5667645109146585,0.6289137737713097,0.05532432764660283
2,500,717,895,0.13608276348795434,0.31192814991575346,1.0,0.14150901869448965,0.45914743284881904,0.6939581555691159,0.7931103907634557,0.061503789321216584,0.0,0.5654053296041455,0.6289137737713097,0.05803779259818118
3,500,717,1100,0.13245323570650439,0.31042573238450244,1.0,0.13942098461542654,0.45914743284881904,0.7009694727083561,0.7972176346272285,0.05924738514421621,0.0,0.5702963704278756,0.6289137737713097,0.055054176860749475
4,500,729,1305,0.14002800840280097,0.3227224615772368,1.0,0.14207501680731,0.45914743284881904,0.7040113179729617,0.7972176346272285,0.05846844858330142,0.0,0.5688688439728389,0.6289137737713097,0.05577886521283439
5,500,755,1491,0.1414213562373095,0.3236320085552206,1.0,0.14390848274969117,0.45914743284881904,0.7106688880556256,0.7990494458920149,0.056015123582512594,0.0,0.5689847151385193,0.6289137737713097,0.058329604083389185
6,500,779,1682,0.1386750490563073,0.3207941154085034,1.0,0.14685369005391466,0.44623576895938816,0.7161762672249138,0.8018026291453347,0.05750621584619032,0.0,0.5719214860283491,0.6289137737713097,0.05647346881480178
7,500,768,1865,0.14002800840280097,0.32329518607651575,1.0,0.14783695847562564,0.45914743284881904,0.7177458909361745,0.8018026291453347,0.05795149382092757,0.0,0.5727701107750953,0.6289137737713097,0.05711247060975954
8,500,789,2046,0.14002800840280097,0.324024062664404,1.0,0.1442181775002554,0.5,0.7193002960199278,0.8018026291453347,0.05672029988534399,0.0,0.5752731722754666,0.6289137737713097,0.0560938893404027
9,500,781,2206,0.14002800840280097,0.31717412797351885,1.0,0.14670848489626323,0.5,0.7266271429291538,0.8018026291453347,0.054772800015279136,0.0,0.5777383060226471,0.6289137737713097,0.05667241158588677
10,500,805,2361,0.1414213562373095,0.31288774730571667,1.0,0.13864669086775894,0.5,0.7295027151471747,0.8018026291453347,0.05234887332191101,0.0,0.5815488482372996,0.6289137737713097,0.05587029999388035
11,500,824,2503,0.1414213562373095,0.3120019406871193,1.0,0.1403225905113902,0.5,0.7317380080053204,0.8018026291453347,0.05387254843692081,0.0,0.5815404939508966,0.6289212191191395,0.05623466356502866
12,500,827,2649,0.1336306209562122,0.3239511047721842,1.0,0.14068307470044106,0.5,0.7277903950186954,0.8018026291453347,0.05422667079995723,0.0,0.5811676044043145,0.6291584681320972,0.05578291439573879
13,500,852,2808,0.1336306209562122,0.3274527869859283,1.0,0.14315230887643726,0.5,0.7269046659721503,0.8043790453794673,0.056768511604500894,0.0,0.5821982699119983,0.6298053953832031,0.05612445857766385
14,500,837,2934,0.1336306209562122,0.32911113412565546,1.0,0.1435893697476537,0.5,0.7261377496408765,0.8043790453794673,0.05712578764040818,0.0,0.5841167254271016,0.6298053953832031,0.0559380141803441
