gen,0_A1CF,0_AARS2,0_ABCC3,0_ABHD11,0_ABLIM3,0_ABTB2,0_ACADL,0_ACE2,0_ACMSD,0_ACO1,0_ACSL1,0_ACSL3,0_ACSL4,0_ACSM2A,0_ACSM2B,0_ADAMTS13,0_ADAMTSL4,0_ADAR,0_ADCY2,0_ADCY8,0_ADI1,0_ADO,0_ADRM1,0_AFM,0_AFTPH,0_AGA,0_AK7,0_AKR1C3,0_AKR1E2,0_AKT1,0_AKTIP,0_ALDH18A1,0_ALDH1A2,0_ALDH1L2,0_ALDH3B2,0_ALG1L2,0_ALG9,0_AMBP,0_ANKRD11,0_ANKRD22,0_ANP32A,0_ANXA4,0_ANXA6,0_AP2B1,0_APBA3,0_APEH,0_API5,0_APIP,0_APOBEC3A,0_APOBEC3G,0_APOD,0_APPL2,0_ARFRP1,0_ARHGEF7,0_ARMC8,0_ARMC9,0_ARMCX2,0_ARPC5,0_ARRB1,0_ARSB,0_ASMTL,0_ASPA,0_ATAD2,0_ATF7IP2,0_ATG7,0_ATIC,0_ATM,0_ATP10D,0_ATP11C,0_ATP13A1,0_ATP1A1,0_ATP1B3,0_ATP2B3,0_ATP6AP1,0_ATP6V0A2,0_ATP6V1B1,0_AUTS2,0_AXIN1,0_AXIN2,0_B3GNTL1,0_B4GALNT1,0_B4GALT6,0_BAK1,0_BANF1,0_BBC3,0_BCL2L11,0_BCL2L14,0_BGN,0_BHMT,0_BIK,0_BMI1,0_BMP2K,0_BNIP1,0_BNIP3,0_BRD3,0_BST2,0_C11orf54,0_C18orf32,0_C19orf12,0_C1GALT1C1,0_C1orf116,0_C1orf198,0_C1orf43,0_C2orf74,0_C5orf22,0_C6orf132,0_C8B,0_CAMK4,0_CAMKK2,0_CAPN10,0_CAPZA1,0_CARD11,0_CARD8,0_CASP1,0_CASP8,0_CASP9,0_CAV2,0_CBX4,0_CC2D1A,0_CCDC102A,0_CCDC127,0_CCDC43,0_CCDC96,0_CCL4,0_CCNB2,0_CCNJL,0_CCT6A,0_CCT6B,0_CD24,0_CDC123,0_CDC25C,0_CDC6,0_CDCA5,0_CDCP1,0_CDH23,0_CDH6,0_CDK17,0_CDK18,0_CDK4,0_CDKN1A,0_CDKN2A,0_CDKN2AIP,0_CDKN2C,0_CECR2,0_CEMP1,0_CEP55,0_CFB,0_CHAC1,0_CHCHD6,0_CHI3L2,0_CHIA,0_CHMP4C,0_CHP2,0_CHRDL1,0_CHST10,0_CIB2,0_CIITA,0_CITED2,0_CKS1B,0_CLCN7,0_CLDN2,0_CLDN4,0_CLDN8,0_CLIP2,0_CLPB,0_CLPTM1,0_CLPX,0_CLTCL1,0_CMPK2,0_CNDP2,0_CNTN2,0_COBL,0_COL1A1,0_COL1A2,0_COL6A2,0_COMMD3,0_COPA,0_COX10,0_CP,0_CPD,0_CPNE5,0_CRISP3,0_CRISPLD2,0_CSNK1D,0_CTBP2,0_CTDP1,0_CTNNA1,0_CTSO,0_CTSZ,0_CX3CL1,0_CYB561D2,0_CYSLTR2,0_DAGLA,0_DBI,0_DCAF12L1,0_DCAF4,0_DCDC2,0_DDC,0_DDX11,0_DDX19B,0_DDX23,0_DDX27,0_DDX43,0_DEDD,0_DEPDC1,0_DERL3,0_DGKG,0_DHRS7,0_DHRS9,0_DHX30,0_DHX37,0_DIRAS3,0_DKC1,0_DMXL1,0_DNAJB9,0_DNAJC2,0_DNM1L,0_DOK4,0_DPAGT1,0_DPP8,0_DPYSL3,0_DSC2,0_DTNA,0_DYNC2LI1,0_DYNLT3,0_DYRK2,0_ECD,0_ECHDC3,0_EDEM2,0_EDIL3,0_EFNB2,0_EFTUD2,0_EGFL7,0_EHHADH,0_EHMT1,0_EIF2AK3,0_EIF2B3,0_EIF3A,0_EIF3CL,0_EIF4E3,0_EIF4EBP2,0_EIF4G2,0_ELMO3,0_EME1,0_ENDOD1,0_ENHO,0_ENPEP,0_ENPP3,0_EPHA3,0_EPS15,0_EPS15L1,0_ERCC4,0_ERCC5,0_ERH,0_ERI3,0_ESRRA,0_ESYT1,0_ETFDH,0_ETHE1,0_ETV4,0_EVPL,0_EXOC7,0_EXOG,0_EXOSC1,0_F2,0_F2RL1,0_F8,0_FABP7,0_FAM13C,0_FAM20A,0_FAM89A,0_FBLL1,0_FBXL2,0_FBXL5,0_FBXO31,0_FBXO33,0_FCN3,0_FECH,0_FGB,0_FGF9,0_FGFR4,0_FLOT1,0_FLOT2,0_FLRT3,0_FLT4,0_FN3KRP,0_FOXJ2,0_FOXP2,0_FOXP4,0_FPR2,0_FRAT1,0_FTH1,0_FTO,0_FUT8,0_FUZ,0_FZD1,0_FZD8,0_G6PD,0_GALNT7,0_GAS1,0_GBP5,0_GC,0_GCH1,0_GCLC,0_GDI2,0_GEM,0_GIGYF1,0_GK5,0_GLB1,0_GLB1L,0_GLG1,0_GLI2,0_GLS,0_GLT8D2,0_GLYCTK,0_GNAI1,0_GNB1L,0_GNE,0_GNL3,0_GPD2,0_GPHN,0_GPI,0_GPR137B,0_GPR143,0_GPX3,0_GRAMD1C,0_GRB10,0_GREM2,0_GRPEL2,0_GSPT2,0_GSTA1,0_GSTA4,0_GSTP1,0_GSTZ1,0_GTF3C6,0_GTPBP1,0_GTPBP8,0_GYG1,0_HAUS2,0_HAUS5,0_HBA2,0_HCFC1R1,0_HDAC3,0_HDAC4,0_HERPUD1,0_HESX1,0_HEYL,0_HHLA2,0_HLA-DPB1,0_HLA-DRB1,0_HMGA1,0_HMGA2,0_HMGN1,0_HNRNPUL1,0_HNRNPUL2,0_HPCAL1,0_HSD17B4,0_HSD17B6,0_HSPA1A,0_HSPA1B,0_HTATSF1,0_HTR2B,0_HTR3B,0_HTRA4,0_HTT,0_HUNK,0_ICA1,0_ICOSLG,0_IFI30,0_IFIT3,0_IFNB1,0_IFNG,0_IFRD2,0_IGFBP7,0_IL4I1,0_ILDR1,0_IMPA1,0_ING2,0_ING4,0_INPPL1,0_INTS8,0_IRAK1,0_ISG15,0_ISG20L2,0_ITSN2,0_JARID2,0_JDP2,0_JUND,0_KCNE4,0_KCNJ15,0_KCNK10,0_KCTD16,0_KHDRBS2,0_KIAA1217,0_KIF13B,0_KIF18A,0_KIF1B,0_KIF21A,0_KIF9,0_KISS1R,0_KLF5,0_KLHDC8B,0_KLHL36,0_KMO,0_KNTC1,0_KRT19,0_KRT7,0_L2HGDH,0_LAMB1,0_LAMP1,0_LARP6,0_LARS2,0_LDB2,0_LETM1,0_LGI4,0_LNX2,0_LPIN1,0_LRBA,0_LRP2,0_LRRC28,0_LRRC56,0_LRRFIP1,0_LRRN3,0_LUC7L,0_LXN,0_LY75,0_LYPD6,0_MACC1,0_MAD1L1,0_MAEA,0_MAF,0_MAN1A2,0_MAN1B1,0_MANBA,0_MANSC1,0_MAP2K6,0_MAP3K14,0_MAP3K7,0_MAPK1,0_MBD4,0_MBNL1,0_MCM3,0_METAP1,0_METTL7B,0_MFSD6,0_MGST1,0_MICAL3,0_MIPOL1,0_MKI67,0_MKRN2,0_MLLT1,0_MME,0_MMP2,0_MOCS2,0_MPI,0_MPV17L,0_MRM1,0_MRPL19,0_MRPL41,0_MRPL9,0_MRPS17,0_MRPS22,0_MRPS23,0_MSH6,0_MSTO1,0_MT1A,0_MT1E,0_MTAP,0_MTDH,0_MTM1,0_MTUS2,0_MTX3,0_MX1,0_MXI1,0_MYO1C,0_MYO7B,0_MYOM2,0_NAGPA,0_NAIP,0_NAPSA,0_NARS2,0_NAT10,0_NCKAP1L,0_NCSTN,0_NDRG1,0_NDUFA12,0_NDUFA4L2,0_NDUFB4,0_NECAB3,0_NEDD4L,0_NEK8,0_NEU1,0_NEURL1B,0_NEXN,0_NGB,0_NGDN,0_NHEJ1,0_NIP7,0_NIPAL3,0_NLGN1,0_NME1,0_NONO,0_NOSTRIN,0_NOXO1,0_NPM3,0_NR1D2,0_NR3C2,0_NR4A1,0_NSMCE2,0_NTN1,0_NTRK3,0_NUCB1,0_NUDT1,0_NUDT15,0_NUDT4,0_NUDT5,0_NUP50,0_OAS2,0_OBSL1,0_ONECUT2,0_OSBP,0_OSBPL1A,0_OTUD6B,0_P2RX4,0_P4HA1,0_PABPC1,0_PACSIN2,0_PADI1,0_PAG1,0_PAICS,0_PARN,0_PAX5,0_PAX9,0_PCDH18,0_PCDHB4,0_PCDHGA1,0_PCDHGA12,0_PCDHGA2,0_PCDHGB1,0_PCDHGB3,0_PCK1,0_PCNA,0_PCYOX1,0_PCYT1A,0_PDCL2,0_PDE9A,0_PDZK1IP1,0_PEA15,0_PECR,0_PEX11B,0_PGAM2,0_PGAM5,0_PGLYRP2,0_PGRMC1,0_PGRMC2,0_PGS1,0_PHKA2,0_PHPT1,0_PID1,0_PIK3CA,0_PIK3R1,0_PIK3R6,0_PIR,0_PIWIL4,0_PKP4,0_PLEK2,0_PLEKHA2,0_PLOD2,0_PLTP,0_PLXDC2,0_PMM2,0_PNCK,0_PNKP,0_PNPLA2,0_POFUT1,0_POLG2,0_POLR1A,0_POLR2E,0_POP4,0_POR,0_POU2F1,0_POU2F2,0_POU5F1,0_PPIH,0_PPIL3,0_PPM1K,0_PPP1CB,0_PPP1R11,0_PPP2R2A,0_PPP2R2B,0_PPP2R2C,0_PPP2R3C,0_PPP4R2,0_PPP5C,0_PPRC1,0_PRDM5,0_PRDX1,0_PRELID1,0_PRKAB1,0_PRMT7,0_PROC,0_PRODH,0_PROS1,0_PRPF18,0_PRPF38B,0_PRR16,0_PRTFDC1,0_PSMA1,0_PSMB1,0_PSMB2,0_PSPC1,0_PTEN,0_PTGES2,0_PTGR1,0_PTPN13,0_PTPN9,0_PTRH2,0_PXDN,0_PYCR1,0_QRICH1,0_QRSL1,0_RAB31,0_RAB34,0_RAD9B,0_RALBP1,0_RANBP3,0_RANBP3L,0_RAPGEF3,0_RAPGEF4,0_RASSF1,0_RB1CC1,0_RBBP9,0_RBM12,0_RBM17,0_RBM22,0_RBMX2,0_RBP4,0_RCBTB2,0_RCC1,0_RCCD1,0_RCE1,0_RECQL,0_RELL1,0_REN,0_RGL2,0_RGPD3,0_RGPD4,0_RHBDD1,0_RHOT2,0_RIMS2,0_RIMS4,0_RNASEL,0_RNF17,0_RNF180,0_RNF19B,0_RNMT,0_RPA4,0_RPAP1,0_RPGR,0_RPL37A,0_RPRD1B,0_RPS6KA1,0_RPS6KA2,0_RPS6KA4,0_RPTOR,0_RRS1,0_RSRC2,0_RUFY2,0_RUFY3,0_RUVBL1,0_RXRA,0_RYBP,0_S1PR2,0_SAMD4B,0_SAP18,0_SCAI,0_SCAMP2,0_SCARB2,0_SCFD2,0_SDC1,0_SDR16C5,0_SEC31A,0_SEC62,0_SEC63,0_SEMA3A,0_SEMA3F,0_SENP2,0_SERPINA4,0_SERPINA5,0_SERPINB5,0_SESTD1,0_SFRP1,0_SGSM1,0_SHE,0_SIPA1L2,0_SIRPA,0_SKA1,0_SKP2,0_SLC13A1,0_SLC13A3,0_SLC15A4,0_SLC16A1,0_SLC16A4,0_SLC22A11,0_SLC25A22,0_SLC25A36,0_SLC25A6,0_SLC29A1,0_SLC31A1,0_SLC36A4,0_SLC38A2,0_SLC39A8,0_SLC48A1,0_SLC4A2,0_SLK,0_SMAP1,0_SMARCA5,0_SMC2,0_SMYD3,0_SNAP29,0_SNAPIN,0_SNX21,0_SOCS2,0_SORCS1,0_SP1,0_SPAG5,0_SPARC,0_SPRY4,0_SPRYD3,0_SPTBN2,0_SQSTM1,0_SRD5A1,0_SRM,0_SRPX2,0_SS18L1,0_SSBP1,0_SSBP2,0_ST8SIA3,0_ST8SIA5,0_STAG2,0_STAM2,0_STAT6,0_STC2,0_STK36,0_STRADA,0_STT3A,0_STX10,0_STX12,0_SUDS3,0_SUMO4,0_SUPT16H,0_SUSD2,0_SYCP3,0_SYNE1,0_SYNGR1,0_SYNJ2BP,0_SYPL1,0_SYTL1,0_SYTL2,0_TAAR1,0_TAF8,0_TBC1D1,0_TBC1D19,0_TBC1D25,0_TBC1D7,0_TBC1D8B,0_TBCE,0_TCF7L2,0_TCFL5,0_TERF2IP,0_TF,0_THBS1,0_THEM4,0_THOC3,0_TIGD1,0_TIMM17A,0_TIPRL,0_TJP2,0_TLCD1,0_TLE2,0_TM2D2,0_TM9SF2,0_TMBIM1,0_TMCC3,0_TMEM107,0_TMEM132E,0_TMEM141,0_TMEM165,0_TMEM176A,0_TMEM184B,0_TMEM30A,0_TMEM43,0_TMEM47,0_TMEM51,0_TMEM59L,0_TMEM72,0_TMEM8B,0_TMPPE,0_TMUB1,0_TNK2,0_TNRC6B,0_TOP2A,0_TOP2B,0_TOR1A,0_TPBG,0_TPCN2,0_TPP1,0_TPPP,0_TPT1,0_TPX2,0_TRAIP,0_TRAPPC2,0_TRIAP1,0_TRIM27,0_TRIM35,0_TRIM4,0_TRIM69,0_TRIOBP,0_TRIP11,0_TRIP4,0_TSHR,0_TSNAX,0_TTC1,0_TTC4,0_TTC7A,0_TTC9C,0_TTF1,0_TTK,0_TUBD1,0_TUFM,0_TWF1,0_TXN,0_TXN2,0_TXNDC16,0_TXNL1,0_TXNRD1,0_U2AF1L4,0_UBC,0_UBE2C,0_UBE2D1,0_UBE2I,0_UBE3A,0_UBQLN1,0_UBQLN4,0_UBTF,0_UFSP2,0_UNC5CL,0_UPK3B,0_URM1,0_USP10,0_USP14,0_USP6NL,0_UTY,0_VAC14,0_VAMP7,0_VAPA,0_VEGFA,0_VEZT,0_VIL1,0_VKORC1,0_VPS16,0_VTA1,0_WAS,0_WNK4,0_WT1,0_WWP1,0_XK,0_XPC,0_XPNPEP1,0_XRCC4,0_XRCC5,0_XRN1,0_YAF2,0_YWHAE,0_ZBTB49,0_ZBTB8OS,0_ZC3H18,0_ZFAND3,0_ZFPM2,0_ZIC1,0_ZKSCAN4,0_ZNF19,0_ZNF219,0_ZNF280C,0_ZNF382,0_ZNF41,0_ZNF433,0_ZNF436,0_ZNF514,0_ZNF518B,0_ZNF521,0_ZNF549,0_ZNF593,0_ZNF707,0_ZNF75D,0_ZNF830,0_ZNF853,0_ZRANB2,0_ZSCAN12,0_ZSCAN29
0,0,13,3,0,0,1,70,112,11,0,0,0,0,25,0,0,0,0,130,0,0,0,0,148,13,0,0,18,43,18,0,0,32,140,0,54,4,6,0,0,0,1,0,0,29,1,0,0,14,6,32,5,1,0,11,16,11,0,25,0,0,0,0,0,9,0,0,0,0,0,11,1,151,0,0,79,0,0,28,0,22,26,0,0,28,7,0,0,9,0,4,0,0,2,5,1,0,0,0,0,80,0,0,12,18,0,3,110,0,0,0,0,8,0,0,0,13,15,4,12,5,0,7,2,0,78,0,162,0,0,0,0,0,0,18,0,0,0,22,182,0,0,0,39,0,0,0,70,73,95,9,0,63,56,0,0,0,0,1,0,142,13,4,22,7,0,0,34,16,0,28,0,0,0,0,3,0,0,40,0,62,0,5,0,0,44,0,9,30,14,0,37,0,7,60,2,0,0,6,0,10,15,8,0,195,7,0,14,0,14,2,38,0,0,10,0,0,2,0,0,0,0,11,0,0,36,0,0,23,5,94,0,30,11,3,0,0,0,5,0,0,0,8,2,10,79,0,0,1,0,0,28,0,0,0,0,0,0,0,46,0,2,0,0,0,18,0,39,0,14,0,7,0,37,0,0,74,18,64,37,42,0,3,74,11,0,0,0,2,4,0,0,0,0,0,0,3,26,0,0,16,0,81,3,0,0,0,0,0,5,0,0,54,0,13,7,10,7,0,0,0,0,0,8,1,0,0,19,7,9,1,43,20,0,0,0,0,0,0,37,37,0,8,10,9,1,0,0,0,0,1,65,4,0,10,23,0,87,30,14,18,0,3,40,0,5,68,0,0,0,30,18,0,0,0,12,32,12,0,3,0,5,69,0,0,0,0,0,0,68,4,193,2,0,0,90,0,15,33,3,4,8,0,22,0,14,0,0,37,0,0,0,0,0,48,0,1,0,7,32,0,23,25,0,12,3,0,0,3,0,16,0,0,24,0,6,0,0,0,42,0,3,8,0,0,11,0,0,0,0,0,0,37,16,37,170,0,0,0,0,0,0,0,0,0,54,104,11,16,0,5,0,0,26,0,0,65,0,25,0,17,9,0,0,7,12,27,0,15,0,0,0,0,0,98,0,15,0,25,69,0,0,1,0,0,2,0,58,13,0,131,0,0,30,7,0,7,2,3,109,0,0,0,0,0,0,0,36,4,0,0,133,81,0,1,107,51,54,2,12,0,0,48,5,5,11,39,0,9,0,121,0,180,19,91,0,1,0,0,0,0,0,50,0,0,0,47,21,0,0,0,9,0,20,3,0,0,5,1,7,54,33,7,0,14,12,0,0,65,13,3,0,0,3,0,0,0,0,0,0,33,10,27,8,0,0,4,0,0,0,0,17,0,2,10,0,0,28,0,0,0,0,0,0,9,0,15,0,0,0,0,16,0,25,17,0,4,20,21,0,0,0,11,98,0,0,0,8,0,6,0,8,24,91,0,0,2,26,0,0,13,0,106,4,0,1,0,0,0,0,0,34,0,0,0,0,0,3,0,3,0,43,15,0,124,0,0,24,13,12,0,0,26,0,0,45,0,0,0,10,0,18,8,0,0,0,0,0,0,0,29,0,4,0,0,0,0,0,0,2,3,30,0,6,0,98,0,24,2,106,33,7,0,89,10,0,10,1,82,0,0,0,0,0,0,7,0,31,0,51,0,0,0,21,0,0,0,23,0,0,53,0,5,44,17,0,0,0,7,0,51,0,20,24,31,0,0,23,0,222,0,0,0,0,0,73,0,0,0,43,0,0,14,24,52,0,0,0,0,0,34,0,0,0,1,0,0,0,0,0,0,16,0,0,45,0,22,53,0,0,117,0,0,0,0,0,9,0,0,0,2,0,0,0,0,6,0,3,0,0,0,0,0,0,13,0,0,235,0,0,0,0,15,0,0,5,0,0,8,0,0,0,0,0,0,4,0,34,0,44,4,0,36,44,0,0,3,1,1,29,76,0,6,42,10,0,0,106,0,0,112,0,0,1,0,0,49,0,67,0
100,0,0,0,0,0,0,0,0,2,3,0,8,1,235,0,0,3,11,231,1,1,0,1,253,0,0,0,0,0,0,0,1,0,126,10,0,0,0,0,1,9,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,6,0,0,0,0,0,5,3,4,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,146,0,0,0,0,0,0,38,3,2,1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,3,5,5,1,11,1,0,0,0,0,0,10,4,0,170,2,0,1,0,0,0,1,70,0,4,0,2,0,0,4,2,3,0,0,3,228,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,10,0,0,37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,124,0,5,1,21,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,4,4,0,0,7,0,21,1,0,0,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,1,1,5,0,0,0,1,0,1,0,0,0,1,0,311,0,226,0,1,0,0,12,0,0,0,314,0,0,0,342,0,0,0,0,0,0,52,0,6,1,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,96,1,1,5,1,0,0,0,1,0,0,7,0,0,0,31,0,0,0,0,1,0,1,0,71,0,0,0,0,0,0,341,1,0,1,6,1,0,0,0,53,0,7,0,0,0,4,0,1,1,0,0,0,0,0,22,1,0,2,0,5,0,0,0,110,0,0,0,0,0,0,2,0,0,0,1,11,13,8,0,7,0,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,8,2,0,0,0,4,2,1,0,20,0,1,0,0,14,2,0,0,25,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,26,0,2,0,0,1,0,1,1,0,0,2,0,5,0,49,2,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,4,1,6,0,0,1,12,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,186,0,0,0,0,1,0,20,1,0,0,0,1,0,1,0,9,1,0,0,0,1,0,0,0,0,0,0,61,2,0,0,0,0,0,0,0,0,2,2,0,1,0,112,0,0,0,48,0,0,2,1,0,16,0,0,0,2,0,28,1,0,0,2,1,4,3,0,0,0,0,0,0,0,0,78,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,1,0,6,0,5,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,4,0,182,0,1,36,1,2,5,4,0,0,0,2,0,0,5,13,0,0,0,0,0,0,1,2,0,0,0,0,1,0,266,0,2,0,0,0,0,3,0,9,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,6,0,1,16,3,18,0,4,0,0,2,0,0
200,0,0,0,3,1,0,0,0,2,0,0,0,0,122,0,0,0,0,211,0,0,0,0,158,0,0,0,0,0,0,1,0,0,26,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0,1,0,0,22,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,0,0,4,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,200,24,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,260,0,0,0,0,10,0,0,0,1,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,5,0,0,38,0,0,0,0,3,10,2,0,0,0,0,5,1,0,0,52,110,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,10,1,0,0,28,0,0,105,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,393,2,87,0,0,0,3,0,3,0,0,247,0,3,0,106,0,0,0,0,0,0,80,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,25,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,112,0,0,1,4,0,2,0,0,0,0,0,0,117,0,0,0,0,0,0,317,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,5,0,3,4,0,0,1,0,0,0,2,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,4,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,1,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,2,8,330,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,1,1,0,0,0,0,0,0,185,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,1,0,0,0,0,0,0,1,0,0,1,89,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,42,1,5,0,0,6,0,0,0,0
