gen,0_AAMP,0_ABCA3,0_ABCA4,0_ABCE1,0_ABCF1,0_ABHD14B,0_ABHD3,0_ABTB2,0_ACAA1,0_ACADL,0_ACAT1,0_ACE2,0_ACOT2,0_ACOT8,0_ACSL4,0_ACSM2B,0_ACSS1,0_ACTN1,0_ACTN3,0_ACTN4,0_ACTR1A,0_ACTR3,0_ACY3,0_ADAM33,0_ADAM8,0_ADCK2,0_ADCY2,0_ADM,0_AFF3,0_AFM,0_AGL,0_AHNAK2,0_AIFM1,0_AKAP7,0_AKAP9,0_AKR1C3,0_AKR1E2,0_AKTIP,0_ALDH1A2,0_ALDH1L2,0_ALDH7A1,0_ALG13,0_ALG1L2,0_ALG2,0_ALG9,0_ALK,0_ALKBH1,0_ALKBH2,0_ANAPC5,0_ANAPC7,0_ANGPTL1,0_ANGPTL4,0_ANK3,0_ANKHD1-EIF4EBP3,0_ANP32A,0_ANXA13,0_ANXA3,0_ANXA4,0_ANXA6,0_AP1B1,0_APBA3,0_API5,0_APOLD1,0_APPL2,0_AQP1,0_ARAF,0_ARHGEF5,0_ARL3,0_ARL5A,0_ARL6,0_ARMCX1,0_ARPC5,0_ARRB1,0_ASAP1,0_ASMTL,0_ASRGL1,0_ATM,0_ATP13A2,0_ATP2A3,0_ATP2B1,0_ATP2B3,0_ATP6V0A2,0_ATP6V1A,0_ATP6V1B1,0_ATP6V1C2,0_ATP8A1,0_ATP8B1,0_AUH,0_AURKB,0_AXIN2,0_B3GNTL1,0_B9D2,0_BAG1,0_BAIAP2L2,0_BATF2,0_BBC3,0_BCAR3,0_BCHE,0_BDH1,0_BHMT,0_BIK,0_BIRC3,0_BIRC5,0_BLK,0_BNIP3,0_BST2,0_C17orf97,0_C3orf14,0_C5orf22,0_C8B,0_C8G,0_CA9,0_CAB39L,0_CACNA1H,0_CAND2,0_CANT1,0_CAP2,0_CAPG,0_CARD11,0_CARHSP1,0_CAV2,0_CBLB,0_CBWD3,0_CBWD6,0_CCDC125,0_CCDC134,0_CCDC159,0_CCDC50,0_CCDC57,0_CCDC96,0_CCNG1,0_CCNJL,0_CCPG1,0_CCR4,0_CCR6,0_CCT6B,0_CCT7,0_CD47,0_CD9,0_CDC37L1,0_CDC42EP4,0_CDCA7L,0_CDCA8,0_CDH23,0_CDK1,0_CDK18,0_CDK19,0_CDKN1A,0_CDKN2C,0_CEBPB,0_CECR2,0_CEP72,0_CFB,0_CHCHD2,0_CHCHD6,0_CHI3L2,0_CHKA,0_CHMP4B,0_CHMP4C,0_CISD2,0_CLCN6,0_CLDN2,0_CLDN4,0_CLDN8,0_CLEC4D,0_CLIP1,0_CLPB,0_CLVS1,0_CMPK2,0_CNDP2,0_CNN3,0_CNOT2,0_CNTN2,0_CNTN5,0_CNTNAP1,0_COL1A1,0_COL4A3,0_COMMD3,0_COPS4,0_COPS6,0_CORO1B,0_COX7C,0_CP,0_CPE,0_CPNE5,0_CPT1A,0_CRHBP,0_CRISPLD2,0_CRP,0_CRTC3,0_CRYZ,0_CSAD,0_CSGALNACT2,0_CSPG4,0_CSPG5,0_CTAGE1,0_CTBP2,0_CTNNA1,0_CTNNA2,0_CTNND1,0_CTSC,0_CUEDC1,0_CXXC1,0_CYB5B,0_DAAM2,0_DACT2,0_DBI,0_DCAF12L1,0_DCBLD2,0_DCLK1,0_DDC,0_DDO,0_DDR1,0_DDTL,0_DDX11,0_DDX3Y,0_DDX42,0_DDX43,0_DEF8,0_DFFA,0_DGCR8,0_DHCR7,0_DHRS1,0_DIAPH2,0_DIP2C,0_DIRAS3,0_DLG2,0_DMTF1,0_DNA2,0_DNAJB7,0_DNAJB9,0_DNAJC16,0_DNAJC25,0_DNASE1L3,0_DOLPP1,0_DPH2,0_DPPA4,0_DPYSL4,0_DRG2,0_DTNA,0_DUOXA1,0_DUSP8,0_DYNC2LI1,0_ECD,0_ECHDC3,0_EDEM2,0_EDN1,0_EFNB2,0_EGFL7,0_EGR4,0_EHBP1,0_EHMT1,0_EIF2B2,0_EIF2B4,0_EIF3J,0_EIF4ENIF1,0_EME1,0_ENO2,0_ENPP3,0_EPHX2,0_EPS8,0_ERAL1,0_ERAP2,0_ERCC4,0_ERGIC1,0_ESYT2,0_EXOSC1,0_EXTL3,0_EYA4,0_F2,0_FABP3,0_FABP7,0_FAM114A2,0_FAM117A,0_FAM20A,0_FAM53C,0_FAM91A1,0_FANCC,0_FBLL1,0_FBXL5,0_FBXW9,0_FCN3,0_FGB,0_FGF2,0_FGF9,0_FGFRL1,0_FLRT3,0_FOSB,0_FOXK2,0_FOXP4,0_FPR2,0_FRAT1,0_FRRS1,0_FZD1,0_FZD7,0_GALK1,0_GALNT12,0_GAS1,0_GAS2L1,0_GBP3,0_GCNT3,0_GDA,0_GDI1,0_GEN1,0_GFM1,0_GGTLC1,0_GIGYF1,0_GLO1,0_GLRX5,0_GLS,0_GLT8D1,0_GLYCTK,0_GMPR,0_GNB1L,0_GOLGA5,0_GORAB,0_GPC4,0_GPHN,0_GPI,0_GPR143,0_GPR183,0_GPRC5D,0_GPS2,0_GPX3,0_GPX4,0_GRB7,0_GRIK1,0_GRIN2D,0_GRK6,0_GRPEL2,0_GRTP1,0_GSTA2,0_GSTA4,0_GSTA5,0_GTF2H1,0_GTF3C1,0_GUF1,0_GYS1,0_HAAO,0_HAPLN3,0_HAX1,0_HBA2,0_HBB,0_HCCS,0_HCRTR1,0_HDAC10,0_HDAC4,0_HDAC5,0_HDAC8,0_HEATR5B,0_HECTD2,0_HFE,0_HHAT,0_HIF1A,0_HKDC1,0_HLA-DRB5,0_HMGA1,0_HMGA2,0_HMGN1,0_HOXA6,0_HP,0_HP1BP3,0_HPCA,0_HPR,0_HPRT1,0_HPS3,0_HS2ST1,0_HSD17B10,0_HSD17B11,0_HSD17B4,0_HSD17B6,0_HSPA12A,0_HSPBAP1,0_HTATSF1,0_HTR1E,0_HTRA4,0_HUNK,0_HUWE1,0_ICA1,0_IDO1,0_IFNB1,0_IFNGR2,0_IFRD1,0_IFRD2,0_IGF2BP2,0_IKBKE,0_IKZF4,0_IL15,0_IL17RD,0_IL20RA,0_IMMP1L,0_ING1,0_INO80E,0_INPP5B,0_IPO7,0_IQCK,0_IRF7,0_ISG15,0_ITGA9,0_ITIH3,0_ITIH5,0_IVD,0_IVNS1ABP,0_JARID2,0_JUND,0_KALRN,0_KCND1,0_KCNE3,0_KCNJ1,0_KCNQ5,0_KDM1A,0_KHSRP,0_KIAA0319L,0_KIAA1614,0_KIF13B,0_KIF20A,0_KIF21A,0_KIF22,0_KIF7,0_KISS1R,0_KLC2,0_KLF2,0_KLHL25,0_KLK5,0_KMO,0_KPNA3,0_KRT19,0_KRT7,0_KTN1,0_LAYN,0_LBP,0_LCA5,0_LCOR,0_LDHC,0_LEFTY2,0_LGALS8,0_LGI4,0_LGR5,0_LIMA1,0_LIMD1,0_LIMS3,0_LINGO2,0_LIPH,0_LMCD1,0_LONP1,0_LRCH2,0_LRIT3,0_LRP2,0_LRP6,0_LRRC61,0_LRRN4CL,0_LSS,0_LUZP1,0_LY75,0_LYPD6,0_LZTS1,0_MAF,0_MAFG,0_MAGEA4,0_MAGOHB,0_MANSC1,0_MAP2,0_MAP2K7,0_MAP3K10,0_MAPK11,0_MAPK12,0_MAPK8,0_MAPK9,0_MAPRE1,0_MAPT,0_MATK,0_MBD1,0_MBIP,0_MCM3,0_MDC1,0_MDM4,0_MED6,0_MEPCE,0_MFGE8,0_MFSD6,0_MGAT5,0_MGST1,0_MICAL3,0_MICALL1,0_MID1,0_MKKS,0_MLF2,0_MLLT1,0_MLPH,0_MMP2,0_MOCS2,0_MORF4L2,0_MPI,0_MPND,0_MPV17L,0_MRM1,0_MRPL18,0_MRPS24,0_MRPS7,0_MSTO1,0_MT1E,0_MTCH1,0_MTHFD1L,0_MX1,0_MYNN,0_MYO3A,0_MYOM2,0_NAA15,0_NAA25,0_NAGA,0_NAGPA,0_NAPSA,0_NARS2,0_NAV2,0_NCKAP5L,0_NDRG1,0_NDUFA4L2,0_NEK9,0_NFE2,0_NFYB,0_NGB,0_NGEF,0_NGRN,0_NID2,0_NIP7,0_NKX2-2,0_NLGN1,0_NMT1,0_NMUR1,0_NOP10,0_NOS1AP,0_NOSTRIN,0_NOXO1,0_NPC1,0_NPEPL1,0_NRP1,0_NRP2,0_NSL1,0_NSMCE2,0_NTN1,0_NTRK3,0_NUDT16L1,0_NXF3,0_NXPH2,0_OCLN,0_OGFOD1,0_ONECUT2,0_ORM1,0_OXR1,0_P2RX6,0_P4HA1,0_PADI1,0_PAF1,0_PALMD,0_PAM,0_PATZ1,0_PAX5,0_PAX9,0_PBX2,0_PCBP3,0_PCDH10,0_PCDH11X,0_PCDHB4,0_PCDHB7,0_PCDHGA1,0_PCDHGA12,0_PCDHGA2,0_PCDHGA4,0_PCDHGA5,0_PCDHGA6,0_PCDHGB3,0_PCDHGB4,0_PCDHGB7,0_PCDHGC4,0_PCGF3,0_PCNA,0_PCYOX1,0_PCYT1A,0_PDE9A,0_PDIA3,0_PDK1,0_PDZK1,0_PDZK1IP1,0_PDZRN3,0_PEX16,0_PGAM4,0_PGAP3,0_PGK1,0_PGLYRP2,0_PGRMC2,0_PHF5A,0_PHIP,0_PHKA2,0_PHPT1,0_PIAS1,0_PIGH,0_PIGR,0_PIK3R2,0_PIR,0_PITRM1,0_PKLR,0_PKN1,0_PLCB4,0_PLCD3,0_PLCG2,0_PLEKHA1,0_PLEKHA2,0_PLK1,0_PLXNB1,0_PNCK,0_PNPLA3,0_PODXL2,0_POF1B,0_POLG2,0_POLR1A,0_POLR2E,0_POU2F1,0_POU5F1,0_POU6F1,0_PPIL2,0_PPIP5K1,0_PPP2R1B,0_PPP2R2A,0_PQBP1,0_PRAM1,0_PRCP,0_PRDM5,0_PREX2,0_PRKACA,0_PRKACB,0_PRKCI,0_PRKCSH,0_PRKG2,0_PROC,0_PROM1,0_PROS1,0_PRTFDC1,0_PRTN3,0_PSKH1,0_PSMB4,0_PSMB6,0_PSMC2,0_PSMD2,0_PSMF1,0_PTEN,0_PTHLH,0_PTOV1,0_PTPN11,0_PTPRJ,0_PWWP2B,0_PXDN,0_PXK,0_QPRT,0_RAB27B,0_RAB30,0_RAD1,0_RAD23A,0_RAD51,0_RALA,0_RANBP1,0_RANBP3L,0_RAP1GAP2,0_RAPGEF4,0_RASGRF1,0_RB1,0_RB1CC1,0_RBL2,0_RBM17,0_RBM38,0_RCC1,0_REM1,0_REN,0_RGL1,0_RGPD4,0_RGPD6,0_RHBDD1,0_RIC8B,0_RILPL2,0_RNASEH2B,0_RNASEL,0_RNASET2,0_RNF10,0_RNF123,0_RNF19A,0_RNF19B,0_RNF213,0_RNH1,0_RPA4,0_RPAIN,0_RPAP1,0_RPIA,0_RPL13,0_RPL19,0_RPL21,0_RPS3A,0_RRAGA,0_RSPRY1,0_RTN4IP1,0_S100A1,0_SAA4,0_SACM1L,0_SAMD9,0_SAP30,0_SBK2,0_SCARA5,0_SCARB2,0_SCCPDH,0_SCO1,0_SCRN2,0_SDF4,0_SDR16C5,0_SEMA3A,0_SERPINA4,0_SERPINA5,0_SERPINA7,0_SERPINB5,0_SEZ6L2,0_SF1,0_SF3B1,0_SFPQ,0_SFXN1,0_SGK1,0_SH3BGRL,0_SH3RF3,0_SHC1,0_SHISA5,0_SHMT1,0_SHROOM2,0_SIX5,0_SKA1,0_SLC13A1,0_SLC13A3,0_SLC15A4,0_SLC16A1,0_SLC17A4,0_SLC22A11,0_SLC25A24,0_SLC25A38,0_SLC25A6,0_SLC26A11,0_SLC2A9,0_SLC35B3,0_SLC38A7,0_SLC43A2,0_SLC4A10,0_SLC6A12,0_SLC9A2,0_SLTM,0_SMAD3,0_SMARCA2,0_SMARCB1,0_SMC4,0_SMYD3,0_SNAI1,0_SNAP29,0_SNAP91,0_SNF8,0_SNPH,0_SNRPB,0_SNRPD3,0_SNX9,0_SOCS2,0_SOCS3,0_SORBS1,0_SPAG5,0_SQSTM1,0_SREBF2,0_SS18,0_SSBP2,0_ST6GALNAC6,0_ST8SIA2,0_STAM2,0_STC2,0_STOM,0_STRADA,0_STRADB,0_STRN4,0_STX10,0_STX12,0_STX18,0_SUDS3,0_SUFU,0_SUMO4,0_SYCP3,0_SYNCRIP,0_SYNE1,0_SYNGR3,0_SYTL1,0_TAF7,0_TAF8,0_TAOK1,0_TAX1BP3,0_TBC1D25,0_TBCEL,0_TBL1X,0_TCP11L1,0_TEK,0_TERF2,0_TGS1,0_THEM4,0_THOC3,0_THRSP,0_TIGD1,0_TIMM17B,0_TIMM8A,0_TLE2,0_TM4SF18,0_TMCC2,0_TMCO1,0_TMED5,0_TMED7-TICAM2,0_TMEFF2,0_TMEM104,0_TMEM115,0_TMEM14A,0_TMEM176A,0_TMEM184B,0_TMEM47,0_TMEM51,0_TMEM8B,0_TMPPE,0_TMPRSS2,0_TNFRSF11B,0_TNFSF13B,0_TNIP2,0_TNPO1,0_TOM1,0_TOMM22,0_TOP1,0_TPD52,0_TPD52L2,0_TPPP,0_TRADD,0_TRAF3IP1,0_TRAM1,0_TRAPPC2,0_TREM1,0_TRIAP1,0_TRIB2,0_TRIB3,0_TRIM17,0_TRIM52,0_TRIM69,0_TRIOBP,0_TSHR,0_TSPAN1,0_TTC17,0_TTC30A,0_TTF1,0_TTLL11,0_TUBA1A,0_TUBB,0_TUBG2,0_TUBGCP2,0_TUBGCP6,0_TUSC3,0_TWF1,0_TXNDC11,0_TYW3,0_UAP1,0_UBA1,0_UBAP2L,0_UBC,0_UBE2C,0_UBE2H,0_UBE2K,0_UBE2L3,0_UBE2L6,0_UBQLN4,0_UGT1A6,0_UGT8,0_ULK2,0_UPB1,0_UPK1B,0_UPK3B,0_UTP3,0_UXT,0_VEGFA,0_VHL,0_VIM,0_VKORC1,0_VPS13A,0_VSIG2,0_VWA5B2,0_WASF2,0_WBP11,0_WDR13,0_WDR17,0_WDR24,0_WDR7,0_WFS1,0_WNK1,0_WSCD2,0_XPC,0_XRCC4,0_YWHAE,0_ZBTB20,0_ZBTB34,0_ZBTB5,0_ZC3H12C,0_ZCCHC17,0_ZCCHC24,0_ZDHHC15,0_ZDHHC20,0_ZFAND5,0_ZFPM2,0_ZHX2,0_ZIC1,0_ZNF135,0_ZNF148,0_ZNF280C,0_ZNF318,0_ZNF436,0_ZNF677,0_ZNF853,0_ZSCAN12,0_ZSCAN16,0_ZSCAN2,0_ZXDB
0,0,0,30,0,0,0,1,3,27,28,0,8,0,0,15,0,0,0,0,0,0,0,0,49,30,0,45,6,53,129,0,13,0,28,0,19,28,0,7,22,48,0,12,0,7,43,34,0,11,0,12,15,33,0,29,49,19,12,0,0,0,0,0,64,12,4,0,0,0,0,11,22,2,0,20,0,10,0,3,20,12,0,0,67,0,13,38,5,0,14,0,3,0,9,0,12,17,15,2,39,4,0,0,40,1,45,0,14,22,1,19,0,0,75,58,0,0,7,60,0,23,0,5,5,0,34,0,0,0,9,0,18,0,23,0,0,0,11,0,0,40,15,0,53,0,0,0,3,129,0,4,56,11,0,60,55,1,0,0,0,0,52,13,5,36,0,41,0,17,0,26,12,45,46,0,20,0,43,0,0,0,0,26,47,77,10,13,28,31,0,0,0,0,0,34,3,3,0,16,4,0,10,0,0,17,0,0,22,9,16,0,15,0,0,29,0,0,7,0,22,0,5,0,14,17,9,7,0,45,54,0,16,50,59,5,0,11,8,0,15,6,0,0,1,2,0,0,4,93,16,0,85,0,0,0,30,0,0,42,0,24,0,32,27,1,9,0,36,11,8,0,28,44,2,98,9,0,4,28,0,0,14,19,68,108,13,155,0,0,5,56,98,31,0,23,0,13,65,23,3,16,22,0,7,0,0,0,0,6,2,0,37,0,32,0,0,41,0,14,57,0,38,0,44,0,0,0,82,82,12,74,0,5,15,38,64,0,1,1,0,3,0,47,8,32,0,20,54,0,0,0,0,0,2,0,30,29,42,10,0,12,0,10,77,5,20,0,0,46,0,80,4,25,27,0,33,48,0,128,24,5,2,0,12,25,0,0,45,8,39,0,3,0,0,0,3,0,6,0,0,26,13,4,0,0,0,0,0,41,5,0,0,0,0,0,0,7,0,37,37,0,0,2,16,3,0,49,6,0,12,15,0,0,6,52,7,48,18,8,34,50,7,0,6,0,63,8,7,0,33,20,0,0,7,89,4,49,0,124,14,0,0,0,0,0,83,0,16,0,0,61,0,1,9,0,0,10,0,0,0,0,38,4,0,5,28,1,7,34,54,0,0,11,0,51,0,0,18,0,0,4,0,0,2,0,8,10,0,0,13,0,2,38,0,0,19,0,0,7,0,48,29,0,57,0,2,55,0,84,0,0,2,86,0,0,0,9,0,0,18,65,0,0,61,37,85,89,38,0,3,20,2,0,0,0,0,35,23,0,30,35,0,88,9,10,28,5,0,35,7,0,7,7,17,0,0,14,1,7,0,4,0,34,0,4,0,5,0,11,14,0,1,5,0,0,0,35,9,72,0,0,0,7,0,0,8,0,0,0,15,17,0,24,0,0,12,24,12,0,0,0,0,29,0,25,0,0,10,0,0,0,0,28,29,8,17,0,56,0,0,0,13,0,0,32,11,0,2,0,0,31,7,0,17,0,8,0,0,8,11,8,0,0,58,24,28,0,14,0,0,25,53,0,0,0,0,0,4,6,51,132,0,1,3,0,0,0,32,3,34,0,0,0,29,0,7,0,0,12,46,6,3,2,0,47,3,0,0,0,0,26,96,52,21,19,16,22,0,0,0,1,0,0,13,0,11,0,0,0,0,31,36,0,22,18,20,0,4,0,36,0,0,0,57,0,0,14,0,0,0,20,0,0,0,92,3,0,0,16,31,9,75,24,0,63,19,16,0,21,0,71,15,37,6,0,0,0,0,8,25,0,0,35,0,0,0,0,21,0,75,0,0,1,0,3,0,0,0,4,41,14,0,6,0,35,21,15,10,0,0,1,11,22,5,0,0,9,0,3,0,0,29,21,7,0,7,0,0,0,1,0,8,0,12,0,0,10,14,2,23,0,0,52,26,3,0,0,21,44,0,0,0,2,0,0,0,37,0,16,0,0,0,0,0,0,0,23,0,0,1,0,0,0,6,64,0,0,0,7,0,5,0,15,12,0,0,0,5,0,0,0,3,35,25,0,5,0,43,0,0,58,0,30,0,0,9,2,25,5,0,4,0,38,28,37,11,0,1,0
100,24,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,4,319,23,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,33,0,0,0,1,3,0,1,5,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,13,16,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,4,0,366,1,0,0,0,0,0,87,0,1,2,0,1,175,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,1,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,1,0,0,0,0,0,45,0,2,0,0,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,96,1,269,0,0,0,0,0,0,0,0,183,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,230,0,0,0,0,31,0,0,0,0,0,70,0,0,0,0,0,0,2,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,23,1,0,2,7,1,6,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,55,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,257,0,0,1,0,0,0,1,0,19,0,0,0,88,0,0,0,0,0,1,0,0,0,0,2,76,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,1,0,0,0,0,0,0,3,0,0,1,109,0,1,6,0,230,1,0,0,0,0,0,0,0,0,0,0,11,24,3,0,0,13,0,0,0,1,0,143,0,2,0,0,0,0,264,0,2,0,27,0,0,0,1,5,0,0,2,0,0,0,0,0,0,0,0,57,0,0,55,0,0,0,3,0,0,0,0,0,0,0,99,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,4,0,0,1,1,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,7,0,0,0,0,1,0,0,0,1,0,1,9,0,0,1,0,0,1,0,0,1,0,1,0,0,7,0,0,0,0,0,10,0,0,4,0,1,0,0,0,0,0,21,1,0,1,0,0,137,2,0,0,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,50,0,1,0,1,0,1,0,0,130,0,0,0,0,0,0,0,0,28,0,166,1,0,0,0,0,3,102,0,0,0,0,0,0,4,0,20,0,1,9,0,1,2,0,0,0,0,0,0,198,6,0,0,1,0,0,0,244,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,32,0,0,1,19,0,0,2,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,148,28,0,7,0,1,0,0,0,0,0,1,1,0,2,1,0,0,147,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,20,0,0,0,0,0,30,0,0,1
200,17,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,4,8,0,0,1,19,2,0,0,0,0,0,0,300,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,5,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,305,0,0,0,0,21,0,103,0,0,0,0,0,144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,14,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,18,0,0,0,0,0,146,1,266,0,0,4,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,205,0,0,0,0,119,0,0,0,0,0,105,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,86,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,1,244,0,0,0,0,0,0,0,2,0,0,0,0,59,0,0,1,0,0,0,0,0,0,7,0,36,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,100,0,0,41,0,286,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,1,158,0,0,0,0,0,0,170,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,38,0,0,0,6,2,0,0,0,0,0,1,79,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,7,15,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,122,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,166,0,0,0,0,3,0,0,0,30,0,121,0,0,0,0,0,0,40,0,1,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,6,0,0,1,0,0,0,123,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,118,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,170,0,0,0,1,0,0,7,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,14,2,0,24
