0_age_at_initial_pathologic_diagnosis,1_ABCC3.8714,1_AMHR2.269,1_ARFGAP2.84364,1_BGN.633,1_BRCA1.672,1_C14orf86.283592,1_C1orf105.92346,1_C21orf59.56683,1_C22orf36.388886,1_C2orf70.339778,1_C9orf44.158314,1_CCDC109B.55013,1_CCNB1.891,1_CDKN2BAS.100048912,1_CEACAM1.634,1_CENPE.1062,1_CHRND.1144,1_CMYA5.202333,1_DDB2.1643,1_DGCR2.9993,1_DNAJC22.79962,1_EFHB.151651,1_EIF3L.51386,1_ELK1.2002,1_EPS8L2.64787,1_FAM192A.80011,1_FBXO18.84893,1_FOLR4.390243,1_GJD3.125111,1_GK3P.2713,1_GLTSCR2.29997,1_GNG12.55970,1_GUCY2D.3000,1_HDHD3.81932,1_HILS1.373861,1_HIST2H2BE.8349,1_HRASLS5.117245,1_IKBIP.121457,1_KIAA0101.9768,1_KLHL25.64410,1_KPNA2.3838,1_LAMA2.3908,1_LAMC1.3915,1_LGALS8.3964,1_LOC339674.339674,1_LOC388152.388152,1_LPIN3.64900,1_LRRC27.80313,1_MFAP4.4239,1_MUSK.4593,1_MYOD1.4654,1_NCRNA00152.112597,1_NDST4.64579,1_NOG.9241,1_NTN4.59277,1_PCCA.5095,1_PEX5.5830,1_PQBP1.10084,1_PTGFRN.5738,1_RAD18.56852,1_RAD54B.25788,1_RPL7.6129,1_RPS25.6230,1_RUSC1.23623,1_RYR3.6263,1_SERPINA5.5104,1_SFRS6.6431,1_SHCBP1.79801,1_SLC13A3.64849,1_SMC4.10051,1_SMS.6611,1_SSTR5.6755,1_TMEM220.388335,1_TMEM61.199964,1_TOM1L1.10040,1_TTC22.55001,1_TYR.7299,1_WDR25.79446,1_WEE1.7465,1_WFIKKN2.124857,1_ZBTB12.221527,1_ZNF648.127665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
