0_age_at_initial_pathologic_diagnosis,1_..10431,1_ABLIM3.22885,1_AOX1.316,1_ARHGAP11A.9824,1_ARL3.403,1_ARMC9.80210,1_ARNTL.406,1_ARX.170302,1_BANK1.55024,1_BCCIP.56647,1_BDH1.622,1_C10orf105.414152,1_C21orf63.59271,1_CAMLG.819,1_CDCA8.55143,1_CHAF1B.8208,1_CHCHD1.118487,1_COL5A2.1290,1_CWF19L1.55280,1_CYP4F11.57834,1_E2F7.144455,1_EIF3E.3646,1_EXOSC1.51013,1_F2RL2.2151,1_FAM192A.80011,1_FAM35A.54537,1_FKBP9L.360132,1_GINS4.84296,1_GJC1.10052,1_GPR1.2825,1_GPR156.165829,1_HDDC2.51020,1_HILS1.373861,1_HIST2H2BE.8349,1_HPS6.79803,1_HSF2BP.11077,1_IQGAP2.10788,1_ISL2.64843,1_ISM2.145501,1_KCNJ13.3769,1_KIF14.9928,1_KIF20A.10112,1_LGI4.163175,1_LOC388387.388387,1_MYBL1.4603,1_NACA.4666,1_NSUN7.79730,1_OSR2.116039,1_PCTP.58488,1_PKD2.5311,1_PLD3.23646,1_PPA1.5464,1_PPP2R5C.5527,1_PTGFRN.5738,1_PYCR1.5831,1_RBL1.5933,1_RBP1.5947,1_RPAP3.79657,1_RPLP0.6175,1_RPP30.10556,1_RPS13.6207,1_RPS23.6228,1_RPS24.6229,1_RPS27A.6233,1_RSPH9.221421,1_SHOX2.6474,1_SIPA1L3.23094,1_SKI.6497,1_SLC46A2.57864,1_SLC4A3.6508,1_SMC4.10051,1_SULF2.55959,1_TBC1D1.23216,1_TCF19.6941,1_THBS4.7060,1_TMEM106C.79022,1_TRIM27.5987,1_TRMT2B.79979,1_WEE1.7465,1_ZCCHC24.219654,1_ZNF648.127665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
