gen,evals,gen_feats,explored,type random forest (msl4) balanced accuracy_min,type random forest (msl4) balanced accuracy_avg,type random forest (msl4) balanced accuracy_max,type random forest (msl4) balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,420,420,0.2,0.7710054393847932,0.9075771549319953,0.15525181400660676,0.14002800840280097,0.2717586945760027,1.0,0.18100202727098874
1,526,637,639,0.2,0.7858772633142788,0.9075771549319953,0.13130234010011552,0.13018891098082386,0.27813588498273534,1.0,0.14166019632495777
2,522,724,887,0.2,0.8006753676360945,0.9075771549319953,0.11871465234460767,0.13018891098082386,0.28013050216865704,1.0,0.13717774644252329
3,523,729,1087,0.2,0.8081603391581916,0.908221277315248,0.11538044137442961,0.13018891098082386,0.28350131798460965,1.0,0.13682365825298132
4,554,745,1295,0.2,0.811171730727468,0.908221277315248,0.11193911528065012,0.13018891098082386,0.2894378539293016,1.0,0.1381356542853183
5,541,762,1484,0.2,0.8189015851180247,0.908221277315248,0.1058180505707267,0.13018891098082386,0.290779116264693,1.0,0.1376912403755134
6,532,772,1660,0.2,0.8241535120507333,0.908221277315248,0.10241266008119886,0.14002800840280097,0.29460979616340616,1.0,0.1346961665569113
7,552,777,1839,0.2,0.8251294223361505,0.908221277315248,0.10249044023921938,0.1414213562373095,0.3009334505759285,1.0,0.13545862777114878
8,535,776,2001,0.2,0.8296317137500282,0.9107096312401923,0.10082179444268843,0.1414213562373095,0.30085663074994956,1.0,0.13585607171696937
9,535,783,2164,0.2,0.8270233984949737,0.9107096312401923,0.1032213833441512,0.14002800840280097,0.313237660885954,1.0,0.13627893732739813
10,553,800,2326,0.2,0.8241511394875115,0.9107096312401923,0.1061839345408601,0.14002800840280097,0.3215779620084723,1.0,0.13924984598744874
11,525,829,2484,0.2,0.8283496362400494,0.9107096312401923,0.1058258914846445,0.14002800840280097,0.3208863709823642,1.0,0.13957336837495785
12,539,809,2622,0.2,0.8322591399879393,0.9107096312401923,0.10398230267852714,0.14002800840280097,0.3217819167631835,1.0,0.13859192536772938
13,530,827,2742,0.2,0.8374031577945941,0.9139453386878662,0.10182264304245885,0.1414213562373095,0.31745034183400295,1.0,0.13762964818256493
14,538,833,2865,0.2,0.8381451088503442,0.9175324576544657,0.10300156419537092,0.1414213562373095,0.3206429663082487,1.0,0.137715000289175
15,547,847,2991,0.2,0.8387945414786404,0.9175324576544657,0.10297460185169409,0.1414213562373095,0.3228182515095545,1.0,0.13786877674585873
16,547,875,3117,0.2,0.8381363909678184,0.9175324576544657,0.10405263971286645,0.1414213562373095,0.32927736308172795,1.0,0.13726442192010946
17,538,846,3228,0.2,0.8402659664552293,0.9220892440635092,0.1038336435396703,0.1414213562373095,0.3285465509236781,1.0,0.13765679980829268
18,530,827,3332,0.2,0.8416143319626028,0.9220892440635092,0.10330066667480538,0.1414213562373095,0.33060763789967507,1.0,0.1370103103015146
19,539,809,3425,0.2,0.8403218715360395,0.9220892440635092,0.1065605421478646,0.1414213562373095,0.33592374877459724,1.0,0.13875504542826989
20,531,808,3527,0.2,0.8445783053357948,0.9220892440635092,0.10389152267595267,0.1414213562373095,0.3328406853701149,1.0,0.13800880868931997
21,536,830,3618,0.2,0.8458343746386152,0.9220892440635092,0.10362072084146703,0.1414213562373095,0.33312741411413027,1.0,0.13752625242565023
22,531,859,3721,0.2,0.8470745150353575,0.9220892440635092,0.1032477661750396,0.1414213562373095,0.3356393627081313,1.0,0.13577827837834142
23,550,834,3801,0.2,0.8466330135665836,0.9220892440635092,0.103702309225414,0.14002800840280097,0.3400038067476617,1.0,0.13652307586632279
24,535,842,3913,0.2,0.8496800822975511,0.9220892440635092,0.10157157856693029,0.14002800840280097,0.3371111846345395,1.0,0.13484190734817653
25,536,832,3997,0.2,0.8487739248816065,0.9220892440635092,0.10276492834956187,0.1414213562373095,0.3419247408745181,1.0,0.13533057092237283
26,548,831,4074,0.2,0.8499822768440471,0.9220892440635092,0.10261156218859295,0.1414213562373095,0.34275596335844816,1.0,0.1346728820266422
27,535,848,4143,0.2,0.848586381984496,0.9220892440635092,0.10469516659711381,0.14002800840280097,0.347109326983894,1.0,0.13528472250265552
28,524,877,4230,0.2,0.8504117294673724,0.9237397559034346,0.10373549197895539,0.1414213562373095,0.34637729220584446,1.0,0.1357414346652986
29,524,843,4284,0.2,0.8520032462351165,0.9237397559034346,0.10306292926397675,0.1414213562373095,0.34513890947993925,1.0,0.13589208242354048
30,528,874,4343,0.2,0.8529773752770834,0.9237397559034346,0.10286665949586991,0.1414213562373095,0.3452420408352064,1.0,0.13605257444812813
31,520,873,4400,0.2,0.8536070645130085,0.9243686376663666,0.10288527055182606,0.1414213562373095,0.34729114957620366,1.0,0.13494470633131997
32,527,884,4468,0.2,0.8523866199014875,0.9243686376663666,0.10505320114233628,0.1414213562373095,0.3515279637398965,1.0,0.13509051107398237
33,535,858,4536,0.2,0.8516859813363672,0.9243686376663666,0.1052873655626813,0.15249857033260467,0.3544680961669013,1.0,0.13615978422951802
34,527,839,4592,0.2,0.8525206716394759,0.9243686376663666,0.10495993365712418,0.15249857033260467,0.35570475935867685,1.0,0.13518105735492106
35,537,852,4643,0.2,0.851104160633219,0.9243686376663666,0.10606588955449896,0.15249857033260467,0.3603501918263408,1.0,0.13513166364730622
36,533,847,4689,0.2,0.8502387941948611,0.9243686376663666,0.10660034093250646,0.14285714285714285,0.3639077974740151,1.0,0.13587925412825166
37,538,821,4743,0.2,0.8491364488948101,0.9243686376663666,0.10841771434176224,0.14285714285714285,0.3664982324960505,1.0,0.13704000081991516
38,531,809,4789,0.2,0.8516200511024383,0.9243686376663666,0.10684936807514159,0.14285714285714285,0.36067494834105346,1.0,0.13919971066808112
39,520,870,4834,0.2,0.8527083357130245,0.924414825458858,0.10652285612469767,0.14433756729740643,0.35917338037588914,1.0,0.1401338443335948
40,529,855,4880,0.2,0.855162418989853,0.924414825458858,0.10503569695251438,0.14433756729740643,0.35656793329188313,1.0,0.13902513180976223
41,534,865,4912,0.2,0.8576512860009812,0.924414825458858,0.10345083617557177,0.14433756729740643,0.35176189647532374,1.0,0.1389083029683118
42,534,820,4945,0.2,0.8566426221959857,0.924414825458858,0.10452629672675373,0.14433756729740643,0.35471408139768434,1.0,0.13978118317953653
43,533,870,4982,0.2,0.8584527908289262,0.924414825458858,0.10272243534195992,0.14433756729740643,0.35223930730906294,1.0,0.13875832126804688
44,536,851,5018,0.2,0.8593008835304641,0.924414825458858,0.10244036959420726,0.15075567228888181,0.3509950496079664,1.0,0.13874652212708483
45,538,851,5054,0.2,0.860418012478628,0.924414825458858,0.10094335361977584,0.15075567228888181,0.3505641901940911,1.0,0.13819980718879146
46,535,848,5089,0.2,0.8610468906317827,0.924414825458858,0.10075819598806803,0.15075567228888181,0.3492738840718058,1.0,0.13877074639796128
47,547,847,5124,0.2,0.858006940073966,0.924414825458858,0.10449088230830526,0.15075567228888181,0.3579997969556538,1.0,0.13761689395747845
48,537,846,5159,0.2,0.8581070284558677,0.924414825458858,0.10438904286701861,0.15075567228888181,0.36078161139538245,1.0,0.13590822160453647
49,544,812,5190,0.2,0.8568176768523276,0.924414825458858,0.1063576866582089,0.14002800840280097,0.36465067256679534,1.0,0.13555525520239645
50,547,788,5212,0.2,0.8551121780743755,0.924414825458858,0.10788121113704571,0.14002800840280097,0.3695729165004042,1.0,0.13501095515056208
51,533,847,5243,0.2,0.8538823166862857,0.924414825458858,0.1090721974694752,0.14002800840280097,0.3729609036226343,1.0,0.13496171955716282
52,526,844,5266,0.2,0.8539838293658272,0.924414825458858,0.108511435633505,0.16666666666666666,0.375073363276187,1.0,0.1338339242142827
53,529,809,5284,0.2,0.853438200842111,0.924414825458858,0.1101668755448878,0.16666666666666666,0.37603538974306255,1.0,0.1347478318279149
54,520,851,5310,0.2,0.8541812827695942,0.924414825458858,0.10966867499383018,0.16666666666666666,0.37494247211941273,1.0,0.13561695819590194
55,515,817,5334,0.2,0.8556975678264734,0.924414825458858,0.10829260393521777,0.14744195615489714,0.3731419305118348,1.0,0.13523719839290196
56,522,815,5357,0.2,0.8568824065722792,0.931860513800706,0.10823439347741995,0.14744195615489714,0.37101157207464275,1.0,0.13534048770911503
57,538,827,5376,0.2,0.8551459157236941,0.931860513800706,0.10982720310667707,0.14744195615489714,0.375552188694851,1.0,0.13506988287413138
58,524,851,5395,0.2,0.854204189854169,0.931860513800706,0.11031268086420214,0.15811388300841897,0.3780831101854793,1.0,0.13496070030579416
59,518,820,5415,0.2,0.8534339947000591,0.931860513800706,0.1116687622079918,0.15811388300841897,0.38022740437367,1.0,0.13502100418576002
60,526,850,5434,0.2,0.8544019960064619,0.931860513800706,0.11123868360196243,0.15811388300841897,0.3782794029232656,1.0,0.13595030464827967
61,519,848,5456,0.2,0.8538910509110887,0.931860513800706,0.11124047509203511,0.15811388300841897,0.3811961492318601,1.0,0.1352117154974717
62,531,870,5474,0.2,0.8540965788976383,0.931860513800706,0.1112452640662714,0.15811388300841897,0.38214640392094007,1.0,0.13484402954307023
63,528,838,5490,0.2,0.8540361902409399,0.931860513800706,0.11146770434444153,0.1414213562373095,0.3813534763220509,1.0,0.13593456258568548
64,524,806,5513,0.2,0.8527687303789394,0.931860513800706,0.11279537117670176,0.1414213562373095,0.38560792617551715,1.0,0.13496658555904725
65,527,819,5531,0.2,0.8524815855783868,0.931860513800706,0.11261256391778304,0.1414213562373095,0.3878242098997527,1.0,0.13422163901950368
66,527,817,5546,0.2,0.8522231646989842,0.931860513800706,0.11349702959593999,0.1414213562373095,0.38795472911661827,1.0,0.13452710086084418
67,526,850,5563,0.2,0.8531901381082057,0.931860513800706,0.11150106634179172,0.1414213562373095,0.3866874155180159,1.0,0.13523363469880675
68,530,814,5575,0.2,0.8535468842859036,0.931860513800706,0.11149097447149775,0.1414213562373095,0.38556719326249234,1.0,0.1355851411558095
69,523,832,5588,0.2,0.8544600574192561,0.931860513800706,0.1113385049682757,0.14002800840280097,0.38414701350819097,1.0,0.13558679224615608
70,522,847,5605,0.2,0.8529138134647869,0.931860513800706,0.11295897603964179,0.14002800840280097,0.3865654865775857,1.0,0.1359992828683173
71,527,831,5614,0.2,0.8529731355823269,0.931860513800706,0.11299947270583509,0.1414213562373095,0.3866722381362365,1.0,0.13620674203625652
72,530,813,5624,0.2,0.8527251167385216,0.931860513800706,0.112699802433569,0.1414213562373095,0.3880166116533095,1.0,0.13588289981860088
73,535,833,5635,0.2,0.8533779301503905,0.931860513800706,0.11225360736650487,0.1414213562373095,0.386841661087981,1.0,0.13603369749930003
74,530,808,5644,0.2,0.851977161959543,0.931860513800706,0.11410603594796781,0.1414213562373095,0.38893384428452316,1.0,0.1366392897994851
75,536,834,5654,0.2,0.8517171698068919,0.931860513800706,0.11394838718564632,0.1414213562373095,0.39078577212109233,1.0,0.13573175492626058
76,523,816,5661,0.2,0.852299352528436,0.931860513800706,0.11379744431994718,0.1414213562373095,0.3892719411726563,1.0,0.1366676975748212
77,528,809,5671,0.2,0.8529756884233427,0.931860513800706,0.11374737282002198,0.1414213562373095,0.3877540963523513,1.0,0.13675397138018147
78,517,831,5686,0.2,0.8558259078660948,0.931860513800706,0.11109645456565226,0.1414213562373095,0.3835889005775345,1.0,0.13562932695049165
79,524,791,5689,0.2,0.8544254790378851,0.931860513800706,0.11246244404965719,0.1414213562373095,0.38684934054519365,1.0,0.13582337486062424
80,529,832,5699,0.2,0.8554153106437616,0.931860513800706,0.11212316550571846,0.1414213562373095,0.3845879876475028,1.0,0.1362176334952186
81,521,845,5708,0.2,0.8561657122537142,0.931860513800706,0.11090494021405468,0.1414213562373095,0.3845294365331844,1.0,0.1357349651234591
82,523,856,5714,0.2,0.8551313026992736,0.931860513800706,0.11221400613513213,0.1414213562373095,0.3868340366975357,1.0,0.13586515473228747
83,527,827,5721,0.2,0.855807762169841,0.931860513800706,0.11208666345261006,0.1414213562373095,0.3855215878179631,1.0,0.1355178354097834
84,521,845,5727,0.2,0.8551287585122318,0.931860513800706,0.11223951821242271,0.1414213562373095,0.38833283623276016,1.0,0.13470111785556885
85,530,813,5730,0.2,0.8551595794290939,0.931860513800706,0.11225958237465021,0.1414213562373095,0.38845205855622933,1.0,0.13514892509150903
86,527,792,5734,0.2,0.8570400721460082,0.931860513800706,0.1108832052049815,0.1414213562373095,0.38484828760157425,1.0,0.1351389760029784
87,532,836,5738,0.2,0.8556562608212666,0.931860513800706,0.11207128380708116,0.1414213562373095,0.38845261784956836,1.0,0.13516754586270696
88,526,831,5740,0.2,0.8556295480933457,0.931860513800706,0.11201115068958885,0.1414213562373095,0.39018037966822366,1.0,0.13469184455624422
89,531,827,5746,0.2,0.855943942258783,0.931860513800706,0.11211305270827017,0.1414213562373095,0.3872954329957171,1.0,0.13646057143300666
90,527,847,5755,0.2,0.8577246732061631,0.931860513800706,0.11081538186773256,0.1414213562373095,0.3835456068264244,1.0,0.13688154420442245
91,530,831,5760,0.2,0.8578052192258611,0.931860513800706,0.11086756391497112,0.14002800840280097,0.38394882518629386,1.0,0.1371571121784469
92,529,854,5763,0.2,0.8592111694380453,0.931860513800706,0.10953602561661058,0.14002800840280097,0.38046888708814847,1.0,0.13769554749837437
93,540,856,5768,0.2,0.8564250474017338,0.931860513800706,0.11285978678100138,0.14002800840280097,0.38667906791710105,1.0,0.13720098244043427
94,531,846,5772,0.2,0.8566544601057792,0.931860513800706,0.11228322354024182,0.14002800840280097,0.387157497860611,1.0,0.1366451255057013
95,524,827,5775,0.2,0.8568716447586583,0.931860513800706,0.11208619293626847,0.14002800840280097,0.38593347575118203,1.0,0.13792483010639503
96,524,872,5780,0.2,0.8557428374371732,0.931860513800706,0.11336924247606618,0.17407765595569785,0.38831461521122945,1.0,0.13814845667337822
97,517,830,5788,0.2,0.8572202141890924,0.931860513800706,0.11197644143568884,0.17407765595569785,0.38723712367497765,1.0,0.1367346833871965
98,527,838,5794,0.2,0.8555508984164887,0.931860513800706,0.11378379108608426,0.17407765595569785,0.3906635784699777,1.0,0.13676859111836265
99,529,831,5796,0.2,0.8563874495669077,0.931860513800706,0.11295052179603647,0.17407765595569785,0.3883948518063962,1.0,0.1372663916223079
100,523,872,5803,0.2,0.8577218023118337,0.931860513800706,0.11168161964160851,0.17407765595569785,0.3863166367403493,1.0,0.13719734798442543
101,524,851,5804,0.2,0.8580365911284277,0.931860513800706,0.1117109242024998,0.17407765595569785,0.3854788497166844,1.0,0.1371469068128657
102,528,859,5806,0.2,0.8578304973313159,0.931860513800706,0.11169307266887148,0.19611613513818404,0.38782375624095766,1.0,0.1357610211898944
103,537,856,5810,0.2,0.8580111693097517,0.931860513800706,0.1117559442929311,0.19611613513818404,0.38601546489554234,1.0,0.137063395387506
104,517,838,5814,0.2,0.8598528888219117,0.931860513800706,0.11014250949262112,0.19245008972987526,0.3817784485164183,1.0,0.1381394507710766
105,532,824,5819,0.2,0.8599862957843459,0.931860513800706,0.11017507208295617,0.19245008972987526,0.3825735417986658,1.0,0.1373516041122394
106,531,856,5821,0.2,0.859053586914336,0.931860513800706,0.11142450424856605,0.19245008972987526,0.3872497154517014,1.0,0.13449742715966828
107,536,828,5824,0.2,0.8550315971462206,0.931860513800706,0.11393618552037334,0.19245008972987526,0.39548093308168747,1.0,0.13426081701485695
108,535,830,5826,0.2,0.8551127834228037,0.931860513800706,0.11388967840347589,0.19245008972987526,0.3948892287818312,1.0,0.13496736138454504
109,539,824,5826,0.2,0.8537676881176309,0.931860513800706,0.11508911445060639,0.19245008972987526,0.3969835489134026,1.0,0.13579485699946522
110,522,851,5828,0.2,0.8549923494484994,0.931860513800706,0.1139203229441689,0.19245008972987526,0.39423719917724953,1.0,0.13632651086881806
111,519,821,5833,0.2,0.8554527880374546,0.931860513800706,0.11293815215069425,0.1543033499620919,0.3959283164039913,1.0,0.13516944642076917
112,530,798,5835,0.2,0.8541916388262014,0.931860513800706,0.11423044560972768,0.19245008972987526,0.3967109070861286,1.0,0.13611293012329453
113,519,810,5839,0.2,0.8557696992553816,0.931860513800706,0.11274876590926239,0.14433756729740643,0.3944832197158405,1.0,0.1356186010025922
114,528,834,5840,0.2,0.8544008190198599,0.931860513800706,0.11369211404832481,0.14433756729740643,0.39663848331647494,1.0,0.13639569287567901
115,529,841,5843,0.2,0.8555031488837078,0.931860513800706,0.11252531866213568,0.14433756729740643,0.3940900228748502,1.0,0.13676753158283037
116,520,831,5845,0.2,0.8561977484645517,0.931860513800706,0.11251722778577192,0.19611613513818404,0.3930565065046669,1.0,0.1363346922104801
117,527,849,5848,0.2,0.8561500569109899,0.931860513800706,0.11247306698532157,0.19611613513818404,0.39362774126887135,1.0,0.1358898571457579
118,520,836,5849,0.2,0.856515338262774,0.931860513800706,0.11237419503779869,0.19611613513818404,0.3936202965003156,1.0,0.13539107503666403
119,522,848,5850,0.2,0.8565445624970826,0.931860513800706,0.11231787180872252,0.19611613513818404,0.39453915411762114,1.0,0.13460814995887238
120,526,836,5851,0.2,0.8551009629975784,0.931860513800706,0.11381170401067574,0.19611613513818404,0.3959736075021299,1.0,0.13594901005341672
121,518,874,5852,0.2,0.8568549920689081,0.931860513800706,0.11223781765464083,0.19611613513818404,0.3937880364380438,1.0,0.13514990719875897
122,522,854,5852,0.2,0.8552574032190622,0.931860513800706,0.11336263007297084,0.19611613513818404,0.3976718387926455,1.0,0.1347630661177634
123,512,817,5853,0.2,0.8566331721256836,0.931860513800706,0.11202661224182801,0.19611613513818404,0.3966553744539778,1.0,0.13407913446731623
124,520,823,5853,0.2,0.8567946298396294,0.931860513800706,0.11208964045558596,0.2,0.39594599724319157,1.0,0.13432321369615643
125,519,826,5854,0.2,0.8551445910003898,0.931860513800706,0.11334116826533819,0.19611613513818404,0.40021940001098655,1.0,0.13374260443887429
126,525,847,5854,0.2,0.8556904463248379,0.931860513800706,0.11340517884399097,0.19611613513818404,0.39928262434507406,1.0,0.133350984556444
127,521,855,5855,0.2,0.8554149342857269,0.931860513800706,0.11330742435297737,0.2,0.4006818502731879,1.0,0.1322295850093719
128,523,829,5856,0.2,0.8552836746601977,0.931860513800706,0.11326753795203393,0.1889822365046136,0.40168612347486876,1.0,0.13186612628524572
129,525,803,5857,0.2,0.8531463920515644,0.931860513800706,0.11438986689285575,0.1889822365046136,0.40591386137973423,1.0,0.13192330394188037
130,525,801,5858,0.2,0.853325295373636,0.931860513800706,0.11441604873817486,0.15249857033260467,0.4051452385738984,1.0,0.1325710902967392
131,525,809,5860,0.2,0.8537360716840122,0.931860513800706,0.11440587025460383,0.1889822365046136,0.40397006504847116,1.0,0.13275785956648503
132,517,811,5861,0.2,0.853981818636796,0.931860513800706,0.1144899066857519,0.1889822365046136,0.40334236194037115,1.0,0.13321062740555167
133,517,829,5861,0.2,0.855450715554075,0.931860513800706,0.11319787883546678,0.1889822365046136,0.4002174928355167,1.0,0.13354038335898077
134,520,801,5861,0.2,0.8570260923077996,0.931860513800706,0.11199729283329628,0.1889822365046136,0.3970259796911976,1.0,0.13383320195252738
135,525,806,5862,0.2,0.8569583087768186,0.931860513800706,0.11194437490020089,0.1889822365046136,0.39838149951225227,1.0,0.13285963855478142
136,529,806,5862,0.2,0.8557105116360206,0.931860513800706,0.11336257939519111,0.18257418583505536,0.4005244249730133,1.0,0.13312874253028215
137,533,819,5863,0.2,0.8539070296612217,0.931860513800706,0.11465304493271683,0.18257418583505536,0.40357136439336444,1.0,0.13377325426078432
138,527,849,5863,0.2,0.8541648745177098,0.931860513800706,0.11473084302085086,0.18257418583505536,0.40207560479212734,1.0,0.13431398985718096
139,517,822,5863,0.2,0.8560917033127503,0.931860513800706,0.11338532803920452,0.18257418583505536,0.4007582455943782,1.0,0.13304679176295708
140,523,819,5863,0.2,0.8546722969030821,0.931860513800706,0.11475449370622116,0.1796053020267749,0.4019505794390628,1.0,0.13458867793457857
141,511,785,5863,0.2,0.8546594374059039,0.931860513800706,0.11473778562119757,0.1796053020267749,0.40148641759089454,1.0,0.1351616466524398
142,522,805,5865,0.2,0.8529584821629432,0.931860513800706,0.1157280034856393,0.1796053020267749,0.40676793111352166,1.0,0.13350862509484368
143,516,831,5866,0.2,0.8549233961350847,0.931860513800706,0.11445551982279538,0.18257418583505536,0.40219713905039345,1.0,0.13465034948027743
144,518,820,5866,0.2,0.8550846072264877,0.931860513800706,0.11434435780332952,0.18257418583505536,0.40164323960837744,1.0,0.13465605800404926
145,522,829,5867,0.2,0.8535682022702561,0.931860513800706,0.11548973267088544,0.18257418583505536,0.40517089884935786,1.0,0.1347167464300472
146,520,814,5869,0.2,0.8531542138547897,0.931860513800706,0.11526071075009164,0.18257418583505536,0.40669106909093433,1.0,0.13390250935440923
147,531,850,5869,0.2,0.8521665244668561,0.931860513800706,0.11659949141590428,0.15249857033260467,0.4066831812624968,1.0,0.13540503217915997
148,510,796,5870,0.2,0.852305722763374,0.931860513800706,0.11646400115956237,0.15249857033260467,0.4072461888365371,1.0,0.13523412664505158
149,523,855,5872,0.2,0.8537218515350076,0.931860513800706,0.11529562953680644,0.15249857033260467,0.40512354002029066,1.0,0.13526486893803008
