gen,evals,gen_feats,explored,type random forest (msl4) balanced accuracy_min,type random forest (msl4) balanced accuracy_avg,type random forest (msl4) balanced accuracy_max,type random forest (msl4) balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,402,402,0.2,0.8045894390826462,0.9273321585189237,0.1363712513091178,0.14002800840280097,0.24880827650819398,1.0,0.14880357827542864
1,527,618,620,0.2,0.7996456109447105,0.9273321585189237,0.1368863192208643,0.1270001270001905,0.2755990660979741,1.0,0.13894099277417468
2,551,686,849,0.2,0.8072984574790433,0.9273321585189237,0.12987673667207694,0.13245323570650439,0.2848659588225534,1.0,0.14011904140868414
3,541,685,1056,0.2,0.8168615697904058,0.9273321585189237,0.12104063430604799,0.13130643285972254,0.2852222154788734,1.0,0.14093338739419375
4,533,702,1238,0.2,0.82747091606554,0.9273321585189237,0.11235049508883903,0.13130643285972254,0.28419405345403187,1.0,0.1370809014056411
5,534,719,1432,0.2,0.830192935168286,0.9273321585189237,0.11128193883431198,0.13130643285972254,0.2889954540258285,1.0,0.1380129772582387
6,549,799,1638,0.2,0.8342724136948314,0.9273321585189237,0.10733486254305205,0.13130643285972254,0.29008294525583506,1.0,0.13639576337543172
7,546,774,1831,0.2,0.8369649965601114,0.9273321585189237,0.1045443186964952,0.13245323570650439,0.2935471393599435,1.0,0.13620861000375448
8,540,774,1994,0.2,0.8384900150431829,0.9273321585189237,0.10449806499348455,0.13245323570650439,0.29898273441415885,1.0,0.13699572713061428
9,546,779,2148,0.2,0.8397054739568282,0.9273321585189237,0.1042807611959461,0.13736056394868904,0.30318111272826753,1.0,0.1387976464891639
10,532,815,2322,0.2,0.8460530522446186,0.9273321585189237,0.10024782148072842,0.13736056394868904,0.29891767339925424,1.0,0.13710996716066554
11,536,782,2456,0.2,0.84536857312572,0.9273321585189237,0.10232218360794769,0.13736056394868904,0.3051630336981261,1.0,0.1372927448263086
12,540,779,2606,0.2,0.8448466955518389,0.9273321585189237,0.1033753574105249,0.13736056394868904,0.3110732026432353,1.0,0.13731857648181817
13,549,822,2753,0.2,0.8446148452686045,0.9273321585189237,0.10362342402835904,0.13608276348795434,0.31681719478194886,1.0,0.13737540700713663
14,537,801,2884,0.2,0.8474257151753377,0.9273321585189237,0.10186133731561176,0.13608276348795434,0.3160587262380492,1.0,0.13824550964793395
15,524,810,3006,0.2,0.8493615488048476,0.9273321585189237,0.10074475181457275,0.13736056394868904,0.3188590932257862,1.0,0.1365265987087709
16,538,820,3121,0.2,0.8467236057381252,0.9273321585189237,0.10444763641715334,0.13736056394868904,0.32669538983082885,1.0,0.13836286563635034
17,532,799,3228,0.2,0.8501031528269148,0.9273321585189237,0.10170488498699151,0.13736056394868904,0.32609227196789675,1.0,0.13605214718179223
18,531,809,3330,0.2,0.8509380018074431,0.9273321585189237,0.1015754297914218,0.13736056394868904,0.3275896951514259,1.0,0.1361294215515073
19,534,783,3414,0.2,0.8501262108207757,0.9273321585189237,0.10218344024837903,0.13736056394868904,0.3319652533932598,1.0,0.13600732580504085
20,522,815,3509,0.2,0.8529306987625587,0.9273321585189237,0.10238121707334483,0.13608276348795434,0.3282432974018369,1.0,0.1375764241850933
21,519,836,3599,0.2,0.8544258479425557,0.9273321585189237,0.09998291165104539,0.13608276348795434,0.33082129065148735,1.0,0.13605768328081322
22,530,828,3688,0.2,0.8558144787396983,0.9273321585189237,0.09961379628185245,0.13608276348795434,0.33139578165927397,1.0,0.13559472549804882
23,538,834,3786,0.2,0.8546252849596199,0.9273321585189237,0.10167433638856314,0.13608276348795434,0.33653437646244766,1.0,0.13572470496699107
24,539,848,3865,0.2,0.8535257159996863,0.9273321585189237,0.10266464264472348,0.13608276348795434,0.3414724882352281,1.0,0.13630525119592762
25,537,823,3948,0.2,0.8505725421989897,0.9273321585189237,0.10518595675684328,0.13736056394868904,0.3506246779672322,1.0,0.13622045086007112
26,542,832,4032,0.2,0.8508140607243385,0.9273321585189237,0.1057360545801073,0.13736056394868904,0.35258288697234696,1.0,0.137380625935076
