
OPTIMIZING ON FOLD NUMBER 6
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5890
Features active in total: 5890
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 39
Generations completed = 80
Generations completed = 121
Generations completed = 163
Generations completed = 203
Generations completed = 241
Generations completed = 278
Generations completed = 316
Generations completed = 355
Generations completed = 391
Generations completed = 425
Generations completed = 460
Generations completed = 499
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
0  	500  	404      	404     	0.2	0.792702	0.90885 	0.137976             	0.140028	0.255708	1  	0.163282
1  	527  	616      	620     	0.2	0.795007	0.90885 	0.127686             	0.140028	0.274186	1  	0.132238
2  	534  	686      	860     	0.2	0.803346	0.918175	0.125681             	0.140028	0.283568	1  	0.139396
3  	537  	685      	1057    	0.2	0.817449	0.918175	0.111792             	0.140028	0.280188	1  	0.138629
4  	539  	714      	1249    	0.2	0.817122	0.918175	0.110709             	0.140028	0.292272	1  	0.139232
5  	537  	706      	1446    	0.2	0.821221	0.918175	0.107208             	0.137361	0.296486	1  	0.139049
6  	543  	753      	1649    	0.2	0.825197	0.918175	0.104602             	0.137361	0.297814	1  	0.139559
7  	547  	739      	1832    	0.2	0.828927	0.918175	0.103342             	0.136083	0.299884	1  	0.13916 
8  	539  	761      	2015    	0.2	0.832637	0.918175	0.102267             	0.136083	0.301273	1  	0.139623
9  	561  	779      	2171    	0.2	0.837005	0.918175	0.09883              	0.136083	0.301671	1  	0.137921
10 	544  	831      	2352    	0.2	0.840287	0.918175	0.0987319            	0.136083	0.303342	1  	0.13894 
11 	552  	815      	2510    	0.2	0.843419	0.918175	0.0973366            	0.136083	0.305887	1  	0.137353
12 	551  	793      	2637    	0.2	0.843491	0.920032	0.0982244            	0.136083	0.310931	1  	0.138502
13 	545  	819      	2779    	0.2	0.844676	0.920032	0.0997239            	0.136083	0.312895	1  	0.140991
14 	546  	789      	2896    	0.2	0.846836	0.92065 	0.0986779            	0.136083	0.316005	1  	0.139121
15 	546  	814      	3014    	0.2	0.847124	0.92065 	0.0997215            	0.137361	0.320687	1  	0.139313
16 	548  	846      	3131    	0.2	0.847574	0.92065 	0.10094              	0.137361	0.323046	1  	0.1399  
17 	543  	799      	3250    	0.2	0.848214	0.92065 	0.101103             	0.137361	0.322878	1  	0.14211 
18 	539  	817      	3364    	0.2	0.850453	0.92065 	0.100267             	0.137361	0.324623	1  	0.140647
19 	546  	813      	3461    	0.2	0.850589	0.92065 	0.100612             	0.137361	0.331144	1  	0.139516
20 	563  	800      	3570    	0.2	0.848225	0.92065 	0.103653             	0.137361	0.338371	1  	0.141101
21 	544  	804      	3661    	0.2	0.850168	0.923109	0.103298             	0.137361	0.340028	1  	0.140763
22 	546  	793      	3754    	0.2	0.854111	0.923109	0.100714             	0.137361	0.337167	1  	0.139616
23 	542  	768      	3832    	0.2	0.852527	0.923109	0.103353             	0.137361	0.342061	1  	0.141314
24 	537  	830      	3922    	0.2	0.853025	0.923109	0.105005             	0.137361	0.343112	1  	0.142109
25 	524  	837      	4005    	0.2	0.853881	0.923109	0.104709             	0.137361	0.346265	1  	0.140264
26 	553  	844      	4092    	0.2	0.851083	0.923109	0.107655             	0.137361	0.35426 	1  	0.140657
27 	538  	808      	4166    	0.2	0.850585	0.923109	0.109605             	0.137361	0.359672	1  	0.139378
28 	544  	834      	4243    	0.2	0.851561	0.923109	0.108822             	0.136083	0.360527	1  	0.139686
29 	546  	815      	4307    	0.2	0.852516	0.923109	0.108433             	0.136083	0.359234	1  	0.141031
30 	532  	825      	4374    	0.2	0.855657	0.926368	0.107023             	0.13484 	0.352574	1  	0.142902
31 	535  	805      	4439    	0.2	0.858205	0.926368	0.10527              	0.13484 	0.34818 	1  	0.142935
32 	541  	829      	4507    	0.2	0.858752	0.926368	0.104744             	0.13484 	0.352264	1  	0.139977
33 	560  	818      	4562    	0.2	0.855954	0.926368	0.109283             	0.137361	0.357379	1  	0.142591
34 	545  	817      	4610    	0.2	0.856677	0.926368	0.108646             	0.137361	0.357799	1  	0.142577
35 	538  	802      	4660    	0.2	0.855072	0.926368	0.110824             	0.137361	0.364993	1  	0.140159
36 	544  	829      	4720    	0.2	0.854426	0.926368	0.111905             	0.137361	0.367484	1  	0.14099 
37 	549  	791      	4767    	0.2	0.854938	0.926368	0.111063             	0.136083	0.367141	1  	0.142126
38 	533  	836      	4821    	0.2	0.857583	0.926368	0.109206             	0.136083	0.362137	1  	0.142797
39 	550  	791      	4870    	0.2	0.854048	0.926368	0.114164             	0.13484 	0.370973	1  	0.142123
40 	541  	796      	4905    	0.2	0.853003	0.926368	0.115579             	0.13484 	0.372828	1  	0.143707
41 	539  	798      	4936    	0.2	0.853889	0.926368	0.114266             	0.136083	0.371422	1  	0.144524
42 	539  	826      	4973    	0.2	0.852437	0.926368	0.115444             	0.136083	0.377059	1  	0.143144
43 	534  	821      	5007    	0.2	0.853312	0.931207	0.115463             	0.140028	0.377608	1  	0.142183
44 	544  	797      	5035    	0.2	0.855176	0.931207	0.113676             	0.140028	0.378426	1  	0.138938
45 	547  	803      	5077    	0.2	0.854569	0.931207	0.115284             	0.140028	0.380445	1  	0.138735
46 	546  	836      	5113    	0.2	0.854811	0.931207	0.115363             	0.140028	0.380956	1  	0.139   
47 	524  	838      	5154    	0.2	0.855652	0.931207	0.114869             	0.140028	0.380986	1  	0.138677
48 	527  	810      	5186    	0.2	0.854516	0.931207	0.115943             	0.144338	0.385766	1  	0.138011
49 	534  	783      	5218    	0.2	0.853313	0.931207	0.116976             	0.144338	0.391937	1  	0.135445
50 	532  	818      	5243    	0.2	0.851814	0.931207	0.118679             	0.144338	0.393093	1  	0.137002
51 	525  	780      	5264    	0.2	0.851934	0.931207	0.118515             	0.144338	0.394013	1  	0.136186
52 	519  	812      	5292    	0.2	0.852362	0.931207	0.118648             	0.144338	0.393782	1  	0.136138
53 	523  	804      	5312    	0.2	0.852712	0.931207	0.118426             	0.140028	0.395061	1  	0.134782
54 	521  	813      	5335    	0.2	0.85088 	0.931207	0.119991             	0.140028	0.400198	1  	0.133508
55 	517  	810      	5364    	0.2	0.849789	0.931207	0.120644             	0.140028	0.403066	1  	0.133583
56 	516  	800      	5384    	0.2	0.851658	0.931207	0.119236             	0.140028	0.399846	1  	0.134424
57 	528  	795      	5400    	0.2	0.852377	0.931207	0.119124             	0.140028	0.399429	1  	0.133964
