
OPTIMIZING ON FOLD NUMBER 0
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5893
Features active in total: 5893
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 40
Generations completed = 81
Generations completed = 124
Generations completed = 169
Generations completed = 213
Generations completed = 256
Generations completed = 299
Generations completed = 341
Generations completed = 380
Generations completed = 419
Generations completed = 456
Generations completed = 493
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
0  	500  	427      	427     	0.2	0.799072	0.903943	0.125409             	0.140028	0.24539 	1  	0.143354
1  	523  	640      	650     	0.2	0.791597	0.903943	0.128483             	0.136083	0.273591	1  	0.132355
2  	536  	703      	882     	0.2	0.798347	0.912801	0.125804             	0.136083	0.287138	1  	0.139748
3  	545  	704      	1082    	0.2	0.808541	0.912801	0.116929             	0.132453	0.289662	1  	0.140321
4  	545  	745      	1286    	0.2	0.81805 	0.912801	0.109941             	0.129099	0.287897	1  	0.13994 
5  	547  	732      	1446    	0.2	0.819825	0.912801	0.110215             	0.129099	0.293313	1  	0.14084 
6  	546  	760      	1625    	0.2	0.824439	0.912801	0.107436             	0.129099	0.293308	1  	0.140734
7  	549  	790      	1808    	0.2	0.827656	0.916623	0.106028             	0.129099	0.295771	1  	0.141799
8  	546  	775      	1969    	0.2	0.829568	0.917592	0.104985             	0.132453	0.300647	1  	0.14109 
9  	552  	766      	2128    	0.2	0.830365	0.917592	0.105692             	0.132453	0.304314	1  	0.142621
10 	543  	802      	2298    	0.2	0.838829	0.917592	0.0993788            	0.133631	0.296062	1  	0.140204
11 	538  	785      	2441    	0.2	0.842299	0.926838	0.0972695            	0.133631	0.296189	1  	0.138986
12 	531  	816      	2586    	0.2	0.844099	0.926838	0.095927             	0.13484 	0.297803	1  	0.138162
13 	556  	843      	2726    	0.2	0.843345	0.936197	0.0970424            	0.13484 	0.302087	1  	0.138945
14 	533  	836      	2855    	0.2	0.847967	0.936197	0.0949889            	0.13484 	0.29725 	1  	0.138781
15 	542  	849      	2977    	0.2	0.849885	0.936197	0.0943159            	0.140028	0.298517	1  	0.137859
16 	536  	838      	3108    	0.2	0.851268	0.936197	0.0938112            	0.140028	0.299268	1  	0.137457
17 	531  	844      	3217    	0.2	0.850481	0.936197	0.0957469            	0.141421	0.306412	1  	0.13694 
18 	544  	816      	3318    	0.2	0.852786	0.936197	0.0942336            	0.141421	0.30596 	1  	0.137165
19 	536  	819      	3411    	0.2	0.854411	0.936197	0.0938169            	0.141421	0.308099	1  	0.135601
20 	549  	839      	3517    	0.2	0.856044	0.936197	0.0934381            	0.141421	0.308266	1  	0.13547 
21 	556  	819      	3617    	0.2	0.852559	0.936197	0.0973544            	0.141421	0.316381	1  	0.137883
22 	539  	855      	3711    	0.2	0.853813	0.936197	0.0977374            	0.141421	0.316289	1  	0.138357
23 	539  	809      	3809    	0.2	0.85575 	0.936197	0.0969233            	0.141421	0.316243	1  	0.139321
24 	546  	861      	3910    	0.2	0.857075	0.936197	0.0972663            	0.141421	0.314337	1  	0.140999
25 	530  	861      	4000    	0.2	0.858789	0.936197	0.097272             	0.141421	0.314373	1  	0.140289
26 	540  	859      	4081    	0.2	0.859804	0.936197	0.0968663            	0.141421	0.315792	1  	0.139288
27 	531  	858      	4160    	0.2	0.858237	0.936197	0.0986047            	0.141421	0.321814	1  	0.138886
28 	548  	839      	4232    	0.2	0.858534	0.936197	0.0983829            	0.141421	0.324977	1  	0.136797
29 	545  	855      	4301    	0.2	0.857427	0.936197	0.099816             	0.141421	0.328187	1  	0.138722
30 	523  	868      	4368    	0.2	0.858435	0.936197	0.0999485            	0.141421	0.32869 	1  	0.138131
31 	541  	818      	4417    	0.2	0.857608	0.936197	0.100805             	0.141421	0.332122	1  	0.139782
32 	534  	878      	4480    	0.2	0.857452	0.936197	0.101786             	0.141421	0.335001	1  	0.140855
33 	538  	851      	4554    	0.2	0.857576	0.936197	0.101659             	0.141421	0.336973	1  	0.140033
34 	518  	819      	4602    	0.2	0.858839	0.936197	0.101699             	0.141421	0.336358	1  	0.140363
35 	523  	819      	4651    	0.2	0.85943 	0.936197	0.101652             	0.141421	0.337516	1  	0.139798
36 	528  	871      	4712    	0.2	0.859092	0.936197	0.102968             	0.141421	0.339612	1  	0.139923
37 	531  	825      	4745    	0.2	0.860559	0.936197	0.101558             	0.141421	0.339601	1  	0.138306
38 	541  	849      	4787    	0.2	0.861098	0.936197	0.101609             	0.141421	0.339232	1  	0.138727
39 	534  	829      	4838    	0.2	0.859487	0.936197	0.103337             	0.141421	0.344738	1  	0.138351
40 	537  	783      	4881    	0.2	0.85734 	0.936197	0.105618             	0.141421	0.349718	1  	0.13881 
41 	518  	812      	4915    	0.2	0.85968 	0.936197	0.104596             	0.141421	0.346571	1  	0.140328
42 	524  	816      	4963    	0.2	0.860476	0.936197	0.104659             	0.142857	0.348343	1  	0.138018
43 	540  	839      	4998    	0.2	0.858559	0.936197	0.106654             	0.142857	0.353202	1  	0.138371
44 	521  	819      	5035    	0.2	0.859492	0.936197	0.106419             	0.142857	0.354233	1  	0.136926
45 	546  	800      	5067    	0.2	0.857778	0.936197	0.10832              	0.142857	0.358547	1  	0.137333
46 	524  	824      	5097    	0.2	0.857963	0.936197	0.108207             	0.142857	0.360036	1  	0.136392
47 	523  	801      	5127    	0.2	0.858833	0.936197	0.107476             	0.140028	0.359091	1  	0.13721 
48 	525  	834      	5168    	0.2	0.859065	0.936197	0.10752              	0.142857	0.360488	1  	0.136123
49 	530  	791      	5201    	0.2	0.858041	0.936197	0.109413             	0.142857	0.362819	1  	0.136741
50 	528  	798      	5235    	0.2	0.859806	0.936197	0.107715             	0.142857	0.361911	1  	0.135813
51 	536  	815      	5263    	0.2	0.858716	0.936197	0.109488             	0.147442	0.365337	1  	0.135514
52 	528  	791      	5301    	0.2	0.859128	0.936197	0.109541             	0.145865	0.365357	1  	0.136003
53 	525  	788      	5321    	0.2	0.860003	0.938056	0.109755             	0.147442	0.364116	1  	0.136877
54 	527  	802      	5342    	0.2	0.860559	0.938056	0.109771             	0.147442	0.364214	1  	0.136389
55 	530  	778      	5361    	0.2	0.860988	0.938056	0.109801             	0.147442	0.364455	1  	0.136243
56 	528  	773      	5380    	0.2	0.859424	0.938056	0.111445             	0.147442	0.367643	1  	0.137047
57 	518  	776      	5402    	0.2	0.86005 	0.938056	0.110849             	0.147442	0.367445	1  	0.137353
58 	521  	808      	5432    	0.2	0.860754	0.938056	0.110538             	0.147442	0.365844	1  	0.138745
59 	518  	808      	5452    	0.2	0.861377	0.938056	0.110389             	0.147442	0.367488	1  	0.137172
60 	534  	812      	5473    	0.2	0.861475	0.938056	0.110384             	0.154303	0.36852 	1  	0.136078
61 	526  	778      	5493    	0.2	0.859851	0.938056	0.111947             	0.154303	0.371478	1  	0.136987
62 	524  	805      	5508    	0.2	0.859866	0.938056	0.111808             	0.154303	0.373324	1  	0.135568
63 	528  	809      	5530    	0.2	0.86045 	0.938056	0.111886             	0.154303	0.371994	1  	0.136476
64 	520  	782      	5540    	0.2	0.86042 	0.938056	0.111759             	0.154303	0.374322	1  	0.13459 
65 	525  	774      	5554    	0.2	0.860679	0.938056	0.111779             	0.154303	0.374164	1  	0.134986
66 	524  	755      	5561    	0.2	0.86018 	0.938056	0.111625             	0.154303	0.375371	1  	0.135526
67 	521  	793      	5572    	0.2	0.859961	0.938056	0.112986             	0.154303	0.376666	1  	0.134515
68 	531  	804      	5584    	0.2	0.857638	0.938056	0.114919             	0.154303	0.38057 	1  	0.135106
69 	529  	780      	5595    	0.2	0.858112	0.938056	0.113976             	0.154303	0.380961	1  	0.135242
