
OPTIMIZING ON FOLD NUMBER 5
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5782
Features active in total: 5782
Computing active features for outcome survival
Features selected for this outcome: 3132
Features active in total: 5869
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 45
ccRCC: 323
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 138
censored 1: 254
deceased 0: 69
deceased 1: 68
Strata from each outcome has been integrated.
Counts:
ChRCC censored 0: 7
ChRCC censored 1: 37
ChRCC deceased 0: 5
ChRCC deceased 1: 5
PRCC T1 censored 0: 53
PRCC T1 censored 1: 43
PRCC T1 deceased 1: 7
PRCC T2 censored 0: 18
PRCC T2 censored 1: 18
PRCC T2 deceased 0: 7
PRCC T2 deceased 1 + PRCC T1 deceased 0: 6
ccRCC censored 0: 60
ccRCC censored 1: 156
ccRCC deceased 0: 53
ccRCC deceased 1: 54

RUNNING GENETIC ALGORITHM
Generations completed = 70
Generations completed = 142
Generations completed = 211
Generations completed = 278
Generations completed = 343
Generations completed = 406
Generations completed = 466
   	     	         	        	       type naive Bayes balanced accuracy       	                 root leanness                  	       survival SKSurv Cox model concordance index       
   	     	         	        	------------------------------------------------	------------------------------------------------	---------------------------------------------------------
gen	evals	gen_feats	explored	min 	avg     	max     	std        	min     	avg     	max	std     	min     	avg     	max     	std             
0  	500  	4628     	4628    	0.25	0.746057	0.863666	0.108315   	0.140028	0.24395 	1  	0.12422 	0.463455	0.662065	0.737253	0.0426655       
1  	390  	3775     	4731    	0.25	0.730398	0.867261	0.128085   	0.140028	0.286339	1  	0.137646	0.463455	0.667296	0.738698	0.0464409       
2  	381  	2565     	4840    	0.25	0.721772	0.869222	0.137727   	0.140028	0.313669	1  	0.148178	0.476989	0.667163	0.738698	0.0525046       
3  	390  	2044     	4930    	0.25	0.722835	0.870372	0.129256   	0.140028	0.332076	1  	0.147834	0.4966  	0.667615	0.753595	0.0488645       
4  	358  	1641     	5017    	0.25	0.734595	0.879768	0.111238   	0.144338	0.335533	1  	0.137046	0.5     	0.673179	0.753595	0.046322        
5  	394  	1502     	5100    	0.25	0.730429	0.879768	0.128976   	0.141421	0.344176	1  	0.150197	0.5     	0.67745 	0.753595	0.0477719       
6  	361  	1313     	5157    	0.25	0.71731 	0.879768	0.132358   	0.142857	0.369134	1  	0.15669 	0.5     	0.676368	0.753595	0.0536102       
7  	376  	1213     	5218    	0.25	0.715948	0.879768	0.141668   	0.141421	0.376756	1  	0.166076	0.5     	0.67606 	0.756634	0.0568197       
8  	386  	1121     	5259    	0.25	0.730489	0.879768	0.134147   	0.132453	0.365419	1  	0.165516	0.473877	0.683292	0.756634	0.0576921       
9  	364  	1062     	5311    	0.25	0.736314	0.880781	0.129713   	0.141421	0.364818	1  	0.16186 	0.473877	0.688016	0.76867 	0.0607465       
10 	362  	1000     	5356    	0.25	0.734524	0.880781	0.129484   	0.144338	0.37918 	1  	0.155117	0.473877	0.686115	0.76867 	0.0620188       
