gen,evals,gen_feats,explored,type naive Bayes balanced accuracy_min,type naive Bayes balanced accuracy_avg,type naive Bayes balanced accuracy_max,type naive Bayes balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std
0,500,4640,4640,0.24845679012345678,0.7485297213895258,0.8772785680231456,0.12214628602138831,0.14002800840280097,0.24872824334225618,1.0,0.13295720581883866,0.45254914316876765,0.6472990728327382,0.7164534596251251,0.03993931547630335
1,379,3668,4739,0.24845679012345678,0.7155010180667941,0.8772785680231456,0.14188334434152955,0.13736056394868904,0.30289041567283387,1.0,0.1483322183504207,0.45254914316876765,0.6524512483598216,0.7330688235900201,0.047345012250694554
2,367,2271,4837,0.24845679012345678,0.7017034690792009,0.8851705721768321,0.16290094480168676,0.13130643285972254,0.3362729997454802,1.0,0.16818029170799062,0.45254914316876765,0.6530610574211766,0.7330688235900201,0.05234405985791454
3,389,1993,4917,0.2492283950617284,0.7024055939249071,0.8781612263824395,0.16519449439858888,0.13608276348795434,0.3528051450211569,1.0,0.17510090645367443,0.45254914316876765,0.6554011646636794,0.7330688235900201,0.05787914670674479
4,378,1596,5004,0.2492283950617284,0.7036739394820083,0.8804752248280726,0.16436984927274012,0.14285714285714285,0.3665575618894694,1.0,0.1741753095177905,0.45254914316876765,0.655955679748869,0.7302057886943004,0.05991201519398357
5,397,1433,5082,0.2492283950617284,0.691308119553457,0.8875511047107767,0.1671473578752864,0.13245323570650439,0.38586225782108396,1.0,0.17228334621681946,0.4931624833536315,0.6603641939267506,0.7469882218963484,0.057362312786395954
6,369,1224,5153,0.24927166262836045,0.7118404353098177,0.8875511047107767,0.16105739762435206,0.12909944487358055,0.36911908874973687,1.0,0.168902680304186,0.4931848738640758,0.6679386617577436,0.7469882218963484,0.051480184247201535
7,369,1171,5208,0.25,0.7170739723000495,0.8884999161860974,0.15581834108778397,0.13018891098082386,0.36911722719999523,1.0,0.1683801882456717,0.5,0.674993772969302,0.7469882218963484,0.04986695829684281
8,383,1101,5256,0.25,0.7060517501322517,0.8884999161860974,0.1629136915671287,0.12909944487358055,0.3884168621480704,1.0,0.17240795258761102,0.4708991465421706,0.6723017841460183,0.7469882218963484,0.050909759153111654
9,388,1066,5309,0.25,0.721032924386798,0.8884999161860974,0.14911145729547806,0.12909944487358055,0.378264503213822,1.0,0.1638720635345163,0.4708991465421706,0.6789118275753244,0.7469882218963484,0.0499948636243734
10,370,1051,5349,0.25,0.714540840609904,0.8884999161860974,0.15205128279359398,0.12909944487358055,0.39439915331135866,1.0,0.1646798832664895,0.4708991465421706,0.6773917081237673,0.748906886616212,0.05331801373080805
11,372,996,5391,0.25,0.7229988481030846,0.8890943145873199,0.1518046439425789,0.13018891098082386,0.3907216342403988,1.0,0.16920499343054238,0.4708991465421706,0.6788316905443881,0.748906886616212,0.05622878262888032
12,369,942,5423,0.25,0.7253295003167513,0.8901088437817704,0.14702249032217443,0.12803687993289598,0.4075821161232592,1.0,0.16722490397550144,0.4708991465421706,0.6765004613627699,0.7538910684562827,0.0572558647852482
13,363,890,5465,0.25,0.7164340744877011,0.8986397656693901,0.15100268032353212,0.12803687993289598,0.421793041236814,1.0,0.17151451470311235,0.4708991465421706,0.6746589312150582,0.7538910684562827,0.060407341654602056
14,394,885,5496,0.25,0.7208397335588689,0.8986397656693901,0.14553562304650305,0.12803687993289598,0.4207689885132273,1.0,0.1614957997592058,0.5,0.6816538909918236,0.757542784455855,0.06184077270177487
15,375,856,5525,0.25,0.7205968670472036,0.8986397656693901,0.150058260474183,0.1690308509457033,0.42931233214008657,1.0,0.1642804862530424,0.5,0.679115137430435,0.7637139425967558,0.06641546001396385
16,351,766,5548,0.25,0.7247564096954181,0.9040842678039234,0.15133503350043057,0.18569533817705186,0.4303733966565378,1.0,0.16337552320474008,0.5,0.678394264903373,0.7637139425967558,0.06522521326590901
17,380,769,5575,0.25,0.7335287531212517,0.9040842678039234,0.14409989532623252,0.18257418583505536,0.4303239793434561,1.0,0.1527776674020564,0.5,0.6820704316500892,0.7637139425967558,0.06265312481882782
18,360,735,5605,0.25,0.7312961394445643,0.9040842678039234,0.14889221793957472,0.18257418583505536,0.4291398739787916,1.0,0.15071182062238317,0.5,0.6877991415061206,0.7637139425967558,0.05956551960424356
19,349,700,5620,0.25,0.7357565495666712,0.9040842678039234,0.14787650790985962,0.17407765595569785,0.4298220702006179,1.0,0.15101939575075868,0.5,0.6903258764240504,0.7637139425967558,0.057994266376814714
20,370,670,5644,0.25,0.7370299769675042,0.9040842678039234,0.14794719953386912,0.17407765595569785,0.43424187042881396,1.0,0.14959516493783057,0.5,0.6880771846108491,0.7637139425967558,0.05907184460418285
21,375,635,5662,0.25,0.739400036899887,0.9040842678039234,0.14783514649580667,0.17407765595569785,0.43957082882767257,1.0,0.15290456952306258,0.5,0.6871366375612409,0.7637139425967558,0.0608241417977354
22,374,671,5682,0.25,0.7571839800065745,0.9040842678039234,0.13089020446093133,0.17407765595569785,0.42204052833868466,1.0,0.1558906264694543,0.5,0.6936972503305399,0.7641904802942957,0.06290736856147625
23,376,688,5695,0.25,0.7641960511134187,0.9040842678039234,0.12324210074347063,0.17407765595569785,0.42449902083829266,1.0,0.15330793636297924,0.5,0.6946717318294527,0.7655379932011428,0.06513155755512004
24,352,631,5707,0.25,0.7640599066400203,0.9040842678039234,0.13969593516778092,0.17149858514250885,0.42262690919690427,1.0,0.16700208728718713,0.5,0.6944831331022109,0.7716174064116806,0.06362446442535268
25,373,658,5715,0.25,0.7669360475431641,0.9040842678039234,0.1427478478005389,0.17149858514250885,0.4214757796890895,1.0,0.16912068054445617,0.5,0.6973688072188616,0.7716174064116806,0.061555671909137744
26,373,638,5724,0.25,0.760746801193423,0.9040842678039234,0.1493768216679245,0.1690308509457033,0.42306086870152876,1.0,0.17269242042179858,0.5,0.6976220601823651,0.7716174064116806,0.06159620861344424
27,374,677,5738,0.25,0.7653604379875084,0.9135419319866507,0.13618726106541862,0.1767766952966369,0.42165107536580854,1.0,0.16349833245820075,0.5,0.7003271088174442,0.7744641814937542,0.06265469955327976
28,360,642,5748,0.25,0.7628691961049394,0.9135419319866507,0.13893702382643852,0.1767766952966369,0.42357992785239984,1.0,0.16191222615731618,0.5,0.7051077142829804,0.7744641814937542,0.06170589676026775
29,385,614,5757,0.25,0.7623027018010193,0.9135419319866507,0.1514225299579736,0.1767766952966369,0.4229057545137515,1.0,0.17000616888627085,0.5,0.7036156056707372,0.7811454071717799,0.06178110910412328
30,382,664,5765,0.25,0.7657267396827262,0.9135419319866507,0.1494957792958353,0.1767766952966369,0.41116750743098873,1.0,0.1709311458480315,0.5,0.7105873969408941,0.7811454071717799,0.059121682294521506
31,384,626,5771,0.25,0.7518093755646553,0.9158783805847815,0.1559130739264262,0.17407765595569785,0.4295662091040931,1.0,0.1723428399860509,0.5,0.708149202558454,0.7811454071717799,0.05838069281920483
32,380,644,5774,0.25,0.7544449564167706,0.9158783805847815,0.16505848022730504,0.17407765595569785,0.4211031285933221,1.0,0.1826046615578644,0.5,0.7094373927677439,0.7838985059107086,0.060564958090495676
33,378,670,5780,0.25,0.7536848143358782,0.9158783805847815,0.16217460562042035,0.17407765595569785,0.4243050571470364,1.0,0.17602978271213718,0.5,0.7117356809728267,0.7838985059107086,0.05906846592279936
34,378,644,5783,0.25,0.7440993067392908,0.9158783805847815,0.1689922115474565,0.17407765595569785,0.4397090833450523,1.0,0.1793281222915188,0.5,0.7063590364629516,0.7840910263371268,0.06116154870094069
35,372,620,5787,0.25,0.738999746599006,0.9158783805847815,0.17094842348442643,0.17149858514250885,0.44473407239826507,1.0,0.1798409314982318,0.5,0.7054015989028355,0.7840910263371268,0.06268382022431128
36,345,579,5795,0.25,0.7417246893987386,0.9158783805847815,0.16876539415952543,0.17149858514250885,0.44322390263749645,1.0,0.17786624253664235,0.5,0.7045313336803771,0.7840910263371268,0.06254518987457129
37,372,618,5802,0.25,0.7573553752468156,0.9158783805847815,0.1625073487753819,0.17149858514250885,0.42540345717301065,1.0,0.16832505155131347,0.5,0.715187438098268,0.7844182958066681,0.05819013947566101
