
OPTIMIZING ON FOLD NUMBER 8
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5898
Features active in total: 5898
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 106
PRCC T2: 46
ccRCC: 324
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 56
Generations completed = 120
Generations completed = 183
Generations completed = 243
Generations completed = 303
Generations completed = 362
Generations completed = 421
Generations completed = 498
   	     	         	        	       type naive Bayes balanced accuracy       	                 root separation                 	                 root leanness                  
   	     	         	        	------------------------------------------------	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std         	min	avg     	max     	std      	min     	avg     	max	std     
0  	500  	4069     	4069    	0.2	0.750212	0.885678	0.134349    	0  	0.551347	0.619755	0.0619768	0.140028	0.265119	1  	0.131439
1  	376  	3214     	4204    	0.2	0.747406	0.885678	0.126036    	0  	0.552167	0.619755	0.0659163	0.127   	0.305778	1  	0.129807
2  	378  	1919     	4328    	0.2	0.716224	0.89199 	0.171559    	0  	0.548125	0.628843	0.077248 	0.125988	0.349581	1  	0.164259
3  	356  	1397     	4449    	0.2	0.714566	0.895139	0.174938    	0  	0.550579	0.628843	0.0821748	0.125   	0.367555	1  	0.173557
4  	371  	1191     	4563    	0.2	0.733411	0.899429	0.148514    	0  	0.557715	0.628843	0.0775338	0.130189	0.367211	1  	0.156502
5  	372  	1099     	4662    	0.2	0.757996	0.901098	0.124148    	0  	0.571324	0.63432 	0.0667036	0.130189	0.350419	1  	0.144956
6  	390  	1101     	4771    	0.2	0.761567	0.906133	0.127669    	0  	0.571392	0.63432 	0.0712106	0.130189	0.357564	1  	0.147164
7  	382  	1045     	4881    	0.2	0.76839 	0.90922 	0.123232    	0  	0.577557	0.63891 	0.0761106	0.130189	0.356396	1  	0.146577
8  	359  	919      	4956    	0.2	0.76049 	0.907333	0.121723    	0  	0.577094	0.63432 	0.0661655	0.130189	0.381144	1  	0.141805
9  	362  	860      	5016    	0.2	0.757601	0.905264	0.131266    	0  	0.576653	0.63525 	0.0678127	0.130189	0.391073	1  	0.15011 
10 	387  	892      	5092    	0.2	0.744643	0.905264	0.143781    	0  	0.579163	0.63525 	0.0730341	0.130189	0.410478	1  	0.156916
11 	370  	827      	5152    	0.2	0.749992	0.905264	0.149038    	0  	0.583338	0.636163	0.0810147	0.130189	0.404221	1  	0.161293
12 	350  	759      	5213    	0.2	0.756918	0.906455	0.15164     	0  	0.585499	0.638872	0.0860373	0.152499	0.40902 	1  	0.170735
13 	367  	764      	5263    	0.2	0.770468	0.906455	0.145721    	0  	0.588802	0.643877	0.0936858	0.156174	0.406076	1  	0.177678
14 	369  	764      	5324    	0.2	0.776338	0.913129	0.158512    	0  	0.586589	0.647898	0.104545 	0.166667	0.401114	1  	0.18942 
15 	377  	744      	5366    	0.2	0.77993 	0.913129	0.157911    	0  	0.592465	0.647898	0.105319 	0.166667	0.392318	1  	0.192312
16 	376  	705      	5410    	0.2	0.772031	0.913129	0.159304    	0  	0.591724	0.647898	0.108683 	0.162221	0.410856	1  	0.196525
17 	372  	730      	5447    	0.2	0.770842	0.913129	0.159788    	0  	0.590729	0.649155	0.11202  	0.162221	0.427806	1  	0.195178
18 	376  	721      	5478    	0.2	0.769195	0.913129	0.157619    	0  	0.59271 	0.649155	0.111639 	0.162221	0.434997	1  	0.192203
19 	374  	721      	5517    	0.2	0.768298	0.913129	0.156772    	0  	0.592889	0.649155	0.112151 	0.162221	0.438543	1  	0.191374
20 	369  	714      	5554    	0.2	0.771492	0.914236	0.16069     	0  	0.59133 	0.649155	0.121191 	0.162221	0.43876 	1  	0.193927
21 	358  	624      	5574    	0.2	0.761195	0.914371	0.169356    	0  	0.587993	0.649155	0.124722 	0.158114	0.439713	1  	0.203869
22 	392  	644      	5603    	0.2	0.762135	0.914371	0.169356    	0  	0.590675	0.649155	0.12171  	0.158114	0.443729	1  	0.19688 
23 	373  	625      	5617    	0.2	0.764858	0.916258	0.160615    	0  	0.594551	0.649155	0.115585 	0.162221	0.448548	1  	0.184939
24 	390  	673      	5643    	0.2	0.767001	0.916258	0.161708    	0  	0.594019	0.651452	0.115492 	0.162221	0.452969	1  	0.182012
25 	391  	679      	5657    	0.2	0.766166	0.916258	0.158394    	0  	0.596166	0.651452	0.112561 	0.162221	0.457584	1  	0.175712
26 	380  	630      	5677    	0.2	0.766303	0.916258	0.160487    	0  	0.595999	0.651654	0.112683 	0.162221	0.457592	1  	0.174766
27 	365  	610      	5699    	0.2	0.761421	0.916258	0.172432    	0  	0.592189	0.651654	0.122297 	0.162221	0.457562	1  	0.188181
28 	374  	625      	5712    	0.2	0.752734	0.918575	0.178688    	0  	0.587763	0.651654	0.127897 	0.158114	0.473225	1  	0.190892
29 	353  	608      	5732    	0.2	0.74438 	0.918575	0.182562    	0  	0.586545	0.651654	0.133541 	0.158114	0.482418	1  	0.194805
30 	367  	597      	5751    	0.2	0.761699	0.919193	0.173886    	0  	0.587221	0.65178 	0.136379 	0.158114	0.474825	1  	0.191504
31 	367  	551      	5765    	0.2	0.760946	0.92108 	0.170725    	0  	0.59    	0.65178 	0.134386 	0.154303	0.473481	1  	0.189527
32 	379  	597      	5779    	0.2	0.776159	0.922349	0.168236    	0  	0.589574	0.65178 	0.142096 	0.169031	0.462378	1  	0.191116
33 	378  	603      	5787    	0.2	0.773364	0.922349	0.166692    	0  	0.590778	0.65193 	0.142563 	0.162221	0.466534	1  	0.188529
34 	343  	571      	5793    	0.2	0.772285	0.922349	0.166475    	0  	0.591048	0.65178 	0.142544 	0.162221	0.468206	1  	0.187484
35 	348  	559      	5797    	0.2	0.768361	0.922349	0.172008    	0  	0.58777 	0.65178 	0.147256 	0.162221	0.471111	1  	0.195075
36 	370  	576      	5802    	0.2	0.757216	0.922349	0.180879    	0  	0.585979	0.65193 	0.144636 	0.182574	0.475558	1  	0.205333
37 	349  	534      	5809    	0.2	0.763591	0.922349	0.172136    	0  	0.592231	0.65193 	0.137473 	0.182574	0.472519	1  	0.195727
38 	356  	539      	5814    	0.2	0.764019	0.922349	0.172291    	0  	0.592092	0.65193 	0.137413 	0.182574	0.473124	1  	0.196085
39 	343  	532      	5820    	0.2	0.764482	0.922349	0.172385    	0  	0.592027	0.65193 	0.137392 	0.182574	0.474729	1  	0.194425
