gen,0_ABCA4,0_ABCC3,0_ABCE1,0_ABHD11,0_ABHD13,0_ABI1,0_ABLIM1,0_ABTB2,0_ACBD6,0_ACD,0_ACMSD,0_ACOT2,0_ACSL1,0_ACSL6,0_ACSM2A,0_ACTN3,0_ADA,0_ADAM33,0_ADCK5,0_ADCY2,0_ADCY3,0_AEBP1,0_AHNAK2,0_AK2,0_AK3,0_AKAP7,0_AKR1C3,0_AKR1E2,0_ALDH1A2,0_ALDH3B2,0_ALDH4A1,0_ALDH6A1,0_ALG13,0_AMZ2,0_ANGPTL4,0_ANKHD1,0_ANKRD11,0_ANKRD31,0_ANXA13,0_ANXA4,0_ANXA9,0_AP1G2,0_AP1S1,0_APBB1IP,0_API5,0_APOBEC3A,0_APOD,0_APOLD1,0_APPL2,0_ARFGEF1,0_ARHGEF12,0_ARHGEF7,0_ARID1B,0_ARL2,0_ARMC10,0_ARMC9,0_ARMCX1,0_ARMCX6,0_ARPC3,0_ARSA,0_ASAH1,0_ASCC2,0_ASNSD1,0_ASPA,0_ATE1,0_ATF7IP,0_ATG16L1,0_ATG7,0_ATIC,0_ATP11A,0_ATP13A1,0_ATP2B1,0_ATP2B2,0_ATP6V0A2,0_ATP6V1A,0_ATP6V1B2,0_ATP6V1C2,0_ATP6V1D,0_ATP6V1H,0_ATRX,0_ATXN10,0_AUTS2,0_AXIN2,0_B2M,0_B3GALT4,0_B3GNT2,0_B4GALT3,0_B4GALT6,0_BAD,0_BAG4,0_BARX2,0_BBC3,0_BCHE,0_BDKRB1,0_BET1L,0_BHMT2,0_BIRC2,0_BIRC3,0_BMP2K,0_BMPR1A,0_BMPR2,0_BRD3,0_BST2,0_BTG3,0_BTN3A1,0_BTRC,0_BVES,0_BYSL,0_C11orf80,0_C1orf43,0_C1orf54,0_C20orf96,0_C2orf74,0_C3orf38,0_C4BPA,0_C4orf3,0_C5orf46,0_C6orf118,0_C7orf25,0_C8B,0_C9orf116,0_CA12,0_CA9,0_CAB39L,0_CABIN1,0_CACNA1H,0_CAD,0_CAPN1,0_CAPN10,0_CARD6,0_CARD8,0_CARHSP1,0_CAV2,0_CBFA2T2,0_CBLL1,0_CBWD2,0_CBX4,0_CCDC102A,0_CCDC114,0_CCDC115,0_CCDC122,0_CCDC125,0_CCDC127,0_CCNB2,0_CCRL2,0_CD53,0_CD86,0_CD9,0_CDC14A,0_CDC42EP2,0_CDH23,0_CDH6,0_CDK18,0_CDK19,0_CDKN1C,0_CDKN2A,0_CDT1,0_CDYL,0_CEACAM7,0_CECR2,0_CELF1,0_CELSR3,0_CEMP1,0_CES3,0_CFB,0_CGGBP1,0_CHCHD6,0_CHD3,0_CHI3L2,0_CHP2,0_CHST10,0_CHST12,0_CIDEB,0_CLCN3,0_CLDN12,0_CLDN2,0_CLDN4,0_CLPB,0_CLTCL1,0_CMTM3,0_CNIH4,0_CNKSR3,0_CNOT8,0_CNTN1,0_CNTN2,0_CNTROB,0_COG3,0_COG4,0_COIL,0_COMMD3,0_COQ2,0_CORO1C,0_COX18,0_CP,0_CPD,0_CPNE5,0_CPNE8,0_CPSF7,0_CRHBP,0_CRIP2,0_CRISPLD2,0_CRP,0_CS,0_CSTF1,0_CTAGE9,0_CTBP2,0_CTNNBL1,0_CTR9,0_CTSC,0_CTSH,0_CUL3,0_DAAM2,0_DACT2,0_DAZAP1,0_DBF4B,0_DBNDD2,0_DCLK3,0_DCUN1D3,0_DDB2,0_DDC,0_DDX19B,0_DDX43,0_DEDD,0_DEF8,0_DERL3,0_DHX29,0_DIP2C,0_DIRAS3,0_DIS3,0_DKK3,0_DLD,0_DLX5,0_DMP1,0_DNAJA2,0_DNAJB7,0_DNAL1,0_DNASE2,0_DNMT3L,0_DPYS,0_DPYSL2,0_DPYSL3,0_DPYSL4,0_DR1,0_DSC2,0_DSN1,0_DTNBP1,0_DUSP19,0_DUSP8,0_DZIP1L,0_E2F1,0_ECHS1,0_EDF1,0_EEF1G,0_EEF2,0_EFCAB2,0_EFHC1,0_EFNB2,0_EHBP1,0_EHMT1,0_EI24,0_EIF2B5,0_EIF2S2,0_EIF3CL,0_EIF4E3,0_EIF4EBP1,0_EIF4ENIF1,0_EIF4G2,0_EIF4H,0_ELMO3,0_ELP2,0_EMCN,0_ENHO,0_ENPP3,0_EPB41L2,0_EPPK1,0_ERAP1,0_ERAP2,0_ESD,0_ESRRA,0_ESYT1,0_ETFDH,0_ETNK2,0_ETV5,0_EXOC4,0_EXOC7,0_EXOSC2,0_EZH1,0_F11R,0_F2RL1,0_F8,0_FAHD2B,0_FAM136A,0_FAM20A,0_FAM3C,0_FAM53A,0_FAM91A1,0_FASTKD1,0_FBXL2,0_FBXL5,0_FBXO16,0_FBXO21,0_FBXO33,0_FCF1,0_FCHSD1,0_FECH,0_FETUB,0_FGD4,0_FLOT2,0_FN3KRP,0_FOSB,0_FOXP4,0_FPR2,0_FUS,0_FUT11,0_FZD1,0_FZD7,0_G6PD,0_GABARAPL1,0_GABPA,0_GABRG3,0_GBP2,0_GBP3,0_GBP4,0_GBP5,0_GCH1,0_GCK,0_GDF15,0_GDI1,0_GDI2,0_GGA3,0_GGCT,0_GGT6,0_GGTA1,0_GIMAP8,0_GIT2,0_GJA4,0_GLG1,0_GLRX5,0_GLS,0_GLT8D1,0_GLUD1,0_GLYAT,0_GM2A,0_GMPR,0_GNB1L,0_GNB4,0_GPATCH1,0_GPIHBP1,0_GPR155,0_GPR176,0_GRB10,0_GRB7,0_GRHL1,0_GRHL3,0_GRK5,0_GRK6,0_GRTP1,0_GSPT1,0_GSPT2,0_GSTP1,0_GTF2H1,0_GTPBP2,0_GUF1,0_HAND2,0_HAX1,0_HBA2,0_HCFC1R1,0_HCRTR1,0_HDAC10,0_HERPUD1,0_HEXIM1,0_HFE,0_HIF3A,0_HK1,0_HLA-B,0_HLA-DQA1,0_HLA-DRB1,0_HNF1B,0_HNMT,0_HNRNPA1,0_HNRNPD,0_HNRNPU,0_HPCAL1,0_HPS4,0_HPS5,0_HSPA12A,0_HSPA1A,0_HSPA1B,0_HSPA6,0_HSPBAP1,0_HTN1,0_HTRA4,0_HUNK,0_ICA1,0_ICAM1,0_ICOSLG,0_IDH3A,0_IDI1,0_IDO1,0_IER3IP1,0_IER5,0_IFIT3,0_IFNG,0_IFT20,0_IKBKE,0_IL11RA,0_IL15,0_ILDR1,0_IMPA1,0_ING2,0_ING5,0_INPP4B,0_INPP5A,0_INTS6,0_IQCE,0_ISYNA1,0_ITGA3,0_ITGB3,0_ITGB8,0_ITPKC,0_JAG1,0_JAKMIP2,0_JARID2,0_JAZF1,0_JDP2,0_JUND,0_KATNAL2,0_KCNE4,0_KCNK10,0_KCNQ5,0_KCNS3,0_KCTD11,0_KDM3B,0_KDM6B,0_KHDRBS2,0_KIAA1614,0_KIAA1755,0_KIF13B,0_KIF9,0_KLC4,0_KLF16,0_KLF3,0_KLHL32,0_KLK5,0_KLRB1,0_KPNA4,0_KPTN,0_KRT19,0_KRT7,0_LAGE3,0_LAMB1,0_LARP4B,0_LATS1,0_LBP,0_LDB2,0_LDHD,0_LFNG,0_LGI4,0_LGR5,0_LGR6,0_LHPP,0_LHX6,0_LIN54,0_LINGO2,0_LIPH,0_LIPT2,0_LMAN1,0_LNX1,0_LPCAT1,0_LRIG3,0_LRIT3,0_LRP2,0_LRRC28,0_LRRC40,0_LRRC61,0_LRRFIP1,0_LRRN3,0_LSS,0_LTBP2,0_LUC7L2,0_LXN,0_LY75,0_LYPD6,0_LZTS2,0_MAEA,0_MAFG,0_MAML2,0_MANBA,0_MAP3K9,0_MAPK11,0_MAPK9,0_MBD4,0_MBIP,0_MCC,0_MCL1,0_MDM2,0_MECOM,0_MEP1A,0_MERTK,0_MICAL3,0_MID1,0_MKNK1,0_MKS1,0_MLF2,0_MLLT1,0_MMP11,0_MMP14,0_MPEG1,0_MPI,0_MPP6,0_MPZL1,0_MRM1,0_MRPL45,0_MRPS10,0_MRPS6,0_MRPS7,0_MS4A6A,0_MSH2,0_MSI2,0_MTMR1,0_MTMR11,0_MTUS2,0_MXI1,0_MYD88,0_MYO10,0_MYO3A,0_MYO3B,0_MYO9B,0_MYOM2,0_NAA15,0_NAGPA,0_NAP1L1,0_NARS2,0_NBEA,0_NCEH1,0_NCK1,0_NCKAP1L,0_NCOA3,0_NCOA6,0_NCOA7,0_NDRG2,0_NDUFA12,0_NDUFA4L2,0_NDUFAF2,0_NDUFS2,0_NECAB3,0_NEK7,0_NELL1,0_NFS1,0_NGB,0_NIPAL3,0_NIPSNAP3A,0_NIPSNAP3B,0_NLGN1,0_NME1,0_NME7,0_NOL3,0_NOP2,0_NOSTRIN,0_NOTCH3,0_NPC1,0_NPM3,0_NPTN,0_NQO2,0_NR1D2,0_NR5A2,0_NRIP1,0_NRP2,0_NRSN2,0_NSA2,0_NSFL1C,0_NTN1,0_NUDT15,0_NUP85,0_ODC1,0_ORM1,0_OTP,0_OTUD3,0_OXA1L,0_OXNAD1,0_P4HA1,0_PADI1,0_PAGE4,0_PAQR7,0_PAX5,0_PAXIP1,0_PBXIP1,0_PCBP3,0_PCDH11X,0_PCDHB4,0_PCDHGA11,0_PCDHGA12,0_PCDHGA2,0_PCDHGA7,0_PCDHGB4,0_PCDHGB5,0_PCDHGB7,0_PCDHGC3,0_PCDHGC4,0_PCK1,0_PCNA,0_PDCD1,0_PDCD1LG2,0_PDCD2L,0_PDCD6IP,0_PDHA1,0_PDIA5,0_PDK1,0_PDK3,0_PDLIM1,0_PDLIM2,0_PDZK1,0_PDZK1IP1,0_PER2,0_PFKM,0_PGRMC1,0_PHC1,0_PHF20,0_PHIP,0_PHKA2,0_PIAS2,0_PIF1,0_PIK3CB,0_PIR,0_PIWIL4,0_PKN1,0_PLCE1,0_PLCG2,0_PLEKHJ1,0_PLIN2,0_PLK1,0_PLK3,0_PLOD2,0_PLOD3,0_PLS3,0_PLTP,0_PNCK,0_PNKD,0_PNPLA2,0_POC1A,0_POLD1,0_POLG2,0_PON1,0_POU2F1,0_POU2F2,0_PPIP5K1,0_PPM1A,0_PPP1R3B,0_PPP2CB,0_PPP2R2A,0_PPP2R2B,0_PPP4C,0_PRDX6,0_PREP,0_PREX2,0_PRKAB1,0_PRKAR1B,0_PRMT7,0_PRODH,0_PROS1,0_PRPF31,0_PRR15L,0_PRTFDC1,0_PSAP,0_PSMB9,0_PSMC2,0_PSMF1,0_PTEN,0_PTGER4,0_PTGFRN,0_PTGR1,0_PTHLH,0_PTK2B,0_PTPN11,0_PTPRJ,0_PTPRM,0_PTRH2,0_PXDN,0_PYCARD,0_PYGL,0_RAB11FIP4,0_RAB30,0_RAB31,0_RAB3GAP1,0_RAB9B,0_RABGGTB,0_RABIF,0_RAD1,0_RAD54L,0_RADIL,0_RAI1,0_RALGAPB,0_RANBP1,0_RANBP3L,0_RANBP6,0_RANBP9,0_RAP1GAP2,0_RAPGEF3,0_RAPGEF4,0_RASEF,0_RBM17,0_RBM22,0_RBM28,0_RBP7,0_RCE1,0_RELL1,0_RENBP,0_RGMA,0_RGS7BP,0_RHOA,0_RHOT2,0_RHPN1,0_RIN3,0_RNASE3,0_RNASEL,0_RNASET2,0_RNF13,0_RNF130,0_RNF141,0_RNF149,0_RNF180,0_RNF31,0_RNF6,0_RNPEP,0_RPL19,0_RPL21,0_RPP25,0_RPS17,0_RRP15,0_RTKN,0_RTN4IP1,0_S100A1,0_S1PR1,0_SAA4,0_SACM1L,0_SAE1,0_SAMM50,0_SAP30,0_SART3,0_SAT1,0_SCAP,0_SCARB1,0_SCARB2,0_SCARF2,0_SCIN,0_SDC1,0_SDR16C5,0_SEC62,0_SENP2,0_SEPHS1,0_SERINC2,0_SERINC5,0_SF3B2,0_SFXN3,0_SGSM1,0_SH2B1,0_SH3BGRL2,0_SH3PXD2B,0_SH3RF3,0_SHISA5,0_SHROOM2,0_SIK3,0_SIM2,0_SIRPA,0_SLA,0_SLC10A3,0_SLC15A4,0_SLC16A1,0_SLC16A4,0_SLC17A4,0_SLC25A5,0_SLC26A11,0_SLC26A2,0_SLC27A2,0_SLC29A2,0_SLC29A3,0_SLC30A9,0_SLC35B3,0_SLC35C2,0_SLC35E1,0_SLC38A10,0_SLC38A2,0_SLC39A8,0_SLC43A1,0_SLC44A3,0_SLC46A2,0_SLC48A1,0_SLC9A2,0_SMARCA2,0_SMO,0_SMURF2,0_SNAP29,0_SNAPC2,0_SNX21,0_SNX33,0_SNX8,0_SNX9,0_SOCS5,0_SOS2,0_SOX6,0_SP100,0_SPATA13,0_SPATA18,0_SPCS2,0_SPHKAP,0_SPOCK2,0_SPRY2,0_SPTBN4,0_SQLE,0_SQSTM1,0_SRD5A1,0_SS18L1,0_SSBP1,0_SSBP2,0_SSR1,0_SSR3,0_SSR4,0_ST8SIA2,0_STAG2,0_STAM2,0_STBD1,0_STC2,0_STK35,0_STK36,0_STK39,0_STOML1,0_STON2,0_STRBP,0_SUCLA2,0_SUCLG2,0_SUMO2,0_SYNJ2BP,0_SYT15,0_TACC2,0_TADA2B,0_TAF8,0_TAP2,0_TAS1R1,0_TBC1D1,0_TBC1D4,0_TBC1D9B,0_TBCD,0_TBP,0_TCF4,0_TCP11L1,0_TDRD5,0_TEK,0_TET2,0_TFDP2,0_TGFA,0_TGOLN2,0_THAP8,0_THBS1,0_THEM4,0_THOC3,0_THRSP,0_THTPA,0_TIPRL,0_TLCD1,0_TLE1,0_TLE2,0_TMCC2,0_TMCO1,0_TMEM116,0_TMEM132E,0_TMEM169,0_TMEM181,0_TMEM19,0_TMEM223,0_TMEM33,0_TMEM39A,0_TMEM45B,0_TMEM47,0_TMEM50B,0_TMEM59L,0_TMEM70,0_TMTC1,0_TMUB2,0_TNFSF13B,0_TOE1,0_TP53I3,0_TPRN,0_TPST1,0_TPST2,0_TPX2,0_TREM2,0_TRIM17,0_TRIM21,0_TRIM28,0_TRIM32,0_TRIM35,0_TRIM69,0_TRIM8,0_TRIOBP,0_TRMT5,0_TRMT61B,0_TRUB1,0_TSC22D2,0_TSHR,0_TSNAX,0_TSPAN6,0_TST,0_TTC1,0_TTC32,0_TTC33,0_TTC7A,0_TTLL7,0_TUBB8,0_TUBGCP3,0_TWF1,0_TXLNA,0_TYW3,0_UBAC1,0_UBC,0_UBE2D2,0_UBE2L3,0_UBE2L6,0_UBE2Z,0_UBL4A,0_UBR4,0_UBTF,0_UBXN11,0_UBXN2A,0_UBXN6,0_UGT1A6,0_UNC5CL,0_UPK1B,0_UQCRB,0_UQCRFS1,0_URGCP,0_UROC1,0_USP2,0_UTY,0_VAPB,0_VEGFA,0_VEZF1,0_VHL,0_VIL1,0_VIPR1,0_VPREB3,0_VPS11,0_VSIG2,0_VTI1B,0_WASF2,0_WDFY1,0_WDR17,0_WDR19,0_WDR26,0_WDR53,0_WDR54,0_WDR7,0_WDR90,0_WNK1,0_WNK2,0_WNK4,0_WRAP53,0_XKR9,0_XPC,0_XRCC5,0_YAF2,0_YBX1,0_YME1L1,0_YTHDF2,0_YWHAE,0_ZBTB10,0_ZBTB20,0_ZBTB34,0_ZBTB8OS,0_ZC3HC1,0_ZCCHC8,0_ZDHHC6,0_ZFAND3,0_ZKSCAN4,0_ZMIZ2,0_ZMYM3,0_ZMYND19,0_ZNF131,0_ZNF234,0_ZNF280C,0_ZNF304,0_ZNF343,0_ZNF436,0_ZNF44,0_ZNF500,0_ZNF518B,0_ZNF608,0_ZNF69,0_ZNF800,0_ZSCAN12
0,35,0,0,0,0,0,0,2,5,0,1,2,0,127,13,36,0,28,0,0,0,27,58,1,0,31,92,37,42,40,0,0,0,5,0,0,0,0,17,22,22,0,0,0,0,30,0,0,25,0,0,22,0,6,16,61,55,13,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,6,0,0,0,0,0,0,0,45,41,0,50,0,60,3,0,0,27,47,14,0,49,0,0,0,0,0,0,86,0,27,4,0,12,0,0,41,0,0,7,0,18,0,0,11,5,3,0,0,0,0,14,138,7,0,0,5,0,0,9,17,0,0,23,0,26,6,0,0,0,0,0,0,0,17,0,4,110,9,0,0,22,31,6,0,12,53,0,0,0,13,0,0,0,12,14,100,0,0,100,0,0,41,9,0,31,0,0,0,0,0,27,0,0,0,1,6,0,0,0,7,0,142,0,0,0,0,12,3,8,0,29,55,0,0,1,10,0,0,0,0,9,20,77,0,58,0,58,0,0,0,31,0,0,2,1,4,0,0,0,20,20,3,0,0,0,0,0,4,0,7,0,0,0,30,58,125,0,0,0,0,105,0,70,0,0,0,0,0,15,9,0,143,0,6,21,0,0,71,0,0,24,8,0,0,0,0,0,0,23,0,0,0,0,35,5,0,15,0,5,0,0,0,4,0,10,0,27,0,7,0,0,39,12,0,46,0,36,30,14,123,0,59,17,26,0,34,0,0,0,43,9,7,9,2,0,0,0,0,0,0,0,0,0,0,9,0,55,0,0,0,9,0,26,0,0,0,4,9,23,0,0,76,5,0,0,24,19,0,0,11,28,36,0,0,0,0,49,0,11,28,12,10,8,0,0,0,12,0,31,0,24,0,2,37,37,36,50,0,52,0,0,0,0,0,0,12,59,33,101,0,0,0,58,1,23,53,0,3,0,4,0,2,0,0,0,0,0,1,0,45,0,0,0,0,0,91,0,0,0,0,40,5,14,0,0,20,0,0,0,29,0,59,0,46,0,0,1,0,0,91,0,0,0,31,0,29,0,3,0,14,0,38,0,0,0,33,87,23,60,0,79,42,6,0,119,0,29,4,0,0,0,8,0,0,0,0,22,0,1,0,0,0,0,36,0,0,37,0,0,0,52,0,0,0,85,12,0,0,0,0,0,0,0,20,0,30,3,15,2,0,0,0,0,0,24,7,0,0,0,0,0,0,0,0,3,0,0,9,0,1,0,24,0,52,8,62,27,0,0,61,0,11,10,0,0,0,0,11,0,57,0,52,0,9,8,0,13,0,28,0,0,4,123,20,14,0,0,77,13,33,0,0,36,6,20,27,6,0,38,0,28,34,0,0,45,55,0,26,0,26,0,0,0,0,0,0,0,0,11,0,0,49,0,0,0,0,0,0,0,92,47,0,0,0,7,0,0,0,0,0,0,23,0,45,7,0,41,18,22,26,12,0,0,28,0,72,51,0,6,0,0,1,13,16,66,52,5,0,114,2,0,1,22,33,0,0,42,14,0,0,0,0,0,2,0,0,34,36,62,0,21,0,7,63,0,47,0,6,48,0,0,0,0,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6,0,0,0,1,20,0,0,0,20,0,0,8,0,0,46,0,97,0,0,0,0,0,0,0,0,34,0,0,0,65,0,0,0,0,0,0,0,10,0,0,4,26,0,24,13,28,37,0,1,78,20,21,0,0,85,84,0,0,0,0,0,0,0,40,18,2,0,27,0,5,0,26,0,0,50,10,44,0,0,44,0,0,0,0,0,60,0,29,79,2,0,32,43,18,5,0,22,0,0,0,6,0,0,1,0,56,0,0,0,0,0,0,0,0,0,0,56,0,35,0,0,0,17,91,12,15,0,0,10,0,0,0,0,0,0,0,17,0,0,35,0,9,0,1,9,23,0,54,0,1,2,0,0,0,0,14,23,36,24,0,0,0,69,0,0,0,0,0,0,9,17,7,20,87,75,0,5,0,15,0,7,65,0,71,45,0,16,0,3,0,61,39,68,6,1,0,13,0,13,15,2,0,0,80,0,32,0,0,0,89,0,0,0,26,0,0,0,0,0,1,0,0,24,56,0,17,0,6,0,14,0,21,0,0,0,0,0,64,0,37,55,13,58,0,0,24,46,0,0,1,0,21,10,4,0,22,0,9,0,0,71,50,0,14,127,19,0,51,0,0,0,59
100,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,8,0,0,4,5,0,0,1,1,0,0,0,100,0,0,0,0,1,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,1,0,0,1,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1,0,303,0,0,0,0,0,6,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,0,0,0,153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,186,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,135,0,0,0,0,0,0,0,10,0,2,1,1,0,0,0,2,0,0,0,0,75,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,1,0,0,13,0,1,2,0,0,0,51,0,0,1,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,37,0,0,0,0,0,0,0,0,0,0,6,1,1,0,1,0,2,0,0,0,0,0,0,0,1,268,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,0,0,6,0,1,1,0,119,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,1,0,0,0,3,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,72,0,1,213,0,0,0,168,0,0,0,141,2,0,101,1,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,4,0,0,4,0,2,240,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,12,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,31,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,1,12,0,0,11,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,1,0,0,1,8,0,0,186,0,3,3,0,41,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,6,0,374,0,0,0,0,2,0,0,0,7,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,2,7,0,2,0,0,6,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,1,0,0,1,0,6,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0
200,0,6,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,18,9,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,1,0,0,0,0,0,1,4,0,0,321,0,2,0,0,0,0,0,0,0,0,56,0,0,0,0,0,1,0,0,0,1,0,2,0,192,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,133,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,12,1,1,0,0,3,0,0,0,2,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,48,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,1,2,0,0,0,0,0,1,6,1,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,244,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,6,3,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,84,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,276,0,0,0,6,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,1,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,166,0,0,143,0,0,0,230,0,1,1,121,0,0,65,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,1,7,0,1,0,0,0,1,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,282,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,38,0,0,0,3,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,3,7,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,1,0,2,1,3,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0,0,0,25,0,0,1,20,0,0,177,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,381,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,31,0,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,167,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,1,0,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0
