gen,0_ABCA4,0_ABCB8,0_ABTB2,0_ACAP2,0_ACBD3,0_ACSL3,0_ACSL4,0_ACSL6,0_ACSM2A,0_ACTN4,0_ACVRL1,0_ACY3,0_ADCK2,0_ADCY4,0_ADD3,0_ADK,0_ADNP,0_ADRB1,0_AGA,0_AGPAT1,0_AGPAT4,0_AGTRAP,0_AHNAK2,0_AHR,0_AK2,0_AK3,0_AKAP7,0_AKR1C1,0_AKR1C3,0_AKR1E2,0_AKT1,0_ALAD,0_ALDH1A2,0_ALDH1A3,0_ALDH3B2,0_ALG1,0_ALG10,0_ALG11,0_ALG9,0_ALKBH1,0_ALKBH5,0_ALOX5,0_AMBP,0_AMN,0_ANK2,0_ANKHD1,0_ANKRD46,0_ANKZF1,0_ANO9,0_ANP32B,0_ANP32E,0_ANXA11,0_ANXA13,0_ANXA3,0_ANXA6,0_ANXA9,0_AOAH,0_AP1AR,0_APBA3,0_APBB3,0_APCS,0_APEH,0_APIP,0_APOBEC3G,0_APOL2,0_APOLD1,0_APPL2,0_AQP1,0_ARAP1,0_ARCN1,0_ARFIP1,0_ARGLU1,0_ARHGAP18,0_ARHGAP33,0_ARID5A,0_ARMC8,0_ARMCX1,0_ARPC5,0_ASAH1,0_ASAP2,0_ASB6,0_ASRGL1,0_ATAD3A,0_ATG16L1,0_ATG5,0_ATP1A1,0_ATP1B3,0_ATP2B1,0_ATP2B2,0_ATP2B4,0_ATP6AP1,0_ATP6V1B1,0_ATP6V1C2,0_ATP6V1D,0_ATP6V1F,0_ATP8A1,0_ATRX,0_AURKAIP1,0_AURKB,0_AUTS2,0_AXIN2,0_B3GALT4,0_B3GNT2,0_B3GNT9,0_B4GALT3,0_BAIAP2L2,0_BAX,0_BBOX1,0_BCHE,0_BCKDK,0_BCL2,0_BCL2L2,0_BDH1,0_BDKRB1,0_BET1L,0_BHMT2,0_BIK,0_BIN1,0_BLMH,0_BMP6,0_BMPR2,0_BNIP1,0_BSDC1,0_BST2,0_BTBD1,0_BTF3,0_BTG3,0_BTN3A1,0_C11orf80,0_C17orf97,0_C18orf32,0_C1GALT1,0_C1GALT1C1,0_C1orf174,0_C1orf194,0_C1orf43,0_C1orf54,0_C3orf14,0_C5orf22,0_C5orf24,0_C5orf34,0_C6orf118,0_C7orf25,0_C9orf116,0_CA9,0_CACNA1H,0_CADM4,0_CAMK4,0_CANX,0_CAPN1,0_CAPNS1,0_CAPRIN1,0_CAPZB,0_CARD11,0_CASK,0_CAST,0_CAV2,0_CBWD2,0_CBWD6,0_CCDC114,0_CCDC125,0_CCDC127,0_CCDC134,0_CCDC159,0_CCDC28A,0_CCDC43,0_CCDC57,0_CCDC68,0_CCDC86,0_CCDC88B,0_CCNH,0_CCNJL,0_CCRL2,0_CCT8,0_CD200,0_CD276,0_CD81,0_CDC23,0_CDC27,0_CDC34,0_CDH2,0_CDH23,0_CDK1,0_CDK18,0_CDK19,0_CDKN1C,0_CDKN2A,0_CDKN2C,0_CEACAM7,0_CEP55,0_CEP72,0_CES3,0_CFB,0_CFI,0_CFL2,0_CHAC1,0_CHCHD6,0_CHD3,0_CHI3L2,0_CHP2,0_CHRM3,0_CHST11,0_CHST15,0_CHST3,0_CHURC1,0_CIB2,0_CKAP5,0_CKS2,0_CLDN2,0_CLDN8,0_CLEC4C,0_CLEC4D,0_CLK1,0_CLOCK,0_CLPTM1,0_CLTCL1,0_CMPK2,0_CNNM3,0_CNOT1,0_CNTN2,0_CNTN5,0_COASY,0_COL9A3,0_COMMD3,0_COPA,0_COPS2,0_COQ2,0_COX5B,0_COX8C,0_CPNE5,0_CREB1,0_CRHBP,0_CSNK1D,0_CSNK2A1,0_CSPG4,0_CST3,0_CTAGE1,0_CTAGE6,0_CTDSPL,0_CTNNA2,0_CTSH,0_CUEDC1,0_CUL1,0_CWC22,0_CWC27,0_CX3CR1,0_CYB5A,0_CYFIP1,0_CYLD,0_CYP27A1,0_CYP2S1,0_DAAM2,0_DACH2,0_DACT2,0_DAXX,0_DBF4B,0_DCAF12L2,0_DCAF4,0_DCAF8,0_DCLK3,0_DDB2,0_DDR1,0_DDX11,0_DDX21,0_DDX41,0_DECR1,0_DERL3,0_DHCR7,0_DHX8,0_DIP2C,0_DKC1,0_DNAJB14,0_DNAJB7,0_DNAJC16,0_DNAJC21,0_DNAJC25,0_DNMT3L,0_DOLPP1,0_DPP3,0_DPP4,0_DPY19L3,0_DPY19L4,0_DPYS,0_DSC2,0_DSG2,0_DSN1,0_DTYMK,0_DUOXA1,0_DUSP23,0_DYNC2LI1,0_DYNLT3,0_DZIP1L,0_E2F1,0_ECHDC2,0_EDIL3,0_EEF1D,0_EFCAB2,0_EFNB2,0_EGFL7,0_EHBP1,0_EHMT1,0_EIF2AK1,0_EIF2S2,0_EIF2S3,0_EIF3CL,0_EIF3L,0_EIF4EBP1,0_EIF5A2,0_ELMO3,0_ELOVL5,0_EMCN,0_EML2,0_ENAH,0_ENHO,0_ENPEP,0_ENPP3,0_ENTPD4,0_EPHA7,0_EPS8,0_ERAL1,0_ERBB3,0_ERCC1,0_ERI3,0_ESRRA,0_ETFA,0_EVPL,0_EXOC6B,0_EXOC7,0_EXOSC2,0_EYA4,0_F11R,0_F2RL1,0_F8,0_FABP7,0_FAM107B,0_FAM126A,0_FAM156A,0_FAM174B,0_FAM189A2,0_FAM20A,0_FAM47E,0_FAM89A,0_FANCC,0_FARSA,0_FAS,0_FBLL1,0_FBXL5,0_FBXO30,0_FCHO1,0_FCN3,0_FECH,0_FEM1B,0_FETUB,0_FGB,0_FIP1L1,0_FKBP4,0_FKTN,0_FLNB,0_FLOT2,0_FLRT3,0_FLT4,0_FLVCR1,0_FLVCR2,0_FNIP1,0_FUT11,0_FZD1,0_G3BP1,0_G6PD,0_GABARAPL1,0_GABPB1,0_GABRG3,0_GADD45B,0_GALNT12,0_GAPDH,0_GAS1,0_GAS2L1,0_GBA2,0_GBP4,0_GDA,0_GDI1,0_GEN1,0_GGCT,0_GGT1,0_GGTA1,0_GGTLC1,0_GIMAP8,0_GIT1,0_GJA4,0_GLB1L,0_GLIPR1,0_GLOD4,0_GLRX5,0_GLUD1,0_GLYCTK,0_GMDS,0_GMFG,0_GNA12,0_GNAI1,0_GOT2,0_GPAA1,0_GPC4,0_GPI,0_GPR27,0_GPR63,0_GPRASP1,0_GPRC5D,0_GRB10,0_GRB2,0_GRHL3,0_GRPEL2,0_GRSF1,0_GSS,0_GSTA1,0_GSTA4,0_GSTO2,0_GTF2F1,0_GTF3C1,0_GTF3C5,0_HAAO,0_HAT1,0_HAUS5,0_HAX1,0_HBB,0_HBS1L,0_HCK,0_HDAC3,0_HDHD3,0_HIVEP1,0_HKDC1,0_HLA-DQA1,0_HLA-DQB1,0_HLA-DRB5,0_HMG20B,0_HMGA1,0_HMGCR,0_HMGN2,0_HNF1A,0_HNF1B,0_HNF4A,0_HNRNPH2,0_HNRNPU,0_HPCA,0_HPCAL1,0_HPS5,0_HS2ST1,0_HSBP1L1,0_HSF1,0_HSPA12A,0_HSPA6,0_HSPB8,0_HUNK,0_ICA1,0_ICA1L,0_ICAM1,0_ID3,0_IDH3G,0_IFIH1,0_IFNB1,0_IFNG,0_IFT57,0_IFT74,0_IGBP1,0_IKZF4,0_IL11RA,0_IL23A,0_IMMT,0_IMPA1,0_INPP4B,0_INPP5B,0_IPO11,0_IPO7,0_IRF2BP2,0_ISCA2,0_ITGA2,0_ITGA3,0_ITGA9,0_ITIH3,0_ITIH5,0_JAG2,0_JAK1,0_JAZF1,0_JUN,0_KALRN,0_KCNA4,0_KCNE3,0_KCNE4,0_KCNG1,0_KCNJ1,0_KCNJ15,0_KCNJ2,0_KCNK1,0_KHDRBS2,0_KIAA0232,0_KIAA0319L,0_KIAA1217,0_KIAA1328,0_KIF21B,0_KIF4A,0_KIF7,0_KIFAP3,0_KISS1R,0_KLC4,0_KLHDC2,0_KLHL5,0_KLK5,0_KLRB1,0_KMO,0_KNTC1,0_KPNA3,0_KPNA4,0_KYNU,0_LAGE3,0_LASP1,0_LAYN,0_LBP,0_LCOR,0_LEFTY2,0_LEMD2,0_LFNG,0_LGI4,0_LHX6,0_LIMA1,0_LIN54,0_LINGO2,0_LNX1,0_LPCAT1,0_LPCAT4,0_LRIG3,0_LRP2,0_LRP4,0_LRRC28,0_LRRC40,0_LRRC45,0_LRRC57,0_LRRFIP1,0_LSM12,0_LSM6,0_LSS,0_LUC7L,0_LYPD6,0_LYRM7,0_M6PR,0_MACC1,0_MAD2L2,0_MAF,0_MAFG,0_MAGOH,0_MAML2,0_MAML3,0_MAP1LC3B,0_MAP2K1,0_MAP3K2,0_MAP3K5,0_MAP4,0_MAP7D3,0_MATK,0_MBIP,0_MBTPS2,0_MCM3,0_MCM7,0_MCM9,0_MDFIC,0_MECOM,0_MED15,0_MED4,0_MEP1A,0_METTL7B,0_MFGE8,0_MFNG,0_MFSD9,0_MGAM,0_MICAL3,0_MICALL2,0_MID1,0_MIPEP,0_MKKS,0_MKNK1,0_MKS1,0_MLH1,0_MLLT1,0_MPDZ,0_MPI,0_MPPE1,0_MPV17L,0_MPZL1,0_MRPL3,0_MSH6,0_MSI2,0_MT1A,0_MT1E,0_MTUS2,0_MVP,0_MX1,0_MYO7B,0_MYOM2,0_N4BP1,0_NAA15,0_NAA25,0_NAGA,0_NCAM2,0_NCOA1,0_NDOR1,0_NDRG1,0_NDUFA4L2,0_NDUFA9,0_NDUFB6,0_NDUFS5,0_NECAB3,0_NELL1,0_NGB,0_NKX2-2,0_NLGN1,0_NLK,0_NMB,0_NME1-NME2,0_NME5,0_NMUR1,0_NNMT,0_NOL3,0_NOMO1,0_NOMO2,0_NOP56,0_NOSTRIN,0_NOTCH1,0_NOTCH3,0_NPC1,0_NPHP1,0_NPM3,0_NPR3,0_NQO2,0_NR1D2,0_NR3C1,0_NR3C2,0_NR4A1,0_NRIP1,0_NRP2,0_NSUN5,0_NT5C,0_NTN1,0_NTRK3,0_NUDT12,0_NUDT15,0_NUDT4,0_NUDT8,0_NXPH2,0_OLFML1,0_OPHN1,0_OSBPL1A,0_OTP,0_OTUB1,0_OTUD1,0_P2RY1,0_PADI1,0_PAICS,0_PAK1,0_PAM,0_PANK3,0_PAPOLA,0_PAPSS2,0_PARP12,0_PARP3,0_PBXIP1,0_PCDH10,0_PCDH11X,0_PCDHB5,0_PCDHGA12,0_PCDHGA2,0_PCDHGB2,0_PCDHGB3,0_PCDHGC4,0_PCIF1,0_PCYOX1,0_PDCD5,0_PDE1A,0_PDE3A,0_PDE9A,0_PDK2,0_PDK4,0_PDZK1,0_PDZK1IP1,0_PECR,0_PELO,0_PEX16,0_PFKM,0_PFN2,0_PGAM2,0_PGM1,0_PHF8,0_PHIP,0_PHKA2,0_PHLPP1,0_PIAS2,0_PIBF1,0_PIK3R2,0_PIR,0_PIWIL4,0_PLA2G15,0_PLAU,0_PLCG2,0_PLCL1,0_PLD1,0_PLD2,0_PLEK2,0_PLXNB1,0_PMPCB,0_PNCK,0_PNPT1,0_POC1A,0_POC5,0_POF1B,0_POU2F1,0_POU5F1,0_PPID,0_PPIH,0_PPIP5K1,0_PPP1R3B,0_PPP1R7,0_PPP2R1B,0_PPP2R2A,0_PPP2R2B,0_PPP2R3C,0_PPT1,0_PPWD1,0_PRC1,0_PRCP,0_PREX2,0_PRKAA2,0_PRKCB,0_PRKCH,0_PRKX,0_PRMT7,0_PRODH,0_PRODH2,0_PRR15L,0_PSAPL1,0_PSKH1,0_PSMA7,0_PSMB1,0_PSMB6,0_PSMC2,0_PTAFR,0_PTEN,0_PTGR1,0_PTHLH,0_PTOV1,0_PTPN9,0_PTPRE,0_PUF60,0_PUS1,0_PXK,0_PYGL,0_PYGO2,0_RAB1B,0_RAB30,0_RAB35,0_RAB9B,0_RABAC1,0_RAD1,0_RADIL,0_RALA,0_RALBP1,0_RANBP3L,0_RAP1GAP2,0_RAPGEF4,0_RASAL1,0_RASSF5,0_RB1,0_RBM17,0_RBM22,0_RBM8A,0_RBMS2,0_RBPMS,0_RCC2,0_RCCD1,0_RCE1,0_RCOR1,0_REC8,0_RECQL4,0_REEP6,0_REN,0_RGL1,0_RGS7BP,0_RICTOR,0_RILPL1,0_RILPL2,0_RIMS2,0_RIT1,0_RNASEL,0_RNF10,0_RNF115,0_RNF141,0_RNF167,0_RNF213,0_RNF31,0_ROCK2,0_RPA4,0_RPAP1,0_RPAP2,0_RPGR,0_RPL10L,0_RPL19,0_RPL21,0_RPL26,0_RPLP2,0_RPS14,0_RPS28,0_RPS6KA1,0_RPS6KB1,0_RPUSD1,0_RPUSD2,0_RRP15,0_RSAD2,0_RSBN1,0_RYBP,0_S100A1,0_S100A13,0_S100A6,0_SAA4,0_SACM1L,0_SALL1,0_SAMD4A,0_SAMD9L,0_SAP30,0_SAT2,0_SCAMP4,0_SCAP,0_SCARB1,0_SCIN,0_SCO1,0_SDC1,0_SDCBP2,0_SDCCAG8,0_SDR16C5,0_SDSL,0_SEC24C,0_SEC61B,0_SEC63,0_SECISBP2,0_SELL,0_SEMA4F,0_SEPHS1,0_SERBP1,0_SERPINA4,0_SERPINA5,0_SERPINA6,0_SESTD1,0_SETDB2,0_SFRP1,0_SFXN1,0_SGTA,0_SH3BGRL2,0_SH3BP2,0_SH3BP5L,0_SH3GLB1,0_SH3PXD2B,0_SH3RF1,0_SHC2,0_SHISA5,0_SIGMAR1,0_SIM2,0_SLBP,0_SLC15A4,0_SLC16A1,0_SLC16A4,0_SLC1A1,0_SLC1A4,0_SLC1A5,0_SLC22A11,0_SLC25A38,0_SLC25A5,0_SLC26A11,0_SLC27A4,0_SLC2A5,0_SLC35A2,0_SLC35D2,0_SLC35E1,0_SLC37A4,0_SLC38A10,0_SLC38A7,0_SLC39A8,0_SLC3A1,0_SLC43A2,0_SLC46A2,0_SLC46A3,0_SLC48A1,0_SLC7A6OS,0_SLFN5,0_SMARCD1,0_SMC5,0_SNAP29,0_SNAP91,0_SND1,0_SNRNP48,0_SNRNP70,0_SNRPA1,0_SNRPB,0_SNRPB2,0_SNUPN,0_SNX10,0_SNX14,0_SNX15,0_SPNS1,0_SPOCK2,0_SPP1,0_SPRY1,0_SPRY4,0_SPTBN1,0_SQSTM1,0_SRP19,0_SRP72,0_SSC5D,0_SSX2IP,0_ST13,0_ST3GAL1,0_ST6GALNAC6,0_ST8SIA5,0_STC2,0_STIM1,0_STIP1,0_STK35,0_STX6,0_SUMO4,0_SUPT3H,0_SURF2,0_SYF2,0_SYTL1,0_TACC2,0_TAF8,0_TAPBP,0_TARBP2,0_TAX1BP3,0_TBC1D10A,0_TBC1D14,0_TBC1D19,0_TBCEL,0_TCF3,0_TCF4,0_TCTN1,0_TEK,0_TF,0_TFEC,0_TFPT,0_TFRC,0_THBS1,0_THOC3,0_THRSP,0_THUMPD3,0_TIGD1,0_TMC5,0_TMCC3,0_TMED7,0_TMEM104,0_TMEM107,0_TMEM132E,0_TMEM175,0_TMEM176A,0_TMEM181,0_TMEM222,0_TMEM47,0_TMEM50B,0_TMEM70,0_TMOD1,0_TNFAIP3,0_TNFAIP8L3,0_TNFRSF10B,0_TNFRSF11B,0_TNFRSF14,0_TNFRSF21,0_TNFRSF6B,0_TOLLIP,0_TOM1,0_TOPORS,0_TPK1,0_TPP1,0_TRAF6,0_TRAM1,0_TRAP1,0_TREM2,0_TRH,0_TRIAP1,0_TRIM21,0_TRIM32,0_TRIM52,0_TRIM7,0_TRIM8,0_TRIOBP,0_TRIP10,0_TRIP6,0_TSC22D2,0_TSHR,0_TSPYL2,0_TTC27,0_TTC9C,0_TTF1,0_TTLL11,0_TTR,0_TUBA8,0_TUBB,0_TUBG2,0_TUBGCP2,0_TUFT1,0_TXN2,0_TXNDC16,0_TXNRD1,0_UAP1,0_UBA7,0_UBASH3B,0_UBC,0_UBE2C,0_UBE2D2,0_UBE2Z,0_UBR3,0_UBTF,0_UBXN11,0_UNC50,0_UNC5CL,0_UPK1B,0_UQCRHL,0_UROC1,0_USF1,0_VAMP1,0_VAMP7,0_VBP1,0_VGLL4,0_VIM,0_VIPR2,0_VPS37B,0_VTI1A,0_WASL,0_WBP2,0_WDR17,0_WDR24,0_WDR54,0_WDR59,0_WDR6,0_WDR90,0_WNK2,0_WNK4,0_XRCC1,0_YES1,0_YIF1A,0_YTHDC1,0_YWHAE,0_YWHAQ,0_ZBTB34,0_ZDHHC6,0_ZFPM1,0_ZKSCAN3,0_ZKSCAN4,0_ZMYND8,0_ZNF135,0_ZNF146,0_ZNF207,0_ZNF217,0_ZNF24,0_ZNF280C,0_ZNF382,0_ZNF415,0_ZNF433,0_ZNF436,0_ZNF44,0_ZNF521,0_ZNF540,0_ZNF544,0_ZNF75D,0_ZNF76,0_ZNF792,0_ZNF84,0_ZSCAN12,0_ZSCAN2
0,55,0,0,0,0,0,1,6,8,0,0,0,33,0,0,0,0,0,16,0,52,0,4,0,13,0,38,8,46,87,0,0,17,0,28,0,0,34,4,42,0,0,10,0,40,11,29,0,18,0,1,0,26,3,0,88,8,0,2,0,0,7,0,0,0,0,77,0,0,0,0,0,0,0,0,31,13,0,0,3,0,0,0,0,0,14,24,50,21,0,0,0,18,0,0,45,0,0,0,0,62,11,0,0,20,11,0,0,46,2,0,0,13,0,0,0,7,6,0,0,0,18,45,0,0,17,0,0,0,0,13,21,0,0,71,0,0,15,38,0,5,16,20,0,15,71,3,0,0,0,0,0,0,0,0,0,12,75,13,8,20,15,14,0,21,39,0,17,0,0,16,8,0,116,10,18,14,5,0,0,1,6,0,0,0,74,76,34,17,0,17,0,0,0,0,0,52,20,15,37,2,43,0,0,0,59,0,2,33,0,5,38,0,0,2,17,3,49,0,47,40,0,0,14,15,0,0,0,37,71,0,55,0,0,0,0,0,50,0,52,11,40,25,5,0,24,0,32,0,0,18,0,15,0,0,0,54,3,0,15,32,1,10,0,0,0,33,0,0,0,0,0,20,41,0,42,0,19,0,0,0,0,0,0,0,0,0,66,0,0,0,29,20,0,13,0,88,82,0,0,45,0,0,0,18,1,0,0,27,0,0,19,5,9,0,0,59,52,11,0,0,12,0,4,0,3,0,0,0,24,0,3,0,68,16,0,0,7,6,16,0,0,0,0,46,11,21,0,0,0,23,0,6,8,0,4,0,0,0,0,1,0,0,0,0,0,0,26,0,6,6,17,2,32,42,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,75,0,18,0,0,28,0,0,0,0,0,0,82,30,32,0,0,0,15,0,0,14,15,6,10,0,0,0,0,33,0,0,0,0,2,0,0,0,67,34,0,0,42,2,0,0,0,0,0,34,59,6,5,0,0,0,0,0,28,4,0,0,6,7,0,47,44,1,0,0,7,0,0,0,70,30,0,0,0,20,0,0,0,0,31,0,0,0,47,0,8,16,6,42,0,0,6,43,40,86,0,30,0,0,0,0,0,13,30,0,32,0,49,9,5,0,0,59,6,0,0,37,45,0,0,0,1,2,0,0,0,1,0,0,0,12,105,23,122,21,0,11,4,0,18,12,0,0,0,0,0,0,11,32,0,0,23,0,0,0,26,0,0,0,0,0,31,0,0,0,0,0,23,71,0,0,18,0,38,45,0,82,0,28,0,0,0,27,0,57,0,0,2,0,0,0,0,0,0,0,2,0,5,6,0,0,9,0,0,27,10,11,0,0,0,4,64,61,88,41,6,0,0,0,0,0,4,2,5,0,23,46,0,4,0,2,0,55,0,0,0,0,0,30,5,0,31,0,0,30,0,0,3,0,0,0,162,0,24,0,20,0,3,10,0,0,0,0,0,10,45,0,17,35,25,4,12,44,0,105,0,0,0,47,0,63,0,60,80,0,0,0,0,121,7,0,2,27,0,0,0,0,35,41,3,54,0,0,71,0,0,0,0,17,24,0,0,16,47,29,7,0,13,21,0,10,54,0,11,4,0,4,0,10,0,13,0,36,8,31,0,1,49,0,0,0,0,0,0,34,45,69,0,23,0,0,0,0,0,0,0,39,0,4,0,40,56,0,0,0,11,0,23,0,0,48,0,0,0,0,0,0,16,0,65,0,30,35,0,0,0,0,1,0,0,26,21,27,0,0,53,0,0,17,23,0,0,1,0,156,0,0,0,22,5,32,0,0,88,54,0,15,0,34,0,0,0,0,0,0,0,0,12,0,50,3,0,0,22,0,4,0,4,0,0,0,9,0,17,0,41,0,9,3,0,23,0,0,0,0,0,0,20,0,0,0,0,62,0,0,57,65,0,9,0,21,0,0,31,0,0,13,0,1,0,1,13,29,0,86,0,15,1,0,0,0,0,66,40,0,0,0,0,0,46,0,0,9,24,0,5,17,0,0,0,125,0,0,0,0,0,0,4,0,0,20,0,15,0,0,0,0,0,51,6,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,28,31,7,0,0,5,5,0,2,0,64,0,11,15,0,13,46,16,46,0,4,36,15,0,0,22,0,0,0,0,0,72,9,0,20,21,49,1,0,0,16,0,0,0,0,0,51,54,57,28,39,0,0,0,0,23,0,39,0,0,36,0,0,0,23,0,0,12,0,9,0,0,0,49,0,150,0,0,5,43,0,0,83,0,0,20,46,24,0,4,0,0,0,0,66,0,0,0,0,33,0,14,15,0,0,31,0,26,0,0,0,17,0,45,50,52,53,4,0,0,36,0,0,0,0,18,12
100,1,2,16,0,0,2,0,0,0,0,7,4,0,1,0,3,2,1,0,2,0,0,0,0,0,0,1,0,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,20,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,1,0,6,1,0,0,8,0,1,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,1,0,0,6,0,0,0,10,0,6,0,0,0,2,2,0,0,0,0,0,0,0,2,0,80,0,47,0,0,0,0,0,0,1,1,0,0,4,3,0,0,1,0,1,1,0,0,0,86,0,0,0,1,1,0,0,0,6,1,0,0,0,0,77,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,3,18,0,0,1,0,0,0,0,0,0,0,2,0,174,0,0,52,3,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,2,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,11,0,0,1,2,0,3,2,1,0,0,0,0,0,5,0,0,0,0,0,0,32,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,0,0,0,0,3,12,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,5,0,0,3,12,0,0,2,0,0,0,0,6,3,1,1,0,1,1,3,0,1,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,97,0,0,0,1,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,65,0,382,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,150,0,0,0,4,0,0,1,0,0,1,0,1,0,0,3,0,1,0,0,119,0,0,1,0,0,0,0,1,0,99,1,1,2,1,6,0,0,26,0,1,0,4,0,2,0,0,0,5,0,0,2,0,0,0,1,0,1,0,0,0,3,0,0,1,78,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,69,1,0,0,0,0,0,0,24,0,351,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,101,1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,3,8,0,1,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,71,0,0,0,1,0,3,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,8,160,0,1,0,4,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,360,0,0,2,1,0,4,10,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,8,0,1,88,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,1,1,0,0,0,0,0,1,3,0,0,37,0,0,0,0,0,0,2,0,0,0,2,0,0,0,14,0,0,365,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0
