0_A2ML1,0_ABCC5,0_ABHD12B,0_ABHD4,0_ABLIM2,0_ACMSD,0_ACOT8,0_ACSM2A,0_ADAM3A,0_ADAM7,0_ADIPOR2,0_ADRA1B,0_ADRA2B,0_AHCYL1,0_AK1,0_AKAP1,0_AKR1C3,0_ALG1L2,0_AMACR,0_ANKRD46,0_ANXA4,0_APLN,0_APPL2,0_AQP5,0_ARFGEF2,0_ARHGDIG,0_ARL4C,0_ARL9,0_ARMC4,0_ATP6V1B1,0_ATP6V1G3,0_ATXN8OS,0_AXIN2,0_B3GALT2,0_B3GNT4,0_BAIAP2L2,0_BAX,0_BBC3,0_BBS5,0_BCAS4,0_BCHE,0_BDH1,0_BECN1,0_BNIP3,0_BPNT1,0_BSND,0_BST2,0_BTN3A2,0_C13orf36,0_C14orf129,0_C14orf135,0_C16orf86,0_C17orf51,0_C19orf73,0_C1orf177,0_C1orf201,0_C1orf77,0_C21orf88,0_C2orf3,0_C2orf70,0_C2orf71,0_C3orf31,0_C3orf50,0_C3orf52,0_C4orf17,0_C5orf38,0_C6orf126,0_C6orf127,0_C6orf195,0_C7orf34,0_C7orf46,0_C7orf4,0_C8orf71,0_C9orf171,0_C9orf57,0_C9orf89,0_CACNA1E,0_CACNA2D1,0_CALML5,0_CASP14,0_CASP7,0_CBLN2,0_CCDC117,0_CCDC134,0_CCDC140,0_CCDC144B,0_CCDC39,0_CCDC60,0_CCDC64B,0_CCL24,0_CCL28,0_CCND1,0_CCNJL,0_CD226,0_CDCA4,0_CDH26,0_CDKN2C,0_CDR2L,0_CECR2,0_CELP,0_CGB2,0_CHCHD6,0_CHKA,0_CHML,0_CHMP7,0_CKMT1A,0_CLCA4,0_CLC,0_CLDN11,0_CLDN2,0_CLDN4,0_CLEC18C,0_CLEC6A,0_CMAH,0_CNTN3,0_COL25A1,0_CPLX2,0_CPLX3,0_CPNE5,0_CP,0_CRCT1,0_CRLS1,0_CST6,0_CTF1,0_CTNNA2,0_CUEDC1,0_CXCL10,0_CXCL14,0_CXCL17,0_CYBASC3,0_CYP26A1,0_CYP3A5,0_D4S234E,0_DBF4B,0_DCAF4,0_DCTN4,0_DDX60L,0_DEFB104A,0_DHRS2,0_DISP2,0_DLK1,0_DLX6,0_DNAJB6,0_DNAJC5G,0_DOCK3,0_DPPA2,0_DSC3,0_DUSP4,0_DYSF,0_EDN1,0_EFCAB2,0_EFCAB5,0_EFEMP1,0_EFEMP2,0_EFHB,0_EIF2S2,0_EIF3IP1,0_EIF4E2,0_ELANE,0_EMR1,0_ENHO,0_ESM1,0_FAM109A,0_FAM115C,0_FAM153C,0_FAM185A,0_FAM19A4,0_FAM19A5,0_FAM20A,0_FAM25A,0_FAM49A,0_FAM5C,0_FAM66D,0_FAM9C,0_FBXO17,0_FCER1A,0_FECH,0_FGL2,0_FLG2,0_FLG,0_FLJ40330,0_FLJ44054,0_FLJ46111,0_FMO4,0_FOLH1,0_FOLR3,0_FOXD4L2,0_FOXD4L5,0_FOXI1,0_FOXN1,0_FOXP4,0_FPGT,0_FRAT2,0_FRG2B,0_FTHL3,0_FUT10,0_FUT4,0_FZD7,0_G6PD,0_GABRR1,0_GAL3ST3,0_GALNTL2,0_GCLC,0_GHRHR,0_GIP,0_GJB4,0_GJB5,0_GKN2,0_GLRA2,0_GLS2,0_GLUD1,0_GNB5,0_GNG8,0_GNPNAT1,0_GOLPH3L,0_GPD1L,0_GPM6A,0_GPM6B,0_GPR109B,0_GPR128,0_GPR156,0_GPR3,0_GPR4,0_GPR6,0_GPR89A,0_GPX3,0_GRAP,0_GRIN3A,0_GTF2H2B,0_GZMB,0_HCG4,0_HCN2,0_HDAC5,0_HEPACAM2,0_HES3,0_HIGD1C,0_HIST1H2BJ,0_HIST1H2BO,0_HMGA1,0_HNF1B,0_HNF4G,0_HPCAL1,0_HPGDS,0_HRK,0_HSPA12A,0_HUNK,0_HYDIN,0_HYLS1,0_IFNA2,0_IGFBP5,0_IGSF5,0_IKZF2,0_IL1F5,0_INSC,0_INSL6,0_IQCA1,0_IRAK4,0_IRX1,0_ISPD,0_ITGB1BP3,0_ITM2C,0_KBTBD11,0_KCNA1,0_KCNE4,0_KCNH3,0_KCNMB4,0_KCNQ2,0_KCNT1,0_KHDRBS2,0_KIAA0408,0_KIAA1377,0_KIAA1486,0_KISS1R,0_KITLG,0_KLHL1,0_KLHL25,0_KLK15,0_KLK1,0_KLK3,0_KRT39,0_KRT76,0_KRTAP17-1,0_KRTAP19-7,0_KRTAP2-1,0_KRTAP4-1,0_LBP,0_LCE1B,0_LCN15,0_LCN8,0_LDHA,0_LEPROTL1,0_LIMA1,0_LIPK,0_LMO2,0_LOC100128239,0_LOC100128573,0_LOC100131551,0_LOC100271722,0_LOC144776,0_LOC145474,0_LOC285359,0_LOC285501,0_LOC285692,0_LOC285696,0_LOC388946,0_LOC389791,0_LOC400696,0_LOC441601,0_LOC728758,0_LOR,0_LRRC34,0_LRRTM1,0_LRTM1,0_LYVE1,0_MADCAM1,0_MAFG,0_MAL,0_MAP4K4,0_MBNL2,0_MCPH1,0_MCRS1,0_MDGA1,0_MDGA2,0_MED18,0_MEIS1,0_MESTIT1,0_MFNG,0_MGAT4B,0_MGC16121,0_MGC26647,0_MID1IP1,0_MMP12,0_MOG,0_MPI,0_MRPL34,0_MST1R,0_MT4,0_MTMR11,0_MUC7,0_MXI1,0_MYBPHL,0_MYCBPAP,0_NACA2,0_NAT8L,0_NDRG1,0_NDUFA4L2,0_NEFL,0_NEFM,0_NETO2,0_NEUROG3,0_NGB,0_NKAIN2,0_NKAPL,0_NKX2-8,0_NLGN1,0_NOL4,0_NOSTRIN,0_NPBWR1,0_NPS,0_NQO1,0_NR0B1,0_NR1H4,0_NRG4,0_NRIP3,0_NRP2,0_NSFL1C,0_NTRK2,0_NUDT22,0_NUP210L,0_NXNL1,0_NXPH4,0_OAZ3,0_OCM,0_OR2S2,0_OR2T33,0_OR4A47,0_OR4N5,0_OR6C2,0_OR8D1,0_OTOF,0_PABPC4L,0_PAG1,0_PARP2,0_PAX1,0_PCDHA13,0_PCDHGA2,0_PCTP,0_PDCD1LG2,0_PDCD5,0_PDE6B,0_PDK1,0_PDZD2,0_PDZK1IP1,0_PEG3AS,0_PGC,0_PIN1L,0_PIR,0_PIWIL1,0_PIWIL4,0_PLA2G2C,0_PLA2G7,0_PLEK2,0_PLEKHA2,0_PLEKHG5,0_PM20D1,0_PNRC2,0_POM121L1P,0_PON3,0_POPDC3,0_POU2F1,0_POU2F3,0_PPAPDC3,0_PPFIA4,0_PPP2R2A,0_PPP2R2B,0_PREX2,0_PROCA1,0_PROK2,0_PROS1,0_PRPS1L1,0_PRRG2,0_PRRX1,0_PRSS33,0_PRY2,0_PSG5,0_PSG8,0_PSORS1C1,0_PTEN,0_PTGER4,0_PTN,0_QRFP,0_RAB40B,0_RAE1,0_RANBP17,0_RANBP3L,0_RASD1,0_RASGEF1A,0_RBM15,0_RBM17,0_RBPJ,0_RCAN2,0_RELN,0_REN,0_RFESD,0_RGS9BP,0_RHCG,0_RNASEL,0_RNF128,0_RNF186,0_RP1L1,0_RPL13AP6,0_RPL21,0_RTN4RL2,0_RUFY2,0_S100A16,0_SALL3,0_SCARNA18,0_SCARNA27,0_SCGB1D1,0_SCGBL,0_SCN10A,0_SCN4A,0_SCNN1B,0_SDR16C5,0_SEC62,0_SEMA4A,0_SEMG1,0_SERPINA4,0_SERPIND1,0_SFRS12IP1,0_SFTA3,0_SFTPA2,0_SFTPB,0_SH2D4B,0_SHROOM3,0_SIRPA,0_SLC13A3,0_SLC16A1,0_SLC16A4,0_SLC25A39,0_SLC26A11,0_SLC29A4,0_SLC2A1,0_SLC44A4,0_SLC5A3,0_SLC6A7,0_SLC6A8,0_SLC9A10,0_SLURP1,0_SMAD5OS,0_SMARCAL1,0_SMPX,0_SMTN,0_SNAR-D,0_SNORA16A,0_SNORA36A,0_SNORA62,0_SOSTDC1,0_SP110,0_SPAG6,0_SPANXN4,0_SPANXN5,0_SPATA12,0_SPATS1,0_SPINK6,0_SPINK7,0_SPRR2D,0_SQLE,0_SRPX2,0_SRRM4,0_SSTR2,0_SSX4,0_STATH,0_SULT6B1,0_SUSD2,0_SYK,0_SYT2,0_SYT5,0_TAAR9,0_TACSTD2,0_TAF7L,0_TAF8,0_TCEANC,0_TDRD6,0_TEAD2,0_TET1,0_TGFBR3,0_THEM4,0_TIGD7,0_TIMM44,0_TKT,0_TLR7,0_TLX2,0_TM4SF18,0_TMCC1,0_TMEM104,0_TMEM132E,0_TMEM217,0_TMEM233,0_TMEM55B,0_TMEM66,0_TMEM90A,0_TNIP1,0_TNNI3K,0_TOX3,0_TREML2P1,0_TRIM16L,0_TRIM50,0_TRIOBP,0_TRIP13,0_TRNT1,0_TRPV5,0_TSPY4,0_TSPYL3,0_TTC8,0_TTC9B,0_TTTY6,0_TTTY7,0_TUBB8,0_TULP2,0_TWF1,0_TXNIP,0_TYRO3,0_UBE2Q1,0_UBE2QL1,0_UFD1L,0_UGT2A3,0_UGT2B4,0_UGT3A2,0_VGF,0_WDR92,0_WFDC11,0_WNT3A,0_WNT5B,0_WNT8B,0_XPC,0_XPO7,0_YTHDF3,0_ZC3H8,0_ZDHHC18,0_ZDHHC8P1,0_ZFP28,0_ZFP36L1,0_ZNF284,0_ZNF385B,0_ZNF436,0_ZNF648,0_ZNF654,0_ZNF662,0_ZNF705A,0_ZNF705D,0_ZNF786,0_ZNF880
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
