gen,evals,gen_feats,explored,Pam50 svm adjusted balanced accuracy_min,Pam50 svm adjusted balanced accuracy_avg,Pam50 svm adjusted balanced accuracy_max,Pam50 svm adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,1065,1065,0.2,0.5509039541474126,0.7425613699122602,0.11921469713119259,0.14002800840280097,0.2558856911812946,1.0,0.15222798263943055
1,507,1282,1315,0.2,0.5687960939109478,0.7425613699122602,0.12187385974124103,0.12403473458920845,0.2699862125801997,1.0,0.14164576714903282
2,500,1297,1550,0.2,0.5905529793625326,0.7462744794075553,0.11363545026998316,0.12309149097933274,0.27234280909398023,1.0,0.14378242756368803
3,500,1325,1766,0.2,0.6056409554438628,0.7462744794075553,0.10904010990134967,0.11547005383792516,0.270998466499552,1.0,0.14192778403244516
4,500,1347,2008,0.2,0.6185509731135814,0.7469067930441236,0.10455166332838028,0.11547005383792516,0.2726564855716075,1.0,0.14111118850309304
5,500,1362,2255,0.2,0.6326434229541601,0.7505143805007892,0.0995282893845086,0.11547005383792516,0.2702696631344624,1.0,0.13952888487203263
6,500,1404,2476,0.2,0.6415652672611033,0.7681473604397493,0.09925404592897354,0.11867816581938534,0.27027088064534127,1.0,0.13946734449408923
7,500,1386,2675,0.2,0.6488860478973699,0.7681473604397493,0.09865255952007415,0.11952286093343936,0.27287196051036444,1.0,0.1407262643262604
8,500,1422,2906,0.2,0.6574221014993253,0.7703851652470861,0.0968288204044602,0.12216944435630522,0.2732615886572038,1.0,0.1404087235133394
9,500,1403,3105,0.2,0.6656539272275681,0.773132106429656,0.09639679801258051,0.1203858530857692,0.2713312880776017,1.0,0.13947711148484132
10,500,1435,3303,0.2,0.6699200119071494,0.8009438658568031,0.09571519601795592,0.11704114719613055,0.2752526076679127,1.0,0.13931301551137584
11,500,1429,3513,0.2,0.6761533959422235,0.8009438658568031,0.09523965394140345,0.11704114719613055,0.275764220475759,1.0,0.13976741987841718
12,500,1381,3697,0.2,0.6817000235943015,0.8092629334632171,0.0947289152510407,0.11704114719613055,0.277726866179795,1.0,0.1394109011609394
13,500,1424,3884,0.2,0.6851026078055783,0.8092629334632171,0.09671333940182204,0.11704114719613055,0.28169672185243533,1.0,0.14072975110329639
14,500,1388,4051,0.2,0.6917035235492788,0.8092629334632171,0.09571413614058265,0.11785113019775792,0.28071242882722913,1.0,0.14140974444514104
15,500,1399,4235,0.2,0.6918090769673914,0.8202357204592865,0.0965999437104069,0.13245323570650439,0.2887095753910034,1.0,0.14079837668466633
16,500,1403,4420,0.2,0.7010179291110192,0.8202357204592865,0.09342310849263691,0.13245323570650439,0.2844200760180554,1.0,0.1399013315722476
17,500,1395,4595,0.2,0.7057399831403495,0.8202357204592865,0.09240781654850228,0.13130643285972254,0.2882394649378218,1.0,0.13939516026349721
18,500,1432,4807,0.2,0.7122396325769514,0.8202357204592865,0.09187293735750943,0.12598815766974242,0.28701258027477355,1.0,0.1397414011444013
19,500,1390,4996,0.2,0.718710976747803,0.8202357204592865,0.09152498801499388,0.125,0.2857391786872401,1.0,0.1398939930187169
20,500,1339,5159,0.2,0.7241765257591447,0.8202357204592865,0.09126453164900092,0.13736056394868904,0.2865686294418173,1.0,0.13946568080036845
21,500,1387,5338,0.2,0.7290206744832276,0.8202357204592865,0.09131315638181237,0.1386750490563073,0.2866969918747979,1.0,0.13942118278252252
22,500,1394,5524,0.2,0.7340317043800301,0.8202357204592865,0.08995626606994413,0.1386750490563073,0.2864229686086616,1.0,0.138511923614777
23,500,1389,5716,0.2,0.7408659749537152,0.8302706830017341,0.08941422842240627,0.1336306209562122,0.28128065094541366,1.0,0.13864241794419707
24,500,1401,5885,0.2,0.7454675913722794,0.8327840772658375,0.08862533581054947,0.13130643285972254,0.2810151816282261,1.0,0.1381201067276571
25,500,1391,6051,0.2,0.7487619342057512,0.8327840772658375,0.08965493658290233,0.13018891098082386,0.2799178793340536,1.0,0.13894778309799627
26,500,1331,6196,0.2,0.7508431970133554,0.8327840772658375,0.0888377588498486,0.12803687993289598,0.28337886454950617,1.0,0.1376664365528832
27,500,1319,6360,0.2,0.7545826053804899,0.8327840772658375,0.08890975368115477,0.12803687993289598,0.28166138250467065,1.0,0.13830702101237524
28,500,1365,6524,0.2,0.7571282804520829,0.8327840772658375,0.08848296731919832,0.1270001270001905,0.2817634858090348,1.0,0.13831763855717308
29,500,1407,6696,0.2,0.7589755542230645,0.8344004105596052,0.08864094245780833,0.13130643285972254,0.28273501245455135,1.0,0.13753852610951514
30,500,1386,6838,0.2,0.7608090129293703,0.8368191163810451,0.08897862751906467,0.12803687993289598,0.2835770304867546,1.0,0.1367576753100166
31,500,1369,7020,0.2,0.7594301230757896,0.8478160434087396,0.09188946809769341,0.12803687993289598,0.28992636898256624,1.0,0.13784465165963
32,500,1338,7151,0.2,0.7650960364216884,0.8478160434087396,0.08938296371525818,0.1270001270001905,0.2833262415916982,1.0,0.1370662016165293
33,500,1387,7320,0.2,0.7646568373761704,0.8488719672752921,0.09268180275150639,0.1270001270001905,0.2870861416076798,1.0,0.13925653721416592
34,500,1387,7461,0.2,0.7653310736865299,0.8502589574780719,0.09237592036354776,0.1270001270001905,0.2898532141002981,1.0,0.13846240912678048
35,500,1315,7606,0.2,0.7671005516052654,0.8502589574780719,0.09286992004763765,0.1270001270001905,0.28956908380173857,1.0,0.13867115109002018
36,500,1397,7763,0.2,0.7720768038001236,0.8502589574780719,0.09042532790361243,0.12909944487358055,0.2848933809683542,1.0,0.13677897235902076
37,500,1364,7901,0.2,0.7707412936686435,0.8502589574780719,0.09286101789919796,0.12909944487358055,0.29140300629151467,1.0,0.13744180973960132
38,500,1366,8025,0.2,0.7724406084191835,0.8502589574780719,0.09251436458392104,0.12909944487358055,0.29228963667476415,1.0,0.13710157700361023
39,500,1347,8138,0.2,0.7722747000189641,0.8524462182947843,0.09512749408875665,0.12909944487358055,0.29671965422371,1.0,0.13796936032720597
40,500,1321,8274,0.2,0.7730066042300225,0.8524462182947843,0.0950154692303312,0.13245323570650439,0.29948833862410595,1.0,0.1367669356801895
41,500,1342,8407,0.2,0.775004997421425,0.8524462182947843,0.09528512559580578,0.13245323570650439,0.2982871910749086,1.0,0.13756465943084473
42,500,1353,8533,0.2,0.7769083215916083,0.8614880415177847,0.09575407723514939,0.13130643285972254,0.297369045677351,1.0,0.13813626520379646
43,500,1343,8670,0.2,0.7785931291466963,0.8614880415177847,0.09601352456593797,0.13130643285972254,0.2969260601363204,1.0,0.13868997038094616
44,500,1372,8793,0.2,0.7797400788818808,0.8614880415177847,0.09612102626373008,0.13130643285972254,0.29810529177226397,1.0,0.1378986179750853
45,500,1337,8911,0.2,0.7809836375949398,0.8614880415177847,0.096018505149723,0.14433756729740643,0.298276120922715,1.0,0.13780440461531476
46,500,1342,9031,0.2,0.7825789891423578,0.8614880415177847,0.09632143029239097,0.14285714285714285,0.29753488775318554,1.0,0.13815009103750084
47,500,1342,9141,0.2,0.7834836222292259,0.8614880415177847,0.09630337681984015,0.14285714285714285,0.298520849318084,1.0,0.1375986147489181
48,500,1305,9277,0.2,0.7841834037410483,0.8614880415177847,0.09658805304395869,0.14433756729740643,0.29919528028357933,1.0,0.13716738707600273
49,500,1356,9424,0.2,0.7852662757704004,0.8614880415177847,0.09669241303658645,0.14744195615489714,0.2997645685949768,1.0,0.1366495196434618
50,500,1342,9536,0.2,0.7862837941853817,0.8639772190069621,0.09690853258057582,0.14285714285714285,0.29919709588915855,1.0,0.1370317907608103
51,500,1298,9663,0.2,0.7858491981092498,0.8639772190069621,0.0993423731644323,0.14285714285714285,0.30154615128950957,1.0,0.13838292198002777
52,500,1321,9779,0.2,0.7854004651837815,0.8726252595628974,0.0996588342008424,0.14285714285714285,0.3048829936194149,1.0,0.13788463853713695
53,500,1319,9903,0.2,0.7866094980834639,0.8726252595628974,0.10001145250658713,0.14285714285714285,0.3046785978056123,1.0,0.1381462203554901
54,500,1255,10021,0.2,0.7881169635182813,0.8726252595628974,0.0998673520910198,0.1414213562373095,0.30432182493021037,1.0,0.13823154719797273
55,500,1268,10134,0.2,0.7894223953153161,0.8726252595628974,0.10005519973236839,0.1414213562373095,0.3035612898938756,1.0,0.13882751985744785
56,500,1318,10226,0.2,0.7935029428327214,0.8726252595628974,0.0981931065986103,0.1414213562373095,0.298582014319432,1.0,0.13780205150484753
57,500,1280,10331,0.2,0.7943131028527362,0.8726252595628974,0.09854691102549973,0.1414213562373095,0.29868193654844793,1.0,0.13794282584839296
58,500,1287,10435,0.2,0.7957591502060813,0.8726252595628974,0.09884884609408863,0.13608276348795434,0.2972874151228952,1.0,0.13838309308110808
59,500,1280,10543,0.2,0.797860597149856,0.8726252595628974,0.09728178266743089,0.13608276348795434,0.2949033918263264,1.0,0.13751856592422354
60,500,1301,10636,0.2,0.7999288302837251,0.8754447828539776,0.09715917364185589,0.1386750490563073,0.2929401947330257,1.0,0.13741692909631292
61,500,1332,10750,0.2,0.8016094835278179,0.8754447828539776,0.09739657141603199,0.13483997249264842,0.29036484098076804,1.0,0.13848766532814216
62,500,1297,10853,0.2,0.8047277205244331,0.8754447828539776,0.09534013682213408,0.13608276348795434,0.28651452064578314,1.0,0.13640750708854538
63,500,1355,10960,0.2,0.805228054204305,0.8754447828539776,0.09550881144334941,0.13608276348795434,0.28717714935578514,1.0,0.13605251285612918
64,500,1325,11051,0.2,0.8060417977868597,0.8754447828539776,0.09579856924728487,0.13608276348795434,0.28596395565733523,1.0,0.13675600674763225
65,500,1318,11149,0.2,0.8075688101070586,0.8754447828539776,0.09623363393993724,0.13608276348795434,0.2831207460602347,1.0,0.13805017702579447
66,500,1349,11252,0.2,0.807929116024615,0.8754447828539776,0.09658542000654512,0.13483997249264842,0.2830533389508786,1.0,0.1387029532974449
67,500,1300,11338,0.2,0.8085381425972389,0.8754447828539776,0.09662615639806697,0.13483997249264842,0.28340343917756955,1.0,0.13820849187708703
68,500,1305,11433,0.2,0.8117397606188853,0.8754447828539776,0.09431574471871694,0.13483997249264842,0.2793020488796707,1.0,0.13618807966892782
69,500,1320,11530,0.2,0.8124875482971174,0.8754447828539776,0.09458739660647107,0.13483997249264842,0.27843671423808747,1.0,0.13644786098576467
70,500,1327,11618,0.2,0.8090738460450937,0.8769264785534878,0.09813709946212724,0.13483997249264842,0.28596039947501717,1.0,0.13695867846445411
71,500,1283,11708,0.2,0.8110841488247019,0.8769264785534878,0.09706817046549551,0.13483997249264842,0.28344566892853995,1.0,0.13682843616933946
72,500,1270,11790,0.2,0.8119662265608906,0.8769264785534878,0.09690480934982708,0.13483997249264842,0.2833428084155629,1.0,0.1360664481803823
73,500,1329,11868,0.2,0.8140973016032187,0.8769264785534878,0.0949470524023918,0.13483997249264842,0.2805568704638437,1.0,0.13531805153436116
74,500,1273,11950,0.2,0.811566152452443,0.8810098744752464,0.09862094161729829,0.1336306209562122,0.28537060711792317,1.0,0.136972259486246
75,500,1296,12033,0.2,0.81321189713021,0.8810098744752464,0.0980161801416333,0.1336306209562122,0.28266560369127536,1.0,0.13699619202472813
76,500,1301,12110,0.2,0.8152857978506419,0.8810098744752464,0.09526306440017342,0.1336306209562122,0.28066052345039727,1.0,0.13504114562568834
77,500,1340,12203,0.2,0.8161779078718844,0.8810098744752464,0.09548345223832319,0.13483997249264842,0.2790464885012748,1.0,0.13545871356249142
78,500,1307,12278,0.2,0.8193335829196017,0.8810098744752464,0.0930779506371905,0.13483997249264842,0.27440628925355953,1.0,0.13340285294604606
79,500,1281,12353,0.2,0.8175242436180271,0.8810098744752464,0.09551350195021811,0.13483997249264842,0.27822145630966677,1.0,0.13439693483643514
80,500,1267,12432,0.2,0.8173600170813533,0.8829158924120317,0.09613828899217139,0.13483997249264842,0.2785989059061944,1.0,0.13515679582744547
81,500,1280,12512,0.2,0.8202276315618933,0.8829158924120317,0.09326504234598267,0.13483997249264842,0.2749560848806183,1.0,0.13312730581943727
82,500,1267,12582,0.2,0.8204789922035628,0.8829158924120317,0.09331408310877584,0.13483997249264842,0.27510108694662927,1.0,0.13303520239973335
83,500,1291,12664,0.2,0.820830308368226,0.8829158924120317,0.09340293638072482,0.13483997249264842,0.2750069119856625,1.0,0.13307827396256394
84,500,1306,12736,0.2,0.820795166092968,0.8829158924120317,0.09366738275481777,0.13483997249264842,0.27567051717907487,1.0,0.1334119573942178
85,500,1307,12803,0.2,0.8193058702400394,0.8829158924120317,0.09716300786859242,0.14433756729740643,0.2781393785403962,1.0,0.1354467401848419
86,500,1300,12881,0.2,0.8211549786363705,0.8829158924120317,0.09456829143760674,0.14433756729740643,0.2762375029273302,1.0,0.13360652146729995
87,500,1276,12940,0.2,0.8224485457997198,0.8829158924120317,0.09381701782206367,0.14433756729740643,0.27475453929385446,1.0,0.1331655983814519
88,500,1303,13007,0.2,0.8192689993134034,0.8837596466329133,0.0968823122800236,0.14433756729740643,0.28181768245179867,1.0,0.13414552766304413
89,500,1255,13066,0.2,0.8205879179184351,0.8837596466329133,0.09683728330883007,0.14433756729740643,0.27943542008082745,1.0,0.13465747806085168
90,500,1295,13137,0.2,0.8202370037778168,0.8851957397576685,0.09696172386334488,0.14285714285714285,0.2816446991743268,1.0,0.13403846713198708
91,500,1302,13200,0.2,0.821267909933721,0.8851957397576685,0.09704440043462698,0.14285714285714285,0.2797438652859946,1.0,0.1344685842429257
