
OPTIMIZING FINAL MODEL ON WHOLE DATASET

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5908
Features active in total: 5908
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 81
PRCC T1: 160
PRCC T2: 69
ccRCC: 485
normal: 129

RUNNING GENETIC ALGORITHM
Generations completed = 145
Generations completed = 357
   	     	         	        	           type svm balanced accuracy           	                 root separation                 	                 root leanness                  
   	     	         	        	------------------------------------------------	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std     	min	avg     	max     	std      	min     	avg     	max	std     
0  	500  	3838     	3838    	0.2	0.781658	0.894236	0.13224 	0  	0.545705	0.616372	0.0727732	0.140028	0.282378	1  	0.150777
1  	386  	3077     	4000    	0.2	0.736976	0.904496	0.140948	0  	0.539145	0.620468	0.069567 	0.138675	0.359495	1  	0.157787
2  	372  	1568     	4167    	0.2	0.741461	0.904496	0.144649	0  	0.545528	0.624921	0.0769472	0.137361	0.366775	1  	0.166279
3  	370  	1364     	4292    	0.2	0.733009	0.904496	0.152613	0  	0.54499 	0.624921	0.0795056	0.137361	0.389992	1  	0.17624 
4  	383  	1288     	4455    	0.2	0.734707	0.905019	0.14816 	0  	0.548413	0.624921	0.0793398	0.136083	0.401787	1  	0.173201
5  	391  	1014     	4585    	0.2	0.768419	0.912354	0.121256	0  	0.561525	0.624921	0.0796757	0.13484 	0.382103	1  	0.14936 
6  	372  	949      	4678    	0.2	0.769696	0.912354	0.1275  	0  	0.56137 	0.630708	0.0775569	0.132453	0.392336	1  	0.158355
7  	378  	924      	4780    	0.2	0.765292	0.912354	0.138485	0  	0.555782	0.630708	0.0871848	0.133631	0.403976	1  	0.170377
8  	383  	877      	4879    	0.2	0.75679 	0.912354	0.149342	0  	0.557553	0.634061	0.0888889	0.132453	0.414798	1  	0.185699
9  	394  	817      	4947    	0.2	0.771398	0.912354	0.141491	0  	0.569413	0.638465	0.0856976	0.131306	0.400131	1  	0.185146
10 	375  	849      	5028    	0.2	0.785005	0.912354	0.139281	0  	0.567595	0.638465	0.0925578	0.131306	0.398595	1  	0.188459
11 	371  	782      	5105    	0.2	0.768188	0.912354	0.147643	0  	0.570081	0.638465	0.0933555	0.129099	0.423087	1  	0.194966
12 	364  	732      	5168    	0.2	0.786572	0.912354	0.145822	0  	0.576315	0.638465	0.090067 	0.136083	0.400375	1  	0.189392
13 	373  	701      	5230    	0.2	0.784198	0.912354	0.139945	0  	0.581341	0.639632	0.0827091	0.136083	0.410384	1  	0.181681
14 	370  	713      	5279    	0.2	0.779559	0.912484	0.135047	0  	0.58016 	0.642411	0.0777424	0.136083	0.433335	1  	0.177397
15 	371  	761      	5337    	0.2	0.77538 	0.91454 	0.145811	0  	0.574653	0.642411	0.093268 	0.133631	0.445205	1  	0.187169
16 	375  	725      	5382    	0.2	0.792133	0.915285	0.1444  	0  	0.583074	0.642411	0.101036 	0.133631	0.413932	1  	0.191643
17 	385  	682      	5421    	0.2	0.801634	0.915285	0.14379 	0  	0.583016	0.643335	0.109902 	0.133631	0.40352 	1  	0.19071 
18 	366  	662      	5455    	0.2	0.810896	0.915285	0.139192	0  	0.58723 	0.644591	0.107147 	0.133631	0.399383	1  	0.1842  
19 	365  	654      	5498    	0.2	0.803111	0.917421	0.146561	0  	0.59275 	0.644591	0.100962 	0.132453	0.403919	1  	0.190604
20 	392  	712      	5542    	0.2	0.794731	0.917421	0.150439	0  	0.592962	0.647412	0.101895 	0.132453	0.42411 	1  	0.187597
21 	354  	658      	5569    	0.2	0.785798	0.917421	0.159252	0  	0.58827 	0.647412	0.114731 	0.160128	0.445092	1  	0.188491
22 	364  	651      	5600    	0.2	0.767731	0.91872 	0.165675	0  	0.585687	0.647412	0.121114 	0.158114	0.463942	1  	0.197006
23 	379  	599      	5624    	0.2	0.757068	0.91872 	0.172345	0  	0.58148 	0.647412	0.129354 	0.164399	0.479388	1  	0.202269
24 	374  	582      	5643    	0.2	0.750099	0.91872 	0.177642	0  	0.57942 	0.647412	0.12967  	0.166667	0.495722	1  	0.199323
25 	365  	617      	5665    	0.2	0.721194	0.92037 	0.190785	0  	0.569164	0.647412	0.139582 	0.162221	0.509511	1  	0.223435
26 	365  	654      	5688    	0.2	0.751705	0.922856	0.190929	0  	0.574071	0.647412	0.142356 	0.162221	0.482123	1  	0.219381
27 	366  	600      	5704    	0.2	0.768138	0.922856	0.187145	0  	0.579052	0.647667	0.142516 	0.162221	0.466729	1  	0.213961
28 	384  	583      	5724    	0.2	0.764084	0.922856	0.176737	0  	0.585638	0.647667	0.130645 	0.162221	0.486645	1  	0.200978
29 	369  	563      	5740    	0.2	0.759868	0.922856	0.175078	0  	0.584547	0.647828	0.130312 	0.162221	0.496238	1  	0.197575
30 	362  	566      	5751    	0.2	0.754405	0.922856	0.182902	0  	0.579763	0.647828	0.137894 	0.160128	0.498473	1  	0.207109
31 	359  	595      	5769    	0.2	0.767434	0.922856	0.182984	0  	0.579452	0.649527	0.145333 	0.154303	0.492024	1  	0.206795
32 	362  	571      	5788    	0.2	0.778372	0.922856	0.186067	0  	0.578695	0.649527	0.157137 	0.154303	0.480675	1  	0.213016
33 	358  	575      	5791    	0.2	0.777875	0.924505	0.185943	0  	0.578526	0.649527	0.1571   	0.160128	0.480065	1  	0.213807
34 	380  	586      	5799    	0.2	0.77783 	0.924505	0.183335	0  	0.578984	0.649527	0.154742 	0.160128	0.481225	1  	0.212405
35 	378  	563      	5805    	0.2	0.776302	0.924505	0.176778	0  	0.579774	0.649527	0.149818 	0.160128	0.4878  	1  	0.207113
36 	362  	555      	5819    	0.2	0.776692	0.924505	0.175534	0  	0.581043	0.649527	0.14766  	0.160128	0.489891	1  	0.203996
37 	377  	578      	5834    	0.2	0.772857	0.925097	0.187841	0  	0.574575	0.649527	0.158706 	0.156174	0.484787	1  	0.216366
38 	384  	620      	5838    	0.2	0.773889	0.925097	0.186624	0  	0.575848	0.649527	0.156599 	0.156174	0.482118	1  	0.217276
39 	355  	605      	5844    	0.2	0.774959	0.925097	0.186848	0  	0.575927	0.649527	0.156565 	0.156174	0.480324	1  	0.217711
40 	373  	594      	5847    	0.2	0.781512	0.925097	0.183868	0  	0.578155	0.649527	0.152012 	0.156174	0.473001	1  	0.213378
41 	372  	577      	5854    	0.2	0.776662	0.925097	0.19063 	0  	0.574529	0.649527	0.158632 	0.156174	0.470395	1  	0.222293
42 	381  	600      	5856    	0.2	0.776862	0.925097	0.183566	0  	0.577371	0.649527	0.151837 	0.156174	0.476529	1  	0.215607
43 	363  	589      	5859    	0.2	0.776804	0.925097	0.18359 	0  	0.57748 	0.649527	0.151898 	0.156174	0.476197	1  	0.21562 
44 	353  	608      	5861    	0.2	0.774502	0.926579	0.191141	0  	0.575933	0.649527	0.158917 	0.164399	0.4762  	1  	0.221211
45 	372  	590      	5866    	0.2	0.778032	0.926579	0.183825	0  	0.577786	0.649527	0.151937 	0.164399	0.478696	1  	0.214456
46 	352  	547      	5871    	0.2	0.776967	0.926579	0.191488	0  	0.575871	0.650042	0.158851 	0.160128	0.474989	1  	0.219701
47 	362  	570      	5876    	0.2	0.778872	0.926596	0.190001	0  	0.577108	0.650042	0.156746 	0.160128	0.475015	1  	0.218115
48 	369  	544      	5879    	0.2	0.778648	0.926579	0.18989 	0  	0.576977	0.650042	0.156705 	0.160128	0.476026	1  	0.21804 
49 	367  	617      	5882    	0.2	0.77906 	0.926579	0.190146	0  	0.576821	0.650042	0.156633 	0.162221	0.476321	1  	0.21719 
50 	361  	602      	5884    	0.2	0.780442	0.926579	0.184454	0  	0.578383	0.649527	0.152027 	0.162221	0.481969	1  	0.210154
51 	359  	585      	5886    	0.2	0.78423 	0.926579	0.180403	0  	0.581257	0.649527	0.147633 	0.162221	0.47792 	1  	0.208696
52 	396  	615      	5890    	0.2	0.784418	0.926579	0.180026	0  	0.581194	0.649527	0.147592 	0.162221	0.477492	1  	0.208693
53 	373  	578      	5891    	0.2	0.782002	0.926579	0.181895	0  	0.579689	0.649527	0.149785 	0.162221	0.481496	1  	0.20767 
54 	371  	584      	5893    	0.2	0.776309	0.927566	0.18249 	0  	0.577983	0.649527	0.151998 	0.162221	0.494287	1  	0.200591
55 	375  	624      	5894    	0.2	0.775275	0.927566	0.182469	0  	0.578026	0.649527	0.152091 	0.162221	0.495843	1  	0.199832
