gen,evals,gen_feats,explored,type svm balanced accuracy_min,type svm balanced accuracy_avg,type svm balanced accuracy_max,type svm balanced accuracy_std,root separation_min,root separation_avg,root separation_max,root separation_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,3822,3822,0.2,0.796031382453671,0.9011429121218566,0.10464239722635975,0.0,0.5539272094767207,0.621770239515421,0.06464762975870637,0.14002800840280097,0.2669356215745467,1.0,0.12669093557685795
1,380,2972,3972,0.2,0.7828842051996607,0.9079867124439177,0.1080917181630509,0.0,0.5530876471612667,0.6241569925383905,0.065665806888093,0.13736056394868904,0.3085584368536891,1.0,0.1357231095520167
2,374,1868,4120,0.2,0.773223797198958,0.9079867124439177,0.10830895036215243,0.0,0.554862274573489,0.6247396938424501,0.06445104291417102,0.13736056394868904,0.3401839689926389,1.0,0.13607278954775212
3,367,1432,4275,0.2,0.7536820848103892,0.9079867124439177,0.13701202695401946,0.0,0.5515909203059342,0.6354720004382599,0.06608157820523371,0.13736056394868904,0.3748985680400047,1.0,0.15382765372278545
4,368,1102,4425,0.2,0.7585369176007124,0.9079867124439177,0.1367531511900545,0.0,0.554124763032195,0.6354720004382599,0.07046804189386226,0.13608276348795434,0.3863281073014153,1.0,0.15922326396940428
5,380,1031,4541,0.2,0.7768041427281743,0.9079867124439177,0.12852390796254246,0.0,0.5590563263062305,0.6370066544751867,0.07483243427112574,0.13245323570650439,0.37728676195176714,1.0,0.1665979832324572
6,380,974,4656,0.2,0.7617279267611086,0.9079867124439177,0.1375496188342557,0.0,0.561008208073001,0.6376404067933858,0.07881803263272442,0.13245323570650439,0.40088150853225174,1.0,0.17607389563587875
7,382,965,4765,0.2,0.764331557333322,0.9135691064321089,0.14759524031183532,0.0,0.5611225766599507,0.6378882173739027,0.08170066164480454,0.13018891098082386,0.4046351265449721,1.0,0.18605016624792953
8,358,818,4847,0.2,0.7782917278745445,0.9135691064321089,0.1457543043850672,0.0,0.5677572813528654,0.6376404067933858,0.07527355467530426,0.12909944487358055,0.39345943179746845,1.0,0.1858888216389159
9,369,831,4931,0.2,0.7840896459234671,0.9135691064321089,0.13672602344867943,0.0,0.5719239103279253,0.6382659691347324,0.07833733086543476,0.13736056394868904,0.40453599936274576,1.0,0.17812379167502185
