
OPTIMIZING ON FOLD NUMBER 4
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5882
Features active in total: 5882
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 17
Generations completed = 42
Generations completed = 65
Generations completed = 86
Generations completed = 109
Generations completed = 133
Generations completed = 157
Generations completed = 184
Generations completed = 209
Generations completed = 233
Generations completed = 256
Generations completed = 281
Generations completed = 305
Generations completed = 330
Generations completed = 356
Generations completed = 391
Generations completed = 428
Generations completed = 464
   	     	         	        	           type svm balanced accuracy           	                 root separation                 	                 root leanness                  
   	     	         	        	------------------------------------------------	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std     	min	avg     	max     	std      	min     	avg     	max	std     
0  	500  	3803     	3803    	0.2	0.768614	0.893155	0.121792	0  	0.544014	0.619507	0.0635475	0.140028	0.268126	1  	0.13355 
1  	374  	3096     	3969    	0.2	0.746987	0.893155	0.127538	0  	0.539817	0.619507	0.0662123	0.136083	0.319791	1  	0.132888
2  	366  	1848     	4126    	0.2	0.73619 	0.893155	0.149478	0  	0.54187 	0.619507	0.075891 	0.136083	0.336516	1  	0.158396
3  	379  	1652     	4276    	0.2	0.746328	0.89132 	0.131987	0  	0.55166 	0.619507	0.068984 	0.13484 	0.342479	1  	0.149863
4  	384  	1400     	4405    	0.2	0.73051 	0.89132 	0.144268	0  	0.549364	0.625059	0.0736729	0.138675	0.371561	1  	0.159014
5  	380  	1216     	4536    	0.2	0.737411	0.89132 	0.140578	0  	0.554812	0.628988	0.0757928	0.136083	0.374036	1  	0.158995
6  	376  	1039     	4644    	0.2	0.758688	0.89132 	0.140236	0  	0.55829 	0.628988	0.0802616	0.136083	0.360685	1  	0.161195
7  	369  	1047     	4740    	0.2	0.751697	0.895668	0.152218	0  	0.559532	0.628988	0.0789205	0.136083	0.377444	1  	0.176454
8  	387  	965      	4815    	0.2	0.773583	0.895835	0.143702	0  	0.565849	0.628988	0.085419 	0.131306	0.359151	1  	0.18396 
9  	367  	963      	4892    	0.2	0.774683	0.895668	0.133222	0  	0.571661	0.628988	0.0852717	0.129099	0.363055	1  	0.186409
10 	363  	950      	4964    	0.2	0.785883	0.900016	0.125837	0  	0.577905	0.630091	0.0852747	0.140028	0.362554	1  	0.17939 
11 	379  	891      	5033    	0.2	0.791056	0.900016	0.122503	0  	0.581759	0.632608	0.0814351	0.142857	0.365198	1  	0.170423
12 	378  	799      	5087    	0.2	0.771897	0.900016	0.140268	0  	0.57866 	0.632677	0.0876013	0.152499	0.403741	1  	0.182137
13 	389  	837      	5151    	0.2	0.764155	0.906842	0.157893	0  	0.576347	0.636188	0.0927395	0.149071	0.409131	1  	0.197363
14 	371  	778      	5213    	0.2	0.748707	0.906842	0.165997	0  	0.572657	0.636188	0.0996514	0.150756	0.440114	1  	0.193843
15 	388  	782      	5282    	0.2	0.763519	0.906842	0.149479	0  	0.577474	0.636188	0.0894229	0.150756	0.445089	1  	0.185714
16 	365  	758      	5338    	0.2	0.755231	0.906842	0.146896	0  	0.576581	0.639072	0.0922043	0.150756	0.466776	1  	0.182383
17 	376  	659      	5387    	0.2	0.753236	0.908859	0.152849	0  	0.575416	0.639072	0.102772 	0.152499	0.466433	1  	0.188022
18 	347  	639      	5414    	0.2	0.770543	0.908859	0.147284	0  	0.581581	0.639072	0.104771 	0.152499	0.46471 	1  	0.175928
19 	365  	656      	5453    	0.2	0.774677	0.908859	0.148467	0  	0.580698	0.639072	0.110697 	0.150756	0.473347	1  	0.170022
20 	385  	635      	5488    	0.2	0.774008	0.910094	0.15521 	0  	0.57914 	0.639072	0.11145  	0.150756	0.471192	1  	0.179716
21 	389  	656      	5522    	0.2	0.779252	0.910094	0.156223	0  	0.582729	0.639072	0.111721 	0.150756	0.471319	1  	0.175375
22 	367  	645      	5556    	0.2	0.764606	0.915705	0.162597	0  	0.579961	0.639072	0.118545 	0.158114	0.496188	1  	0.170378
23 	349  	505      	5573    	0.2	0.748664	0.915705	0.175198	0  	0.574232	0.639072	0.126539 	0.158114	0.509732	1  	0.177789
24 	385  	582      	5605    	0.2	0.748232	0.915705	0.175538	0  	0.571183	0.639871	0.128391 	0.208514	0.518176	1  	0.176627
25 	352  	519      	5636    	0.2	0.747324	0.915705	0.169749	0  	0.577353	0.646163	0.121252 	0.208514	0.522172	1  	0.17377 
26 	360  	544      	5663    	0.2	0.750255	0.918155	0.171778	0  	0.573143	0.646163	0.134141 	0.208514	0.529197	1  	0.169719
27 	364  	540      	5683    	0.2	0.746299	0.921263	0.17423 	0  	0.570555	0.646295	0.141477 	0.208514	0.531267	1  	0.178117
28 	383  	580      	5693    	0.2	0.758266	0.921263	0.169417	0  	0.574747	0.646295	0.139132 	0.213201	0.525377	1  	0.173208
29 	364  	522      	5709    	0.2	0.750142	0.921263	0.176012	0  	0.572872	0.646295	0.146525 	0.213201	0.532991	1  	0.176978
30 	365  	521      	5728    	0.2	0.758499	0.921263	0.173557	0  	0.576227	0.646295	0.142042 	0.213201	0.522623	1  	0.177385
31 	365  	513      	5734    	0.2	0.760757	0.925599	0.173615	0  	0.575337	0.646295	0.141804 	0.204124	0.517226	1  	0.181062
32 	381  	540      	5744    	0.2	0.759674	0.925599	0.173697	0  	0.574381	0.646295	0.141603 	0.204124	0.521161	1  	0.17921 
33 	373  	560      	5754    	0.2	0.76357 	0.925599	0.181861	0  	0.57292 	0.646295	0.146816 	0.204124	0.50986 	1  	0.188483
34 	379  	492      	5763    	0.2	0.787185	0.925599	0.181312	0  	0.578875	0.646295	0.153235 	0.204124	0.483868	1  	0.183042
35 	371  	481      	5768    	0.2	0.792642	0.925599	0.174493	0  	0.580793	0.646295	0.146044 	0.204124	0.482605	1  	0.176946
36 	360  	484      	5776    	0.2	0.797409	0.925599	0.167156	0  	0.58467 	0.646295	0.138811 	0.204124	0.481516	1  	0.171739
37 	348  	485      	5789    	0.2	0.792838	0.927468	0.165917	0  	0.584306	0.646295	0.138718 	0.2     	0.492513	1  	0.166545
38 	353  	529      	5796    	0.2	0.796917	0.927468	0.161352	0  	0.588134	0.646295	0.134009 	0.2     	0.487068	1  	0.164447
39 	352  	500      	5804    	0.2	0.798251	0.927468	0.161511	0  	0.588997	0.646295	0.13423  	0.2     	0.483352	1  	0.165593
40 	364  	530      	5808    	0.2	0.796005	0.927468	0.164151	0  	0.589182	0.646295	0.137118 	0.2     	0.481478	1  	0.169843
41 	340  	514      	5817    	0.2	0.791694	0.927468	0.164417	0  	0.587852	0.649196	0.137103 	0.2     	0.486286	1  	0.172794
42 	362  	523      	5824    	0.2	0.789867	0.927468	0.162734	0  	0.588233	0.649196	0.13486  	0.2     	0.488104	1  	0.174574
43 	368  	537      	5832    	0.2	0.790235	0.927468	0.168457	0  	0.584143	0.649196	0.139564 	0.2     	0.491168	1  	0.178809
44 	366  	521      	5836    	0.2	0.79732 	0.927468	0.172571	0  	0.584018	0.649196	0.142561 	0.2     	0.479714	1  	0.183453
45 	357  	514      	5841    	0.2	0.79393 	0.927468	0.178442	0  	0.579752	0.649196	0.146935 	0.2     	0.486605	1  	0.188667
46 	368  	552      	5845    	0.2	0.792452	0.927468	0.179598	0  	0.579308	0.649196	0.149362 	0.2     	0.489701	1  	0.187906
47 	380  	535      	5847    	0.2	0.792101	0.927468	0.178821	0  	0.582259	0.649196	0.147397 	0.2     	0.486704	1  	0.187348
48 	359  	511      	5849    	0.2	0.785003	0.927468	0.182649	0  	0.578852	0.649196	0.151794 	0.2     	0.492143	1  	0.19175 
49 	365  	561      	5852    	0.2	0.789043	0.927468	0.177595	0  	0.580186	0.649196	0.146909 	0.2     	0.492064	1  	0.187456
50 	376  	543      	5853    	0.2	0.797084	0.927468	0.170629	0  	0.585767	0.649196	0.140152 	0.2     	0.487557	1  	0.17969 
51 	369  	538      	5856    	0.2	0.797192	0.927468	0.170584	0  	0.58587 	0.649196	0.140197 	0.2     	0.486211	1  	0.180767
52 	361  	549      	5857    	0.2	0.796363	0.927468	0.169705	0  	0.586382	0.649196	0.140255 	0.2     	0.489882	1  	0.176139
53 	369  	567      	5859    	0.2	0.793269	0.927468	0.16932 	0  	0.585547	0.649196	0.140009 	0.2     	0.494858	1  	0.175889
54 	386  	566      	5859    	0.2	0.79373 	0.927468	0.169397	0  	0.585745	0.649196	0.140076 	0.2     	0.495129	1  	0.175397
55 	363  	513      	5862    	0.2	0.796952	0.927468	0.166866	0  	0.587815	0.649196	0.137768 	0.2     	0.491141	1  	0.173367
56 	347  	498      	5864    	0.2	0.802378	0.928267	0.162325	0  	0.591285	0.649196	0.132805 	0.2     	0.486943	1  	0.168846
57 	355  	514      	5866    	0.2	0.80298 	0.928267	0.162431	0  	0.590938	0.649196	0.132673 	0.2     	0.486538	1  	0.168812
58 	366  	531      	5867    	0.2	0.793728	0.933047	0.163523	0  	0.589698	0.649196	0.135379 	0.2     	0.496268	1  	0.172977
59 	373  	573      	5868    	0.2	0.794635	0.933047	0.163885	0  	0.589733	0.649196	0.135324 	0.2     	0.495504	1  	0.173169
60 	366  	543      	5870    	0.2	0.795836	0.93446 	0.16174 	0  	0.590966	0.649196	0.132737 	0.2     	0.494354	1  	0.172025
61 	362  	564      	5872    	0.2	0.797438	0.93446 	0.16659 	0  	0.589348	0.649196	0.138192 	0.2     	0.487989	1  	0.177881
62 	358  	573      	5872    	0.2	0.797662	0.93446 	0.166993	0  	0.58938 	0.649196	0.138204 	0.2     	0.484971	1  	0.180305
63 	367  	567      	5874    	0.2	0.796606	0.93446 	0.161589	0  	0.591528	0.649196	0.132911 	0.2     	0.491088	1  	0.173975
64 	383  	521      	5875    	0.2	0.792972	0.93446 	0.166527	0  	0.588068	0.649196	0.13782  	0.2     	0.499157	1  	0.173048
65 	371  	536      	5876    	0.2	0.799731	0.93446 	0.162437	0  	0.59049 	0.649196	0.132541 	0.2     	0.491564	1  	0.171454
66 	371  	563      	5876    	0.2	0.796964	0.936166	0.16168 	0  	0.589247	0.649196	0.132312 	0.213201	0.49711 	1  	0.170815
67 	369  	569      	5876    	0.2	0.798206	0.936166	0.159513	0  	0.590594	0.650833	0.129708 	0.213201	0.495088	1  	0.170428
68 	354  	521      	5876    	0.2	0.796078	0.936166	0.168359	0  	0.587104	0.650833	0.137674 	0.208514	0.489897	1  	0.179888
69 	348  	529      	5876    	0.2	0.793194	0.936329	0.160743	0  	0.589583	0.650833	0.132482 	0.213201	0.502917	1  	0.168989
70 	364  	547      	5876    	0.2	0.796673	0.936329	0.161586	0  	0.589206	0.650833	0.132307 	0.213201	0.496924	1  	0.171287
71 	375  	529      	5876    	0.2	0.79782 	0.936329	0.165156	0  	0.5891  	0.652035	0.135253 	0.213201	0.490633	1  	0.176108
72 	355  	545      	5877    	0.2	0.792622	0.936329	0.166539	0  	0.588181	0.652035	0.137997 	0.213201	0.498938	1  	0.175806
73 	355  	537      	5877    	0.2	0.792423	0.936329	0.166358	0  	0.588059	0.652035	0.137964 	0.213201	0.499791	1  	0.174154
74 	375  	544      	5877    	0.2	0.793499	0.936329	0.169879	0  	0.586019	0.653646	0.140389 	0.213201	0.498102	1  	0.17896 
75 	355  	510      	5877    	0.2	0.793205	0.936329	0.169831	0  	0.586019	0.653646	0.140413 	0.213201	0.498097	1  	0.179683
76 	370  	527      	5877    	0.2	0.795133	0.936329	0.167217	0  	0.587912	0.653646	0.138049 	0.213201	0.496202	1  	0.178432
77 	382  	509      	5877    	0.2	0.792776	0.936329	0.170079	0  	0.586487	0.653646	0.140581 	0.185695	0.493441	1  	0.184785
78 	373  	566      	5878    	0.2	0.792189	0.936329	0.170454	0  	0.586151	0.653646	0.140518 	0.179605	0.493952	1  	0.185334
79 	379  	518      	5878    	0.2	0.794835	0.936329	0.166863	0  	0.588225	0.653646	0.138104 	0.213201	0.496306	1  	0.178019
80 	360  	542      	5878    	0.2	0.788336	0.936948	0.175195	0  	0.585398	0.653646	0.145751 	0.213201	0.493821	1  	0.189507
81 	372  	519      	5878    	0.2	0.787428	0.936948	0.174887	0  	0.585194	0.653646	0.145693 	0.213201	0.496653	1  	0.18729 
