gen,0_AAK1,0_ABCA10,0_ABCA5,0_ABCC2,0_ABCC6P1,0_ACADL,0_ACAT1,0_ACER1,0_ACOX1,0_ACRC,0_ACTR3,0_ADAM12,0_ADAMTS1,0_ADD1,0_ADH4,0_ADH5,0_ADH7,0_ADIPOR1,0_ADRA1B,0_ADRB2,0_ADRBK1,0_ADSS,0_AFG3L2,0_AGXT,0_AHI1,0_AIFM3,0_AIG1,0_AIM1L,0_AKAP5,0_AKAP6,0_AKR1C1,0_AKR1C3,0_ALAS2,0_ALDH1A2,0_ALG8,0_ALOX15,0_AMZ1,0_ANGPT1,0_ANGPT4,0_ANGPTL7,0_ANKRD40,0_ANLN,0_ANO1,0_ANO2,0_ANO7,0_ANP32C,0_ANPEP,0_ANXA6,0_AOC2,0_AOC3,0_AOX1,0_APEH,0_APITD1,0_APOBEC3B,0_APOB,0_APOC1,0_APOL5,0_APOO,0_AQP7P1,0_ARFGAP1,0_ARHGAP10,0_ARHGAP11A,0_ARHGAP11B,0_ARL16,0_ARL4A,0_ART4,0_ASPG,0_ATAD2,0_ATP2B2,0_ATP5G1,0_ATP8A2,0_ATXN2L,0_ATXN8OS,0_AUH,0_B4GALT1,0_BACE1,0_BAI3,0_BAK1,0_BAMBI,0_BAT3,0_BBC3,0_BCHE,0_BCL2A1,0_BCL8,0_BGN,0_BHLHA15,0_BIRC3,0_BOK,0_BOP1,0_BRD4,0_BRI3BP,0_BSCL2,0_BTNL3,0_BUB1B,0_BUD31,0_C10orf10,0_C10orf140,0_C10orf35,0_C10orf47,0_C10orf58,0_C10orf95,0_C11orf53,0_C11orf70,0_C12orf45,0_C13orf15,0_C14orf109,0_C14orf139,0_C14orf145,0_C14orf49,0_C14orf79,0_C15orf2,0_C15orf48,0_C16orf42,0_C16orf53,0_C16orf55,0_C16orf59,0_C17orf62,0_C17orf67,0_C17orf90,0_C18orf34,0_C18orf56,0_C18orf62,0_C19orf55,0_C1QTNF6,0_C1QTNF7,0_C1orf204,0_C1orf228,0_C1orf31,0_C21orf29,0_C21orf49,0_C21orf57,0_C21orf59,0_C22orf27,0_C2CD4B,0_C2orf15,0_C2orf67,0_C2orf86,0_C3orf16,0_C3orf65,0_C4orf38,0_C6orf125,0_C6orf129,0_C6orf138,0_C6orf142,0_C6orf153,0_C6orf47,0_C6orf70,0_C6orf81,0_C6orf89,0_C7orf41,0_C7orf51,0_C7orf53,0_C7,0_C9orf110,0_C9orf140,0_C9orf142,0_C9orf144,0_C9orf44,0_CA2,0_CABYR,0_CACNA1E,0_CACNA1G,0_CADM4,0_CALCOCO1,0_CALY,0_CAPZA1,0_CASP12,0_CASP2,0_CAV2,0_CAV3,0_CBL,0_CBWD6,0_CBX4,0_CCDC116,0_CCDC135,0_CCDC141,0_CCDC150,0_CCDC54,0_CCDC64,0_CCDC68,0_CCDC85A,0_CCDC88C,0_CCDC89,0_CCDC9,0_CCHCR1,0_CCL13,0_CCL20,0_CCL25,0_CCL7,0_CD163L1,0_CD1B,0_CD302,0_CD80,0_CDC25C,0_CDC45,0_CDC6,0_CDCA3,0_CDH10,0_CDH12,0_CDH17,0_CDH2,0_CDK5,0_CDKL3,0_CELF2,0_CELF6,0_CEL,0_CENPI,0_CENPL,0_CENPN,0_CEP76,0_CERKL,0_CES1,0_CES4,0_CFB,0_CFHR3,0_CFH,0_CGREF1,0_CHEK1,0_CHL1,0_CHMP4A,0_CHRNA1,0_CHRNA9,0_CKMT1B,0_CLCN2,0_CLC,0_CLEC14A,0_CLEC18C,0_CLEC4M,0_CLEC6A,0_CLIC2,0_CLIC5,0_CLN5,0_CLNK,0_CLSPN,0_CLU,0_CLVS1,0_CMA1,0_CNTD2,0_CNTNAP2,0_COL14A1,0_COL22A1,0_COL24A1,0_COL28A1,0_COMP,0_COPS4,0_CORIN,0_CORO1B,0_COTL1,0_COX6C,0_CPA4,0_CPB2,0_CPNE7,0_CPXM2,0_CR1,0_CRB3,0_CRISPLD1,0_CRTAC1,0_CSF3,0_CSN3,0_CST2,0_CST4,0_CS,0_CTAGE5,0_CTBP2,0_CTF1,0_CTSE,0_CUL4A,0_CX3CR1,0_CXCL9,0_CXCR4,0_CYB561D1,0_CYB5D2,0_CYBA,0_CYP3A5,0_CYP46A1,0_DCDC2,0_DCTN6,0_DDAH1,0_DDIT4L,0_DDT,0_DDX27,0_DDX3X,0_DEPDC1B,0_DEPDC1,0_DES,0_DGAT1,0_DGAT2,0_DHDPSL,0_DIRAS2,0_DIRC3,0_DKFZp434J0226,0_DKK3,0_DKK4,0_DLEU1,0_DLEU2L,0_DLGAP5,0_DMGDH,0_DMRT2,0_DMRT3,0_DOK7,0_DPH2,0_DPP6,0_DPT,0_DSPP,0_DTHD1,0_DTWD1,0_DTX3L,0_E2F1,0_ECEL1,0_ECM2,0_EDN3,0_EFHA2,0_EFHB,0_EGLN2,0_EGR1,0_EIF2S3,0_EIF3M,0_EIF5A,0_ELANE,0_ELTD1,0_EMX2OS,0_ENDOU,0_EPB41L2,0_EPB42,0_EPDR1,0_EPHA3,0_EPR1,0_EPYC,0_ERCC6L,0_ERP27,0_ESCO2,0_ESRP1,0_ETFA,0_ETFDH,0_EVPL,0_EXTL3,0_EYA1,0_EYS,0_EZH2,0_F10,0_F2RL2,0_FABP4,0_FADS2,0_FAM102A,0_FAM136A,0_FAM173A,0_FAM175A,0_FAM177A1,0_FAM180A,0_FAM47E,0_FAM53C,0_FAM54A,0_FAM72A,0_FAM7A3,0_FAM81A,0_FAM83D,0_FAM83H,0_FAM89A,0_FAM92A1,0_FBLN5,0_FBP2,0_FBXL19,0_FBXO33,0_FCER2,0_FCGR1C,0_FEN1,0_FER1L5,0_FGF12,0_FGF14,0_FGF23,0_FGF8,0_FGFBP2,0_FH,0_FIGNL2,0_FILIP1L,0_FILIP1,0_FIP1L1,0_FLG2,0_FLJ34503,0_FLJ42875,0_FLRT2,0_FNDC5,0_FOSB,0_FOXRED2,0_FSTL1,0_FTO,0_GABARAPL2,0_GABRA1,0_GABRA4,0_GABRE,0_GALNTL2,0_GAS2,0_GATM,0_GBA,0_GBP1,0_GCOM1,0_GFAP,0_GFER,0_GGTA1,0_GHR,0_GINS4,0_GK3P,0_GLDN,0_GLYAT,0_GMIP,0_GMPPA,0_GNAI1,0_GNASAS,0_GNE,0_GNG2,0_GOLGA2P3,0_GOLGA6L10,0_GORAB,0_GOSR2,0_GOT1,0_GPC3,0_GPD1,0_GPR108,0_GPR109B,0_GPR112,0_GPR119,0_GPR124,0_GPR126,0_GPR149,0_GPR182,0_GPR19,0_GPR34,0_GPR68,0_GPRASP1,0_GREB1L,0_GRIA3,0_GRID1,0_GRIK2,0_GRIN2B,0_GRK4,0_GRK5,0_GRRP1,0_GRTP1,0_GSN,0_GTDC1,0_GTPBP1,0_GTPBP2,0_GUCY2D,0_GYPE,0_GYS2,0_HAGHL,0_HAS3,0_HBG1,0_HBG2,0_HCG22,0_HCG2P7,0_HCN1,0_HDAC4,0_HELQ,0_HEPN1,0_HES5,0_HFE,0_HFM1,0_HHLA2,0_HIBCH,0_HIC1,0_HIST1H1D,0_HIST1H2AJ,0_HIST1H2BC,0_HIST1H2BH,0_HIST1H3C,0_HIST1H3D,0_HIST1H4J,0_HIST2H3C,0_HIST3H2BB,0_HLA-DOB,0_HLA-DPB2,0_HLA-DQB1,0_HLA-G,0_HLF,0_HMG20B,0_HMGB3,0_HMGCS1,0_HMGCS2,0_HMGN1,0_HMGN2,0_HMMR,0_HMSD,0_HMX2,0_HNRNPD,0_HNRNPUL1,0_HOXC5,0_HOXD11,0_HOXD1,0_HOXD4,0_HPDL,0_HPSE2,0_HRH1,0_HSD17B3,0_HSP90B1,0_HSPA12A,0_HSPA12B,0_HSPA6,0_HSPB8,0_HSPBP1,0_HSPD1,0_HTR1D,0_HTR2B,0_HTR4,0_HTRA4,0_HYAL1,0_ID3,0_IGF2AS,0_IGF2R,0_IGF2,0_IGFALS,0_IGFBPL1,0_IGSF8,0_IGSF9,0_IL17RE,0_IL1RAPL2,0_IL21,0_IL6,0_ILDR2,0_ILF2,0_IMP5,0_INA,0_INHBB,0_INPP5A,0_IRF1,0_IRF2,0_IRF7,0_IRX6,0_ISG15,0_ISPD,0_ITGB1BP1,0_ITIH3,0_ITM2A,0_ITPR1,0_KCNA5,0_KCNA6,0_KCNE3,0_KCNH5,0_KCNJ10,0_KCNJ11,0_KCNJ12,0_KCNJ16,0_KCNK3,0_KCNK4,0_KCTD16,0_KCTD3,0_KCTD5,0_KCTD8,0_KHDRBS1,0_KIAA0020,0_KIAA0284,0_KIAA1109,0_KIAA1211,0_KIAA1644,0_KIF18B,0_KIF1A,0_KIF23,0_KIF26B,0_KIF4A,0_KLB,0_KLC2,0_KLF10,0_KLF4,0_KREMEN2,0_KRT1,0_KRT20,0_KRT34,0_KRT40,0_KRTAP5-1,0_KRTCAP2,0_KRTCAP3,0_L1CAM,0_LALBA,0_LAMA2,0_LCAT,0_LCE3D,0_LEP,0_LETMD1,0_LHFPL3,0_LHX6,0_LIMA1,0_LIPC,0_LMBRD1,0_LMOD1,0_LMOD2,0_LOC100101266,0_LOC100128675,0_LOC100128977,0_LOC100131496,0_LOC100188947,0_LOC100190940,0_LOC100192378,0_LOC100240735,0_LOC134466,0_LOC144438,0_LOC257358,0_LOC283174,0_LOC283731,0_LOC338758,0_LOC339240,0_LOC387646,0_LOC399815,0_LOC400696,0_LOC400804,0_LOC400931,0_LOC401010,0_LOC401052,0_LOC401127,0_LOC647859,0_LOC647946,0_LOC723972,0_LOC728819,0_LOC729467,0_LOC729991,0_LPCAT4,0_LPPR4,0_LRCH2,0_LRFN1,0_LRP5,0_LRRC18,0_LRRC2,0_LRRC55,0_LRRC61,0_LRRC66,0_LRRC8A,0_LRRTM3,0_LRWD1,0_LYNX1,0_LYPD1,0_MAB21L1,0_MAB21L2,0_MAG,0_MAP1B,0_MAP6D1,0_MAPK10,0_MAPK8IP2,0_MAPKAPK3,0_MARCH9,0_MARCKSL1,0_MASP1,0_MATK,0_MATN2,0_MBOAT2,0_MCART6,0_MCEE,0_MCM3,0_MCOLN2,0_MED20,0_MESTIT1,0_MEST,0_MFAP4,0_MGAT4B,0_MGC45800,0_MGC72080,0_MIA2,0_MKI67IP,0_MKI67,0_MKRN1,0_MKX,0_MLF1IP,0_MLST8,0_MMGT1,0_MMP11,0_MMP12,0_MMP27,0_MMP28,0_MMP3,0_MMRN1,0_MORC2,0_MPHOSPH9,0_MRAP,0_MRC1,0_MRGPRX2,0_MRPL42P5,0_MRPL52,0_MRPS30,0_MRPS33,0_MSX1,0_MTA1,0_MUC1,0_MUC5B,0_MUS81,0_MYBPH,0_MYH11,0_MYH2,0_MYOC,0_MYOM2,0_NAA16,0_NAALAD2,0_NAP1L4,0_NAT8L,0_NBR2,0_NCL,0_NCRNA00115,0_NCRNA00204B,0_NDE1,0_NDFIP1,0_NDN,0_NDOR1,0_NDP,0_NDST1,0_NECAB2,0_NEK7,0_NEUROG2,0_NFE2,0_NFKBIA,0_NIPAL1,0_NIPAL4,0_NIPSNAP1,0_NIPSNAP3B,0_NKAPL,0_NLRP7,0_NME2P1,0_NME3,0_NMU,0_NOP2,0_NOP56,0_NPR1,0_NPR3,0_NPRL2,0_NPY2R,0_NR1D1,0_NR3C2,0_NR4A1,0_NRK,0_NRXN1,0_NSUN2,0_NUDT16L1,0_NUDT1,0_NUDT3,0_ODZ3,0_OIT3,0_OLAH,0_OPHN1,0_OR10W1,0_OR13C4,0_OR13C5,0_OR2A2,0_OR4D2,0_OR4F6,0_OR52I2,0_OR6X1,0_ORM1,0_OXNAD1,0_P2RY11,0_P2RY14,0_PABPN1,0_PAOX,0_PARK2,0_PARP1,0_PAX3,0_PAX6,0_PBK,0_PCDH15,0_PCDHA10,0_PCDHA3,0_PCDHA8,0_PCDHB7,0_PCDHGA11,0_PCDHGA1,0_PCDHGA2,0_PCDHGA4,0_PCDHGA5,0_PCDHGB2,0_PCDHGB5,0_PCOLCE2,0_PDCD6,0_PDC,0_PDE4C,0_PDGFRL,0_PDHA2,0_PDIA5,0_PDK4,0_PDLIM3,0_PDXDC1,0_PDZK1P1,0_PECAM1,0_PENK,0_PGA5,0_PGLYRP1,0_PGM5,0_PGRMC2,0_PHKG1,0_PHKG2,0_PHRF1,0_PICK1,0_PID1,0_PIK3IP1,0_PKD1L2,0_PKD1L3,0_PKHD1L1,0_PLA2G5,0_PLAC1,0_PLCD3,0_PLCXD3,0_PLD5,0_PLEK2,0_PLEKHH1,0_PLEKHM3,0_PLK1,0_PLK3,0_PLXND1,0_PMS2L1,0_PNCK,0_POLE2,0_POLR2G,0_POLR3E,0_PON3,0_POU3F2,0_PPAP2A,0_PPAPDC1A,0_PPIA,0_PPIL1,0_PPIL5,0_PPM1D,0_PPM1F,0_PPM1G,0_PPP1CA,0_PPP1R14A,0_PQBP1,0_PRB4,0_PRC1,0_PRDX6,0_PRICKLE2,0_PRKG2,0_PROK1,0_PROL1,0_PRSS1,0_PSMA5,0_PSMB3,0_PSMB8,0_PSME1,0_PTCHD3,0_PTGFR,0_PTGIS,0_PTGR1,0_PTH1R,0_PTPN2,0_PTPN7,0_PTPRH,0_PTPRQ,0_PWRN1,0_PXT1,0_PYCR1,0_PYROXD2,0_PYY2,0_RAB11FIP5,0_RAB3B,0_RAB3C,0_RAB3IP,0_RAB41,0_RAB4B,0_RAB6B,0_RAC3,0_RALB,0_RAPGEFL1,0_RARRES2,0_RASA3,0_RASL11A,0_RBM10,0_RBM15B,0_RBM16,0_RBP4,0_RCBTB2,0_RDH5,0_RDM1,0_RECQL4,0_RELT,0_RERGL,0_RFC2,0_RFC5,0_RFTN1,0_RFX6,0_RGS14,0_RGS17,0_RHBDL1,0_RHBG,0_RHOJ,0_RHOU,0_RIBC1,0_RIMS3,0_RNASE4,0_RNF112,0_RNF115,0_RNF123,0_RNF157,0_RNF2,0_RNF31,0_RNF34,0_RNF39,0_RNF7,0_ROBO3,0_ROGDI,0_RORB,0_RPH3A,0_RPL19,0_RPL21P44,0_RPL23AP64,0_RPL28,0_RTN4,0_RUNX1T1,0_RUVBL2,0_RYR3,0_S100A12,0_SAAL1,0_SAMD1,0_SAPS1,0_SART1,0_SASH1,0_SCARF1,0_SCGB3A2,0_SCN2A,0_SCN5A,0_SCN7A,0_SCNN1B,0_SCRN1,0_SDR39U1,0_SDS,0_SEC11C,0_SEC14L3,0_SEC61A1,0_SEH1L,0_SEMA6C,0_SEMA7A,0_SEPT12,0_SEPT7,0_SERINC3,0_SERPINA1,0_SERPINA3,0_SERPINA9,0_SERPINF1,0_SETDB2,0_SEZ6,0_SF3B2,0_SF4,0_SFRP4,0_SFTPC,0_SFXN2,0_SGCB,0_SGCG,0_SGSM1,0_SH2D2A,0_SHANK3,0_SILV,0_SIRPG,0_SIX3,0_SI,0_SKA3,0_SLC10A6,0_SLC13A2,0_SLC14A2,0_SLC16A10,0_SLC16A12,0_SLC16A8,0_SLC20A2,0_SLC22A3,0_SLC23A1,0_SLC24A4,0_SLC25A22,0_SLC25A41,0_SLC29A2,0_SLC2A4,0_SLC30A2,0_SLC36A2,0_SLC39A8,0_SLC41A3,0_SLC6A3,0_SLC7A14,0_SLCO1C1,0_SLITRK3,0_SMARCA4,0_SMC4,0_SMOX,0_SMR3B,0_SNAP47,0_SNCG,0_SNORD1C,0_SNTB2,0_SNW1,0_SNX19,0_SNX4,0_SOCS2,0_SOX12,0_SOX7,0_SPAG16,0_SPATA17,0_SPC25,0_SPDYC,0_SPINK4,0_SPNS2,0_SPRR2B,0_SPRR2G,0_SPRY2,0_SPRYD5,0_SPTBN2,0_SQLE,0_SRD5A2,0_SREBF1,0_SRP54,0_SRPX,0_SRRM5,0_SRRT,0_SS18,0_SSRP1,0_SSTR1,0_SSX2IP,0_ST3GAL3,0_ST6GALNAC3,0_STAB1,0_STAB2,0_STARD10,0_STBD1,0_STK32A,0_STRA13,0_STX7,0_SUB1,0_SUGT1L1,0_SUGT1P1,0_SURF2,0_SYNGR1,0_SYNGR2,0_SYNGR3,0_SYNJ1,0_TAB2,0_TACC3,0_TAF6,0_TAF9B,0_TAP1,0_TARDBP,0_TARSL2,0_TAS2R41,0_TAS2R7,0_TBC1D5,0_TBP,0_TBX5,0_TCEAL5,0_TCF21,0_TCTEX1D4,0_TDGF3,0_TERT,0_TFF1,0_TFR2,0_TGFBR3,0_TGIF1,0_THBD,0_THG1L,0_THSD7A,0_TIGIT,0_TIMELESS,0_TIMM17B,0_TIMM50,0_TIMP2,0_TJP3,0_TKTL1,0_TLL1,0_TLX1,0_TM6SF2,0_TMC2,0_TMEM128,0_TMEM132A,0_TMEM132C,0_TMEM140,0_TMEM141,0_TMEM14A,0_TMEM170B,0_TMEM184C,0_TMEM191A,0_TMEM206,0_TMEM211,0_TMEM31,0_TMEM35,0_TMEM55A,0_TMEM63B,0_TMEM69,0_TMEM82,0_TMOD1,0_TMPPE,0_TNFRSF18,0_TNFRSF9,0_TNFSF12,0_TNIP3,0_TNNT3,0_TOMM40,0_TOMM6,0_TOP1P1,0_TOX3,0_TPI1,0_TPM3,0_TPRX1,0_TRAM2,0_TRIP13,0_TROAP,0_TRPV3,0_TRY6,0_TSPAN11,0_TTC24,0_TTC39C,0_TTLL10,0_TUBA3C,0_TUBA3E,0_TUBG1,0_TUBG2,0_TUFM,0_TYRP1,0_T,0_UBE2S,0_UBL4B,0_UBQLNL,0_UBTF,0_UGDH,0_UHRF1,0_UNC45A,0_UPK1B,0_USP2,0_UST,0_VAMP2,0_VASP,0_VENTX,0_VLDLR,0_VSIG1,0_VSIG4,0_VSIG8,0_VWCE,0_WASF3,0_WDR62,0_WDR74,0_WDR83,0_WDR8,0_WFIKKN2,0_WSCD2,0_WWOX,0_XCR1,0_XG,0_XIRP1,0_XPA,0_XPO5,0_XRCC3,0_YPEL5,0_ZBTB12,0_ZBTB16,0_ZBTB17,0_ZC3H18,0_ZCCHC24,0_ZDHHC6,0_ZFP36,0_ZFP37,0_ZFYVE28,0_ZNF143,0_ZNF146,0_ZNF25,0_ZNF282,0_ZNF334,0_ZNF3,0_ZNF410,0_ZNF423,0_ZNF487,0_ZNF526,0_ZNF554,0_ZNF658,0_ZNF674,0_ZNF732,0_ZNF746,0_ZNF74,0_ZNF750,0_ZNF75D,0_ZNF781,0_ZNF804B,0_ZNRF4,0_ZP1,0_ZWILCH
0,0,48,0,35,0,0,0,27,0,0,0,24,0,0,26,0,26,0,34,53,0,0,0,31,0,28,4,3,2,15,16,51,0,0,9,38,0,4,0,0,0,0,34,0,16,0,4,4,54,0,5,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,61,0,0,0,0,0,86,0,0,50,0,24,0,30,0,19,0,0,0,0,0,0,0,0,8,0,10,0,0,0,68,0,0,0,0,0,0,5,154,0,0,0,0,0,0,42,0,0,120,0,0,0,2,0,0,0,22,0,31,0,0,2,0,0,0,92,0,0,0,0,6,47,0,0,0,44,0,0,0,0,39,0,0,0,0,0,0,16,0,14,0,0,27,0,27,0,0,77,0,0,0,0,85,0,0,0,0,11,0,0,0,0,0,44,34,0,0,14,0,0,0,0,0,2,0,0,6,0,48,0,0,0,0,5,0,0,0,0,0,0,0,0,81,0,5,0,57,151,8,21,47,0,26,0,86,34,26,0,2,0,0,0,0,0,0,0,6,0,0,2,15,71,0,2,0,21,0,0,50,18,0,62,70,36,0,0,57,25,25,0,0,0,0,38,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,57,0,6,12,2,0,78,0,0,0,0,0,0,0,0,54,0,0,2,0,0,0,5,0,15,5,15,0,0,0,0,0,64,0,0,0,0,8,10,0,0,46,0,11,0,0,0,0,0,0,10,0,0,0,62,0,34,0,0,0,0,0,35,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,36,0,0,0,18,0,32,0,8,0,55,0,0,0,0,0,0,58,22,63,0,0,0,0,0,0,0,0,10,31,0,47,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,20,86,0,0,0,0,0,0,0,54,57,31,0,0,0,34,0,0,0,14,0,0,0,0,0,0,0,38,0,15,0,50,84,0,0,0,0,3,0,0,0,0,0,0,0,42,32,0,20,63,0,51,1,33,0,55,8,0,5,0,0,0,0,0,0,31,0,0,6,17,64,70,0,0,0,5,0,0,0,95,18,0,0,45,56,39,50,83,0,41,0,3,10,1,0,0,2,10,0,0,25,0,0,19,0,0,0,0,0,79,0,0,0,0,0,17,0,0,51,108,0,28,0,52,23,0,6,0,0,39,0,0,0,0,52,67,0,20,0,0,0,0,0,0,5,12,18,32,7,0,45,0,62,90,4,0,22,51,0,0,56,49,0,0,0,0,0,0,0,41,0,0,0,5,35,95,0,0,29,0,0,0,31,8,1,0,0,0,0,0,55,69,0,0,31,0,0,91,34,18,21,52,20,25,0,41,0,0,0,17,0,0,101,3,13,18,0,45,0,0,0,8,0,32,0,0,0,0,17,0,0,74,0,0,16,44,9,0,0,0,21,0,0,0,0,15,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,45,14,0,29,57,0,8,0,0,96,0,20,71,0,20,0,0,0,0,0,4,0,4,0,18,24,0,0,0,0,10,0,2,0,0,4,0,0,0,18,0,0,0,27,0,38,29,0,0,0,0,0,11,33,0,0,0,0,0,0,0,0,0,12,0,23,0,0,0,0,0,0,0,0,0,15,0,50,14,6,13,0,48,0,0,67,0,0,58,0,0,0,0,0,74,0,14,0,29,0,0,0,0,0,0,0,0,0,0,26,0,11,0,55,32,0,0,15,2,0,0,0,0,0,0,0,0,0,13,58,0,0,0,0,0,33,0,0,0,47,0,0,0,0,0,11,16,11,16,0,0,0,0,20,76,0,8,0,0,0,14,25,0,0,0,16,0,0,8,0,0,0,0,0,0,0,25,25,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,60,0,74,0,85,0,2,27,0,0,0,0,0,0,0,58,35,0,0,38,4,0,0,0,0,0,0,1,0,0,0,41,0,43,0,61,0,4,0,0,19,16,24,89,6,0,0,53,19,0,0,73,10,0,6,6,50,0,48,0,0,78,0,0,36,41,0,11,11,0,0,0,0,49,0,0,0,0,89,0,18,0,0,0,0,0,27,68,7,0,0,48,0,0,0,0,21,0,0,0,0,12,24,0,21,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,23,6,0,0,0,13,0,11,0,0,0,0,0,58,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,6,54,0,38,0,0,23,0,49,0,0,0,17,0,0,0,0,45,0,0,0,0,0,0,1,0,0,0,10,0,5,0,0,0,0,91,0,0,29,11,0,55,18,0,29,0,56,0,0,0,0,0,0,117,0,41,0,0,0,0,8,0,63,0,34,49,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,8,0,0,69,0,8,0
100,3,0,0,0,1,0,0,1,0,5,0,0,0,0,0,4,11,0,0,0,0,1,18,0,5,0,0,0,0,0,70,0,0,1,32,0,35,0,6,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,6,0,0,0,11,0,1,1,0,0,440,1,0,366,0,0,0,0,1,0,0,0,0,1,7,0,95,3,0,2,0,0,1,0,2,1,1,0,0,1,0,55,0,0,0,14,0,1,0,0,0,0,22,0,0,0,0,0,2,0,39,3,109,0,0,0,0,0,0,14,0,0,28,1,0,113,0,0,1,226,0,0,0,0,0,0,4,0,0,1,0,83,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,1,4,0,0,0,0,350,0,0,0,0,223,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,91,0,0,0,0,1,0,0,5,0,0,83,0,1,0,141,0,0,0,193,0,0,0,0,0,0,0,1,83,2,0,1,0,0,0,0,0,0,1,0,0,1,0,12,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,198,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,5,1,1,0,0,0,7,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,12,1,0,13,3,0,10,1,0,0,1,0,0,0,0,0,0,0,51,0,0,0,4,0,0,0,3,56,0,1,1,0,1,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,14,39,39,4,0,11,9,0,0,0,0,0,4,0,0,0,0,1,0,51,0,0,0,0,0,0,0,0,0,157,0,0,0,96,2,230,0,0,0,0,1,9,0,0,0,33,0,38,19,0,0,447,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3,313,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,305,80,0,0,0,0,0,3,0,0,71,57,0,0,0,0,0,0,0,1,0,0,339,0,0,0,1,0,1,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,95,1,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,304,8,0,0,0,10,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,2,0,0,0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,384,1,0,0,0,0,0,0,1,124,0,0,0,0,0,2,2,0,2,2,0,1,1,1,0,0,0,0,20,0,0,0,0,0,0,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,6,0,0,0,0,0,19,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,4,0,0,0,0,2,0,1,0,0,1,0,3,0,0,0,0,3,5,0,0,0,18,0,0,20,1,1,0,1,0,0,0,0,2,0,0,9,0,0,1,4,0,0,129,2,0,0,0,0,0,3,1,0,0,0,0,0,55,0,0,0,0,1,0,0,0,1,1,0,216,0,0,0,0,0,0,0,0,0,20,0,0,0,0,100,0,0,1,6,0,0,0,328,0,1,0,3,435,1,0,1,0,253,1,0,0,163,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,4,0,1,0,80,0,0,0,2,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,97,0,1,0,4,1,1,0,0,51,1,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,412,1,6,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,415,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,137,1,0,0
