gen,0_A2BP1,0_AADACL2,0_ABCA6,0_ABCA9,0_ABCB11,0_ABCC2,0_ABCC9,0_ABCD2,0_ABHD15,0_ABL1,0_ACACA,0_ACAT2,0_ACCSL,0_ACOT4,0_ACSS3,0_ACTG1,0_ADAM32,0_ADAMTS14,0_ADAMTS1,0_ADCK4,0_ADCY4,0_ADCYAP1,0_ADH1C,0_ADH5,0_ADRA1A,0_ADRA1B,0_ADRA2C,0_ADRB2,0_AGAP11,0_AGMAT,0_AIFM3,0_AIM1L,0_AKR1C1,0_AKR1C2,0_AKR1E2,0_AKR7L,0_ALAS2,0_ALDOB,0_AMPH,0_ANGPT1,0_ANKDD1A,0_ANKRD13B,0_ANKRD46,0_ANLN,0_ANO2,0_ANO6,0_ANO7,0_AOC2,0_AP1M2,0_APC2,0_APEH,0_APITD1,0_APLP2,0_APOB48R,0_APOBEC3B,0_APOBEC4,0_APOF,0_APOL2,0_APOOL,0_ARID1B,0_ARL6IP1,0_ARMC10,0_ARMC7,0_ARPC3,0_ARRDC3,0_ARV1,0_ASCC1,0_ATCAY,0_ATIC,0_ATP5B,0_ATP5G1,0_ATP6V0D2,0_ATP6V0E2,0_ATP6V1G2,0_ATXN1L,0_ATXN2L,0_B4GALT6,0_BCHE,0_BCL2A1,0_BCL9L,0_BFAR,0_BHMT2,0_BICD2,0_BMP2,0_BMP3,0_BOK,0_BRSK1,0_BST2,0_BTBD19,0_BTN2A2,0_BUD31,0_C10orf47,0_C10orf53,0_C10orf54,0_C10orf58,0_C10orf95,0_C11orf16,0_C11orf41,0_C11orf46,0_C11orf70,0_C13orf26,0_C13orf33,0_C14orf109,0_C14orf142,0_C14orf143,0_C14orf183,0_C14orf49,0_C14orf68,0_C14orf80,0_C14orf86,0_C15orf39,0_C15orf42,0_C15orf48,0_C16orf71,0_C17orf103,0_C17orf37,0_C17orf55,0_C17orf99,0_C18orf34,0_C18orf56,0_C19orf10,0_C19orf12,0_C19orf33,0_C19orf40,0_C19orf45,0_C19orf46,0_C1orf180,0_C1orf226,0_C1orf92,0_C20orf134,0_C20orf96,0_C21orf29,0_C21orf56,0_C21orf57,0_C21orf62,0_C2CD4B,0_C2orf34,0_C3orf50,0_C3orf55,0_C4BPA,0_C6orf126,0_C6orf129,0_C6orf138,0_C6orf142,0_C6orf153,0_C6orf81,0_C7orf29,0_C7orf34,0_C7orf53,0_C7orf58,0_C8orf75,0_C9orf140,0_C9orf171,0_C9orf89,0_CAB39L,0_CALY,0_CAMP,0_CAPSL,0_CAPZA3,0_CASKIN2,0_CASP6,0_CAV1,0_CAV3,0_CBLN2,0_CBX4,0_CCBE1,0_CCDC141,0_CCDC160,0_CCDC28B,0_CCDC34,0_CCDC43,0_CCDC46,0_CCDC50,0_CCDC74A,0_CCDC74B,0_CCDC82,0_CCDC93,0_CCL14,0_CCL25,0_CCL27,0_CCL5,0_CCL8,0_CCNE2,0_CD300LG,0_CDCA3,0_CDCA5,0_CDH10,0_CDH2,0_CDKN1C,0_CDR1,0_CEBPA,0_CELP,0_CENPA,0_CES1,0_CETN4P,0_CETP,0_CGREF1,0_CHAF1B,0_CHEK2,0_CHRDL1,0_CISH,0_CIT,0_CKB,0_CKMT1A,0_CKS2,0_CLC,0_CLEC18C,0_CLEC4M,0_CLK2,0_CLNK,0_CLNS1A,0_CMTM4,0_CNTNAP2,0_COL22A1,0_COMP,0_COPG2,0_COPS4,0_COX6C,0_CPB2,0_CPXM2,0_CR1,0_CRB3,0_CRCT1,0_CREB3L4,0_CRTAC1,0_CRTAP,0_CSF3,0_CSK,0_CSN1S1,0_CSN3,0_CSNK2A2,0_CST1,0_CTSF,0_CUBN,0_CX3CR1,0_CXCL10,0_CXCL13,0_CXCR1,0_CXCR7,0_CXorf36,0_CXorf64,0_CYB561D2,0_CYP2A6,0_CYP3A4,0_CYP3A5,0_CYP3A7,0_CYP4F11,0_CYP8B1,0_CYTL1,0_DAB2,0_DAXX,0_DCD,0_DCLRE1A,0_DDAH1,0_DDIT4L,0_DDIT4,0_DDX27,0_DDX3Y,0_DDX49,0_DEF6,0_DEPDC1,0_DGAT1,0_DGAT2,0_DHX30,0_DIP2C,0_DIRC3,0_DKFZp779M0652,0_DKK4,0_DNAJB11,0_DOCK4,0_DOCK6,0_DPM2,0_DPP6,0_DPY30,0_DQX1,0_DSC1,0_DSCR3,0_DUOX1,0_DUS4L,0_DUSP15,0_DUSP5P,0_DYNC1I1,0_E2F2,0_EBP,0_EDA2R,0_EEPD1,0_EFEMP1,0_EHBP1,0_EHD2,0_EIF3C,0_EIF3M,0_ELAVL2,0_ELOVL2,0_EMID2,0_EMX1,0_ENTPD8,0_EPB49,0_EPDR1,0_EPS15L1,0_ERH,0_ERMN,0_ESR2,0_ESRP1,0_ESYT2,0_F10,0_F8,0_FAM128A,0_FAM182A,0_FAM55A,0_FAM57B,0_FAM72A,0_FAM74A3,0_FAM89A,0_FAM92B,0_FAM9C,0_FAT4,0_FBXL5,0_FBXO9,0_FCAR,0_FCRLB,0_FEZ2,0_FFAR3,0_FGF7,0_FGFBP2,0_FIGF,0_FKSG83,0_FLG2,0_FLJ26850,0_FLJ34503,0_FLJ35776,0_FLJ42289,0_FLJ44082,0_FLT3,0_FOSB,0_FOXD3,0_FOXN3,0_FOXO4,0_FOXQ1,0_FRMPD4,0_FUZ,0_GABARAPL2,0_GABRA1,0_GABRA2,0_GABRA4,0_GABRB1,0_GABRD,0_GAD1,0_GALNT9,0_GALNTL2,0_GCAT,0_GGNBP1,0_GHR,0_GIMAP6,0_GIMAP8,0_GINS1,0_GIPC2,0_GK,0_GLA,0_GLDC,0_GLRA4,0_GNA11,0_GNS,0_GOLGA9P,0_GPA33,0_GPATCH1,0_GPD1,0_GPIHBP1,0_GPLD1,0_GPR109B,0_GPR120,0_GPR171,0_GPR34,0_GPR44,0_GPR64,0_GPR68,0_GRAPL,0_GRASP,0_GREB1L,0_GRIK2,0_GRTP1,0_GSTA4,0_GSTM4,0_GUCY2D,0_H2BFM,0_HADHA,0_HARBI1,0_HBB,0_HCFC1R1,0_HCG2P7,0_HEPACAM,0_HEPN1,0_HERC3,0_HERPUD2,0_HES5,0_HIC2,0_HIST1H2BH,0_HIST1H2BO,0_HIST1H3B,0_HIST1H3D,0_HIST1H3F,0_HIST1H4H,0_HIST1H4J,0_HIST2H2BE,0_HIST2H4A,0_HIST3H2A,0_HIST3H2BB,0_HLA-DOB,0_HLF,0_HNRNPA2B1,0_HNRNPUL1,0_HOXA6,0_HOXB13,0_HOXB9,0_HPRT1,0_HPSE2,0_HRC,0_HR,0_HSD17B11,0_HSD17B7P2,0_HSPA2,0_HSPB2,0_HTR1D,0_HYAL3,0_IGFALS,0_IGFL3,0_IKBKE,0_IL10,0_IL1RL2,0_ILDR1,0_IP6K2,0_IPO4,0_IQCC,0_IRX2,0_IRX3,0_IRX5,0_ISCA2,0_ISCU,0_ISG20,0_ISLR2,0_ITGB3,0_IVL,0_JRK,0_JTB,0_KALRN,0_KANK2,0_KCNA2,0_KCNA5,0_KCNB1,0_KCNE3,0_KCNH5,0_KCNJ11,0_KCNK15,0_KCNK3,0_KCNT1,0_KCTD3,0_KDM4DL,0_KHDRBS1,0_KIAA1211,0_KIAA1524,0_KIF15,0_KIF23,0_KIF25,0_KIF26B,0_KIF4A,0_KLB,0_KLF11,0_KLHDC7B,0_KLHL20,0_KLHL30,0_KLHL33,0_KLRC2,0_KRT20,0_KRT34,0_KRT37,0_KRT71,0_KRTAP10-12,0_KRTAP10-6,0_KRTAP12-1,0_KRTAP13-4,0_KRTAP5-9,0_KRTCAP3,0_L1CAM,0_LACE1,0_LASS3,0_LCAT,0_LCE1E,0_LGALS12,0_LHFPL3,0_LHX6,0_LILRA1,0_LINS1,0_LIX1,0_LOC100101266,0_LOC100128675,0_LOC100128977,0_LOC100129066,0_LOC100130148,0_LOC100130238,0_LOC100131496,0_LOC100190938,0_LOC100192378,0_LOC100216001,0_LOC100302640,0_LOC134466,0_LOC143666,0_LOC145820,0_LOC149837,0_LOC158376,0_LOC221442,0_LOC283856,0_LOC285627,0_LOC285768,0_LOC285780,0_LOC338588,0_LOC399815,0_LOC440356,0_LOC646982,0_LOC647859,0_LOC647946,0_LOC653566,0_LOC84856,0_LOR,0_LPPR5,0_LRP5,0_LRRC1,0_LRRC3,0_LRRC46,0_LRRC55,0_LRRC66,0_LRRC8A,0_LRRN3,0_LSR,0_MAFG,0_MAGEA1,0_MAG,0_MAK,0_MAP3K4,0_MAPK10,0_MAPRE3,0_MARVELD3,0_MAS1,0_MASP1,0_MASP2,0_MAT2A,0_MAZ,0_MBD5,0_MBOAT1,0_MBOAT2,0_MBP,0_MCART2,0_MCEE,0_ME1,0_MEA1,0_MED20,0_MEOX2,0_METRN,0_METTL12,0_MGLL,0_MID2,0_MIOS,0_MLXIPL,0_MMP12,0_MMP1,0_MMP3,0_MORN5,0_MPP1,0_MPPED1,0_MPZL3,0_MRC1,0_MS4A15,0_MS4A4A,0_MS4A8B,0_MT3,0_MTMR9,0_MUC1,0_MYBPH,0_MYCT1,0_MYEOV2,0_MYOC,0_MYOM1,0_MYST3,0_NACC2,0_NAT8L,0_NBPF4,0_NBPF6,0_NBR2,0_NCRNA00182,0_NDUFS4,0_NEUROD1,0_NEUROD6,0_NEUROG2,0_NFIA,0_NFKBIA,0_NFKBIE,0_NIPAL1,0_NIPAL4,0_NIPSNAP3B,0_NKAPL,0_NLGN1,0_NLRP13,0_NLRX1,0_NMBR,0_NME2P1,0_NMT1,0_NMT2,0_NMUR1,0_NOS1,0_NOS2,0_NPR1,0_NPR2,0_NPR3,0_NR4A1,0_NSL1,0_NUAK2,0_NUBP1,0_NUDT16L1,0_NUDT3,0_OAF,0_ODF3L1,0_ODF3L2,0_OLAH,0_OMA1,0_OPN1MW,0_OR10H4,0_OR10V1,0_OR12D3,0_OR13C4,0_OR13C5,0_OR2A1,0_OR2A2,0_OR4C13,0_OR4C45,0_OR52E6,0_OR52K1,0_OR52L1,0_OR52N5,0_OR56A1,0_OR56A3,0_OR6B1,0_OR7D2,0_OR8A1,0_OTOP2,0_OTX1,0_P2RY12,0_P4HTM,0_PAFAH1B3,0_PAQR9,0_PARD6A,0_PARN,0_PATZ1,0_PCBP3,0_PCDH19,0_PCDHB18,0_PCDHB3,0_PCDHGA11,0_PCDHGA2,0_PCDHGA3,0_PCDHGA7,0_PCDHGA9,0_PCDHGB3,0_PCDHGB5,0_PCMT1,0_PDCL3,0_PDE1B,0_PDE6G,0_PDE8B,0_PDGFA,0_PDIK1L,0_PDK4,0_PDP1,0_PDZK1P1,0_PELI2,0_PELO,0_PENK,0_PERP,0_PGA3,0_PGLYRP1,0_PGRMC2,0_PIGZ,0_PINK1,0_PIR,0_PKD1L1,0_PKHD1L1,0_PLA2G10,0_PLA2G2F,0_PLAC1,0_PLCXD3,0_PLEK2,0_PLEKHM3,0_PLIN2,0_PLIN3,0_PLIN4,0_PMF1,0_PNCK,0_PNPLA5,0_POLR2H,0_POSTN,0_PPAN,0_PPCDC,0_PPEF1,0_PPIB,0_PPM1G,0_PPP1R15A,0_PPP4C,0_PRAMEF16,0_PRDM5,0_PRELP,0_PREX2,0_PRG4,0_PRKAG3,0_PRKCA,0_PRKD1,0_PRKG2,0_PRMT3,0_PROKR1,0_PRPH,0_PRR14,0_PRR15,0_PRRG3,0_PSKH1,0_PSMA1,0_PSMA4,0_PSMC4,0_PTBP1,0_PTCHD3,0_PTH1R,0_PTPN2,0_PTPN5,0_PTPRQ,0_PVALB,0_PVRL2,0_PYDC1,0_PYGO2,0_QRFPR,0_RAB26,0_RAB28,0_RAB36,0_RAB3C,0_RALY,0_RANBP1,0_RARRES3,0_RASIP1,0_RBCK1,0_RBM42,0_RBM46,0_RBM9,0_RDM1,0_REM2,0_RFXANK,0_RGNEF,0_RGS20,0_RGS3,0_RHBDL1,0_RHOC,0_RHO,0_RIBC2,0_RIMBP2,0_RIPPLY1,0_RNASE7,0_RNF39,0_RNF40,0_RNFT2,0_ROBO4,0_RORB,0_RPH3A,0_RPL39L,0_RPS18,0_RPS24,0_RPS4Y1,0_RPSA,0_RPUSD1,0_RSPH1,0_RSPH3,0_RTKN2,0_RUNDC3B,0_RXRA,0_RYBP,0_RYR3,0_S100A12,0_S100A4,0_SALL4,0_SAMD5,0_SAP30L,0_SARM1,0_SASH1,0_SATL1,0_SCARB2,0_SCRN1,0_SDHAP1,0_SDHAP2,0_SEC11C,0_SEC63,0_SEL1L2,0_SEMA3B,0_SEPP1,0_SEPT12,0_SEPT3,0_SERPINA11,0_SERPINA1,0_SERPINA3,0_SERPIND1,0_SFPQ,0_SFRS1,0_SFTPA1,0_SFXN2,0_SGCA,0_SGCZ,0_SGEF,0_SGK2,0_SH3GL3,0_SH3TC2,0_SHANK3,0_SHD,0_SHE,0_SHPRH,0_SIAH2,0_SILV,0_SIM1,0_SI,0_SKAP2,0_SLC12A4,0_SLC12A8,0_SLC14A2,0_SLC16A7,0_SLC17A5,0_SLC20A1,0_SLC23A2,0_SLC25A34,0_SLC35A4,0_SLC39A8,0_SLC45A1,0_SLC6A19,0_SLC6A3,0_SLC7A10,0_SLIT3,0_SLITRK3,0_SMAD5OS,0_SMEK1,0_SMG6,0_SMR3B,0_SMTNL1,0_SNORA57,0_SNRPA,0_SNTN,0_SOX12,0_SP7,0_SPAG8,0_SPATA17,0_SPC25,0_SPINK4,0_SPINK5,0_SPOCD1,0_SPRR4,0_SPRY4,0_SRD5A2,0_SREBF1,0_SRPX,0_SRRM5,0_SSBP1,0_SSRP1,0_SSTR5,0_ST8SIA6,0_STAB2,0_STAP1,0_STARD10,0_STARD8,0_STRBP,0_STXBP1,0_STYXL1,0_SULT4A1,0_SUMO1P3,0_SUMO1,0_SURF2,0_SYNGR3,0_SYNJ1,0_SYPL2,0_SYT1,0_SYT4,0_TAL1,0_TAPBP,0_TARDBP,0_TARSL2,0_TAS2R31,0_TBC1D10B,0_TBL1XR1,0_TBL3,0_TBP,0_TCEA3,0_TCF15,0_TCP1,0_TDRD10,0_TEAD4,0_TEKT1,0_TEKT4,0_TERF2IP,0_TFF1,0_THOC6,0_THSD1,0_TIMP1,0_TIMP4,0_TK2,0_TLR4,0_TMC7,0_TMEM109,0_TMEM132A,0_TMEM14B,0_TMEM155,0_TMEM164,0_TMEM188,0_TMEM192,0_TMEM196,0_TMEM211,0_TMEM223,0_TMEM31,0_TMEM56,0_TMEM60,0_TMEM82,0_TMEM8A,0_TMEM9,0_TMPPE,0_TNFRSF9,0_TNFSF11,0_TNFSF4,0_TNNI3,0_TNNT1,0_TNS1,0_TOX3,0_TP53BP2,0_TPMT,0_TPTE2P1,0_TRAF2,0_TRAF5,0_TRAIP,0_TRDN,0_TREH,0_TRHDE,0_TRIM26,0_TRIM68,0_TRMT2A,0_TROAP,0_TRPC5,0_TRPM6,0_TRPV3,0_TSC1,0_TSC22D2,0_TTBK1,0_TTC36,0_TTC39C,0_TTC7B,0_TUBA3C,0_TUBA3D,0_TUSC5,0_TXNDC11,0_TXNDC6,0_TYRP1,0_T,0_U2AF2,0_UBE2E1,0_UBE2G2,0_UBE2L6,0_UBE4A,0_UBQLNL,0_UGT3A2,0_UNC13B,0_UPK1B,0_USP17L2,0_USP2,0_USP4,0_UST,0_VAMP2,0_VAV3,0_VEGFC,0_VOPP1,0_VPS24,0_VPS52,0_VRK1,0_VSIG1,0_VSIG8,0_VSX2,0_WDR37,0_WDR83,0_WDSUB1,0_WFDC12,0_WHAMML2,0_WNT5A,0_WWOX,0_XKRX,0_YIF1B,0_YIPF5,0_YY1AP1,0_ZAK,0_ZBED2,0_ZBTB34,0_ZDHHC6,0_ZFC3H1,0_ZMAT3,0_ZNF26,0_ZNF296,0_ZNF322B,0_ZNF366,0_ZNF385B,0_ZNF408,0_ZNF410,0_ZNF503,0_ZNF544,0_ZNF620,0_ZNF672,0_ZNF681,0_ZNF695,0_ZNF768,0_ZNF781,0_ZNF804B,0_ZNRD1,0_ZP1,0_ZP2,0_ZWINT
0,0,0,0,0,15,18,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,60,68,0,14,47,92,42,0,88,18,0,34,0,2,8,0,0,61,0,0,49,0,14,0,0,44,0,76,63,0,0,0,0,11,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,52,82,0,0,0,101,0,0,0,0,0,1,4,0,12,2,0,0,0,66,0,0,0,0,19,0,0,58,0,0,0,0,0,0,0,95,0,0,0,0,4,0,0,0,31,0,0,93,0,0,55,49,0,0,0,25,45,0,0,28,26,50,0,29,0,0,0,26,0,0,10,42,0,14,0,0,0,0,26,0,0,0,0,0,0,62,0,0,0,0,11,10,0,0,0,2,0,0,0,0,0,0,0,0,0,8,54,0,0,92,0,10,0,0,25,13,9,1,61,88,51,8,0,10,78,0,0,0,0,0,0,13,110,0,96,73,0,60,0,0,0,28,44,0,0,0,50,52,6,26,75,0,4,0,0,0,52,55,0,4,0,0,5,0,29,48,0,0,0,0,7,0,17,4,4,0,0,0,0,0,0,0,0,18,0,0,0,0,31,0,53,0,0,104,62,70,0,0,0,0,56,0,0,0,0,0,0,46,21,77,0,0,0,0,111,0,0,0,0,15,0,11,6,0,0,50,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,34,15,0,20,0,0,0,0,87,0,0,0,0,0,43,0,10,0,0,12,0,0,0,5,9,26,86,0,27,49,87,0,0,5,0,0,0,71,0,0,12,0,0,0,0,8,0,0,0,5,48,0,0,0,0,44,25,0,0,37,0,60,0,0,54,0,0,0,0,0,75,0,0,0,0,111,0,52,0,34,4,42,0,19,0,0,23,22,5,0,0,0,0,33,11,0,0,0,21,0,24,64,0,87,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,75,0,0,0,2,0,13,20,0,11,50,0,0,0,61,0,0,0,68,0,16,0,0,29,0,98,0,38,18,75,23,65,0,0,0,0,14,0,76,0,0,0,0,63,130,25,84,0,44,0,0,32,0,0,2,3,44,3,6,0,23,0,7,15,0,0,0,0,0,0,0,88,0,0,51,46,0,1,153,5,86,0,21,23,0,28,0,36,0,0,33,1,0,0,14,0,0,0,33,0,0,0,0,0,0,28,0,0,48,0,0,0,0,41,45,0,0,63,59,7,25,0,0,37,6,0,8,0,39,31,0,0,31,0,0,38,0,101,0,3,20,12,2,0,0,26,0,20,5,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,56,0,0,48,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,57,0,40,0,0,35,0,0,0,0,0,0,0,11,0,0,22,26,0,0,52,35,0,72,0,0,10,0,0,0,0,0,101,21,0,0,0,31,50,0,0,0,0,0,27,35,2,91,27,0,49,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,88,0,0,0,0,0,19,0,0,5,26,16,0,37,0,81,0,0,56,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,47,0,0,0,24,0,0,0,53,48,0,0,0,18,0,0,0,0,0,0,0,0,12,0,0,52,0,0,134,0,0,0,38,0,0,0,0,0,0,0,39,0,38,49,24,53,0,0,0,0,0,0,0,0,129,23,0,0,0,0,0,70,0,0,0,0,0,28,3,0,0,0,29,0,63,65,0,86,0,0,61,132,0,0,36,75,42,0,0,0,0,0,0,0,41,0,17,126,0,45,0,0,0,0,0,0,38,54,69,13,0,0,68,0,4,0,0,0,0,0,0,41,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,59,0,32,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,42,0,12,143,0,4,0,0,0,0,7,0,12,29,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,19,20,0,0,16,0,0,0,0,31,0,0,0,0,0,0,0,19,0,11,0,0,0,36,0,24,0,0,0,0,0,68,90,0,0,0,0,0,0,1,61,31,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,34,0,0,50,0,56,0,1
100,3,1,1,3,0,0,0,0,0,0,0,0,7,4,0,0,40,1,0,0,9,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66,0,0,0,0,1,0,2,0,0,1,0,6,0,0,0,0,0,1,0,1,0,2,0,57,0,0,0,0,84,2,0,0,0,87,0,0,4,0,2,1,0,0,178,1,0,0,0,0,4,0,420,0,0,0,0,0,0,0,5,0,0,0,0,0,1,5,0,0,0,3,0,0,49,0,220,1,1,0,0,13,0,0,0,0,136,0,0,0,0,0,0,1,0,0,0,0,19,1,13,0,1,0,1,46,1,0,0,0,0,3,3,0,0,0,82,0,4,1,0,15,0,0,0,0,0,2,0,0,0,0,0,39,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,16,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,1,383,1,0,4,0,0,0,0,18,0,54,0,0,0,28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,9,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,419,0,2,0,2,0,0,0,1,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,104,0,0,0,2,4,44,1,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,7,4,0,1,0,0,0,106,0,0,0,0,0,0,0,9,0,1,0,7,0,0,278,0,0,0,0,44,0,0,199,1,114,0,0,440,0,1,0,0,0,0,0,0,0,0,0,0,1,19,0,0,2,1,5,0,0,0,0,0,0,7,137,0,348,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,227,0,0,0,0,274,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,16,0,0,1,3,28,1,0,0,0,0,0,0,24,0,1,0,0,0,3,0,1,3,0,0,1,0,0,1,2,1,3,0,0,69,0,1,0,0,375,0,0,0,0,0,0,215,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,71,0,2,80,2,0,0,0,0,3,0,0,31,0,0,7,0,0,0,1,0,37,4,1,0,0,0,36,0,0,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,1,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,173,0,1,0,14,0,0,0,3,0,0,0,0,0,6,1,13,10,0,0,1,0,1,0,0,2,0,9,0,4,0,2,0,0,0,0,5,0,0,0,0,0,0,7,0,0,317,0,0,1,68,0,2,0,0,0,1,1,1,0,0,0,0,0,0,307,0,0,0,1,2,40,0,0,7,6,0,5,1,0,1,0,0,0,0,1,0,0,7,0,0,123,166,0,0,0,0,1,0,0,0,0,0,2,5,0,2,1,1,1,2,426,2,1,68,0,0,0,407,0,158,18,0,7,1,1,0,1,2,1,9,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,4,1,0,0,0,1,0,4,0,66,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,0,1,411,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,62,0,0,0,0,2,4,1,0,0,0,1,0,0,0,0,1,0,1,4,0,1,0,84,364,1,16,0,0,0,0,0,1,0,1,0,0,0,2,0,0,4,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,3,109,1,1,1,0
