gen,0_AAK1,0_ABCA6,0_ABCA8,0_ABCB10,0_ABCD2,0_ABCG4,0_ACBD5,0_ACBD6,0_ACCN3,0_ACO1,0_ACSM2A,0_ADAM21,0_ADC,0_ADH7,0_ADRA1B,0_ADRB2,0_AGAP11,0_AGPAT2,0_AHNAK2,0_AIMP1,0_AKR1C3,0_AKR7A3,0_AKR7L,0_ALAS2,0_ALDH1A2,0_ALDOC,0_ALKBH1,0_ALPK3,0_AMMECR1,0_AMT,0_ANAPC10,0_ANGPT1,0_ANGPT4,0_ANGPTL6,0_ANKDD1A,0_ANKRD53,0_ANLN,0_ANO3,0_ANO7,0_ANP32A,0_AOC2,0_AP2S1,0_AP3B2,0_AP4M1,0_APOA1,0_APOBEC3B,0_APOL5,0_AQP7P1,0_ARGFX,0_ARHGAP11A,0_ARHGAP12,0_ARHGAP23,0_ARHGAP6,0_ARHGEF15,0_ARHGEF6,0_ARID5B,0_ARMC3,0_ARNT2,0_ARPC3,0_ARPC5L,0_ARRDC3,0_ARTN,0_ARV1,0_ASTL,0_ASXL3,0_ATF4,0_ATG4A,0_ATP1A2,0_ATP6V0D2,0_AZU1,0_B3GAT3,0_B3GNT5,0_B4GALNT3,0_B4GALT6,0_B9D1,0_BAGE,0_BAI2,0_BAMBI,0_BAT5,0_BBC3,0_BFSP1,0_BLOC1S3,0_BPGM,0_BRD4,0_BST1,0_BTBD11,0_BTBD7,0_BTNL3,0_BVES,0_C10orf47,0_C10orf58,0_C10orf67,0_C10orf90,0_C10orf95,0_C11orf16,0_C11orf49,0_C11orf51,0_C12orf39,0_C12orf70,0_C14orf109,0_C14orf143,0_C14orf169,0_C15orf2,0_C15orf52,0_C17orf55,0_C19orf45,0_C1QBP,0_C1orf126,0_C1orf183,0_C1orf35,0_C1orf74,0_C1orf77,0_C20orf26,0_C21orf29,0_C21orf56,0_C22orf39,0_C2CD2,0_C2orf29,0_C2orf40,0_C2orf53,0_C2orf67,0_C3orf64,0_C3orf65,0_C6orf126,0_C6orf127,0_C6orf138,0_C6orf142,0_C6orf154,0_C6orf70,0_C6orf81,0_C7orf28B,0_C7orf29,0_C7orf51,0_C7,0_C8orf51,0_C9orf114,0_C9orf116,0_C9orf150,0_C9orf27,0_C9orf5,0_C9orf66,0_C9orf79,0_C9orf86,0_C9orf98,0_CABYR,0_CALCRL,0_CALY,0_CATSPERG,0_CAV1,0_CBLC,0_CBLL1,0_CBLN2,0_CBLN4,0_CCBE1,0_CCBP2,0_CCDC153,0_CCDC157,0_CCDC42B,0_CCDC51,0_CCDC54,0_CCDC74A,0_CCDC80,0_CCL1,0_CCL7,0_CCNB1,0_CCNL1,0_CCR5,0_CD163L1,0_CD177,0_CD1B,0_CD300LF,0_CD37,0_CD48,0_CD6,0_CD9,0_CDADC1,0_CDC14C,0_CDC40,0_CDC42BPA,0_CDC42BPB,0_CDC42EP2,0_CDCA5,0_CDH2,0_CDH6,0_CDK2AP2,0_CDKN1C,0_CDR1,0_CEL,0_CEND1,0_CEPT1,0_CES1,0_CETP,0_CFL1,0_CHCHD8,0_CHL1,0_CHRNA9,0_CKMT2,0_CLDN10,0_CLDN19,0_CLDN23,0_CLEC4C,0_CLEC6A,0_CLIP4,0_CLPTM1,0_CMTM6,0_CNGA1,0_CNGA4,0_CNN1,0_CNNM1,0_CNTD2,0_CNTNAP2,0_COL17A1,0_COMMD3,0_COMP,0_COPB1,0_COPE,0_COPG,0_COPS7A,0_CORO1A,0_CORO1B,0_CORO2B,0_COX6B1,0_COX6C,0_CPNE7,0_CPNE8,0_CPSF2,0_CREB5,0_CRISP2,0_CRTAC1,0_CSK,0_CSN3,0_CST4,0_CTNNAL1,0_CTSE,0_CTXN1,0_CXCL13,0_CXCL2,0_CXCR2,0_CXorf59,0_CYBA,0_CYFIP2,0_CYP11A1,0_CYP1A1,0_CYP24A1,0_CYP2A6,0_CYP3A4,0_CYP3A5,0_CYP3A7,0_CYP4F11,0_DAK,0_DALRD3,0_DAOA,0_DCC,0_DCDC2,0_DCP1A,0_DCTN6,0_DCT,0_DCUN1D4,0_DDAH1,0_DDIT4L,0_DDR2,0_DDX11,0_DDX39,0_DECR1,0_DENND2D,0_DENND3,0_DES,0_DGAT2,0_DHH,0_DHRS13,0_DIRC3,0_DKFZP686I15217,0_DLK1,0_DLL1,0_DLX2,0_DMD,0_DNAH1,0_DNAJC18,0_DNMT3A,0_DOK7,0_DOLPP1,0_DPEP1,0_DPP6,0_DPYS,0_DQX1,0_DUSP22,0_DYDC2,0_EARS2,0_EDN2,0_EDN3,0_EEA1,0_EFHD2,0_EGF,0_EHBP1,0_ELOVL2,0_ELOVL3,0_EML5,0_ENDOG,0_ENOX2,0_ENPEP,0_ENTHD1,0_ENTPD8,0_EPB41L4B,0_EPN3,0_EPS8L1,0_ERCC6L,0_ERH,0_ERMN,0_EVI2A,0_EZR,0_F5,0_FAAH2,0_FAM102A,0_FAM119A,0_FAM124B,0_FAM126A,0_FAM127A,0_FAM13B,0_FAM170B,0_FAM171B,0_FAM176B,0_FAM178B,0_FAM180A,0_FAM180B,0_FAM183A,0_FAM21C,0_FAM23A,0_FAM54A,0_FAM59A,0_FAM70B,0_FAM83H,0_FANCF,0_FAT4,0_FBXL17,0_FBXL5,0_FBXO33,0_FBXO40,0_FCGR1A,0_FCRLB,0_FEZ2,0_FGF12,0_FGF8,0_FGFBP2,0_FHAD1,0_FHL5,0_FKBP2,0_FLAD1,0_FLJ10357,0_FLJ25328,0_FLJ25758,0_FLJ33360,0_FLT1,0_FMN2,0_FOXJ1,0_FOXN3,0_FOXO4,0_FOXQ1,0_FRMD4A,0_FSD1,0_FUS,0_GABRA2,0_GABRA4,0_GABRG1,0_GADD45G,0_GADL1,0_GALE,0_GALNT9,0_GCOM1,0_GEMIN7,0_GEMIN8P4,0_GFOD1,0_GFOD2,0_GGTA1,0_GJA4,0_GJC1,0_GLP2R,0_GLYATL2,0_GNAI1,0_GNL3,0_GNPAT,0_GOLGA2P3,0_GOLGA8C,0_GOLGA8G,0_GPLD1,0_GPR119,0_GPR126,0_GPR132,0_GPR160,0_GPR19,0_GPR37L1,0_GPR4,0_GPR84,0_GRIA1,0_GRIA4,0_GRIN2A,0_GSG2,0_GSTA4,0_GSTM5,0_GSTO1,0_GTF3A,0_GYS2,0_H1FX,0_HADH,0_HAS1,0_HAS3,0_HAUS1,0_HCG11,0_HDGFL1,0_HECA,0_HECW2,0_HERC3,0_HES5,0_HEY2,0_HFM1,0_HIST1H2AB,0_HIST1H2BC,0_HIST1H2BE,0_HIST1H2BF,0_HIST1H2BH,0_HIST1H2BK,0_HIST1H2BO,0_HIST1H4J,0_HJURP,0_HLA-DPB2,0_HLA-DQA1,0_HMGA1,0_HMGN1,0_HNRNPL,0_HOXB2,0_HPRT1,0_HSD11B1,0_HSPA12B,0_HSPA2,0_HSPB6,0_HYMAI,0_IBSP,0_ICOS,0_IDO2,0_IFI35,0_IFNGR1,0_IFNG,0_IGFALS,0_IGFBP1,0_IGFBPL1,0_IL1F8,0_IL1RL2,0_IL20,0_IL21,0_ILDR1,0_INMT,0_INSM1,0_INVS,0_IQCD,0_IRX2,0_IRX5,0_ISLR2,0_JAKMIP2,0_KALRN,0_KCNF1,0_KCNH7,0_KCNJ11,0_KIAA0101,0_KIAA0408,0_KIAA0427,0_KIAA0754,0_KIAA1199,0_KIAA1644,0_KIF20A,0_KIF25,0_KIF5B,0_KLF14,0_KLF4,0_KLHL32,0_KLK8,0_KREMEN1,0_KRI1,0_KRT13,0_KRT1,0_KRT84,0_KRTAP24-1,0_KRTAP4-3,0_KRTAP5-9,0_KY,0_L1CAM,0_LAMA4,0_LAPTM5,0_LDHAL6A,0_LEFTY2,0_LEPR,0_LGALS7B,0_LGALS9,0_LGMN,0_LHFPL3,0_LHFP,0_LIMCH1,0_LIPE,0_LIPH,0_LLGL2,0_LMBR1L,0_LOC100128822,0_LOC100128977,0_LOC100133545,0_LOC100134259,0_LOC100240726,0_LOC115110,0_LOC116437,0_LOC148413,0_LOC162632,0_LOC283731,0_LOC283856,0_LOC284440,0_LOC285045,0_LOC285205,0_LOC285735,0_LOC344967,0_LOC389634,0_LOC399815,0_LOC400696,0_LOC441204,0_LOC642826,0_LOC647859,0_LOC647946,0_LOC728264,0_LONRF3,0_LPCAT4,0_LQK1,0_LRGUK,0_LRIG3,0_LRRC2,0_LRRC32,0_LRRC3,0_LRRC48,0_LRRC7,0_LRRFIP2,0_LUC7L2,0_LYVE1,0_MAB21L1,0_MAGI1,0_MAP1LC3B2,0_MAP1LC3B,0_MAPK11,0_MAPK13,0_MAPK14,0_MAPKBP1,0_MASP1,0_MASP2,0_MAST2,0_MAVS,0_MCF2L2,0_MCM10,0_MCTS1,0_MEA1,0_MECP2,0_MED12,0_MED26,0_MELK,0_MEOX2,0_MEST,0_METTL14,0_MFSD3,0_MGC72080,0_MIA2,0_MID1,0_MKI67,0_MLL4,0_MLST8,0_MLXIPL,0_MMP10,0_MMP12,0_MMP9,0_MMRN1,0_MPDZ,0_MPPED1,0_MPZ,0_MRAP,0_MRC1,0_MRGPRX2,0_MRPL1,0_MRPL3,0_MRPS12,0_MRPS16,0_MST1,0_MT3,0_MTG1,0_MTL5,0_MTUS1,0_MUCL1,0_MUM1,0_MYADML,0_MYCBP,0_MYO16,0_MYO1G,0_MYOCD,0_MYOC,0_MYOZ2,0_MYT1,0_NAGA,0_NAPSB,0_NBLA00301,0_NCAM1,0_NCAM2,0_NCDN,0_NCOA1,0_NCRNA00160,0_NCRNA00167,0_NDE1,0_NDN,0_NDST1,0_NDUFAF2,0_NEFH,0_NELL1,0_NETO1,0_NEURL,0_NFAT5,0_NFKB2,0_NFRKB,0_NGF,0_NME4,0_NMNAT2,0_NQO2,0_NRXN1,0_NUP188,0_NUP62,0_NUSAP1,0_OCRL,0_ODF2,0_OIP5,0_OLAH,0_OLFM4,0_OLR1,0_OPRM1,0_OR12D3,0_OR1E2,0_OR2A12,0_OR2AG1,0_OR51B2,0_OR5T1,0_OR6C70,0_OSTM1,0_OTUD3,0_OTX1,0_P2RY11,0_PAF1,0_PAIP2B,0_PALM2-AKAP2,0_PAPOLB,0_PAR5,0_PARD6A,0_PARK2,0_PAX3,0_PCCA,0_PCDH11X,0_PCDH9,0_PCDHA10,0_PCDHA3,0_PCDHB11,0_PCDHB12,0_PCDHB2,0_PCDHB6,0_PCDHGA1,0_PCDHGA9,0_PCDHGC5,0_PCK1,0_PCSK5,0_PDE1A,0_PDE1B,0_PDXDC1,0_PDZD4,0_PECAM1,0_PELO,0_PEX11G,0_PEX3,0_PGLYRP1,0_PGLYRP2,0_PGRMC1,0_PHKG2,0_PHTF2,0_PIGO,0_PIGX,0_PIK3C2G,0_PIK3CA,0_PIK3R3,0_PKMYT1,0_PKP3,0_PLAC1,0_PLCXD3,0_PLCZ1,0_PLD1,0_PLEKHM1,0_PLK1S1,0_PLP1,0_PLXNB3,0_PLXND1,0_PM20D1,0_PNCK,0_PNPLA5,0_POLR1D,0_POSTN,0_POU3F2,0_PPAN,0_PPAPDC1A,0_PPIB,0_PPIL5,0_PPM1J,0_PPT1,0_PRDM5,0_PRDX6,0_PRG4,0_PROK1,0_PROL1,0_PROS1,0_PROX1,0_PSD4,0_PSD,0_PSEN1,0_PSMB10,0_PSMB3,0_PSME2,0_PSTPIP1,0_PTGFR,0_PTPN23,0_PTPRG,0_PTPRH,0_PTPRQ,0_PTPRZ1,0_PVT1,0_PWRN2,0_PYCRL,0_PYGL,0_PYY,0_QARS,0_QKI,0_RAB31,0_RAB33A,0_RAB6B,0_RAD51AP1,0_RAD54L,0_RANBP1,0_RAPGEF5,0_RARRES3,0_RASL10B,0_RBL2,0_RCAN1,0_RDH5,0_RDX,0_REM2,0_RGS20,0_RHOBTB3,0_RHOQ,0_RIMS3,0_RLN1,0_RMI1,0_RNASE1,0_RNF113B,0_RNF145,0_RNF149,0_RNF157,0_RNF34,0_RNF39,0_ROBO2,0_ROBO4,0_ROCK2,0_RORA,0_RORB,0_RPE65,0_RPL19,0_RPL39L,0_RPLP0P2,0_RPUSD1,0_RTN4,0_RUVBL1,0_RXRG,0_S100B,0_S1PR1,0_SAA1,0_SALL4,0_SAMD4A,0_SAP30L,0_SASS6,0_SCG3,0_SCGN,0_SCN9A,0_SCUBE2,0_SDC4P,0_SDPR,0_SEC16B,0_SEC31B,0_SEMA3B,0_SEMA3F,0_SEMA3G,0_SEPT12,0_SEPT9,0_SFPQ,0_SFTPA1,0_SFXN5,0_SGK1,0_SGOL1,0_SH2B2,0_SH3BP1,0_SH3GL3,0_SHKBP1,0_SIDT2,0_SIGLEC7,0_SILV,0_SIM1,0_SLC10A6,0_SLC11A1,0_SLC12A3,0_SLC14A2,0_SLC19A2,0_SLC22A12,0_SLC22A18,0_SLC25A34,0_SLC25A38,0_SLC25A42,0_SLC26A7,0_SLC2A4,0_SLC2A9,0_SLC41A1,0_SLC43A3,0_SLC44A4,0_SLC5A1,0_SLCO6A1,0_SLITRK3,0_SLU7,0_SMAD5,0_SMR3A,0_SMR3B,0_SMS,0_SNAP47,0_SNAPC2,0_SNHG5,0_SNRPC,0_SNW1,0_SNX1,0_SNX21,0_SORD,0_SPAG16,0_SPATA4,0_SPATS2,0_SPDYC,0_SPINK4,0_SPINK5,0_SPINT2,0_SPOCK3,0_SPRY4,0_SPTB,0_SREBF1,0_SRP9,0_SRPK2,0_SRRM5,0_SS18L2,0_SSX2IP,0_ST3GAL6,0_ST6GAL2,0_STAB1,0_STAB2,0_STBD1,0_STK32A,0_STMN1,0_STX11,0_STX2,0_STXBP5,0_SUGT1P1,0_SULF1,0_SYNE1,0_SYNGR3,0_SYNM,0_SYT13,0_SYT1,0_SYT9,0_SYTL3,0_TACR1,0_TAF1,0_TAF9B,0_TARBP2,0_TARDBP,0_TBPL2,0_TBX15,0_TBX2,0_TCL1A,0_TDRD10,0_TEAD4,0_TERF2IP,0_TFAP2A,0_TFE3,0_TFF3,0_THSD7A,0_TIMM17B,0_TINAGL1,0_TJP3,0_TLN1,0_TLX1,0_TMED2,0_TMEM121,0_TMEM130,0_TMEM132C,0_TMEM145,0_TMEM178,0_TMEM199,0_TMEM41B,0_TMEM55A,0_TMEM87B,0_TMEM90A,0_TMOD4,0_TNFRSF11A,0_TNFRSF18,0_TNNI3,0_TOX3,0_TP53I13,0_TPCN1,0_TPPP3,0_TPRG1,0_TRAF1,0_TRAFD1,0_TRDN,0_TRIM14,0_TRIM28,0_TRIM29,0_TRIM2,0_TRIM59,0_TROAP,0_TSLP,0_TSPAN13,0_TTBK2,0_TTC21A,0_TTC21B,0_TTC28,0_TTLL7,0_TYK2,0_TYRO3,0_TYRP1,0_UBE2C,0_UBE2Q2P1,0_UBE2T,0_UBQLN3,0_UBQLN4,0_UBQLNL,0_UBR3,0_UGT2B4,0_ULK3,0_UPF0639,0_UPK1B,0_UPK3A,0_USF2,0_USP35,0_VAV2,0_VIP,0_VOPP1,0_VPS13D,0_VPS24,0_VPS37B,0_VPS37C,0_VPS4A,0_VSIG1,0_VWCE,0_WAC,0_WASF3,0_WDHD1,0_WDR24,0_WDR54,0_WDR62,0_WDR75,0_WDR83,0_WDR89,0_WHAMM,0_WIBG,0_WISP3,0_WIZ,0_WNT3A,0_WWOX,0_WWP2,0_YAP1,0_YEATS4,0_YSK4,0_YY1AP1,0_ZBED2,0_ZBTB32,0_ZC3H12B,0_ZHX1,0_ZMAT1,0_ZNF238,0_ZNF260,0_ZNF267,0_ZNF280D,0_ZNF282,0_ZNF30,0_ZNF326,0_ZNF385B,0_ZNF423,0_ZNF438,0_ZNF48,0_ZNF536,0_ZNF593,0_ZNF629,0_ZNF675,0_ZNF695,0_ZNF750,0_ZNF768,0_ZNF771,0_ZNF781,0_ZNF93,0_ZP2,0_ZSCAN4
0,0,0,0,0,0,0,0,0,66,0,0,0,0,8,9,174,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,108,0,0,0,4,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,4,0,0,39,41,0,0,0,103,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8,0,0,52,0,0,0,0,0,62,13,0,0,0,0,0,0,0,0,144,75,0,0,0,23,0,0,0,0,31,0,143,0,0,0,79,0,0,0,0,0,0,0,84,0,0,120,0,0,0,0,0,0,0,0,47,0,0,55,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,84,120,0,0,36,77,40,119,0,0,0,1,0,0,0,0,0,0,56,0,0,48,0,26,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,60,33,0,0,0,43,93,0,0,0,0,0,20,9,42,0,0,0,72,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,217,0,30,0,23,199,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,45,0,140,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,80,0,14,0,147,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,133,0,0,93,0,0,0,0,0,0,0,28,0,0,27,0,0,0,0,0,0,0,105,0,0,0,105,0,0,0,0,0,0,0,118,0,0,0,0,79,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,109,25,0,0,0,0,0,0,24,0,244,104,0,0,0,0,0,0,0,0,0,10,0,0,0,0,140,0,51,0,0,71,174,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,137,56,0,0,0,0,0,69,0,0,0,0,0,0,0,0,96,0,0,0,199,39,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,99,0,144,0,0,0,157,73,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,72,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,45,24,0,0,0,0,0,41,0,109,0,0,0,0,0,0,140,0,31,0,0,0,0,0,0,0,0,0,0,72,36,0,0,0,0,0,0,0,88,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,127,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,117,15,0,0,0,0,0,0,0,0,0,54,0,0,0,81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,54,129,0,0,0,99,0,0,0,0,0,0,0,0,62,0,87,0,0,0,0,0,87,0,85,0,0,0,0,117,0,0,51,0,0,82,0,0,0,0,0,88,0,0,0,137,39,0,0,98,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,31,0,0,0,0,0,0,0,0,80,58,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,49,64,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,85,0,151,0,0,131,0,49,0,0,0,0,0,0,0,0,0,53,77,0,0,0,0,0,0,0,0,0,0,18,0,0,68,0,0,0,0,0,0,0,0,104,0,0,77,0,0,0,0,35,0,0,0,212,0,0,0,0,0,0,0,0,0,0,208,0,0,222,0,0,0,0,0,0,0,0,0,33,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,1,0,0,0,1,0,0,0,2,0,0,2,0,176,0,0,0,0,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6,2,0,0,0,0,0,9,0,0,0,0,1,1,0,0,1,19,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,159,0,0,4,0,1,0,0,1,0,0,0,1,0,2,0,6,1,19,0,0,0,0,0,1,44,0,1,0,0,2,376,0,0,0,3,1,0,0,1,0,0,26,0,1,0,0,0,0,0,0,12,0,132,0,0,1,378,0,0,2,3,0,0,0,89,0,0,0,0,0,1,1,6,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,4,1,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,8,0,0,0,278,1,12,270,0,2,0,0,0,0,0,9,0,0,133,0,0,16,0,1,0,36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,108,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,3,1,61,53,0,1,1,0,160,0,0,1,1,0,0,0,0,0,0,0,0,14,0,0,0,384,3,0,0,0,390,0,1,1,1,0,0,0,0,0,0,0,0,90,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,80,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,146,0,0,0,0,0,139,1,0,0,0,1,1,0,0,2,0,1,0,0,0,0,7,0,2,0,0,0,0,0,28,0,0,0,0,353,0,0,0,146,0,1,0,0,0,0,4,0,0,1,4,1,1,1,2,0,0,0,0,0,3,0,38,8,0,0,0,0,241,0,1,34,1,0,2,0,0,0,0,0,0,0,0,3,29,0,1,0,0,0,10,0,0,1,0,3,0,0,0,0,0,0,41,0,0,0,0,0,0,2,4,51,0,0,0,0,0,0,0,0,1,0,1,0,302,0,0,0,1,0,0,0,0,0,304,23,0,3,0,2,0,0,0,0,2,1,1,0,0,17,320,0,2,0,0,52,174,1,1,1,0,0,481,0,0,0,0,0,0,5,0,0,1,0,0,234,1,0,0,130,23,0,0,0,1,0,55,1,0,0,0,0,0,2,0,161,0,0,0,354,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,29,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,281,0,0,0,59,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,80,1,73,0,73,0,0,0,0,0,0,0,0,4,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,4,26,8,1,0,0,0,1,1,0,23,4,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,180,187,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,1,0,0,3,28,0,0,0,0,0,0,1,3,0,0,0,1,0,4,0,4,345,0,14,0,46,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,1,0,0,0,2,0,1,0,31,1,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,24,0,0,0,38,0,0,0,0,1,1,21,4,0,0,0,0,0,0,0,9,0,0,59,1,0,0,0,1,0,0,0,1,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,1,0,0,91,0,0,52,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,46,0,0,0,0,1,245,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40,0,0,0,2,0,0,2,0,0,0,0,0,4,1,5,1,0,0,0,0,7,0,0,32,0,1,0,0,0,0,0,0,0,0,0,288,2,0,1,2,0,0,0,0,0,0,421,82,0,206,1,0,0,0,0,75,0,0,0,32,0,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,285,0,0,0,2,0,0,0,0,0,0,1,9,0,0,0
