gen,evals,gen_feats,explored,type svm balanced accuracy_min,type svm balanced accuracy_avg,type svm balanced accuracy_max,type svm balanced accuracy_std,root separation_min,root separation_avg,root separation_max,root separation_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,409,409,0.2,0.8182187607869853,0.9362216934852899,0.12720435519718337,0.0,0.5634547776837598,0.6240499347550346,0.07547357629242732,0.1414213562373095,0.2633518943950782,1.0,0.14033663899960144
1,671,642,646,0.2,0.8071511696178948,0.9393638565099796,0.10884036375466632,0.0,0.5707912738962015,0.6263115567107809,0.039664057238041533,0.14002800840280097,0.3049184737415013,1.0,0.12830719856437095
2,741,649,843,0.2,0.8013908688216882,0.9393638565099796,0.10689312850814651,0.0,0.5722301676370728,0.6263115567107809,0.03975637082873653,0.1386750490563073,0.32640981346841613,1.0,0.13079872378041896
3,740,694,1056,0.2,0.8209343498388136,0.9393638565099796,0.09449152511768438,0.0,0.5787104185207557,0.6306163105659541,0.037720726572603024,0.14002800840280097,0.31938982360903584,1.0,0.12814823719430238
4,734,718,1264,0.2,0.8245742349581724,0.9393638565099796,0.09432038147850007,0.0,0.581192596545996,0.6306163105659541,0.03707236820610244,0.1386750490563073,0.3289894212903309,1.0,0.13494905835166623
5,740,723,1466,0.2,0.8295759149130925,0.9393638565099796,0.10103758426685867,0.0,0.581193620129062,0.6306163105659541,0.03797704735003149,0.13736056394868904,0.3293773456752349,1.0,0.14251788688565278
6,726,729,1648,0.2,0.8148259408891545,0.9393638565099796,0.10893156785920134,0.0,0.5808756662659808,0.6306163105659541,0.038254478713346224,0.1386750490563073,0.35445431954257844,1.0,0.14959969697803233
7,730,766,1821,0.2,0.8221206572294055,0.9393638565099796,0.08781693954634298,0.0,0.5866619337184503,0.6306163105659541,0.035829337783250335,0.1386750490563073,0.3577224334788418,1.0,0.13357335187797678
8,730,750,1984,0.2,0.8169478100948862,0.9463397687373559,0.09778062102281791,0.0,0.5845473723130592,0.6314398054790018,0.03741282533144109,0.1414213562373095,0.37811038682476156,1.0,0.13837851433563533
9,752,732,2133,0.2,0.816216638636605,0.9463397687373559,0.09598512724022486,0.0,0.5861386062799506,0.63417969758449,0.03848925684717561,0.14002800840280097,0.38349499194345865,1.0,0.14529858123951692
10,732,768,2315,0.2,0.8185824596289861,0.9430924875504964,0.09797447821535901,0.0,0.5865934871186491,0.63417969758449,0.037642090681879854,0.14002800840280097,0.38232471330979095,1.0,0.1537195397586516
11,712,769,2470,0.2,0.8234662515331599,0.9412330153884841,0.09409288211845451,0.0,0.5891868095284187,0.63417969758449,0.037238414296749935,0.14285714285714285,0.3839289962649649,1.0,0.14526949418032536
12,704,777,2607,0.2,0.8233683780300312,0.9412330153884841,0.09971505576620203,0.0,0.590722557699831,0.63417969758449,0.03880326130027139,0.14002800840280097,0.3815234119929247,1.0,0.15262897214725643
13,729,792,2754,0.2,0.8327324636500293,0.9412330153884841,0.09114464797561729,0.0,0.5946587036857935,0.63417969758449,0.037611031268847385,0.1414213562373095,0.3738167419516477,1.0,0.14138524404035022
14,731,790,2898,0.2,0.8297749983789645,0.9412330153884841,0.09558569506350395,0.0,0.5954232140330235,0.63417969758449,0.038124840486460164,0.12909944487358055,0.38626464470419863,1.0,0.13954219565413986
15,720,783,3021,0.2,0.8206891699283851,0.9412330153884841,0.10677359187265989,0.0,0.593528426464145,0.6367844788604335,0.03946144769016325,0.1414213562373095,0.4015935092483734,1.0,0.14954326117631925
16,738,775,3139,0.2,0.8290584675080963,0.9417926690448051,0.09592073890250272,0.0,0.5977240654942446,0.6367844788604335,0.03870326721873302,0.13483997249264842,0.3937680551824,1.0,0.1444182929355596
17,744,772,3268,0.2,0.8223843567994514,0.9417926690448051,0.10294607239410711,0.0,0.596063513165205,0.6367844788604335,0.04023063497704266,0.13483997249264842,0.4080637459207703,1.0,0.14983197109464985
18,729,779,3381,0.2,0.8181485407749949,0.9417926690448051,0.10720066231057652,0.0,0.5955067395795774,0.6342062679365301,0.04040206459419598,0.14002800840280097,0.4139059209380362,1.0,0.15134818357345617
