gen,evals,gen_feats,explored,type logistic classifier (max_iter=100) balanced accuracy_min,type logistic classifier (max_iter=100) balanced accuracy_avg,type logistic classifier (max_iter=100) balanced accuracy_max,type logistic classifier (max_iter=100) balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,200,364,364,0.24596774193548387,0.7959384042882618,0.9606170783013529,0.14063146856624903,0.0196078431372549,0.07910052743174702,1.0,0.13361321283432662
1,123,454,496,0.24596774193548387,0.7800589822852934,0.9606170783013529,0.14682388514799105,0.019230769230769232,0.08820795193627273,1.0,0.10794825583020054
2,127,468,636,0.24596774193548387,0.7819681583752442,0.9606170783013529,0.14683015265516897,0.019230769230769232,0.09581366644893499,1.0,0.11483575992443966
3,142,482,778,0.24596774193548387,0.7813646410609604,0.9606170783013529,0.15237299735105703,0.019230769230769232,0.103709075387857,1.0,0.1221065238150927
4,131,445,898,0.24596774193548387,0.784999813136005,0.9663724893487523,0.15394791397269295,0.0196078431372549,0.10604288308123397,1.0,0.12475436627105631
5,141,469,1031,0.24596774193548387,0.7899611256153163,0.9663724893487523,0.15736641414377323,0.0196078431372549,0.10899486452349957,1.0,0.12795777627138935
6,130,441,1161,0.24596774193548387,0.8017440750766142,0.9663724893487523,0.1550720867895238,0.0196078431372549,0.10526520285129068,1.0,0.12779122379621444
7,134,427,1278,0.24596774193548387,0.8048368343637547,0.9663724893487523,0.1574157751802371,0.0196078431372549,0.1079726732210321,1.0,0.12845540932119554
8,142,425,1396,0.24596774193548387,0.8183516860471325,0.970028349937534,0.15156356918413666,0.02,0.10274008213344649,1.0,0.1269954979685201
9,133,429,1517,0.24596774193548387,0.8284274193548388,0.9831635540464063,0.14645312828292903,0.0196078431372549,0.09933234712194115,1.0,0.12427095758869842
10,126,391,1629,0.24596774193548387,0.8303803816830572,0.9872185027388922,0.1473296599823347,0.017857142857142856,0.10028321839585008,1.0,0.12414179948794785
11,143,405,1757,0.24596774193548387,0.8423414192053474,0.9872185027388922,0.1432741908632726,0.017857142857142856,0.09601586418621029,1.0,0.12402111039806155
12,133,383,1860,0.24596774193548387,0.8477915478745556,0.987549518958687,0.13400202694649382,0.017543859649122806,0.09303197432132293,1.0,0.11933659662148823
13,138,391,1970,0.24596774193548387,0.8492130956957211,0.987549518958687,0.13323308334380896,0.017241379310344827,0.09395746642145113,1.0,0.11939628312739123
14,139,398,2096,0.24596774193548387,0.8560083648332639,0.987549518958687,0.1336175712098422,0.017241379310344827,0.09287964600281029,1.0,0.11984187072611867
15,137,409,2219,0.24596774193548387,0.8620919824668184,0.987549518958687,0.13532423799244978,0.016129032258064516,0.09177314449366293,1.0,0.1203725153668487
16,142,407,2351,0.24596774193548387,0.8669230440678689,0.9919354838709677,0.13904493722687722,0.017543859649122806,0.09187156187159343,1.0,0.12198650876960918
17,123,349,2458,0.24596774193548387,0.8712971631376066,0.9919354838709677,0.1363432939958517,0.017543859649122806,0.09025101568908216,1.0,0.12086698976961968
18,129,361,2570,0.24596774193548387,0.8722665468067613,0.9919354838709677,0.1354587317472752,0.017241379310344827,0.09095733380209864,1.0,0.1207376378043893
19,122,353,2687,0.24596774193548387,0.8749142494474165,0.9919354838709677,0.13593275272426153,0.017241379310344827,0.09081722715071365,1.0,0.12089108478864072
20,141,395,2825,0.24596774193548387,0.8750356776756254,0.9919354838709677,0.13477071063997906,0.017241379310344827,0.091411860950492,1.0,0.12055407087124025
21,128,352,2929,0.24596774193548387,0.8787425120927699,0.9919354838709677,0.13556053910560953,0.017241379310344827,0.09060802470372271,1.0,0.12087154318858721
22,132,372,3046,0.24596774193548387,0.8807748449028842,0.9919354838709677,0.13575575238173107,0.017241379310344827,0.090339016943599,1.0,0.12094693296431079
23,135,353,3151,0.24596774193548387,0.8818987384010849,0.9919354838709677,0.1352204401968088,0.017241379310344827,0.09052218155198057,1.0,0.12091339188946372
24,127,342,3247,0.24596774193548387,0.8794517744071072,0.9919354838709677,0.13392180143121982,0.017241379310344827,0.09210362578157272,1.0,0.12031621729334843
25,125,350,3345,0.24596774193548387,0.8811994532893401,0.9919354838709677,0.13433208001681313,0.017543859649122806,0.09195966857495712,1.0,0.1203598599912035
26,146,377,3477,0.24596774193548387,0.8828868351646004,0.9919354838709677,0.13492516631647786,0.017543859649122806,0.0918956261259109,1.0,0.12072968897190757
27,127,353,3582,0.24596774193548387,0.8849297257904347,0.9959677419354839,0.13547139963361496,0.017543859649122806,0.0911685370421274,1.0,0.12094771831463018
28,143,350,3678,0.24596774193548387,0.8884216666132769,0.9959677419354839,0.13391892384305776,0.017543859649122806,0.09040396740355151,1.0,0.12109267187494821
29,126,334,3776,0.24596774193548387,0.8917631418778229,0.9959677419354839,0.1336329432403525,0.017543859649122806,0.08884253823452941,1.0,0.12098715379270444
30,135,356,3877,0.24596774193548387,0.9001138268678391,0.9959677419354839,0.12468386622001515,0.017857142857142856,0.08308911224849005,1.0,0.11536021060299177
31,137,349,3976,0.24596774193548387,0.8971712194744316,0.9959677419354839,0.13077706193003574,0.017543859649122806,0.08680874062082772,1.0,0.12023204412218845
32,135,337,4063,0.24596774193548387,0.9028054225261877,0.9959677419354839,0.1218331236333875,0.017241379310344827,0.0832738238274845,1.0,0.11528202187788888
33,144,349,4155,0.24596774193548387,0.8957467018504874,0.9959677419354839,0.13332959497125765,0.01694915254237288,0.08858937620198719,1.0,0.12049192865490166
34,127,335,4243,0.24596774193548387,0.8920300503998889,0.9959677419354839,0.13401803462071313,0.01694915254237288,0.09161305680304302,1.0,0.12062755189716085
35,130,348,4344,0.24596774193548387,0.893258754578168,0.9959677419354839,0.13255110621993071,0.01694915254237288,0.09189913346420679,1.0,0.12080345397293289
36,152,356,4452,0.24596774193548387,0.8915450248796063,1.0,0.13107687685467162,0.01694915254237288,0.09319735069996732,1.0,0.12019865087103256
37,136,344,4540,0.24596774193548387,0.8917502482621649,1.0,0.12967925271933356,0.017241379310344827,0.09376649301118245,1.0,0.11988381438916412
38,137,341,4627,0.24596774193548387,0.8920095487501469,1.0,0.12615904087315824,0.017241379310344827,0.09448620100345702,1.0,0.11949577354647214
39,138,362,4732,0.24596774193548387,0.8925545509391252,1.0,0.1264781209413283,0.017241379310344827,0.09461658108033567,1.0,0.11946345223041131
40,133,346,4832,0.24596774193548387,0.8920806771951181,1.0,0.12490845554684912,0.018867924528301886,0.09564593299612156,1.0,0.11903456471307262
41,123,314,4918,0.24596774193548387,0.8927527535744414,1.0,0.12394141059843132,0.018867924528301886,0.0961147927244897,1.0,0.11899147268935732
42,126,304,5005,0.24596774193548387,0.8954855861122678,1.0,0.12446997861029632,0.018867924528301886,0.09512656145580363,1.0,0.11933366702348043
43,139,327,5096,0.24596774193548387,0.8965886709698775,1.0,0.12392659749689978,0.018867924528301886,0.09497957688131356,1.0,0.11935140296070647
44,127,348,5205,0.24596774193548387,0.8966027057906483,1.0,0.12327205551074846,0.018867924528301886,0.09539141751745564,1.0,0.11912174024900361
45,129,311,5278,0.24596774193548387,0.8976676837406969,1.0,0.12189411183753959,0.018867924528301886,0.09549710370304072,1.0,0.11915705911210837
46,130,303,5359,0.24596774193548387,0.8988144280360061,1.0,0.12123009683460947,0.018867924528301886,0.09536972111556598,1.0,0.11923686124523332
47,131,314,5428,0.24596774193548387,0.9005197421810766,1.0,0.12207501499258522,0.018867924528301886,0.09471177539298516,1.0,0.11955448820991035
48,142,368,5540,0.24596774193548387,0.9018916575904155,1.0,0.12243494676838862,0.018867924528301886,0.09433316607835035,1.0,0.11978087441942437
49,128,318,5622,0.24596774193548387,0.9024728513310055,1.0,0.12236376566224494,0.018867924528301886,0.09437711583849052,1.0,0.11978769341959158
50,122,312,5707,0.24596774193548387,0.9045364705128617,1.0,0.12314604975658533,0.018867924528301886,0.09334176391477068,1.0,0.12023318584014023
51,127,316,5788,0.24596774193548387,0.9150203414806035,1.0,0.12082927344740525,0.018867924528301886,0.08623060643675863,1.0,0.11903757551128719
52,138,340,5885,0.24596774193548387,0.9180648765095941,1.0,0.11663007091752195,0.019230769230769232,0.0837920184227308,1.0,0.11544780400883414
53,131,331,5965,0.24596774193548387,0.9037888877321119,1.0,0.12349838655081685,0.019230769230769232,0.09425431131503993,1.0,0.11980122519826944
54,132,310,6042,0.24596774193548387,0.9037661370407148,1.0,0.1228312504819353,0.01818181818181818,0.09461776996227332,1.0,0.11965303145230546
55,124,304,6111,0.24596774193548387,0.9050842022509105,1.0,0.123534497623763,0.018867924528301886,0.0945296166807086,1.0,0.11981571143531455
56,148,342,6187,0.24596774193548387,0.9052178633970805,1.0,0.12328125470313141,0.019230769230769232,0.09472595951052903,1.0,0.11971864056388341
57,131,316,6248,0.24596774193548387,0.9044352235961175,1.0,0.12207058575505984,0.0196078431372549,0.09550717295233359,1.0,0.11931665316824004
58,145,318,6331,0.24596774193548387,0.9065391787060468,1.0,0.12221621379932116,0.0196078431372549,0.09466214905387087,1.0,0.11939369427580497
59,132,311,6406,0.24596774193548387,0.9040492626880653,1.0,0.12641988410494157,0.0196078431372549,0.09696673597404702,1.0,0.12100068316208687
60,143,337,6494,0.24596774193548387,0.8947608808234829,1.0,0.1269582116200657,0.02,0.10399602878674319,1.0,0.12281818271115677
61,134,316,6569,0.24596774193548387,0.8944647948233336,1.0,0.12770233387253252,0.02,0.10501727654483307,1.0,0.12286586599483404
62,143,301,6641,0.24596774193548387,0.8951156688129331,1.0,0.1265473969667388,0.02040816326530612,0.10548448406294522,1.0,0.1224738842269515
63,142,319,6724,0.24596774193548387,0.8955134355212437,1.0,0.12642424073222605,0.020833333333333332,0.10564402785084709,1.0,0.12239079780425358
64,144,308,6798,0.24596774193548387,0.8970488502525333,1.0,0.12663029267685466,0.020833333333333332,0.10531964108032862,1.0,0.12249105846296374
65,140,308,6862,0.24596774193548387,0.8978739015066577,1.0,0.12678754574259182,0.02127659574468085,0.10509933486633213,1.0,0.12253988001592948
66,134,290,6929,0.24596774193548387,0.8982586611461705,1.0,0.12720374301875542,0.02127659574468085,0.10510492982279952,1.0,0.12263795551021817
67,135,274,6987,0.24596774193548387,0.9000752661477187,1.0,0.12774207953297176,0.02127659574468085,0.10432529509121449,1.0,0.12296600675440245
68,136,296,7056,0.24596774193548387,0.9047982269276357,1.0,0.1282137162854274,0.02127659574468085,0.10126158645304704,1.0,0.12328576558995834
69,134,296,7128,0.24596774193548387,0.910869324673522,1.0,0.1204157784486027,0.023809523809523808,0.09667656175247308,1.0,0.1184783700693341
70,121,281,7193,0.24596774193548387,0.9113467688545771,1.0,0.12052538251439457,0.023809523809523808,0.09668392210900205,1.0,0.11848093935420644
71,134,286,7266,0.24596774193548387,0.9090873228796277,1.0,0.12798925762381602,0.023809523809523808,0.09855440579198574,1.0,0.12195055605789396
72,141,293,7333,0.24596774193548387,0.9147816160532191,1.0,0.12070323444242223,0.023809523809523808,0.09512071127381747,1.0,0.11888751796057724
73,143,314,7396,0.24596774193548387,0.9150490184301289,1.0,0.12073069603703128,0.023809523809523808,0.09518793160028982,1.0,0.1188697895652244
74,133,298,7457,0.24596774193548387,0.9162132144878324,1.0,0.12120042202535544,0.023809523809523808,0.0945742513542658,1.0,0.1191230564744001
75,119,272,7509,0.24596774193548387,0.9202212803387044,1.0,0.12173741834302292,0.023809523809523808,0.09216823964408388,1.0,0.119582512218202
76,124,290,7569,0.24596774193548387,0.9280361995600689,1.0,0.1147813395796584,0.024390243902439025,0.08559770820184191,1.0,0.11414745927993147
77,126,300,7640,0.24596774193548387,0.9248060084782864,1.0,0.11809261478852577,0.023809523809523808,0.08827358856614939,1.0,0.11588278080995074
78,138,310,7693,0.24596774193548387,0.9266884963855165,1.0,0.11468471752658493,0.025,0.08716212732400339,1.0,0.11404487110966119
79,130,287,7759,0.24596774193548387,0.9253227675091564,1.0,0.11746883490874431,0.025,0.08851060267905768,1.0,0.11531031279406723
80,139,308,7821,0.24596774193548387,0.9272785194498725,1.0,0.11441554257317307,0.02564102564102564,0.08737967886941533,1.0,0.11396968483661474
81,127,298,7885,0.24596774193548387,0.9274574951148412,1.0,0.11440678912969124,0.02564102564102564,0.08738023478805505,1.0,0.11396666920148951
82,120,281,7944,0.24596774193548387,0.9278178489818582,1.0,0.11449873692415523,0.02564102564102564,0.08724857544179657,1.0,0.11403032912610746
83,129,275,8002,0.24596774193548387,0.9259788269746185,1.0,0.11688330277420854,0.02564102564102564,0.0885812130691113,1.0,0.11481732803550239
84,134,306,8063,0.24596774193548387,0.9201959869622323,1.0,0.12298927364247049,0.02631578947368421,0.09337918320103547,1.0,0.11892791522210117
85,139,297,8129,0.24596774193548387,0.9274498603859009,1.0,0.11344026175054855,0.02702702702702703,0.08781232655407045,1.0,0.11337654398612594
86,148,320,8191,0.24596774193548387,0.9279966311091178,1.0,0.11311739681764076,0.027777777777777776,0.08776213814323627,1.0,0.11328494709059604
87,126,287,8249,0.24596774193548387,0.9282302578189235,1.0,0.11283884274730742,0.027777777777777776,0.08796237873184928,1.0,0.11322089595106022
88,127,292,8303,0.24596774193548387,0.9276961938473696,1.0,0.11506396007087236,0.02702702702702703,0.08875919186017332,1.0,0.11471280296296672
89,139,312,8358,0.24596774193548387,0.9291892838837813,1.0,0.11309201418347206,0.027777777777777776,0.08749352059450206,1.0,0.1133890403337557
90,136,304,8413,0.24596774193548387,0.9289472349467703,1.0,0.11309397497997967,0.027777777777777776,0.08773426547718037,1.0,0.11332814930445928
91,126,292,8459,0.24596774193548387,0.9291342190686699,1.0,0.11319724219048104,0.027777777777777776,0.08777313181582343,1.0,0.11331639704157859
92,138,320,8526,0.24596774193548387,0.9295272874822479,1.0,0.11336788445823152,0.027777777777777776,0.087499926427758,1.0,0.11343322304690558
93,131,289,8574,0.24596774193548387,0.9303349937534036,1.0,0.11359555266221855,0.027777777777777776,0.0869840550950827,1.0,0.11362225829230169
94,140,318,8627,0.24596774193548387,0.9297859673148179,1.0,0.11297201321077846,0.027777777777777776,0.08752209719172953,1.0,0.11340007043786797
95,137,286,8668,0.24596774193548387,0.9300517546529135,1.0,0.11304205069792746,0.027777777777777776,0.08751126661578672,1.0,0.11340138950103815
96,142,302,8723,0.24596774193548387,0.9297858538616779,1.0,0.11295240588364665,0.02857142857142857,0.08786424546855105,1.0,0.11329068947285893
97,139,317,8784,0.24596774193548387,0.9310072436492937,1.0,0.11322246068743004,0.02857142857142857,0.08730925124293094,1.0,0.11345732781952758
98,136,305,8844,0.24596774193548387,0.9336568282773275,1.0,0.11376522993624766,0.02857142857142857,0.08582707465599197,1.0,0.11388432301515278
99,125,299,8896,0.24596774193548387,0.9391563958206532,1.0,0.11258084227260107,0.02857142857142857,0.08137762480029212,1.0,0.11310257847681611
100,141,293,8946,0.24596774193548387,0.9439169496321449,1.0,0.10599818702694155,0.029411764705882353,0.07730448266465,1.0,0.10780934564561195
101,128,292,8996,0.24596774193548387,0.9314635855463369,1.0,0.11881869829378879,0.029411764705882353,0.08602649290328535,1.0,0.11359832147268079
102,133,307,9044,0.24596774193548387,0.9296520659149395,1.0,0.11736079394846154,0.029411764705882353,0.0875312916317149,1.0,0.11323229465370019
