gen,evals,gen_feats,explored,Pam50 svm adjusted balanced accuracy_min,Pam50 svm adjusted balanced accuracy_avg,Pam50 svm adjusted balanced accuracy_max,Pam50 svm adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,1061,1061,0.0,0.40806215821635133,0.6228763544507637,0.1511999288988573,0.14002800840280097,0.2438593687931564,1.0,0.14003175635958767
1,504,1290,1332,0.0,0.3733208214798676,0.6228763544507637,0.1883027112777602,0.1336306209562122,0.29739726649032694,1.0,0.12988514118394826
2,500,1276,1573,0.0,0.3754023099729568,0.6228763544507637,0.19636406486953467,0.13245323570650439,0.3338942537184314,1.0,0.1379187668685857
3,500,1236,1785,0.0,0.4008475110015237,0.6434784979301224,0.19857609843101617,0.13245323570650439,0.3545930225567034,1.0,0.14909165449290304
4,500,1281,2026,0.0,0.38186160198703667,0.657230884671834,0.2237129700828879,0.16222142113076254,0.3955843313190656,1.0,0.15860532363294935
5,500,1264,2256,0.0,0.40714632396158607,0.6643346970949784,0.21820206901863254,0.1690308509457033,0.4078163295624107,1.0,0.1624620969418713
6,500,1308,2500,0.0,0.41650208912769476,0.6643346970949784,0.22402273850152174,0.17407765595569785,0.41886190691594244,1.0,0.1663377333793028
7,500,1290,2695,0.001446065233082161,0.4904283773539538,0.6742299199179104,0.16622917916869323,0.20851441405707477,0.38212850611572863,1.0,0.13436010428434328
8,500,1307,2904,0.003918300292142574,0.5027818035632383,0.7166783886943279,0.16622540903493335,0.21821789023599236,0.38828155832799927,1.0,0.1346847378667349
9,500,1333,3122,0.007721095506858955,0.5238845169914138,0.7181417688853884,0.16360311835918537,0.21821789023599236,0.39025389690147644,1.0,0.13565052432508923
10,500,1326,3313,0.024331651575737412,0.5536635967009432,0.7181417688853884,0.15177674056265097,0.22360679774997896,0.38470953486115345,1.0,0.13492308120741095
11,500,1344,3478,0.04621449982720019,0.5744021155346029,0.7214413464790635,0.14099167488029235,0.21821789023599236,0.38276081408992535,1.0,0.13392004865701507
12,500,1330,3672,0.06944705455626374,0.5890555461650528,0.7214413464790635,0.1368188832789637,0.22360679774997896,0.38438140143868754,1.0,0.13373970225052742
13,500,1348,3871,0.06370799272869915,0.5976506379247978,0.7214413464790635,0.1390477907636523,0.22941573387056177,0.386783652191045,1.0,0.133846465324206
14,500,1366,4057,0.0,0.6040076227912315,0.7214413464790635,0.14333876034218648,0.22941573387056177,0.3902543791762722,1.0,0.1337294904138826
15,500,1336,4267,0.07777263990662742,0.6182472120117961,0.7343125131199523,0.13685466294986257,0.23570226039551584,0.38620421199060107,1.0,0.1324573109242849
16,500,1323,4440,0.05324779006162217,0.623611805016826,0.7343125131199523,0.13978580007032643,0.23570226039551584,0.3893814701101486,1.0,0.13149422059315435
17,500,1327,4619,0.07777263990662742,0.6321700519099364,0.7349572902810202,0.13836123518719473,0.23570226039551584,0.3893110398355267,1.0,0.1315374833438554
18,500,1312,4782,0.07777263990662742,0.636912369718513,0.7349572902810202,0.13912299951586724,0.24253562503633297,0.38909532407882097,1.0,0.13097914679601216
19,500,1343,4957,0.086383112523433,0.6441649396864331,0.7349572902810202,0.1374498489893899,0.24253562503633297,0.38615997457280876,1.0,0.13103023263587227
20,500,1346,5138,0.09631779975354371,0.648538016034182,0.7349572902810202,0.13662705533636318,0.23570226039551584,0.3871451081951493,1.0,0.1310418089806284
21,500,1349,5310,0.09631779975354371,0.6518388952082899,0.7358274877094175,0.13850416149653194,0.24253562503633297,0.3862897656487391,1.0,0.1321549424418657
22,500,1366,5491,0.09708493459922031,0.6543280659063907,0.7450963101526936,0.13883092689977838,0.24253562503633297,0.38847848512048644,1.0,0.13113769163364872
23,500,1407,5704,0.10899375840853592,0.6588849991401168,0.7450963101526936,0.1357547687497459,0.24253562503633297,0.38663960581508766,1.0,0.13042796392137157
24,500,1361,5863,0.020961925902680867,0.6578460431486665,0.7450963101526936,0.1389990239621698,0.24253562503633297,0.3928166690438279,1.0,0.12993175699068035
25,500,1366,6042,0.11069295522384584,0.6603150447172836,0.7450963101526936,0.13838941169032293,0.25,0.39268772256802426,1.0,0.1298860639883106
26,500,1334,6205,0.11069295522384584,0.6628766529493192,0.7450963101526936,0.13877512717189786,0.25,0.3913195666774345,1.0,0.13008459579592901
27,500,1321,6344,0.11069295522384584,0.6646371673795706,0.7450963101526936,0.1391647247154058,0.25,0.3913055190194633,1.0,0.1301446730279561
28,500,1313,6494,0.11514482153080119,0.6661799351442671,0.7450963101526936,0.1384783747823864,0.25,0.39169169265840176,1.0,0.13007991032654254
29,500,1353,6643,0.1155534820671924,0.6672424743539704,0.7450963101526936,0.13855518940832928,0.25,0.39163695286287475,1.0,0.13006931767258817
30,500,1319,6792,0.11896101788262148,0.6681985464568566,0.7487193006435019,0.1381910762234613,0.25,0.3924098466054604,1.0,0.12956462705753957
31,500,1358,6966,0.11988741863336094,0.6706396902035457,0.7487193006435019,0.13629015270396527,0.25,0.3907610417172326,1.0,0.12941735333449794
32,500,1344,7114,0.038456775013373246,0.6703011739977387,0.7487193006435019,0.13942140236553152,0.25,0.39049225644254854,1.0,0.1301407641910397
33,500,1370,7263,0.11988741863336094,0.6707569434873357,0.7487193006435019,0.13845870776375585,0.25,0.39105007847151674,1.0,0.13009282002372902
34,500,1334,7409,0.11988741863336094,0.6711339493226502,0.7528950613623809,0.13860610079756933,0.25,0.3917303662487837,1.0,0.1300010917706367
35,500,1318,7546,0.11988741863336094,0.6719611867006856,0.7528950613623809,0.13889683800520686,0.25,0.39109057751041065,1.0,0.1301370342948579
36,500,1346,7718,0.122364093286212,0.6723465908443377,0.7528950613623809,0.13868250876607527,0.25,0.3921018976887117,1.0,0.1297721524966771
