
OPTIMIZING ON FOLD NUMBER 2
Number of workers = 16

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for target column 0_Pam50
Features before filter: 20204
Features after any na, zero variance, and anova filters: 18277
Features active in view: 18277

CREATING INNER FOLDS

RUNNING GENETIC ALGORITHM
Generations completed = 57
Generations completed = 118
Generations completed = 174
Generations completed = 230
Generations completed = 285
Generations completed = 339
Generations completed = 393
Generations completed = 447
Generations completed = 500
Generations completed = 553
Generations completed = 607
Generations completed = 659
Generations completed = 711
Generations completed = 762
Generations completed = 812
Generations completed = 860
Generations completed = 908
Generations completed = 955
   	     	         	        	           Pam50 svm balanced accuracy           	                     leanness                    
   	     	         	        	-------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std      	min      	avg      	max	std      
0  	500  	887      	887     	0.2	0.6831  	0.869171	0.145901 	0.0196078	0.0898722	1  	0.157265 
1  	510  	1118     	1148    	0.2	0.708743	0.876595	0.144373 	0.0181818	0.0884076	1  	0.109196 
2  	500  	1183     	1407    	0.2	0.725803	0.881879	0.132527 	0.0166667	0.0915419	1  	0.111026 
3  	500  	1200     	1657    	0.2	0.749469	0.903442	0.12384  	0.0147059	0.0878746	1  	0.108823 
4  	500  	1174     	1856    	0.2	0.762055	0.903442	0.12082  	0.0147059	0.0889115	1  	0.109605 
5  	500  	1230     	2090    	0.2	0.776822	0.903442	0.112793 	0.0142857	0.087602 	1  	0.109691 
6  	500  	1233     	2305    	0.2	0.791889	0.903775	0.107037 	0.0142857	0.0844526	1  	0.109852 
7  	500  	1235     	2542    	0.2	0.803723	0.911058	0.100822 	0.0142857	0.0817145	1  	0.107734 
8  	500  	1224     	2765    	0.2	0.812874	0.911058	0.0991773	0.0106383	0.0810259	1  	0.108097 
9  	500  	1192     	2964    	0.2	0.818289	0.911058	0.097537 	0.0106383	0.0821182	1  	0.107958 
10 	500  	1229     	3195    	0.2	0.827892	0.911058	0.0948227	0.0121951	0.0797241	1  	0.107982 
11 	500  	1255     	3423    	0.2	0.828295	0.918269	0.0977343	0.0121951	0.0848985	1  	0.110341 
12 	500  	1220     	3642    	0.2	0.832507	0.924798	0.0959793	0.0121951	0.0863343	1  	0.109788 
13 	500  	1221     	3821    	0.2	0.837845	0.924798	0.0940977	0.0121951	0.0868609	1  	0.110114 
14 	500  	1211     	4024    	0.2	0.84447 	0.924798	0.0943447	0.0121951	0.0852024	1  	0.110557 
15 	500  	1229     	4229    	0.2	0.848646	0.929617	0.0952812	0.0121951	0.0862918	1  	0.110825 
16 	500  	1230     	4409    	0.2	0.855034	0.929617	0.0926893	0.0120482	0.0827757	1  	0.108561 
17 	500  	1249     	4621    	0.2	0.860519	0.929617	0.0930843	0.011236 	0.0800574	1  	0.108893 
18 	500  	1187     	4802    	0.2	0.861733	0.930413	0.0933393	0.0111111	0.0815606	1  	0.108926 
19 	500  	1213     	4998    	0.2	0.866646	0.930413	0.0900601	0.010989 	0.0783408	1  	0.106324 
20 	500  	1228     	5184    	0.2	0.869332	0.932692	0.0895637	0.010989 	0.0783093	1  	0.10616  
21 	500  	1190     	5347    	0.2	0.872354	0.933233	0.0891462	0.010989 	0.0770507	1  	0.106357 
22 	500  	1221     	5517    	0.2	0.873465	0.933233	0.0888955	0.010989 	0.0775718	1  	0.106206 
23 	500  	1197     	5688    	0.2	0.875679	0.937439	0.0890956	0.010989 	0.076966 	1  	0.106112 
24 	500  	1183     	5855    	0.2	0.875741	0.937461	0.0891964	0.0111111	0.0790485	1  	0.10599  
25 	500  	1190     	6030    	0.2	0.878443	0.937461	0.0894423	0.011236 	0.0772686	1  	0.105966 
26 	500  	1205     	6215    	0.2	0.877545	0.943264	0.0891074	0.011236 	0.0800797	1  	0.105553 
27 	500  	1185     	6379    	0.2	0.879298	0.943264	0.0892676	0.0121951	0.0797784	1  	0.105604 
28 	500  	1196     	6539    	0.2	0.879277	0.944908	0.0893596	0.0121951	0.0812858	1  	0.105179 
