gen,evals,gen_feats,explored,Pam50 svm balanced accuracy_min,Pam50 svm balanced accuracy_avg,Pam50 svm balanced accuracy_max,Pam50 svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,908,908,0.2,0.6686109648270104,0.8376685837143212,0.14148316485599907,0.0196078431372549,0.09320044665187291,1.0,0.16398659929732595
1,511,1142,1175,0.2,0.6867322340708195,0.8376685837143212,0.1339741253624069,0.019230769230769232,0.09323622275501782,1.0,0.11344386737341748
2,500,1171,1415,0.2,0.7142343319086367,0.8494558814701424,0.12582891717954206,0.017241379310344827,0.09153572937098908,1.0,0.11380681351645054
3,500,1204,1652,0.2,0.7259410893865039,0.8545118452432116,0.11853565543787346,0.015384615384615385,0.09304080493799126,1.0,0.11315447983165196
4,500,1184,1864,0.2,0.7369486337645967,0.8573299189386094,0.114971631590066,0.015384615384615385,0.09399052014608186,1.0,0.11313506230558454
5,500,1206,2099,0.2,0.7486813864581159,0.8810348544196638,0.11121561872732176,0.015151515151515152,0.09430463800327354,1.0,0.11308559754928882
6,500,1194,2313,0.2,0.7619904253437759,0.8810348544196638,0.10739372870271292,0.015151515151515152,0.09331225789190384,1.0,0.11379771658739604
7,500,1236,2537,0.2,0.7677874477207581,0.882206080832184,0.10604469942886992,0.014285714285714285,0.0953878285790895,1.0,0.11331863319138949
8,500,1229,2750,0.2,0.7775391792116383,0.882206080832184,0.10351706101718504,0.015151515151515152,0.09586664906163132,1.0,0.11361967825569799
9,500,1207,2949,0.2,0.7845887969362026,0.8925622950953869,0.10103405928671204,0.015151515151515152,0.09707557449739125,1.0,0.11305928336210157
10,500,1239,3178,0.2,0.7935273963010411,0.9130075247659161,0.10232399981597314,0.015151515151515152,0.09591954888665169,1.0,0.11361923758175758
11,500,1239,3396,0.2,0.8004782834024364,0.9130075247659161,0.10233423110315104,0.016129032258064516,0.0962097100124299,1.0,0.11354737728278273
12,500,1236,3596,0.2,0.8098142396768323,0.9130075247659161,0.09875809602147198,0.015873015873015872,0.09258280947842683,1.0,0.11162885222038937
13,500,1217,3772,0.2,0.8154767516743683,0.9130075247659161,0.09858460814350059,0.015873015873015872,0.09200890173753566,1.0,0.11169792585749541
14,500,1203,3978,0.2,0.8227716182979223,0.9130075247659161,0.09577474552564337,0.015625,0.08920373099898136,1.0,0.10936909166396445
