gen,evals,gen_feats,explored,Pam50 svm balanced accuracy_min,Pam50 svm balanced accuracy_avg,Pam50 svm balanced accuracy_max,Pam50 svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,856,856,0.16594555322553275,0.6935127283778308,0.8745788079711023,0.1508462328473777,0.0196078431372549,0.08973174471359734,1.0,0.16651479115203444
1,511,1085,1121,0.2,0.7031535707056102,0.8745788079711023,0.14793682970801486,0.01639344262295082,0.0902803364452628,1.0,0.11052056204899587
2,500,1130,1358,0.2,0.7295941925648414,0.8948937939621047,0.1378299803847715,0.015625,0.08854675929403222,1.0,0.11087938976907717
3,500,1145,1609,0.2,0.7509627000481397,0.897156907267016,0.1257668099197121,0.015151515151515152,0.08490499605530226,1.0,0.10720925137712467
4,500,1120,1824,0.2,0.762136522084518,0.897156907267016,0.12054681963593768,0.012987012987012988,0.08608921543272546,1.0,0.10709112647163098
5,500,1171,2051,0.2,0.7733803884120134,0.9179692126735539,0.11836709145051182,0.01282051282051282,0.08566412620993277,1.0,0.10737672314867118
6,500,1157,2260,0.2,0.7788791741791143,0.9179692126735539,0.12107561431993136,0.012658227848101266,0.08801708977668854,1.0,0.10979518944719267
7,500,1183,2468,0.2,0.7898426506140408,0.9179692126735539,0.11812633221482799,0.0125,0.08598372090291544,1.0,0.10890854892729873
8,500,1182,2686,0.2,0.7921001034267496,0.9186022042092796,0.11948340038360222,0.012658227848101266,0.08979506133258613,1.0,0.11112218844683958
9,500,1191,2903,0.2,0.7991247719901434,0.9186022042092796,0.11376758114003752,0.017241379310344827,0.08986909102556896,1.0,0.10924693752075886
10,500,1192,3137,0.2,0.8068865019411726,0.9186022042092796,0.11228260799690667,0.016666666666666666,0.08929958609734487,1.0,0.10938453826598098
11,500,1206,3356,0.2,0.8143757813349587,0.9186022042092796,0.11173333483306092,0.01694915254237288,0.08852377598932966,1.0,0.10965681004943457
12,500,1240,3573,0.2,0.8250491006102313,0.9206926661425558,0.10707518086189675,0.017543859649122806,0.08402901336670919,1.0,0.10763025398590031
13,500,1187,3762,0.2,0.8311391423774775,0.9206926661425558,0.10576220510735951,0.016666666666666666,0.08337362348832596,1.0,0.10786526938849426
14,500,1189,3972,0.2,0.8364091357929023,0.9227799331931855,0.10466254631432141,0.016666666666666666,0.08252230398064513,1.0,0.10800015050077576
15,500,1192,4192,0.2,0.8442083514751874,0.9252744915028244,0.09929208120975386,0.016666666666666666,0.07985711627752527,1.0,0.10533802341461167
16,500,1168,4384,0.2,0.8482290696614291,0.9345027108882293,0.09832187741280994,0.016666666666666666,0.07990827741249498,1.0,0.10550537930860747
17,500,1184,4597,0.2,0.8526050119786452,0.9351901691123248,0.09769884752885724,0.016666666666666666,0.07916646761323466,1.0,0.10565179556612284
18,500,1171,4787,0.2,0.8560714934994095,0.9351901691123248,0.09562050315466133,0.016666666666666666,0.07883194843010086,1.0,0.10560643087341547
19,500,1159,4965,0.2,0.8561515199372799,0.9351901691123248,0.09774419098550216,0.016129032258064516,0.0827530576669283,1.0,0.10804379669084017
20,500,1171,5153,0.2,0.861321483174484,0.9381937895464132,0.09326080354682448,0.016129032258064516,0.08042164531170846,1.0,0.10554169488550792
21,500,1153,5322,0.2,0.862443210151415,0.9381937895464132,0.09305864394251132,0.014925373134328358,0.08147021995480122,1.0,0.10519916232093422
22,500,1186,5493,0.2,0.8655960757620098,0.9396266792614887,0.09292131146774409,0.014925373134328358,0.08078430116561942,1.0,0.10522747053833884
23,500,1157,5650,0.2,0.8682598736592748,0.9414615549121537,0.093022049748279,0.015384615384615385,0.0804876806682058,1.0,0.10533686689034576
24,500,1161,5806,0.2,0.869656071454546,0.9421154928431165,0.09289587209254642,0.014705882352941176,0.08118162412219194,1.0,0.10526851030667149
25,500,1183,5991,0.2,0.8719013529592059,0.9421154928431165,0.09295611347326203,0.014705882352941176,0.08154288084546937,1.0,0.10528161482210013
26,500,1179,6166,0.2,0.87312582084241,0.9456627801366613,0.09302439747588963,0.014492753623188406,0.08175407241753567,1.0,0.10521702771491205
27,500,1172,6332,0.2,0.8753560128340773,0.9456627801366613,0.09321465058206052,0.014492753623188406,0.08123935902029003,1.0,0.10543944993739006
28,500,1199,6522,0.2,0.8779669183668521,0.9461333499859738,0.09378671910026999,0.014285714285714285,0.07983507197015614,1.0,0.105849653385796
29,500,1186,6685,0.2,0.8803766503473678,0.9461333499859738,0.09285433852554542,0.014285714285714285,0.07791273408932022,1.0,0.10476211866345082
30,500,1188,6848,0.2,0.8788652474692027,0.948528559566812,0.09503252459325143,0.014285714285714285,0.08069194759343645,1.0,0.10561452662234767
31,500,1153,7017,0.2,0.8806592841125153,0.9489749881382405,0.09377613140334848,0.014084507042253521,0.08035269453980705,1.0,0.10563867360432087
32,500,1171,7170,0.2,0.8812614546456539,0.9489749881382405,0.09393542351332096,0.014084507042253521,0.08084834332638376,1.0,0.10552525521114639
33,500,1176,7313,0.2,0.8826969235271503,0.9489749881382405,0.09420203191364783,0.014084507042253521,0.08040110815029204,1.0,0.10554347203810327
34,500,1188,7470,0.2,0.8869173190129285,0.9489749881382405,0.09101263030739255,0.014084507042253521,0.0767752606860491,1.0,0.10297645404771702
35,500,1152,7620,0.2,0.8878180313981638,0.954211835871346,0.09129064321174225,0.014084507042253521,0.07674782994682681,1.0,0.10304810396432669
