0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.10b.5p,1_hsa.miR.146b.5p,1_hsa.miR.18a.5p,1_hsa.miR.21.3p,1_hsa.miR.296.5p,2_ABCG2.9429,2_AMOT.154796,2_ANAPC7.51434,2_ANO4.121601,2_ARFGAP1.55738,2_ATP6V1C2.245973,2_BARX1.56033,2_BCL3.602,2_BHMT.635,2_BID.637,2_C15orf42.90381,2_C22orf9.23313,2_C4orf48.401115,2_C4orf49.84709,2_C6orf153.88745,2_C6orf186.728464,2_CCL8.6355,2_CCNE1.898,2_CDADC1.81602,2_CDC45.8318,2_CDCA3.83461,2_CEP55.55165,2_CMA1.1215,2_CNP.1267,2_COPS7B.64708,2_DLX4.1748,2_EMCN.51705,2_ENPP5.59084,2_EREG.2069,2_FAM104A.84923,2_FBXO3.26273,2_FGF5.2250,2_FOXP4.116113,2_G6PC.2538,2_GIPC2.54810,2_HMGN1.3150,2_HOXA3.3200,2_IGF2BP3.10643,2_IL20RB.53833,2_KIAA1161.57462,2_KLF12.11278,2_LCTL.197021,2_MARS.4141,2_MAT1A.4143,2_MLLT11.10962,2_MOCOS.55034,2_MRPL17.63875,2_MUC20.200958,2_MYBL2.4605,2_NEIL3.55247,2_NFIB.4781,2_NPR3.4883,2_NUMBL.9253,2_NUTF2.10204,2_OTUD7A.161725,2_OTX1.5013,2_PDK4.5166,2_PI3.5266,2_PIPSL.266971,2_PLEKHA9.51054,2_PLG.5340,2_POPDC3.64208,2_PPIF.10105,2_PSMD14.10213,2_PTX3.5806,2_PUS1.80324,2_RGP1.9827,2_RGS17.26575,2_RNF20.56254,2_RRP12.23223,2_SAA1.6288,2_SAA2.6289,2_SALL1.6299,2_SEPP1.6414,2_SERPINA4.5267,2_SLC25A22.79751,2_SLC4A3.6508,2_SLITRK2.84631,2_SLPI.6590,2_SORBS2.8470,2_SOX13.9580,2_STAT2.6773,2_TARBP2.6895,2_TMEM164.84187,2_TMEM27.57393,2_TRIM11.81559,2_TTLL11.158135,2_TUBA1B.10376,2_TXLNA.200081,2_UCK2.7371,2_ZNF189.7743,2_ZNF836.162962
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
