0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.144.5p,1_hsa.miR.296.5p,1_hsa.miR.92b.3p,2_ACTN2.88,2_AMOT.154796,2_ANXA8.653145,2_AP1AR.55435,2_ARHGAP42.143872,2_ATP13A1.57130,2_BARX1.56033,2_BMP1.649,2_C4orf48.401115,2_C6orf186.728464,2_C8orf47.203111,2_C9orf150.286343,2_CBX4.8535,2_CCNE1.898,2_CGN.57530,2_CHI3L2.1117,2_CNIH2.254263,2_COPS7A.50813,2_COX6B2.125965,2_CTAGE1.64693,2_CTNND1.1500,2_DDX47.51202,2_EN2.2020,2_F2RL1.2150,2_FASN.2194,2_FBXO48.554251,2_FCHO2.115548,2_FLAD1.80308,2_GAB1.2549,2_GDF5.8200,2_GOLGA3.2802,2_GPSM1.26086,2_HMGN1.3150,2_HOXA2.3199,2_HOXA3.3200,2_IGFN1.91156,2_IKBKE.9641,2_ITGA8.8516,2_KCND1.3750,2_KLF9.687,2_LASS5.91012,2_LSM2.57819,2_MGAM.8972,2_MPP5.64398,2_MPV17L2.84769,2_MRPL18.29074,2_MRPL47.57129,2_MTSS1.9788,2_MYCN.4613,2_NEIL3.55247,2_NMT1.4836,2_NPLOC4.55666,2_NPM3.10360,2_OTX1.5013,2_PDCD2.5134,2_PDK4.5166,2_PHYHIP.9796,2_PLK1.5347,2_PLXNB3.5365,2_PRH1.5554,2_PSMB3.5691,2_PSMD4.5710,2_PUSL1.126789,2_PYCR2.29920,2_PYGO2.90780,2_QRFPR.84109,2_RAG1.5896,2_RAPGEF4.11069,2_RDX.5962,2_RGS17.26575,2_SAA1.6288,2_SCAPER.49855,2_SEC24B.10427,2_SEPP1.6414,2_SEPT10.151011,2_SGCB.6443,2_SHROOM3.57619,2_SHROOM4.57477,2_SIM2.6493,2_SPATA18.132671,2_SPTBN1.6711,2_STON1.GTF2A1L.286749,2_SUCLA2.8803,2_SUSD4.55061,2_TAL2.6887,2_TBC1D8B.54885,2_TEK.7010,2_TNNT1.7138,2_TOR3A.64222,2_TPD52L2.7165,2_UBE2I.7329,2_USP53.54532,2_WBSCR22.114049,2_ZBTB16.7704
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
