gen,evals,gen_feats,explored,Pam50 svm adjusted balanced accuracy_min,Pam50 svm adjusted balanced accuracy_avg,Pam50 svm adjusted balanced accuracy_max,Pam50 svm adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,1061,1061,0.14730324894316732,0.5082373156081331,0.6430340684637017,0.1104391683175948,0.14002800840280097,0.2438593687931564,1.0,0.14003175635958767
1,504,1283,1329,0.2,0.5261246826420982,0.6447926527585703,0.10592632073386152,0.12309149097933274,0.2615642998883971,1.0,0.13778188338903044
2,500,1299,1562,0.2,0.5435850178038081,0.6473715675894919,0.09782697734938396,0.12403473458920845,0.2655187024634363,1.0,0.1406274591309874
3,500,1291,1772,0.2,0.5588503312527469,0.6473715675894919,0.0913656964855022,0.12403473458920845,0.26302443023382394,1.0,0.1387389705981813
4,500,1364,2010,0.2,0.5661337437838224,0.6545730279219726,0.08854996625306512,0.12403473458920845,0.2676170447812143,1.0,0.13876602202464844
5,500,1372,2240,0.2,0.5733800544224866,0.6679753732979139,0.08480128560382964,0.12403473458920845,0.2681574537706306,1.0,0.13941787537912967
6,500,1385,2457,0.2,0.579180296391322,0.6985511721103538,0.08178918977612255,0.12403473458920845,0.270988906000788,1.0,0.14016150182400983
7,500,1353,2655,0.2,0.5849009088173502,0.6985511721103538,0.07736681758537273,0.12403473458920845,0.2722142689325045,1.0,0.139589265108131
8,500,1409,2879,0.2,0.5899867489450282,0.6985511721103538,0.07511567348781709,0.12309149097933274,0.27238869237071595,1.0,0.1394938994781023
9,500,1406,3081,0.2,0.5931178795569461,0.6985511721103538,0.07469461311999857,0.12309149097933274,0.27559368185595656,1.0,0.14206645407678897
10,500,1392,3275,0.2,0.5996492728867883,0.7060776528794852,0.07018244955573555,0.12309149097933274,0.27317519798185086,1.0,0.14300994212232795
11,500,1428,3477,0.2,0.6031952330243093,0.7096363749270307,0.06859485784335041,0.12309149097933274,0.2735535349490224,1.0,0.1442202159291894
12,500,1421,3708,0.2,0.605280791547,0.7096363749270307,0.06904372218856357,0.12309149097933274,0.2782994512494488,1.0,0.1447127607707716
13,500,1432,3892,0.2,0.6083328481176729,0.7121924021840317,0.06826170283833777,0.12309149097933274,0.28128293109991376,1.0,0.14504716237223553
14,500,1426,4062,0.2,0.612102542899799,0.7130518417136578,0.06775326149005967,0.12309149097933274,0.28088617558039536,1.0,0.1452452618879076
15,500,1432,4248,0.2,0.6160074105401577,0.7130518417136578,0.06845967519793983,0.12309149097933274,0.279684703942391,1.0,0.14716515125871696
16,500,1434,4437,0.2,0.6173793902651632,0.7130518417136578,0.07067557144950495,0.12309149097933274,0.2828818583756616,1.0,0.15195750316116444
17,500,1440,4612,0.2,0.6233295054823723,0.7131778107188677,0.06938813630157693,0.12309149097933274,0.27870704235013377,1.0,0.15166065849845145
18,500,1446,4789,0.2,0.6257551635886696,0.716023465685253,0.06987078485593902,0.12216944435630522,0.2836758439291762,1.0,0.15106137898641095
19,500,1428,4953,0.2,0.6293858663858202,0.716023465685253,0.07086774778880438,0.12216944435630522,0.2849975821330885,1.0,0.15141573924874366
20,500,1438,5124,0.2,0.6326414468315925,0.716023465685253,0.07280333495780184,0.12216944435630522,0.2880352495542106,1.0,0.1527676709593602
21,500,1380,5301,0.2,0.6381455711751992,0.716023465685253,0.07314010973306437,0.12216944435630522,0.28427896776058126,1.0,0.1520499731172682
22,500,1424,5489,0.2,0.6441637090602553,0.716023465685253,0.07133527207761425,0.12216944435630522,0.27990212937353864,1.0,0.14993681373102907
23,500,1421,5684,0.2,0.6479806276153107,0.716023465685253,0.07198508491967742,0.12216944435630522,0.28100218562389156,1.0,0.1489070646037525
24,500,1430,5861,0.2,0.6503883162808912,0.7176904213805436,0.07261991406784069,0.13130643285972254,0.2836030831474335,1.0,0.14770015185810498
25,500,1394,6030,0.2,0.6558859542614329,0.7323177180811248,0.0732457236516674,0.13130643285972254,0.2791638577390987,1.0,0.14824775421899622
26,500,1416,6183,0.2,0.6597883430690156,0.7323177180811248,0.07363281584581818,0.13130643285972254,0.2786118726166007,1.0,0.1478103469648927
27,500,1435,6335,0.2,0.6643421099788915,0.7323177180811248,0.07293196437888227,0.13245323570650439,0.27669547360300156,1.0,0.14689000343637007
