1_ABI1.10006,1_ACP6.51205,1_ACRV1.56,1_ACSL3.2181,1_ADK.132,1_AGAP1.116987,1_ALKBH2.121642,1_ANAPC13.25847,1_ANKRD28.23243,1_ANKS1A.23294,1_APOBEC3B.9582,1_AQP2.359,1_ARMC9.80210,1_ARNTL.406,1_ARV1.64801,1_ATP6AP1L.92270,1_BCAS4.55653,1_BCCIP.56647,1_BCORL1.63035,1_C10orf53.282966,1_C11orf74.119710,1_C13orf38.728591,1_C15orf50.414926,1_C16orf7.9605,1_C16orf92.146378,1_C17orf77.146723,1_C19orf24.55009,1_C1orf130.400746,1_C20orf123.128506,1_C22orf39.128977,1_C4orf10.317648,1_C4orf42.92070,1_C6orf48.50854,1_C9orf122.158228,1_C9orf40.55071,1_CAMSAP1.157922,1_CCDC90A.63933,1_CCDC9.26093,1_CCL4L2.388372,1_CCNDBP1.23582,1_CD101.9398,1_CDKN2BAS.100048912,1_CDT1.81620,1_CENPN.55839,1_CHAF1A.10036,1_CIAO1.9391,1_CISH.1154,1_CLRN1.7401,1_CN5H6.4.150384,1_COPZ2.51226,1_CPD.1362,1_CPNE2.221184,1_CSTF2T.23283,1_CTU1.90353,1_CXCL5.6374,1_CYB5R1.51706,1_CYSLTR2.57105,1_D4S234E.27065,1_DBF4.10926,1_DCTN1.1639,1_DDX50.79009,1_DERL2.51009,1_DGCR6L.85359,1_DLGAP1.9229,1_DLGAP2.9228,1_DNAH2.146754,1_DNAJC1.64215,1_DOK5.55816,1_DOLPP1.57171,1_DPH2.1802,1_DPP9.91039,1_DR1.1810,1_EFHB.151651,1_EIF4E3.317649,1_ELK1.2002,1_EMILIN2.84034,1_EML4.27436,1_EMR2.30817,1_FAM183A.440585,1_FAM50B.26240,1_FAM66C.440078,1_FAM90A7.441317,1_FAM96A.84191,1_FCF1.51077,1_FCGR2A.2212,1_FKBP15.23307,1_FLJ36000.284124,1_GABRA3.2556,1_GALNTL4.374378,1_GAS2L2.246176,1_GBF1.8729,1_GMPR2.51292,1_GNAT2.2780,1_GNB2L1.10399,1_GNRH2.2797,1_GNRHR2.114814,1_GPR1.2825,1_GPR156.165829,1_GPR3.2827,1_GRIK2.2898,1_GSTA4.2941,1_GTDC1.79712,1_GTSF1L.149699,1_H19.283120,1_HAND2.9464,1_HGSNAT.138050,1_HILS1.373861,1_HIST1H2BC.8347,1_HIST1H4D.8360,1_HLA.DRB6.3128,1_HLCS.3141,1_HORMAD1.84072,1_HPX.3263,1_HS6ST1.9394,1_ITGA7.3679,1_ITPRIPL2.162073,1_KCNK17.89822,1_KCNMB3.27094,1_KIAA0415.9907,1_KIAA1841.84542,1_KIF18A.81930,1_KIF23.9493,1_KIF4A.24137,1_KLHL25.64410,1_LARP4.113251,1_LATS2.26524,1_LCE5A.254910,1_LCK.3932,1_LDHB.3945,1_LEF1.51176,1_LGALS8.3964,1_LOC100128675.100128675,1_LOC100128842.100128842,1_LOC134466.134466,1_LOC201651.201651,1_LOC388387.388387,1_LOC401052.401052,1_LOC650368.650368,1_LOX.4015,1_LRRC61.65999,1_LSM2.57819,1_LTBP2.4053,1_LYRM1.57149,1_MADD.8567,1_MAP1LC3C.440738,1_MATN3.4148,1_MFAP4.4239,1_MFAP5.8076,1_MLX.6945,1_MOCS2.4338,1_MORC2.22880,1_MTPAP.55149,1_MUL1.79594,1_MXD4.10608,1_MYBPH.4608,1_MYL2.4633,1_NAA50.80218,1_NANP.140838,1_NBPF1.55672,1_NCOR1.9611,1_NDN.4692,1_NEK10.152110,1_NF1.4763,1_NFIB.4781,1_NFKBIL2.4796,1_NIPAL2.79815,1_NOP14.8602,1_NPY2R.4887,1_NSD1.64324,1_NTN4.59277,1_NUAK2.81788,1_OAS1.4938,1_ODF2.4957,1_OR4M1.441670,1_OTP.23440,1_OVOL1.5017,1_PBOV1.59351,1_PCNXL2.80003,1_PCOTH.542767,1_PDCD4.27250,1_PEF1.553115,1_PHLPP1.23239,1_PITX2.5308,1_PLCXD3.345557,1_PRKCA.5578,1_PRKCE.5581,1_PSG11.5680,1_PSMC6.5706,1_PTGFRN.5738,1_PTGS1.5742,1_PTPN7.5778,1_RAB27A.5873,1_RAB43.339122,1_RAD18.56852,1_RFXAP.5994,1_RNASE13.440163,1_RNF128.79589,1_RP1.6101,1_RPL39.6170,1_RRBP1.6238,1_RSU1.6251,1_RYR3.6263,1_SBF1.6305,1_SCAMP4.113178,1_SCARNA14.692149,1_SCD5.79966,1_SCXB.642658,1_SEC61A1.29927,1_SEL1L3.23231,1_SENP8.123228,1_SEPT1.1731,1_SFRP2.6423,1_SGCD.6444,1_SGOL1.151648,1_SH2D1A.4068,1_SH3BGRL2.83699,1_SIGLEC14.100049587,1_SKI.6497,1_SLBP.7884,1_SLC29A1.2030,1_SLC36A4.120103,1_SLC4A3.6508,1_SLU7.10569,1_SMARCB1.6598,1_SOX1.6656,1_SSTR5.6755,1_STRAP.11171,1_SUGT1P1.441394,1_SUMO2.6613,1_TAP1.6890,1_TFPI.7035,1_THBD.7056,1_TIGD1.200765,1_TIMP1.7076,1_TMEM69.51249,1_TMTC2.160335,1_TNFSF13.8741,1_TOP2B.7155,1_TOP3A.7156,1_TRAM1L1.133022,1_TRIM25.7706,1_UBE2D1.7321,1_ULBP2.80328,1_VCX3B.425054,1_WBP11.51729,1_WEE1.7465,1_YDJC.150223,1_YIPF1.54432,1_ZBED5.58486,1_ZBTB34.403341,1_ZNF311.282890,1_ZNF32.7580,1_ZNF35.7584,1_ZNF460.10794,1_ZNF546.339327,1_ZNF630.57232,1_ZNF648.127665,1_ZNF826.664701,1_ZSCAN2.54993
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
