gen,evals,gen_feats,explored,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std,type naive Bayes balanced accuracy_min,type naive Bayes balanced accuracy_avg,type naive Bayes balanced accuracy_max,type naive Bayes balanced accuracy_std,root separation_min,root separation_avg,root separation_max,root separation_std
0,500,5171,5171,0.14002800840280097,0.2516666380428726,1.0,0.14763780449798983,0.49311432022614204,0.6625777265036599,0.7425641514040574,0.043602135340174944,0.25,0.7469925741426491,0.8646017968829935,0.12472710441887012,0.0,0.5442713618363623,0.6140309100612589,0.07961435886596106
1,376,4080,5235,0.13245323570650439,0.27226488038834856,1.0,0.15453423967655064,0.49311432022614204,0.6690465199167757,0.7425705826377212,0.047272638485167884,0.25,0.7463401646562215,0.8646017968829935,0.13204182136373582,0.0,0.5474016222668494,0.6140309100612589,0.08456377101446749
2,388,3425,5292,0.13245323570650439,0.28874185043500095,1.0,0.16193766887442493,0.49311432022614204,0.6684826833730377,0.7425705826377212,0.05085437862790701,0.25,0.7475412258817332,0.8811811120472144,0.13132459720043854,0.0,0.5482230307076857,0.6140309100612589,0.09134729589739178
3,360,2576,5327,0.13018891098082386,0.3019682445027161,1.0,0.17154664971639724,0.5,0.6713478702817515,0.7437310244565505,0.05230133702573076,0.25,0.7468997537830548,0.8811811120472144,0.1368607214031791,0.0,0.546200891146478,0.6163215956570709,0.09777338568797257
4,367,2267,5365,0.13018891098082386,0.3212766774832326,1.0,0.18494867204683713,0.5,0.6690016590074976,0.7437310244565505,0.055978848092412624,0.25,0.7414630292521406,0.8811811120472144,0.1459803517835853,0.0,0.5429936261876218,0.6163215956570709,0.1097425132020043
5,372,1867,5402,0.13018891098082386,0.3268993979784979,1.0,0.19284670451429264,0.5,0.6710542397184247,0.7543309664129693,0.06012360192855537,0.25,0.7398656855541841,0.8836514996157623,0.1520279438035258,0.0,0.5428313241265879,0.6172261795605548,0.11587402621805537
6,380,1823,5429,0.12598815766974242,0.34278524792574644,1.0,0.20004391948652436,0.5,0.6685805831120898,0.7543309664129693,0.06186272462897728,0.25,0.7337722814906248,0.8937231278477679,0.15906078937054516,0.0,0.5370249212497388,0.6172261795605548,0.12532464923882647
7,389,1646,5460,0.12598815766974242,0.3494624976161483,1.0,0.2174338782987699,0.5,0.6731953179736502,0.7575780858314825,0.064801992534205,0.25,0.7306857577321046,0.8946956412416649,0.16935190616886875,0.0,0.5299762429308935,0.6185441905171947,0.14450360276414623
8,367,1554,5483,0.1336306209562122,0.3636166125454049,1.0,0.22806534795069996,0.5,0.6748533703581955,0.7575780858314825,0.06792364337233564,0.25,0.7271352865782376,0.8946956412416649,0.17414980202058888,0.0,0.5240236130484961,0.6219417117969507,0.15916130760477196
9,374,1500,5513,0.13245323570650439,0.33715872196554164,1.0,0.2216889194534956,0.5,0.6848112578567199,0.7642119776582509,0.06450436795677425,0.25,0.7492431291648434,0.8946956412416649,0.16620076296521163,0.0,0.53404750842833,0.6219417117969507,0.15658428341205077
10,374,1500,5544,0.13245323570650439,0.3691582103176267,1.0,0.23888686196846476,0.5,0.6821043832005603,0.7642119776582509,0.06734235433591367,0.25,0.734830377587074,0.9015481625162457,0.18231404067984383,0.0,0.519934335950041,0.6219417117969507,0.17468727541946769
11,377,1398,5567,0.13483997249264842,0.36861469394734203,1.0,0.2253494840161708,0.5,0.6859877829798257,0.7644410234085853,0.06368405577079228,0.25,0.7379024462774653,0.9078753230100729,0.1746249591323143,0.0,0.528714580688686,0.6230550395620698,0.1587045914588601
12,364,1277,5583,0.13483997249264842,0.3820289491043553,1.0,0.2134536486038258,0.5,0.6855601538741521,0.7653952089299496,0.06076433213499416,0.25,0.7324092111479021,0.9078753230100729,0.16874249047223053,0.0,0.5343154628805104,0.6230550395620698,0.14632232557780617
13,370,1238,5604,0.12909944487358055,0.3812691550160653,1.0,0.2162937416617791,0.5,0.6863411406727821,0.7653952089299496,0.059785077269885446,0.25,0.7346203882760677,0.9078753230100729,0.17341966354008426,0.0,0.5369570096388178,0.6230550395620698,0.14753777573455792
14,369,1148,5631,0.12803687993289598,0.38157893183433916,1.0,0.222314692181339,0.5,0.6854496639028763,0.7653952089299496,0.061516768565436794,0.25,0.7365505613354494,0.9078753230100729,0.17847085931842718,0.0,0.5353011972759987,0.6230550395620698,0.14728462795370562
15,391,1175,5649,0.12803687993289598,0.3733704559447807,1.0,0.20814146571196768,0.4685836012376497,0.6865044337210483,0.7675366523308025,0.05953509498161168,0.25,0.7505309973745568,0.9078753230100729,0.16745277020664084,0.0,0.5447432914114899,0.6230550395620698,0.13467931819237436
16,372,1114,5666,0.12803687993289598,0.3694080349883642,1.0,0.20075192562366748,0.4685836012376497,0.6866087184898906,0.7675366523308025,0.05897677133852944,0.25,0.7548793197903129,0.9078753230100729,0.16032311935065593,0.0,0.5495569307211415,0.6208899135751318,0.1253477225517028
17,399,1105,5680,0.12598815766974242,0.3547836884264793,1.0,0.19964930439875053,0.4685836012376497,0.6882224932834271,0.7675366523308025,0.06147425993498881,0.25,0.7726418123069286,0.9086469279483445,0.14587735288093223,0.0,0.5550538728038753,0.6229015932836885,0.1306433457327537
18,381,1055,5695,0.12598815766974242,0.36722418915386806,1.0,0.2022866960431505,0.4685836012376497,0.6829928286495451,0.7701363162945413,0.06231419821554535,0.25,0.7695290210536171,0.9086469279483445,0.14900370770748686,0.0,0.5562966491971454,0.6227494305685686,0.13157372529378475
19,385,1099,5710,0.13245323570650439,0.371540031852303,1.0,0.19662851729482786,0.4685836012376497,0.6808410628999565,0.7701363162945413,0.0633288151247544,0.25,0.7749848170571088,0.9086469279483445,0.14262477082896194,0.0,0.5611989302641456,0.6227494305685686,0.12172938462606159
