
OPTIMIZING ON FOLD NUMBER 3
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 3002
Features active in total: 3002
Computing active features for outcome type
Features selected for this outcome: 5765
Features active in total: 5835
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 138
censored 1: 254
deceased 0: 68
deceased 1: 68
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 53
PRCC T1: 106
PRCC T2: 46
ccRCC: 323
Strata from each outcome has been integrated.
Counts:
censored 0 ChRCC: 6
censored 0 PRCC T1: 53
censored 0 PRCC T2: 19
censored 0 ccRCC: 60
censored 1 ChRCC: 37
censored 1 PRCC T1: 43
censored 1 PRCC T2: 17
censored 1 ccRCC: 157
deceased 0 ChRCC: 5
deceased 0 PRCC T1: 4
deceased 0 PRCC T2: 7
deceased 0 ccRCC: 52
deceased 1 ChRCC: 5
deceased 1 PRCC T1: 6
deceased 1 PRCC T2: 3
deceased 1 ccRCC: 54

RUNNING GENETIC ALGORITHM
Generations completed = 34
Generations completed = 78
Generations completed = 124
Generations completed = 169
Generations completed = 213
Generations completed = 256
Generations completed = 299
Generations completed = 340
Generations completed = 380
Generations completed = 419
Generations completed = 458
Generations completed = 496
   	     	         	        	                 root leanness                  	       survival SKSurv Cox model concordance index       	           type naive Bayes balanced accuracy           	                 root separation                 
   	     	         	        	------------------------------------------------	---------------------------------------------------------	--------------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min     	avg     	max     	std             	min     	avg     	max     	std     	min	avg     	max     	std      
0  	500  	5122     	5122    	0.140028	0.251736	1  	0.143998	0.459885	0.659209	0.741025	0.0467572       	0.249226	0.737228	0.861039	0.126279	0  	0.540219	0.602267	0.0750341
1  	371  	4175     	5167    	0.121268	0.283918	1  	0.154881	0.445337	0.661882	0.741025	0.0520459       	0.249226	0.726705	0.868134	0.138589	0  	0.537433	0.602267	0.0851957
2  	391  	3157     	5219    	0.132453	0.3072  	1  	0.177459	0.442791	0.662803	0.745882	0.0590239       	0.249226	0.718813	0.868134	0.153721	0  	0.533511	0.603804	0.102133 
3  	384  	2671     	5275    	0.129099	0.302093	1  	0.172729	0.442791	0.672437	0.751696	0.0567006       	0.249226	0.734164	0.876208	0.144705	0  	0.539751	0.603804	0.101529 
4  	377  	2202     	5314    	0.129099	0.301399	1  	0.179659	0.442791	0.678117	0.754221	0.0574684       	0.249226	0.74207 	0.876208	0.142956	0  	0.543418	0.603804	0.104431 
5  	370  	2008     	5347    	0.125988	0.342377	1  	0.197403	0.442791	0.675085	0.759574	0.0652862       	0.249226	0.718962	0.876208	0.153042	0  	0.531004	0.606274	0.126075 
6  	377  	1681     	5387    	0.124035	0.364656	1  	0.213576	0.442791	0.670637	0.759574	0.0698358       	0.249226	0.711587	0.876208	0.165811	0  	0.523245	0.606274	0.145255 
7  	373  	1542     	5424    	0.124035	0.396438	1  	0.245866	0.442791	0.662181	0.759574	0.0797875       	0.249226	0.694265	0.876757	0.18964 	0  	0.505205	0.607597	0.174038 
8  	382  	1391     	5458    	0.124035	0.403632	1  	0.26572 	0.442791	0.661764	0.759574	0.0865346       	0.249226	0.69306 	0.876757	0.201793	0  	0.495924	0.607597	0.18939  
9  	377  	1317     	5482    	0.120386	0.410699	1  	0.286481	0.442791	0.662851	0.759574	0.0844372       	0.249226	0.69577 	0.884623	0.214856	0  	0.48232 	0.608805	0.212838 
10 	381  	1300     	5509    	0.147442	0.418737	1  	0.300207	0.490327	0.666662	0.764638	0.0870683       	0.25    	0.690614	0.884623	0.224866	0  	0.472407	0.608805	0.22622  
11 	377  	1180     	5536    	0.147442	0.479747	1  	0.312996	0.474739	0.658453	0.770508	0.0960592       	0.25    	0.642388	0.884623	0.236532	0  	0.439359	0.608805	0.240537 
12 	365  	1058     	5557    	0.147442	0.488824	1  	0.313714	0.490327	0.659064	0.772025	0.0975916       	0.25    	0.6414  	0.884623	0.237897	0  	0.436334	0.608805	0.245342 
13 	377  	988      	5576    	0.141421	0.402054	1  	0.241896	0.479702	0.687283	0.772025	0.0760866       	0.25    	0.710669	0.88595 	0.186377	0  	0.514682	0.608805	0.171961 
14 	375  	970      	5599    	0.141421	0.419846	1  	0.22977 	0.479702	0.684802	0.775556	0.0713712       	0.25    	0.703756	0.887683	0.183009	0  	0.519647	0.609289	0.159249 
15 	371  	945      	5619    	0.141421	0.410122	1  	0.21914 	0.478219	0.688813	0.775556	0.0682923       	0.25    	0.718537	0.887683	0.174773	0  	0.531516	0.609289	0.145932 
16 	386  	929      	5634    	0.141421	0.426706	1  	0.229862	0.478219	0.68352 	0.777524	0.0730535       	0.25    	0.709861	0.888457	0.183652	0  	0.523769	0.611355	0.159014 
17 	375  	904      	5654    	0.145865	0.41383 	1  	0.214111	0.478219	0.690048	0.777524	0.0676097       	0.25    	0.724048	0.888457	0.168775	0  	0.538805	0.609289	0.133664 
18 	351  	851      	5664    	0.145865	0.423006	1  	0.208639	0.465333	0.691464	0.777524	0.0656279       	0.25    	0.717226	0.893118	0.168027	0  	0.538055	0.609289	0.130012 
19 	368  	874      	5676    	0.145865	0.417725	1  	0.207235	0.479702	0.694323	0.777524	0.0637264       	0.25    	0.71999 	0.893118	0.169839	0  	0.538173	0.610062	0.128748 
20 	362  	835      	5685    	0.147442	0.412781	1  	0.213701	0.479702	0.69452 	0.778382	0.0667716       	0.25    	0.727777	0.905777	0.162982	0  	0.544342	0.610062	0.125975 
21 	379  	899      	5705    	0.147442	0.414762	1  	0.201995	0.5     	0.696826	0.778382	0.0625994       	0.25    	0.729082	0.905777	0.155405	0  	0.547244	0.610062	0.118531 
22 	366  	862      	5718    	0.147442	0.416766	1  	0.197376	0.5     	0.696359	0.778382	0.0620985       	0.25    	0.729883	0.908079	0.152738	0  	0.549486	0.610062	0.113351 
23 	365  	858      	5729    	0.147442	0.410348	1  	0.200591	0.5     	0.696986	0.781999	0.0645171       	0.25    	0.733511	0.908079	0.1559  	0  	0.549853	0.610072	0.114042 
24 	376  	871      	5737    	0.147442	0.408826	1  	0.202777	0.5     	0.69679 	0.781999	0.065657        	0.25    	0.734996	0.908079	0.158422	0  	0.549382	0.610072	0.114319 
25 	390  	902      	5748    	0.145865	0.406592	1  	0.202809	0.5     	0.699241	0.783003	0.06626         	0.25    	0.735052	0.908079	0.156985	0  	0.550637	0.610072	0.111791 
26 	344  	840      	5759    	0.136083	0.427327	1  	0.199555	0.5     	0.693768	0.783003	0.0675104       	0.25    	0.727769	0.908079	0.158503	0  	0.548596	0.610072	0.114722 
27 	364  	851      	5764    	0.136083	0.431149	1  	0.195902	0.5     	0.691394	0.783003	0.0676833       	0.25    	0.728655	0.908079	0.155603	0  	0.55007 	0.610072	0.109272 
28 	386  	877      	5770    	0.13484 	0.443904	1  	0.196269	0.5     	0.687739	0.784251	0.0673503       	0.25    	0.72359 	0.908079	0.157309	0  	0.547526	0.611256	0.109512 
29 	389  	856      	5778    	0.13484 	0.441222	1  	0.199728	0.5     	0.690783	0.789716	0.067075        	0.25    	0.722549	0.908079	0.156931	0  	0.54751 	0.611256	0.109378 
30 	381  	855      	5784    	0.132453	0.430954	1  	0.198909	0.5     	0.694795	0.789716	0.0663454       	0.25    	0.725199	0.908079	0.161117	0  	0.547325	0.612079	0.107772 
31 	360  	824      	5789    	0.132453	0.43221 	1  	0.196681	0.5     	0.694917	0.789716	0.0659073       	0.25    	0.725598	0.908079	0.162422	0  	0.54772 	0.611256	0.10575  
32 	347  	849      	5791    	0.132453	0.433522	1  	0.196165	0.5     	0.694895	0.789716	0.067242        	0.25    	0.726066	0.908079	0.163252	0  	0.546733	0.611256	0.106619 
33 	392  	871      	5794    	0.13484 	0.435826	1  	0.197245	0.5     	0.696757	0.793637	0.0656779       	0.25    	0.720715	0.908079	0.166365	0  	0.544697	0.614266	0.107745 
34 	366  	851      	5796    	0.133631	0.443512	1  	0.20329 	0.5     	0.69749 	0.793637	0.0676934       	0.25    	0.712836	0.908079	0.170171	0  	0.541294	0.614266	0.111223 
35 	350  	772      	5801    	0.133631	0.428709	1  	0.199738	0.5     	0.700189	0.793637	0.0671492       	0.25    	0.729966	0.908079	0.157076	0  	0.548193	0.614266	0.104095 
36 	363  	811      	5804    	0.133631	0.434328	1  	0.20022 	0.5     	0.698758	0.793637	0.0674451       	0.25    	0.725257	0.908079	0.15906 	0  	0.547022	0.614266	0.104874 
37 	353  	789      	5805    	0.133631	0.439843	1  	0.197399	0.5     	0.6984  	0.797511	0.0670455       	0.25    	0.719042	0.912796	0.159703	0  	0.544728	0.614266	0.104972 
38 	356  	779      	5809    	0.133631	0.437443	1  	0.199807	0.5     	0.698486	0.797511	0.0691024       	0.25    	0.720067	0.908079	0.159846	0  	0.545454	0.614266	0.104704 
39 	367  	807      	5811    	0.133631	0.439819	1  	0.197382	0.5     	0.700093	0.797511	0.069005        	0.25    	0.717924	0.908079	0.159386	0  	0.544708	0.614266	0.108095 
40 	365  	843      	5814    	0.147442	0.438021	1  	0.190773	0.5     	0.700436	0.797511	0.0692695       	0.25    	0.720887	0.908079	0.155627	0  	0.547251	0.614266	0.10203  
41 	371  	775      	5816    	0.147442	0.441953	1  	0.192952	0.5     	0.698616	0.797511	0.0703441       	0.25    	0.718294	0.908079	0.160838	0  	0.544586	0.614266	0.105543 
42 	373  	817      	5816    	0.147442	0.441237	1  	0.190513	0.5     	0.698509	0.797511	0.0708619       	0.25    	0.720029	0.908079	0.159076	0  	0.546422	0.616171	0.102754 
43 	375  	841      	5820    	0.147442	0.432967	1  	0.187736	0.5     	0.699732	0.79809 	0.070777        	0.25    	0.729401	0.908079	0.147685	0  	0.551585	0.614266	0.0983135
44 	373  	799      	5821    	0.147442	0.440244	1  	0.191513	0.5     	0.697705	0.79809 	0.0739478       	0.25    	0.723065	0.908079	0.150562	0  	0.55142 	0.614266	0.0987178
45 	366  	792      	5821    	0.147442	0.44188 	1  	0.190822	0.5     	0.697226	0.79809 	0.0738828       	0.25    	0.725032	0.908079	0.149143	0  	0.552589	0.61235 	0.0985787
46 	382  	839      	5823    	0.144338	0.440792	1  	0.193863	0.5     	0.694959	0.79809 	0.0749655       	0.25    	0.731381	0.908079	0.147375	0  	0.554157	0.61235 	0.100969 
47 	370  	829      	5825    	0.147442	0.44259 	1  	0.188582	0.5     	0.695807	0.79809 	0.0743429       	0.25    	0.730331	0.908079	0.147429	0  	0.554186	0.61235 	0.0980401
