
OPTIMIZING ON FOLD NUMBER 4
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 3003
Features active in total: 3003
Computing active features for outcome type
Features selected for this outcome: 5780
Features active in total: 5864
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 139
censored 1: 253
deceased 0: 69
deceased 1: 68
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 53
PRCC T1: 107
PRCC T2: 45
ccRCC: 324
Strata from each outcome has been integrated.
Counts:
censored 0 ChRCC: 7
censored 0 PRCC T1: 54
censored 0 PRCC T2: 18
censored 0 ccRCC: 60
censored 1 ChRCC: 36
censored 1 PRCC T1: 42
censored 1 PRCC T2: 18
censored 1 ccRCC: 157
deceased 0 ChRCC: 4
deceased 0 PRCC T1: 5
deceased 0 PRCC T2: 6
deceased 0 ccRCC: 54
deceased 1 ChRCC: 6
deceased 1 PRCC T1: 6
deceased 1 PRCC T2: 3
deceased 1 ccRCC: 53

RUNNING GENETIC ALGORITHM
Generations completed = 38
Generations completed = 83
Generations completed = 124
Generations completed = 163
Generations completed = 202
Generations completed = 240
Generations completed = 276
Generations completed = 311
Generations completed = 344
Generations completed = 376
Generations completed = 407
Generations completed = 438
Generations completed = 470
   	     	         	        	                 root leanness                  	       survival SKSurv Cox model concordance index       	           type naive Bayes balanced accuracy           	                 root separation                 
   	     	         	        	------------------------------------------------	---------------------------------------------------------	--------------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min     	avg     	max     	std             	min     	avg     	max     	std     	min	avg     	max     	std      
0  	500  	5133     	5133    	0.140028	0.248483	1  	0.14109 	0.450295	0.662991	0.738685	0.0451157       	0.249316	0.761107	0.887573	0.128052	0  	0.55259 	0.616241	0.0718623
1  	371  	3847     	5187    	0.136083	0.272254	1  	0.147039	0.450295	0.666484	0.738685	0.0495896       	0.249316	0.761312	0.889473	0.127096	0  	0.555805	0.621147	0.0726005
2  	376  	3219     	5239    	0.137361	0.29433 	1  	0.148044	0.461911	0.663225	0.740183	0.0488623       	0.249316	0.756892	0.889473	0.127145	0  	0.555073	0.621147	0.0727545
3  	364  	2438     	5294    	0.137361	0.299156	1  	0.16258 	0.469253	0.670514	0.740183	0.050301        	0.25    	0.767789	0.895532	0.132573	0  	0.555066	0.621147	0.0881326
4  	370  	2107     	5333    	0.137361	0.324852	1  	0.189257	0.469253	0.67139 	0.743798	0.0561927       	0.25    	0.75309 	0.902764	0.151584	0  	0.547532	0.622388	0.113594 
5  	369  	1768     	5375    	0.136083	0.354037	1  	0.19468 	0.469253	0.66972 	0.743798	0.0597358       	0.25    	0.739697	0.902764	0.154265	0  	0.540448	0.622889	0.12567  
6  	373  	1575     	5405    	0.13484 	0.378692	1  	0.2098  	0.491943	0.666686	0.746355	0.0626002       	0.25    	0.725664	0.902764	0.169651	0  	0.528915	0.629746	0.143157 
7  	382  	1386     	5439    	0.137361	0.390027	1  	0.223321	0.463359	0.663461	0.758157	0.0645443       	0.25    	0.726855	0.902764	0.180497	0  	0.525804	0.629746	0.157848 
8  	368  	1217     	5471    	0.137361	0.400225	1  	0.240773	0.463359	0.661082	0.758411	0.0719247       	0.25    	0.722959	0.902764	0.192519	0  	0.517817	0.630153	0.174176 
9  	360  	1110     	5498    	0.149071	0.426193	1  	0.254339	0.5     	0.661961	0.758444	0.0752109       	0.25    	0.703121	0.905804	0.205923	0  	0.502108	0.633955	0.191046 
10 	394  	1123     	5536    	0.149071	0.441015	1  	0.269368	0.478875	0.660507	0.759124	0.0803244       	0.25    	0.697367	0.905961	0.21862 	0  	0.491702	0.633955	0.205289 
11 	361  	1047     	5569    	0.149071	0.426753	1  	0.28856 	0.5     	0.66803 	0.768622	0.0837997       	0.25    	0.711244	0.908912	0.23172 	0  	0.483783	0.633955	0.224702 
12 	369  	1047     	5591    	0.149071	0.366158	1  	0.214662	0.5     	0.685639	0.769603	0.0620301       	0.25    	0.762857	0.908912	0.175288	0  	0.544555	0.635874	0.15243  
13 	362  	1008     	5609    	0.158114	0.394576	1  	0.224354	0.5     	0.684915	0.769603	0.0648523       	0.25    	0.74374 	0.916828	0.188396	0  	0.533767	0.636342	0.161994 
