gen,evals,gen_feats,explored,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std
0,500,2972,2972,0.14002800840280097,0.24488546588121005,1.0,0.14059296231368365,0.5,0.6814471689930254,0.7419139520728627,0.03845592429575382
1,374,2717,2976,0.13736056394868904,0.3165170908921559,1.0,0.14953544228618165,0.5,0.681696200852512,0.7419139520728627,0.04626117861659835
2,367,1925,2984,0.14285714285714285,0.3600141360154034,1.0,0.16660850311304154,0.5,0.6814567196657908,0.7419139520728627,0.05244070729785356
3,372,1532,2993,0.14907119849998599,0.3830840557327882,1.0,0.16623254190636236,0.5,0.6862600266522403,0.7455582020244266,0.051707291698017646
4,370,1256,2997,0.14907119849998599,0.41205495010076165,1.0,0.17658065122809805,0.5,0.6859543189607921,0.7566503127503238,0.05636893746601443
5,357,1071,3004,0.14586499149789456,0.39358338291534845,1.0,0.17314041762883076,0.5,0.6983287019850647,0.7605819478557575,0.05247385148673074
6,381,1010,3009,0.14433756729740643,0.39548544271612857,1.0,0.1801219968757403,0.5,0.7030117906899915,0.7695798847193277,0.05246136240012818
7,390,953,3011,0.14433756729740643,0.4127896967144483,1.0,0.18072058994704504,0.5,0.702026078888478,0.7695798847193277,0.05282119793827016
8,356,874,3013,0.14586499149789456,0.4170909325099614,1.0,0.19075241100942686,0.5,0.704580806043137,0.7791369356591079,0.05626099385870881
9,357,873,3014,0.15811388300841897,0.4241877410244348,1.0,0.1941141699688597,0.5,0.7067581986361233,0.7791369356591079,0.06060205910108897
10,389,882,3015,0.15075567228888181,0.43657819515483054,1.0,0.19619668841578455,0.5,0.7078158263486264,0.7797535853910132,0.062495634203406286
11,385,857,3015,0.1690308509457033,0.42713078179042635,1.0,0.18916116694447124,0.5,0.7150100179411317,0.7888101501914752,0.06173961754280066
12,372,729,3015,0.2,0.419914100474219,1.0,0.18157151119007772,0.5,0.7222934258126749,0.7888101501914752,0.05651436203304952
13,383,766,3017,0.2,0.4050363748842109,1.0,0.17392636171326065,0.5,0.729869607248806,0.7888101501914752,0.05294538161380566
14,381,765,3017,0.19245008972987526,0.40048712185916313,1.0,0.17784568561171613,0.5,0.733366653190293,0.7895433591738716,0.05277388167671677
15,368,730,3017,0.1889822365046136,0.4079617936917237,1.0,0.18499894491000848,0.5,0.7342568923564734,0.7900362994655644,0.05476300841937492
16,379,701,3017,0.1889822365046136,0.39911463435872396,1.0,0.179500555241477,0.5,0.7396716102698423,0.7931399257134432,0.051004015429590106
17,383,686,3017,0.18257418583505536,0.4009836570485512,1.0,0.18029965293914055,0.5,0.7420856624924058,0.7962704512705904,0.050947365231633575
18,376,645,3017,0.18257418583505536,0.40349237768591056,1.0,0.1808874415170891,0.5,0.7441883604677333,0.7962704512705904,0.051422891688254965
19,348,644,3017,0.1889822365046136,0.4263114753372574,1.0,0.18779874864062454,0.5,0.7409580017662796,0.7962704512705904,0.055301857277408675
20,389,701,3017,0.19245008972987526,0.4467649002328651,1.0,0.1867889174694692,0.5,0.7388659428522675,0.803034645946043,0.057894231052755846
21,371,625,3017,0.2041241452319315,0.4707562449859432,1.0,0.16929695315881238,0.5,0.7363548913296494,0.803034645946043,0.056301270409059447
22,370,573,3017,0.2041241452319315,0.47595545874617534,1.0,0.16924536016029132,0.5,0.7373632293640138,0.803034645946043,0.05738851686023652
23,374,554,3017,0.2041241452319315,0.4756919117844223,1.0,0.16597645139856076,0.5,0.7410719289013553,0.8044309637041267,0.057349887718359596
24,370,540,3017,0.2,0.4755342348046781,1.0,0.17788575871856901,0.5,0.7421759374440342,0.8050364976202106,0.061963560900322415
25,374,541,3020,0.2,0.49192982889447195,1.0,0.1815536898566218,0.5,0.739218074882992,0.8050364976202106,0.0653358990719127
26,351,484,3020,0.2581988897471611,0.4783146216884451,1.0,0.17340515053845204,0.5,0.7465277412101816,0.80567222457699,0.061939342072334654
27,367,489,3021,0.25,0.4793629837038512,1.0,0.17602961115913277,0.5,0.7474619049737266,0.8068085824259793,0.06355550758028786
28,365,479,3021,0.25,0.4615839973030907,1.0,0.18058557757926788,0.5,0.7532404626378661,0.8068085824259793,0.06352654122940368
29,378,536,3021,0.24253562503633297,0.45198643382288706,1.0,0.17591994908760838,0.5,0.7569966665121911,0.8081604133984328,0.060935360583824406
30,373,525,3021,0.23570226039551584,0.44916659503613393,1.0,0.18238364297661663,0.5,0.7573692931181428,0.8100078064993329,0.06494093807833057
31,371,510,3021,0.22941573387056177,0.4501481277567335,1.0,0.18771377860708693,0.5,0.7573401013850701,0.8100078064993329,0.06662012059635589
32,363,509,3021,0.23570226039551584,0.4516580431058962,1.0,0.18876797175734455,0.5,0.7569496661878893,0.8110496841358003,0.06669402116365132
