Optimizer,Objective,Fold0,Fold1,Fold2,Fold3,Fold4
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.5,0.5,-0.5,0.39999999999999997,0.5
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.16657255787690575,-0.6788766788766789,-0.07272727272727272,-0.5506715506715506,-0.6225563909774435
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.16842105263157892,-0.3992673992673993,-0.2875494071146245,-0.5285714285714286,-0.5315384615384615
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.6286956521739131,-0.23826086956521736,-0.5821569734613213,-0.5145299145299145,-0.6361416361416361
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
Sw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.3308823529411765,-0.26842105263157895,-0.34313725490196084,-0.21403508771929824,-0.16233766233766234
Sw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
Sw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.5441176470588236,0.24545454545454545,-0.02727272727272728,0.38181818181818183,-0.4754901960784314
Sw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
Sw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.08413325804630155,-0.38956521739130434,-0.49473684210526314,-0.2571428571428571,-0.6284615384615384
Sw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
SwT NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.6739130434782609,-0.10869565217391304,-0.5826086956521739,-0.22405372405372403,-0.27615384615384614
SwT NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
SwT NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.12987012987012986,0.16691729323308271,-0.0894736842105263,-0.17352941176470588,-0.6530434782608695
SwT NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
SwT NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.3211462450592885,-0.25130434782608696,-0.34155844155844156,-0.5368421052631579,-0.5820158102766798
SwT NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
CSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.5889328063241107,-0.4881422924901186,-0.1236589497459063,-0.553076923076923,-0.6707692307692308
CSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
CSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.5961038961038961,-0.29000000000000004,0.015245623941276118,0.39999999999999997,-0.4402597402597402
CSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
CSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.18351214003387917,0.15974025974025974,-0.3168831168831169,-0.3162393162393162,-0.6730434782608695
CSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
LCSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.22556390977443608,-0.6105263157894737,-0.6347826086956522,-0.5500821018062397,-0.5069565217391303
LCSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
LCSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.5042348955392434,-0.29901960784313725,-0.4342179559570865,-0.009022556390977442,-0.42391304347826086
LCSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
LCSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.5623376623376624,-0.612987012987013,-0.1847265221878225,-0.6788537549407114,-0.6246153846153846
LCSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
