Optimizer,Objective,Fold0,Fold1,Fold2,Fold3,Fold4
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.33333333333333337,0.33333333333333337,-0.33333333333333337,0.3333333333333334,0.33333333333333337
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.1341991341991342,-0.5726495726495727,-0.06666666666666667,-0.43589743589743596,-0.5684210526315789
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.10526315789473685,-0.2934472934472935,-0.2015810276679842,-0.40952380952380957,-0.45333333333333325
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.5579710144927535,-0.15217391304347824,-0.4632034632034632,-0.36615384615384616,-0.5213675213675214
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
Sw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.3235294117647059,-0.18128654970760236,-0.2352941176470588,-0.18128654970760236,-0.12380952380952383
Sw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
Sw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.3823529411764705,0.23636363636363636,-0.018181818181818184,0.28888888888888886,-0.41176470588235287
Sw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
Sw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.09090909090909091,-0.3115942028985507,-0.391812865497076,-0.14285714285714285,-0.5399999999999999
Sw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
SwT NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.5968379446640317,-0.07246376811594202,-0.4565217391304348,-0.17948717948717952,-0.19999999999999996
SwT NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
SwT NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.06666666666666667,0.10526315789473685,-0.07602339181286549,-0.15,-0.5797101449275361
SwT NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
SwT NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.2648221343873518,-0.13043478260869565,-0.2571428571428572,-0.4421052631578947,-0.4940711462450593
SwT NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
CSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.5064935064935064,-0.42292490118577075,-0.08225108225108224,-0.41999999999999993,-0.5866666666666666
CSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
CSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.39047619047619053,-0.19999999999999996,0.004329004329004329,0.29523809523809524,-0.33333333333333337
CSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
CSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.1515151515151515,0.13333333333333333,-0.2857142857142857,-0.23692307692307696,-0.608695652173913
CSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
LCSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.2105263157894737,-0.5684210526315789,-0.5434782608695652,-0.43386243386243384,-0.3695652173913043
LCSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
LCSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.2813852813852814,-0.2352941176470588,-0.316017316017316,-0.042105263157894736,-0.3438735177865613
LCSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
LCSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.48571428571428577,-0.5333333333333333,-0.13725490196078433,-0.6284584980237155,-0.5599999999999998
LCSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
