Optimizer,Objective,Fold0,Fold1,Fold2,Fold3,Fold4
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.008989214989646277,-0.2704318160255943,-0.3650805964514635,0.6445907254696839,0.4756998368587295
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.16234811741312277,-0.21664487690469653,0.13421053841019007,-0.46271035591190235,-0.2635230004106688
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.3169401237899964,-0.07762154500011587,0.03776943930781487,-0.10953665813957805,-0.4279021949819714
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.537810312125728,-0.2438059027138114,0.07636966468387107,-0.3510564924846282,-0.34810933371058417
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
Sw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.011042660664478565,0.28722199059157427,0.3894907559092199,-0.23921814402108837,-0.01278979773281369
Sw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
Sw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.7233281244870275,0.6392571215107283,0.3124005021163686,0.48999977775978976,0.025498867786712315
Sw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
Sw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.009380795034216183,-0.04240929626648293,0.09746121245478873,-0.45203791557280487,-0.4873231646177192
Sw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
SwT NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.35472282596127364,0.13943130445549146,0.024611793994193915,-0.3932903408471343,-0.07770394509195155
SwT NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
SwT NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.5507158878318796,0.30187079814463535,0.20256144684955565,0.21297306192141421,-0.1797505018109288
SwT NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
SwT NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.14842778338857204,-0.0007170539139912668,-0.0033227267249981984,-0.4278380277780787,-0.4256503128333316
SwT NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
CSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.41289484608407645,-0.040676822787184486,0.3413202731976239,-0.3398503106411729,-0.29693474454439883
CSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
CSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.7154851944620355,0.06905266314356179,0.2767682762163042,0.15638779051189325,-0.062120556574394414
CSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
CSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.2653565283481481,0.1963226223401307,0.11250792639751139,-0.3877826670784603,-0.45074203200612717
CSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
LCSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.21998338265700823,-0.005744716753836809,0.07950555593942438,-0.5105208987212259,-0.2216128385494768
LCSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
LCSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.7379532991175549,0.12860092800038472,-0.05212107552625472,0.28060307515565297,-0.028760332943388395
LCSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
LCSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.4102738795008214,-0.2549935618316312,0.19067718387008695,-0.5620817221953385,-0.4346135333524448
LCSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
