0_ACSF3,0_ADAT2,0_ADCY10,0_ADCY9,0_AFF4,0_AGA,0_ASCC3,0_ATP5A1,0_AURKB,0_BCL11A,0_BCL2L15,0_C11orf16,0_C20orf24,0_CASP14,0_CCDC109B,0_CCND2,0_CD300C,0_CLCA4,0_CLDN22,0_CMTM3,0_COL23A1,0_CPA5,0_CPNE8,0_CTNNBIP1,0_DHX8,0_DIAPH3,0_DIMT1L,0_DISP1,0_DNAJC10,0_DPEP2,0_EBAG9,0_EDN3,0_EDNRA,0_EPCAM,0_ERAL1,0_FAM64A,0_FAM72D,0_FAS,0_FCN3,0_FEZ2,0_FGL1,0_FMO4,0_FOSL1,0_FYB,0_GGTLC1,0_GOLGA6L6,0_HLA-DPB1,0_HLA-DQA2,0_ING5,0_ISG20,0_ITGB2,0_LHX8,0_LIPG,0_LOC100233209,0_LOC728758,0_LRRC25,0_MAD2L2,0_MANBA,0_MGAT5B,0_MRAP2,0_MYO1B,0_NCF2,0_NCRNA00095,0_NKG7,0_NKX2-1,0_NPHP4,0_OR2A7,0_ORMDL2,0_OSTBETA,0_P2RY2,0_PCDHA11,0_PCDHA8,0_PCYT1A,0_PHF8,0_PIK3C2A,0_PIK3CD,0_PLA2G4F,0_PLEKHM1,0_PMP22,0_PPM1M,0_PPP2R2B,0_PRR24,0_PTHLH,0_RASA1,0_RASEF,0_RRM1,0_SCARNA18,0_SEH1L,0_SIX4,0_SKA2,0_SLC15A2,0_SLC29A3,0_SLC2A9,0_SLCO4C1,0_SNTB2,0_SPRED3,0_STRN3,0_TCEB3,0_TM7SF4,0_TP53TG5,0_TPD52L1,0_TRIM69,0_UCP2,0_UGT1A7,0_WIT1,0_ZNF671,0_ZNF750
0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1
0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1
0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1
0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1
0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1
0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1
0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1
0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1
0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
