gen,evals,gen_feats,explored,PanKidney logistic classifier (max_iter=100) balanced accuracy_min,PanKidney logistic classifier (max_iter=100) balanced accuracy_avg,PanKidney logistic classifier (max_iter=100) balanced accuracy_max,PanKidney logistic classifier (max_iter=100) balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,200,505,505,0.25,0.8050266212725742,0.9546652807566145,0.14111617169671822,0.0196078431372549,0.08652474612588534,1.0,0.17008618220966426
1,153,652,688,0.25,0.8176974037560377,0.9546652807566145,0.12753851933446575,0.018518518518518517,0.07460746701358252,1.0,0.09389476045747933
2,141,642,864,0.25,0.8264140167379336,0.9566132804051619,0.13203903036655243,0.01639344262295082,0.077505892011751,1.0,0.09898880828436167
3,142,666,1053,0.25,0.8369536635843217,0.9566132804051619,0.12779515485948378,0.016129032258064516,0.07985141587747269,1.0,0.10424370806071305
4,136,623,1224,0.25,0.8378619947023016,0.9566132804051619,0.1349257666142969,0.015873015873015872,0.08423470330510736,1.0,0.1116690239176721
5,148,646,1412,0.25,0.8290818984696038,0.9566132804051619,0.14961132802141106,0.015873015873015872,0.09418133035732498,1.0,0.12234105890997131
6,144,629,1587,0.25,0.8314364148053943,0.9566132804051619,0.1494448934083695,0.015873015873015872,0.09636147231015732,1.0,0.12601222404160617
7,139,579,1743,0.25,0.8383489023862736,0.9611587349506164,0.14626013067961435,0.015873015873015872,0.09578201214145693,1.0,0.12614737683975916
8,144,584,1907,0.25,0.8494938615467973,0.9611587349506164,0.13380399918502686,0.014925373134328358,0.08926439243291409,1.0,0.12100415551391779
9,134,532,2057,0.25,0.8501993408291129,0.965704189496071,0.13439850309413234,0.0136986301369863,0.09035167836502973,1.0,0.12089714838661597
10,136,545,2209,0.25,0.8530771611804755,0.965704189496071,0.13182843227751007,0.0136986301369863,0.08971424877421025,1.0,0.12089953714625862
11,137,530,2365,0.25,0.8581969079768491,0.965704189496071,0.13312711495016802,0.0136986301369863,0.0878931247630311,1.0,0.12135829106728464
12,156,574,2551,0.25,0.8595436137839286,0.965704189496071,0.13143916604471695,0.014492753623188406,0.08838636667355727,1.0,0.12117649142216608
13,148,520,2710,0.25,0.861772341181692,0.965704189496071,0.12961080000575426,0.014705882352941176,0.08859291918903667,1.0,0.12130108721433047
14,134,506,2853,0.25,0.8670367620057136,0.9663485193929782,0.13001709966155536,0.014705882352941176,0.08621403763905047,1.0,0.12200957534832545
15,135,485,2991,0.25,0.8757243060781036,0.9663485193929782,0.12403426912756994,0.014705882352941176,0.08110083730419307,1.0,0.12020970673128202
16,147,537,3148,0.25,0.8733196456410858,0.9663485193929782,0.1282599573327125,0.014705882352941176,0.08486806818700451,1.0,0.1226738032287075
17,152,526,3297,0.25,0.8792940723902386,0.9663485193929782,0.1288424224929677,0.014705882352941176,0.08068016660621126,1.0,0.12279479144626736
18,143,484,3444,0.25,0.8736488440079575,0.9670129845991637,0.1273115216477103,0.014492753623188406,0.08569866722536311,1.0,0.12235960813177346
19,153,519,3604,0.25,0.8739372493646818,0.9689661095991637,0.12719965246961673,0.014492753623188406,0.08619302476447967,1.0,0.12222693915767878
20,144,488,3746,0.25,0.8774010124258795,0.9689661095991637,0.12751325107838601,0.014492753623188406,0.08423322148370582,1.0,0.12267520760880302
21,148,511,3893,0.25,0.8748418263035289,0.9689661095991637,0.11987620866601384,0.014492753623188406,0.0872229827641183,1.0,0.12180146425955292
22,149,489,4033,0.25,0.875184488292796,0.9689661095991637,0.1183564152692024,0.014492753623188406,0.08780159250749595,1.0,0.12158357099450608
23,137,486,4170,0.25,0.877610371204987,0.9721679335484104,0.1171647053760897,0.014285714285714285,0.08749261660872858,1.0,0.12177559062324664
24,140,480,4304,0.25,0.8791350600510959,0.9728122634453176,0.11297581797118326,0.014285714285714285,0.08797595083829339,1.0,0.12154329009750575
25,159,497,4437,0.25,0.8811436668397647,0.974760263093865,0.11278035186650255,0.015151515151515152,0.08799774221347692,1.0,0.12169357973943265
26,159,515,4589,0.25,0.8825674282225506,0.976713388093865,0.11289582846248025,0.014925373134328358,0.08819098144469825,1.0,0.12188546050457108
27,140,485,4734,0.25,0.8863248996895501,0.976713388093865,0.11374492562540951,0.014925373134328358,0.08561148465416213,1.0,0.12236498695667933
28,148,518,4879,0.25,0.8869237785611618,0.9773577179907722,0.11404594978835052,0.014925373134328358,0.085735139839886,1.0,0.1223759064341965
29,147,488,5010,0.25,0.8886322064694328,0.9773577179907722,0.11382242187965302,0.014705882352941176,0.08453021498519407,1.0,0.12205649088648207
30,140,452,5137,0.25,0.8845331276527918,0.9773577179907722,0.11332016926854054,0.014705882352941176,0.08860328827453225,1.0,0.12181757801189393
31,149,471,5267,0.25,0.8895611788139374,0.9773577179907722,0.11327948047638325,0.014705882352941176,0.0842419609347786,1.0,0.12132537955576979
