gen,0_AAGAB,0_ABAT,0_ABCA1,0_ABCE1,0_ABHD10,0_ABLIM3,0_ACAA1,0_ACAA2,0_ACAD8,0_ACADL,0_ACAT1,0_ACOT2,0_ACTL6A,0_ACVR2A,0_ADAM17,0_ADAMTSL4,0_ADCY4,0_ADCY9,0_ADH5,0_ADK,0_AFAP1,0_AGTRAP,0_AIFM1,0_AK2,0_AKAP8L,0_AKTIP,0_ALAD,0_ALDH1L1,0_ALDH1L2,0_ALG2,0_ALG3,0_ALG8,0_ALKBH5,0_ALOX5,0_AMT,0_ANK3,0_ANKRA2,0_ANKRD39,0_ANKS6,0_ANLN,0_ANP32E,0_ANXA3,0_AP4M1,0_AP4S1,0_APOBEC3A,0_APOD,0_ARAF,0_ARFGEF2,0_ARFIP1,0_ARHGAP33,0_ARHGEF35,0_ARHGEF5,0_ARHGEF7,0_ARID5A,0_ARL6IP5,0_ARL6IP6,0_ARNT,0_ARPC3,0_ARSD,0_ASAP1,0_ASF1B,0_ASS1,0_ATAD2,0_ATF4,0_ATF7IP2,0_ATG16L1,0_ATIC,0_ATP2B1,0_ATP2B3,0_ATP6AP1,0_ATP6V1B1,0_ATP6V1E1,0_ATP6V1F,0_ATP6V1H,0_ATP8A1,0_AUH,0_AURKB,0_B4GALNT1,0_BAP1,0_BATF2,0_BBX,0_BCL2L1,0_BCL2L12,0_BCL9,0_BEX1,0_BIRC5,0_BLM,0_BNIP3,0_BPHL,0_BRAF,0_BRD7,0_BSG,0_BTF3,0_BTF3L4,0_BYSL,0_C11orf45,0_C11orf80,0_C15orf40,0_C1orf226,0_C1orf35,0_C21orf91,0_C2orf49,0_C2orf88,0_C3orf14,0_C4BPA,0_C4orf19,0_C5orf34,0_C5orf46,0_C6orf118,0_C9orf40,0_CA9,0_CAB39L,0_CACNA1C,0_CALHM2,0_CAMSAP1,0_CAND2,0_CANT1,0_CANX,0_CAP1,0_CAPG,0_CARD8,0_CASP4,0_CAV2,0_CBR4,0_CBX1,0_CCAR1,0_CCDC102B,0_CCDC152,0_CCDC68,0_CCDC77,0_CCDC86,0_CCDC90B,0_CCNA2,0_CCNH,0_CCNT2,0_CCNY,0_CCT3,0_CCT6B,0_CCT7,0_CCT8,0_CD300C,0_CD44,0_CD86,0_CD9,0_CDC16,0_CDC20,0_CDCA5,0_CDH2,0_CDK17,0_CDK18,0_CDK4,0_CDKL5,0_CDKN2AIPNL,0_CDS2,0_CDT1,0_CENPA,0_CEP55,0_CHAC1,0_CHCHD10,0_CHD1L,0_CHI3L2,0_CHRNB1,0_CHST6,0_CISD2,0_CLDN7,0_CLDN8,0_CLIC1,0_CLK1,0_CLK4,0_CLN5,0_CLPB,0_CLPTM1L,0_CMPK1,0_CMTM1,0_CMTM3,0_CNOT3,0_CNTN2,0_CNTNAP1,0_COG1,0_COIL,0_COL4A1,0_COL6A2,0_COMMD3,0_COMTD1,0_COPS2,0_COPS4,0_COQ2,0_COQ4,0_COX10,0_COX19,0_COX4I1,0_CPE,0_CPNE1,0_CPSF2,0_CREB3L4,0_CRISPLD2,0_CRTC2,0_CRYZL1,0_CSPG4,0_CSRNP2,0_CSRNP3,0_CTDP1,0_CTDSPL,0_CTNNA1,0_CTNNB1,0_CTNNBL1,0_CTSF,0_CTSZ,0_CTTNBP2,0_CWC15,0_CYB5D2,0_CYFIP1,0_CYGB,0_CYP1B1,0_CYP2S1,0_DAAM2,0_DAB2,0_DACT2,0_DCAF12L1,0_DCAF12L2,0_DCLK1,0_DCLK3,0_DCP2,0_DCTN3,0_DDB2,0_DDHD2,0_DDIT4,0_DDX41,0_DDX42,0_DECR1,0_DEDD,0_DEK,0_DEPDC1B,0_DERL1,0_DFFA,0_DGKA,0_DGKG,0_DHRS7,0_DHX30,0_DIABLO,0_DLG1,0_DLX5,0_DMAP1,0_DNAJA2,0_DNAJB14,0_DNAJB7,0_DNAJC25,0_DNAJC5,0_DNAJC7,0_DNASE1L3,0_DNMT3A,0_DPAGT1,0_DPF2,0_DPH1,0_DPY30,0_DPYS,0_DPYSL2,0_DPYSL3,0_DSC1,0_DSG2,0_DTNA,0_DTX4,0_DTYMK,0_DUSP14,0_DYRK1A,0_EBNA1BP2,0_ECSIT,0_EDN1,0_EEA1,0_EEF1E1,0_EFCAB2,0_EFS,0_EFTUD2,0_EIF3D,0_EIF3I,0_EIF4E,0_EIF4EBP1,0_ELF3,0_ELK1,0_ELMOD3,0_ELOVL1,0_ELOVL5,0_ELOVL7,0_EME1,0_EML4,0_ENGASE,0_ENPEP,0_ENPP3,0_ENPP4,0_ENPP5,0_ENTPD2,0_ENY2,0_EPHA3,0_EPS15L1,0_ERBB4,0_ERCC1,0_ERGIC2,0_ERLIN1,0_ESRP1,0_ETFDH,0_EXOC7,0_EXOSC1,0_EXOSC2,0_EXOSC9,0_F2RL1,0_FABP3,0_FABP7,0_FAM120A,0_FAM122A,0_FAM160A1,0_FAM171B,0_FAM193B,0_FAM47E,0_FAM81A,0_FAM89A,0_FAM89B,0_FANCI,0_FAS,0_FBP1,0_FBXO21,0_FBXO33,0_FBXW7,0_FCAR,0_FCRL1,0_FGB,0_FGF2,0_FGF9,0_FGG,0_FKBP10,0_FLNA,0_FLNB,0_FLOT1,0_FLRT3,0_FNIP2,0_FOXJ2,0_FTSJ1,0_FXYD2,0_FXYD3,0_G3BP2,0_G6PC,0_GALNT2,0_GALNT5,0_GAS1,0_GAS8,0_GATAD2B,0_GBA,0_GBA2,0_GBP1,0_GC,0_GCC1,0_GCDH,0_GDA,0_GDI1,0_GEM,0_GEMIN6,0_GGA2,0_GGH,0_GGTA1,0_GJA4,0_GLI2,0_GLUD2,0_GMFB,0_GNB4,0_GNE,0_GNL3,0_GOLM1,0_GOT2,0_GPD2,0_GPHN,0_GPR107,0_GPR143,0_GPR160,0_GPRIN1,0_GRHL1,0_GRHPR,0_GRIN2D,0_GRSF1,0_GTF2I,0_GUSB,0_GYS1,0_H6PD,0_HADH,0_HADHB,0_HAUS3,0_HBP1,0_HDGF,0_HDHD2,0_HEBP2,0_HECTD2,0_HHAT,0_HIBADH,0_HINT1,0_HINT3,0_HIP1R,0_HIVEP3,0_HK1,0_HLA-DMA,0_HLA-DRB1,0_HM13,0_HMGA2,0_HMGB2,0_HMGN1,0_HNRNPA2B1,0_HNRNPA3,0_HNRNPH1,0_HOXA4,0_HOXC13,0_HP,0_HP1BP3,0_HPN,0_HPS3,0_HPS4,0_HS2ST1,0_HSD17B11,0_HSD17B12,0_HSD17B14,0_HSD17B3,0_HSD17B4,0_HSD17B6,0_HSPA5,0_HSPB2,0_HTATIP2,0_HTR3B,0_IDH3B,0_IDUA,0_IFFO2,0_IFNB1,0_IFNGR2,0_IFRD1,0_IL18R1,0_IL20RA,0_ILF2,0_IMPA2,0_INPP5B,0_IP6K1,0_IRAK3,0_IRF1,0_IRF3,0_ISCA2,0_ISG20L2,0_ISLR,0_ITGB5,0_ITIH3,0_ITM2B,0_JAKMIP2,0_JARID2,0_JMJD6,0_JPH2,0_JTB,0_KAT5,0_KATNAL2,0_KCND1,0_KCNE3,0_KCNJ2,0_KCTD16,0_KDM2A,0_KDM3B,0_KDM6B,0_KIAA1328,0_KIAA1755,0_KIAA1958,0_KIF18A,0_KIF1B,0_KIF20A,0_KISS1R,0_KLF5,0_KLHDC2,0_KLHL8,0_KLRB1,0_KMO,0_KPTN,0_KRBA1,0_KRT19,0_L2HGDH,0_LAMP1,0_LARP6,0_LAYN,0_LBP,0_LBR,0_LCA5,0_LDLRAD2,0_LENG8,0_LGALS9,0_LGI4,0_LGR6,0_LINS1,0_LMCD1,0_LMNB2,0_LNX2,0_LPCAT1,0_LPIN3,0_LRCH2,0_LRG1,0_LRPPRC,0_LRRC3B,0_LRRC59,0_LUC7L,0_LYRM4,0_MAGEA4,0_MANEA,0_MAP3K1,0_MAPK12,0_MAPK13,0_MAPK8IP3,0_MAPKAP1,0_MAPKAPK2,0_MATK,0_MBD4,0_MCL1,0_MCM3AP,0_MCM6,0_MCM7,0_MDH2,0_MDM2,0_MEGF8,0_MEGF9,0_MEP1A,0_MEPCE,0_METTL7B,0_MFSD1,0_MFSD6,0_MGAT1,0_MGAT3,0_MIA2,0_MID1,0_MIPEP,0_MIS12,0_MKI67,0_MKKS,0_MKNK1,0_MKRN2,0_MLH1,0_MLLT3,0_MMGT1,0_MN1,0_MOGS,0_MORC2,0_MORC3,0_MPHOSPH10,0_MPV17L,0_MRPL18,0_MRPL4,0_MRPL49,0_MRPL50,0_MRPS36,0_MRRF,0_MSRB3,0_MSTO1,0_MTA2,0_MTA3,0_MTCH1,0_MTDH,0_MTG1,0_MTM1,0_MTMR11,0_MTRR,0_MTSS1,0_MVP,0_MYB,0_MYC,0_MYO5B,0_MYO9A,0_N4BP1,0_N4BP3,0_NAA25,0_NAAA,0_NAALAD2,0_NAALADL1,0_NAB2,0_NAF1,0_NASP,0_NBEA,0_NCAPH,0_NCSTN,0_NDRG1,0_NDRG2,0_NDUFA10,0_NDUFA5,0_NDUFA8,0_NDUFA9,0_NEDD4,0_NEDD4L,0_NEUROD1,0_NF2,0_NFE2,0_NFE2L2,0_NFKBIA,0_NFKBIE,0_NFX1,0_NFYA,0_NGEF,0_NIT1,0_NKIRAS1,0_NKX2-2,0_NLN,0_NLRP1,0_NME1-NME2,0_NME7,0_NMUR1,0_NNMT,0_NPC2,0_NPLOC4,0_NPM1,0_NR3C2,0_NRBP1,0_NRF1,0_NRG2,0_NRP2,0_NRSN2,0_NTRK3,0_NUDT5,0_NUP35,0_NUP50,0_OCLN,0_OGDH,0_OGDHL,0_OGT,0_OLFML1,0_OPA1,0_OPHN1,0_OSBP,0_OSBPL1A,0_OSMR,0_OXSM,0_P4HB,0_PADI1,0_PAFAH1B2,0_PAIP2,0_PAK1IP1,0_PARP1,0_PARP14,0_PARP3,0_PAX9,0_PBX2,0_PCDHB7,0_PCDHGA1,0_PCDHGC4,0_PCID2,0_PCNA,0_PCYT2,0_PDCD10,0_PDCD11,0_PDCD2,0_PDCD7,0_PDE10A,0_PDHA1,0_PDIA5,0_PDLIM1,0_PEA15,0_PELI2,0_PEX12,0_PEX26,0_PFDN4,0_PFDN5,0_PFDN6,0_PGAM5,0_PGAP2,0_PGLYRP2,0_PGS1,0_PHC2,0_PHLDB2,0_PHLDB3,0_PIF1,0_PIGR,0_PIK3R4,0_PKIB,0_PKN1,0_PLD6,0_PLEKHJ1,0_PLK1,0_PLOD3,0_PLP2,0_PLRG1,0_PLTP,0_PLXDC1,0_PML,0_PMPCA,0_PMS2,0_PNCK,0_POC1A,0_POC5,0_PODNL1,0_POLA2,0_POLG,0_POLR3B,0_POLR3H,0_PON2,0_POU3F3,0_PPARA,0_PPIE,0_PPIH,0_PPIL3,0_PPME1,0_PPP1R3B,0_PPP2CB,0_PPP2R2B,0_PPP2R2D,0_PPP3R1,0_PPP3R2,0_PPRC1,0_PQBP1,0_PRC1,0_PRDM4,0_PRKCD,0_PRODH2,0_PRPF4B,0_PRTN3,0_PSEN1,0_PSKH1,0_PSMB1,0_PSMB2,0_PSMC2,0_PSMC3,0_PSMD14,0_PSMD3,0_PSME3,0_PTGES2,0_PTGIS,0_PTPN3,0_PTPRJ,0_PUM1,0_PUS7,0_PWWP2B,0_PXK,0_PXN,0_PYCR1,0_PYGO2,0_PZP,0_RAB11A,0_RAB11FIP1,0_RAB11FIP4,0_RAB17,0_RAB1A,0_RAB25,0_RAB34,0_RAB5A,0_RABEPK,0_RABGGTB,0_RAD1,0_RAD23A,0_RAD51,0_RAD54L2,0_RALBP1,0_RANBP1,0_RANBP3L,0_RANBP6,0_RAP1GAP2,0_RAP1GDS1,0_RAVER2,0_RBM8A,0_RBMX2,0_RECQL4,0_RELA,0_RELL1,0_REN,0_RFC3,0_RFC5,0_RGPD6,0_RGS1,0_RHOT1,0_RIC3,0_RIOK1,0_RIPK1,0_RMND1,0_RNASET2,0_RNF123,0_RNF13,0_RNF139,0_RNF17,0_RNF180,0_RNF220,0_RNPEP,0_RPA4,0_RPGR,0_RPIA,0_RPL10A,0_RPL12,0_RPL13,0_RPL41,0_RPL5,0_RPN2,0_RPP30,0_RPP38,0_RPS15A,0_RPS23,0_RPS3A,0_RPS4X,0_RPS5,0_RPS6,0_RPS9,0_RRAGD,0_RRP1B,0_RSL1D1,0_RUNX1,0_S100A10,0_S100A11,0_S100PBP,0_S1PR2,0_SAA4,0_SAE1,0_SAMD9L,0_SBNO2,0_SCD,0_SCFD2,0_SCLT1,0_SCYL3,0_SDC4,0_SDCCAG8,0_SDF4,0_SDHA,0_SDHD,0_SECISBP2,0_SEMA3A,0_SEMA4D,0_SEMA4F,0_SERPINA1,0_SERPINA4,0_SERPINB6,0_SERPINC1,0_SERTAD2,0_SETD2,0_SETD3,0_SETD5,0_SF3A2,0_SFPQ,0_SH2D4A,0_SH3BP5L,0_SH3PXD2B,0_SHMT2,0_SIKE1,0_SIL1,0_SIRPA,0_SIRT7,0_SLC13A5,0_SLC15A4,0_SLC16A7,0_SLC17A4,0_SLC1A5,0_SLC25A12,0_SLC25A5,0_SLC26A2,0_SLC27A2,0_SLC29A2,0_SLC2A5,0_SLC35F2,0_SLC37A4,0_SLC39A9,0_SLC41A3,0_SLC43A2,0_SLC48A1,0_SLC4A1AP,0_SLC4A2,0_SLC6A2,0_SMAD2,0_SMARCB1,0_SMARCE1,0_SMU1,0_SNF8,0_SNRNP27,0_SNRPA,0_SNRPA1,0_SNRPD2,0_SNX10,0_SOCS1,0_SOD1,0_SOS2,0_SP3,0_SPAG16,0_SPAG5,0_SPCS2,0_SPINT2,0_SPTBN1,0_SPTBN2,0_SPTLC1,0_SRM,0_SRP54,0_SRR,0_SSBP2,0_ST3GAL1,0_ST8SIA5,0_STAU2,0_STEAP3,0_STK36,0_STOM,0_STRADB,0_STX17,0_SUCLA2,0_SUMO2,0_SYCP3,0_SYNGR3,0_SYNRG,0_SYPL1,0_SYTL2,0_TACC2,0_TACC3,0_TAF1A,0_TAF9B,0_TANK,0_TAP2,0_TARDBP,0_TBC1D19,0_TBC1D7,0_TBC1D9B,0_TBX2,0_TCEA1,0_TCERG1,0_TCOF1,0_TCTA,0_TDG,0_TDRD3,0_TEC,0_TF,0_TFAM,0_TFAP4,0_TFDP2,0_TGFA,0_TGFBI,0_THOC3,0_TIGD1,0_TIPRL,0_TMCC3,0_TMCO1,0_TMED2,0_TMED4,0_TMED9,0_TMEM116,0_TMEM132E,0_TMEM176A,0_TMEM184C,0_TMEM43,0_TMEM59L,0_TMEM70,0_TMEM9B,0_TNFRSF10B,0_TNIK,0_TOE1,0_TOLLIP,0_TOMM6,0_TOP2A,0_TOPORS,0_TPM3,0_TPPP,0_TPST1,0_TPX2,0_TRAF3IP2,0_TRAFD1,0_TRIAP1,0_TRIB2,0_TRIM11,0_TRIM17,0_TRIM4,0_TRIOBP,0_TRIP11,0_TRMT1,0_TSEN15,0_TSG101,0_TSKU,0_TSPAN1,0_TSPYL2,0_TST,0_TTC19,0_TTC27,0_TTC4,0_TTK,0_TUBA1C,0_TUBA8,0_TUBB6,0_TXLNA,0_U2AF1,0_UBA2,0_UBA7,0_UBAC1,0_UBAP1,0_UBB,0_UBE2D1,0_UBE2D4,0_UBE2F,0_UBE2Z,0_UBE3C,0_UBXN4,0_UCP2,0_UGGT1,0_UGT1A6,0_UNC93B1,0_UPB1,0_UPK3B,0_UQCRC1,0_UQCRC2,0_UROC1,0_USF1,0_USP10,0_USP39,0_USP4,0_VASP,0_VCAN,0_VKORC1,0_VPS16,0_VPS36,0_VPS37C,0_VRK2,0_VTI1A,0_WAS,0_WASL,0_WDFY1,0_WDR31,0_WDR48,0_WDR7,0_WDR90,0_WLS,0_WSB1,0_WT1,0_WTAP,0_WWC1,0_XK,0_XKR9,0_YBX1,0_YWHAB,0_YWHAQ,0_ZBTB4,0_ZC3H14,0_ZCCHC17,0_ZDHHC17,0_ZFP91,0_ZIC1,0_ZMYND8,0_ZNF131,0_ZNF19,0_ZNF224,0_ZNF267,0_ZNF280C,0_ZNF304,0_ZNF433,0_ZNF473,0_ZNF503,0_ZNF532,0_ZNF544,0_ZNF638,0_ZNF700,0_ZNF763,0_ZNF768,0_ZNHIT6
0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,42,0,0,0,63,0,0,0,0,107,175,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,227,127,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,248,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,19,96,29,27,126,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,169,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,156,0,0,91,0,0,0,63,0,0,0,19,0,0,0,0,0,0,0,38,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,43,44,206,120,0,0,0,0,193,0,0,0,0,20,0,51,0,172,51,0,0,0,0,0,12,0,0,97,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,142,0,0,0,0,0,0,170,0,0,197,0,0,0,225,0,0,0,183,231,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,199,0,0,0,0,0,0,15,0,0,0,0,63,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,276,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,109,0,0,287,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,27,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,188,0,148,0,0,0,11,0,0,0,117,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,48,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,138,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,112,0,0,160,181,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,1,0,0,2,204,0,0,12,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,167,1,0,0,30,3,1,0,282,0,0,0,0,2,0,0,0,1,38,1,2,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,1,0,2,0,6,0,1,0,2,0,0,1,0,0,0,1,3,0,0,5,0,0,0,0,22,0,1,1,0,240,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,1,0,0,22,0,3,0,3,1,2,0,0,0,5,0,0,1,0,0,2,2,0,0,0,4,0,2,2,2,0,0,1,4,0,0,72,0,1,280,0,0,0,0,0,0,1,0,0,0,0,18,1,0,1,0,396,4,1,0,0,3,0,0,0,0,0,0,1,0,338,0,0,0,23,1,1,0,0,0,0,0,0,55,0,1,17,200,1,0,5,0,0,0,0,0,0,0,1,0,43,1,2,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,16,1,0,0,1,0,0,4,0,0,0,0,1,59,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,15,1,0,2,6,0,1,1,0,123,16,0,0,0,0,2,17,0,10,10,1,162,4,1,0,14,0,1,10,0,0,0,0,0,0,0,1,0,0,339,0,3,0,20,0,1,0,1,0,0,1,0,0,1,190,0,0,0,16,261,1,0,1,0,0,0,121,0,345,0,4,0,0,0,0,0,0,0,85,14,1,0,1,59,1,0,0,2,1,1,0,67,0,0,0,0,0,0,0,0,1,0,9,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,156,0,0,0,0,1,3,280,0,0,0,0,0,0,4,2,5,0,16,150,0,0,0,0,1,0,2,0,2,1,0,0,3,0,3,20,0,0,0,30,0,0,1,0,0,201,4,0,0,0,0,0,3,0,2,290,0,0,1,5,0,0,228,0,1,4,0,0,17,307,0,1,0,325,176,0,0,0,36,0,0,4,1,0,0,0,5,0,1,0,0,0,342,0,0,113,0,0,0,11,5,0,0,1,1,0,0,248,1,22,0,17,0,0,0,0,2,268,0,0,0,29,0,2,0,4,0,0,55,0,0,2,0,0,0,1,0,0,0,0,253,2,0,1,0,0,0,0,4,56,0,2,0,0,0,1,0,0,0,0,12,0,0,0,0,1,2,0,0,1,3,0,14,1,0,1,1,4,1,0,0,0,1,0,0,1,16,0,0,2,0,0,0,0,47,1,0,123,13,0,54,0,1,1,1,8,1,3,0,0,203,8,0,16,274,0,0,5,3,0,0,0,0,0,0,3,192,0,8,0,0,0,0,24,0,0,354,0,0,0,0,0,2,1,0,143,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,81,0,0,0,11,1,1,1,0,0,0,0,6,0,0,0,0,1,1,0,3,1,2,0,180,0,0,0,0,0,0,0,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,3,0,136,0,0,2,0,0,1,0,213,0,0,1,0,0,0,1,0,1,0,3,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,127,1,0,1,12,0,0,0,0,1,14,4,1,0,0,0,0,0,0,95,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,8,0,0,0,0,0,405,0,0,5,0,1,160,0,1,0,0,4,0,1,1,0,5,0,0,0,17,0,65,0,0,0,2,0,3,1,0,0,1,0,0,0,0,1,0,5,0,4,0,2,0,0,11,0,4,5,0,0,8,0,0,98,386,0,2,2,1,0,2,1,1,0,0,0,1,0,0,1,2,1,0,0,0,295,0,0,0,1,0,0,0,1,0,0,0,34,4,1,17,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,8,1,0,1,0,0,0,0,0,0,6,38,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,2,0,3,0,0,2,1,1,3,0,1,4,0,3,1,88,0,0,148,0,0,98,0,0,0,3,0,1,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,291,342,0,0,0,0,0,1,4,0,0,153,0,0,10,0,0,28,1,0,0,6,0,0,0,0,0,0
