gen,0_ABHD10,0_ABHD14B,0_ACADL,0_ACADM,0_ACAT1,0_ADA,0_ADAL,0_ADAM33,0_ADAM8,0_ADAMTSL4,0_ADAR,0_ADCY2,0_ADCY3,0_ADM,0_ADPGK,0_AGPAT1,0_ALG3,0_ALG6,0_ALKBH2,0_ALS2,0_AMFR,0_ANK3,0_ANKRD39,0_ANKZF1,0_ANO10,0_ANXA3,0_ANXA4,0_AP3B1,0_AP3M2,0_ARFGEF2,0_ARHGAP33,0_ARHGAP6,0_ARHGEF35,0_ARHGEF7,0_ARNT,0_ARPC5,0_ARSD,0_ASF1B,0_ATAD2,0_ATG7,0_ATM,0_ATP2B1,0_ATP6V1E1,0_AUH,0_AUP1,0_AURKB,0_B4GALNT1,0_B4GALNT2,0_B4GALT6,0_BAG1,0_BAK1,0_BAZ1A,0_BBS4,0_BCL2L10,0_BICD1,0_BICD2,0_BIRC5,0_BLM,0_BNIP3L,0_BRCA1,0_BRIP1,0_BTF3,0_BTN3A1,0_C12orf57,0_C17orf97,0_C1orf35,0_C1orf43,0_C5orf46,0_C6orf118,0_CA13,0_CA9,0_CACYBP,0_CAMK4,0_CAPN1,0_CAPZA1,0_CCDC25,0_CCDC57,0_CCDC88B,0_CCDC91,0_CCNA2,0_CCNT2,0_CCR4,0_CCR6,0_CCT5,0_CCT8,0_CD74,0_CDC123,0_CDC37,0_CDC45,0_CDH1,0_CDH2,0_CDK11A,0_CDK17,0_CDK5RAP3,0_CDKN2C,0_CENPA,0_CEP55,0_CES2,0_CFHR1,0_CHD1L,0_CHFR,0_CHI3L2,0_CHKB,0_CHRD,0_CHRDL1,0_CIDEB,0_CIITA,0_CISH,0_CLDN8,0_CLIC3,0_CLK1,0_CLK3,0_CLMN,0_CLN5,0_CMPK1,0_CNOT4,0_CNTNAP1,0_COL1A1,0_COMT,0_CORO1C,0_COX18,0_CPNE1,0_CPSF6,0_CRAT,0_CREB3L4,0_CSF1R,0_CUEDC1,0_CUL7,0_CX3CL1,0_CYB5B,0_CYCS,0_CYFIP1,0_CYLD,0_CYTH4,0_DCAF11,0_DCAF12L1,0_DDRGK1,0_DDX42,0_DDX55,0_DEXI,0_DGKG,0_DHRS1,0_DKK3,0_DNAJC10,0_DNAJC12,0_DNAJC18,0_DNASE1L3,0_DPM2,0_DPYSL3,0_DSG2,0_DUS4L,0_DVL3,0_DYRK1A,0_ECSIT,0_EIF2AK2,0_EIF3E,0_EIF4EBP1,0_ELMOD3,0_EME1,0_ENGASE,0_ENPEP,0_ENPP3,0_ENTPD2,0_EP400,0_ERGIC3,0_ERN2,0_ETV5,0_EVPL,0_EXOSC1,0_FABP7,0_FADS1,0_FAF2,0_FAHD1,0_FAM122A,0_FAM122C,0_FAM126A,0_FAM20A,0_FAM83H,0_FBXO21,0_FGB,0_FHOD1,0_FIGN,0_FKBP10,0_FLNA,0_FLOT1,0_FXYD2,0_GAS1,0_GBP4,0_GBP5,0_GCAT,0_GEM,0_GEN1,0_GFRA3,0_GIMAP2,0_GJA4,0_GLMN,0_GMCL1,0_GMPR,0_GNAT1,0_GNB2,0_GNRH1,0_GORAB,0_GPC4,0_GPR143,0_GREM2,0_GSTA1,0_GSTA2,0_GSTA3,0_GSTO2,0_GSTZ1,0_GTF2H1,0_GTF3C6,0_HADH,0_HAUS5,0_HGF,0_HIF3A,0_HINT2,0_HIP1R,0_HMGA2,0_HMGN1,0_HMGN3,0_HMOX2,0_HNRNPA3,0_HNRNPH1,0_HPN,0_HSD17B6,0_HTATIP2,0_HTR2B,0_ICAM1,0_IDH3A,0_IFNG,0_IL10,0_IL7,0_ING5,0_INTS3,0_INTS8,0_ITIH3,0_ITIH5,0_JAKMIP2,0_JARID2,0_JUP,0_KCMF1,0_KCTD16,0_KDM6B,0_KIAA1671,0_KIF18A,0_KISS1R,0_KLC4,0_KLF5,0_KLHL25,0_KLHL36,0_KMO,0_KNTC1,0_LACTB2,0_LBP,0_LCA5,0_LENG8,0_LGI4,0_LMCD1,0_LRBA,0_LRCH2,0_LRPPRC,0_LRRC25,0_LRRC47,0_LSM12,0_LTV1,0_LYPD5,0_MACC1,0_MAGEA4,0_MAP1LC3B2,0_MAPK12,0_MAPK6,0_MARCKS,0_MBTD1,0_MCM3AP,0_MCM9,0_MDC1,0_MECP2,0_MED27,0_MET,0_METTL7B,0_MFSD6,0_MGAT2,0_MIPEP,0_MIS12,0_MKRN2,0_MLPH,0_MLX,0_MOXD1,0_MPV17L,0_MRPL49,0_MRPL50,0_MRPL55,0_MSN,0_MSTO1,0_MTAP,0_MTRR,0_MYO10,0_MYO1B,0_NAA25,0_NAALADL1,0_NAIP,0_NAP1L1,0_NAV1,0_NBEA,0_NCAPG2,0_NCSTN,0_NDUFB6,0_NDUFB8,0_NEUROD1,0_NFE2,0_NKIRAS1,0_NKTR,0_NKX3-2,0_NLN,0_NOL7,0_NOP56,0_NOP58,0_NPEPL1,0_NPR3,0_NR1D2,0_NR2C1,0_NR3C1,0_NRG2,0_NSL1,0_NSUN6,0_NTN1,0_NTRK3,0_NUP35,0_OGDH,0_OGG1,0_ONECUT2,0_OTP,0_P2RX6,0_PADI1,0_PAFAH1B1,0_PAFAH2,0_PARP12,0_PCDHGA1,0_PCDHGA12,0_PCDHGB5,0_PCK1,0_PDCL3,0_PDE10A,0_PEBP1,0_PER2,0_PFDN4,0_PFDN5,0_PGAM5,0_PGLYRP2,0_PHC3,0_PHF12,0_PHLDB1,0_PHLDB2,0_PHLPP1,0_PIF1,0_PIK3R2,0_PILRB,0_PIN1,0_PIP5K1A,0_PKP4,0_PLCL1,0_PLCXD1,0_PLD6,0_PLK1,0_PLOD2,0_PLS1,0_PMPCB,0_PNPLA8,0_PNPT1,0_POGZ,0_POLR1A,0_POLR2E,0_POU5F1,0_PPAT,0_PPIE,0_PPIL4,0_PPP1R11,0_PPP1R13B,0_PPP2R2C,0_PRCC,0_PRDM1,0_PRDX5,0_PREX1,0_PRKAA2,0_PRKCB,0_PRODH2,0_PRPF4B,0_PSAPL1,0_PSMA6,0_PSMC5,0_PSMD13,0_PTGS1,0_PTRH2,0_PYCR1,0_PYGL,0_RAB11FIP1,0_RAB17,0_RAB23,0_RAB34,0_RAB9A,0_RAC2,0_RAD51,0_RAD9A,0_RAD9B,0_RALBP1,0_RANBP3L,0_RASD2,0_RASSF4,0_RASSF5,0_RBBP4,0_RBBP7,0_RBM15,0_RBM25,0_RBM34,0_RBM38,0_RBM39,0_RBM6,0_RBM8A,0_REM1,0_REN,0_RFC4,0_RGPD1,0_RHOT1,0_RNF139,0_RNF149,0_RNF17,0_RNF213,0_RNF40,0_RPA4,0_RPP38,0_RPS18,0_RPS20,0_RPS23,0_RPS4X,0_RPS6KB1,0_RUFY3,0_SAE1,0_SAMM50,0_SAP30,0_SBNO2,0_SCAP,0_SCD,0_SDCBP2,0_SDHD,0_SDSL,0_SEMA3A,0_SEMA4F,0_SEPHS2,0_SERPINA3,0_SERPINB6,0_SERPINF2,0_SERPINH1,0_SETD4,0_SF3A3,0_SH2B3,0_SH3RF1,0_SHC1,0_SHROOM2,0_SHROOM3,0_SIK2,0_SKA1,0_SLC23A2,0_SLC26A6,0_SLC29A1,0_SLC29A2,0_SLC44A3,0_SLC7A5,0_SLC9A2,0_SLMAP,0_SMAP1,0_SMARCB1,0_SMC4,0_SMG6,0_SMS,0_SMU1,0_SNRPA,0_SNRPB2,0_SNRPD2,0_SOCS3,0_SOCS5,0_SOCS6,0_SOX30,0_SPAG5,0_SPAST,0_SPATA18,0_SPOCK2,0_SPRYD3,0_SQLE,0_SREBF2,0_SRPX2,0_SSC5D,0_SSR1,0_ST3GAL2,0_STAP2,0_STBD1,0_STEAP3,0_STK36,0_STT3A,0_SUCLA2,0_SUSD2,0_SYCP3,0_SYNJ2BP,0_SYPL1,0_TADA3,0_TAPBP,0_TBC1D1,0_TBCE,0_TBP,0_TCERG1,0_TCTA,0_TCTN1,0_TDG,0_TF,0_TGFA,0_TGM2,0_THRA,0_TIAM1,0_TJP2,0_TLE2,0_TMEM132E,0_TMEM181,0_TMEM25,0_TMEM33,0_TMEM39A,0_TMEM87B,0_TMLHE,0_TNC,0_TNFAIP3,0_TNIP2,0_TNRC6A,0_TOLLIP,0_TOMM20,0_TOMM6,0_TOP2A,0_TPD52L2,0_TPPP,0_TPX2,0_TRAFD1,0_TRAPPC6A,0_TRIB3,0_TRIM21,0_TRIM27,0_TRIM4,0_TRIM5,0_TSKU,0_TSPAN1,0_TTC17,0_TTC21B,0_TTC4,0_TXLNA,0_UBAP1,0_UBE2C,0_UBE2G2,0_UBE3B,0_UBTF,0_UCK1,0_UPB1,0_UPK3B,0_USE1,0_USP2,0_USP32,0_USP4,0_VPS35,0_VPS37B,0_VPS4A,0_WDR19,0_WDR37,0_WDR47,0_WIPF1,0_WT1,0_XK,0_XKR9,0_XPC,0_XPO1,0_YTHDC2,0_YWHAB,0_ZBTB12,0_ZDHHC17,0_ZFP36,0_ZHX2,0_ZNF133,0_ZNF207,0_ZNF251,0_ZNF268,0_ZNF280C,0_ZNF304,0_ZNF337,0_ZNF354B,0_ZNF433,0_ZNF514,0_ZNF630,0_ZNRF2
0,0,0,169,0,0,0,0,268,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,109,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,235,0,0,0,333,0,0,0,146,0,0,217,0,0,78,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,95,0,0,0,212,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,214,171,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,390,0,0,144,181,0,0,0,0,0,0,0,92,0,267,0,0,0,269,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,335,0,0,220,0,0,0,390,251,44,26,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,10,0,0,0,0,0,3,0,309,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,154,0,58,0,0,0,0,0,0,0,236,0,0,0,0,0,72,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,312,404,0,308,0,0,0,0,0,0,0,0,0,88,236,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,1,3,1,1,0,339,0,0,0,0,3,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,52,424,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,9,0,0,2,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,7,1,0,8,0,3,1,0,0,1,0,4,0,0,0,0,11,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,4,1,0,2,9,1,0,0,0,0,0,0,1,1,0,0,3,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,39,2,0,1,0,0,1,2,3,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,18,0,0,0,0,6,1,0,1,3,4,0,19,0,0,1,0,1,0,1,0,0,3,2,0,1,0,0,0,0,0,0,1,204,0,0,1,9,0,1,0,0,0,0,311,92,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,1,0,0,3,7,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,2,0,0,0,0,0,0,244,0,0,0,133,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,3,0,3,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,1,3,0,0,1,1,0,1,0,0,1,1,0,0,0,0,2,0,1,80,0,0,0,11,0,3,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,48,0,131,0,0,2,0,0,0,0,1,212,0,1,0,7,1,2,4,1,1,0,0,0,0,0,4,0,10,1,0,2,1,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,1,0,307,0,0,0,0,1,3,0,2,0,0,58,0,258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,7,1,1,1,1,0,0,0
200,1,1,1,1,3,0,0,0,0,0,0,352,0,0,0,3,0,0,0,0,0,1,0,4,0,0,4,0,0,0,0,1,0,0,1,0,0,6,1,0,0,0,2,0,24,0,1,3,1,2,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,12,370,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,3,0,0,0,0,174,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,1,0,3,0,0,1,0,4,0,0,0,0,0,0,1,4,0,0,0,1,0,1,0,0,4,0,2,2,0,1,0,0,0,39,2,0,1,0,0,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1,0,0,1,4,0,0,5,2,0,0,1,1,0,2,0,0,0,0,1,0,0,1,4,1,1,2,1,0,0,6,0,0,1,20,0,0,0,2,1,0,0,1,2,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,33,0,1,0,0,8,0,4,1,7,0,0,16,0,0,0,0,13,0,0,2,0,7,3,0,0,0,0,0,4,0,10,0,278,8,1,0,0,0,0,0,0,0,0,309,150,0,0,0,0,0,0,0,2,0,0,2,1,0,5,0,1,0,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,6,0,0,0,0,0,0,16,0,205,0,0,0,36,1,0,0,1,230,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2,1,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,47,0,1,4,9,1,3,1,1,0,0,0,5,1,3,0,0,0,1,0,2,0,0,1,0,5,0,0,160,3,151,0,0,0,2,0,0,0,0,200,0,0,0,3,0,0,0,0,0,1,2,1,0,0,2,0,9,0,0,3,0,0,0,19,0,0,0,0,1,5,1,0,0,0,0,0,1,1,0,1,2,1,0,0,0,2,0,0,1,0,7,15,0,0,363,2,0,0,1,0,0,0,0,0,0,119,0,201,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,89,0,2,0,0,0,2,1
300,0,0,0,1,1,0,0,0,0,0,2,343,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,3,0,0,0,3,1,0,0,1,0,0,0,10,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,2,1,1,1,1,0,1,0,5,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,1,0,4,244,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,9,0,1,0,1,1,0,3,2,0,0,0,128,1,0,0,0,2,0,0,0,0,2,0,0,0,1,1,1,0,2,0,0,0,3,2,2,2,1,0,0,0,1,3,0,0,0,0,0,0,0,1,6,0,2,1,1,0,2,0,0,107,1,0,1,1,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,8,0,1,0,0,0,7,0,0,1,0,0,1,0,0,2,0,0,1,2,1,0,0,4,0,0,2,27,1,0,0,4,2,1,0,0,3,0,1,1,0,2,5,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,0,0,1,7,0,3,1,3,0,0,23,1,0,0,0,8,0,0,2,0,3,3,0,0,0,0,1,0,0,3,0,291,7,0,0,0,1,0,0,1,1,2,218,165,0,0,3,1,2,0,1,0,0,0,3,1,0,4,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,4,0,163,1,0,1,34,0,0,0,1,203,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,5,0,28,0,1,0,1,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,1,216,0,149,0,0,0,0,0,0,1,0,229,15,0,1,2,0,0,0,0,0,1,0,0,1,1,2,0,10,0,0,1,0,0,1,5,0,1,1,0,1,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,20,167,0,0,373,0,0,0,0,0,0,1,0,0,0,192,0,193,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,198,0,1,0,0,0,0,0
400,0,0,0,1,1,1,0,0,0,0,0,330,2,1,0,6,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,1,1,0,1,8,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,16,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,188,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,11,0,1,0,0,1,0,3,0,1,0,1,93,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,2,1,0,2,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,9,0,2,0,0,0,0,1,0,78,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,7,0,3,0,0,0,1,0,0,0,31,0,1,0,0,60,0,0,0,2,1,0,0,4,0,2,3,24,0,0,0,6,1,0,0,0,2,2,0,0,0,3,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,8,0,0,0,7,0,2,0,1,0,2,25,2,1,0,1,20,1,0,0,0,2,2,0,0,1,0,0,0,1,2,0,270,8,0,0,0,0,0,0,0,1,0,146,161,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,11,2,0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,123,1,0,0,13,0,0,1,0,163,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,14,0,1,32,0,0,0,0,0,0,1,0,0,1,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,23,0,0,0,5,0,30,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,262,0,121,0,0,0,0,0,1,0,0,266,24,0,0,4,0,0,0,0,0,0,0,0,0,9,2,3,13,0,1,1,0,1,0,3,0,1,0,0,0,6,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,218,0,0,375,0,2,3,1,0,0,0,0,1,0,238,0,195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,253,0,0,0,0,1,0,0
499,0,0,0,0,1,1,0,0,0,0,0,314,0,0,3,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,11,0,0,0,0,2,52,0,8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,126,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,1,0,0,2,0,3,0,0,0,1,58,0,4,1,1,0,0,0,0,2,0,0,0,0,0,5,0,1,1,2,2,0,0,1,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,7,0,0,1,0,1,1,14,2,0,0,0,0,0,0,1,1,0,1,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,6,0,4,0,0,0,0,0,1,0,0,2,1,0,1,261,0,0,0,3,0,0,0,2,0,0,1,34,0,0,0,6,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,36,6,0,1,0,6,0,0,0,0,1,0,27,0,0,0,0,21,1,0,0,2,3,1,3,0,0,3,0,0,0,0,0,155,0,2,0,0,0,0,0,0,1,0,155,115,0,0,5,0,0,0,0,0,0,0,1,0,0,0,19,3,0,0,0,1,1,4,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,8,0,3,61,1,0,0,7,0,3,0,0,227,5,0,0,2,0,0,0,2,0,1,0,2,0,0,0,0,0,1,0,3,0,0,0,11,1,0,11,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,22,1,0,4,5,0,5,0,1,4,0,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,320,0,3,1,1,0,0,1,0,0,0,323,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,6,13,0,1,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,1,0,0,4,276,0,0,356,0,0,0,0,0,0,0,0,0,0,298,1,140,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,310,0,0,0,0,0,0,0
