gen,0_ABAT,0_ABL1,0_ABR,0_ACAD8,0_ACADL,0_ACADM,0_ACAT1,0_ACSL1,0_ACTL6A,0_ACTN1,0_ACTN3,0_ACTR3,0_ADAM33,0_ADAR,0_ADCY2,0_ADCY3,0_ADCY9,0_AFP,0_AKAP1,0_ALAD,0_ALB,0_ALDH1L2,0_ANGPTL1,0_ANK3,0_ANKRD22,0_ANXA3,0_ANXA4,0_AP2B1,0_APBB1IP,0_APCS,0_APOBEC3G,0_APOD,0_APOO,0_APTX,0_ARHGAP23,0_ARHGAP33,0_ARHGAP5,0_ARPC3,0_ARRDC4,0_ATF7IP2,0_ATP10D,0_ATP13A3,0_ATP2B3,0_ATP6V1B1,0_ATP8A1,0_AURKB,0_B4GALNT1,0_B4GALNT2,0_BAG1,0_BAZ1A,0_BCL2,0_BCL2L14,0_BCL2L2,0_BCL7A,0_BCL9,0_BRAF,0_BRD3,0_BRIP1,0_BTN3A3,0_C1orf54,0_C2orf49,0_C4BPA,0_C4orf19,0_C5orf34,0_C5orf46,0_C9orf40,0_CA9,0_CABIN1,0_CAMK4,0_CASP1,0_CBFA2T3,0_CBWD5,0_CBX4,0_CC2D2B,0_CCDC102B,0_CCDC134,0_CCDC59,0_CCNA2,0_CCNB1,0_CCNB2,0_CCR6,0_CCT6B,0_CD74,0_CD9,0_CDC37L1,0_CDC45,0_CDCA5,0_CDH16,0_CDH2,0_CDK1,0_CDK17,0_CDK7,0_CDKN1A,0_CDKN2A,0_CDKN2C,0_CENPA,0_CHAC1,0_CHCHD3,0_CHFR,0_CHI3L2,0_CHMP1B,0_CIDEB,0_CKAP5,0_CKS1B,0_CLDN4,0_CLK2,0_CLN5,0_CLYBL,0_CMAS,0_CNIH4,0_CNOT1,0_CNOT3,0_CNTN2,0_CNTNAP1,0_COMMD8,0_COQ7,0_COX4I1,0_CPB2,0_CPE,0_CPNE1,0_CPNE8,0_CPT2,0_CRAT,0_CRHBP,0_CRTC1,0_CSPG5,0_CTDSPL,0_CTSF,0_CXCR5,0_CYB5R3,0_CYFIP2,0_DCAF12L1,0_DCLK3,0_DDIT4,0_DDRGK1,0_DDX19B,0_DDX55,0_DENR,0_DGCR8,0_DGKG,0_DGUOK,0_DHCR7,0_DHX30,0_DLST,0_DNAJB11,0_DNAJB7,0_DNAJC24,0_DNAJC28,0_DNAL4,0_DNASE1L3,0_DR1,0_DSG2,0_DSN1,0_DUSP14,0_EDAR,0_EEA1,0_EHMT1,0_EIF2B4,0_EIF2S3,0_EIF3E,0_EIF4EBP2,0_EIF5A,0_ELF2,0_ELOVL5,0_ELOVL7,0_EME1,0_ENHO,0_ENPP3,0_EPHA3,0_EPHA7,0_EPHX2,0_ERBB3,0_ERC1,0_ERCC6L,0_ERGIC1,0_ESF1,0_ESRRA,0_EWSR1,0_EXOSC1,0_F2,0_FAHD1,0_FAM104A,0_FAM107B,0_FAM20A,0_FAM32A,0_FAM53A,0_FAM91A1,0_FASTKD1,0_FBXL2,0_FECH,0_FGB,0_FGD6,0_FGF2,0_FH,0_FIG4,0_FKBP10,0_FLAD1,0_FLNB,0_FLRT3,0_FNBP1L,0_FNTA,0_FRAT1,0_FTH1,0_FXR1,0_FXYD2,0_FZD3,0_G6PC,0_GC,0_GCSH,0_GDI1,0_GGPS1,0_GGTA1,0_GIMAP8,0_GLI2,0_GLMN,0_GLRX2,0_GNAI3,0_GORAB,0_GOT1,0_GOT2,0_GPR143,0_GPR183,0_GREM2,0_GRINA,0_GSTA1,0_GSTZ1,0_GTF2B,0_GTF2H1,0_GYS1,0_HADH,0_HADHB,0_HAGH,0_HAL,0_HAX1,0_HBP1,0_HDAC10,0_HDHD3,0_HEBP2,0_HECTD1,0_HGF,0_HIP1R,0_HLA-B,0_HLA-DMA,0_HLA-DPB1,0_HLA-DQA1,0_HLA-DRB1,0_HMGB2,0_HMOX1,0_HMOX2,0_HNRNPAB,0_HNRNPC,0_HNRNPR,0_HNRNPU,0_HOXC13,0_HP,0_HPR,0_HPS3,0_HPS5,0_HSD17B14,0_HSD17B6,0_HSPB8,0_ICA1,0_ICAM1,0_IER3,0_IFI30,0_IFI35,0_IFNB1,0_IFNG,0_IL15RA,0_IL4I1,0_ILDR1,0_INPP5B,0_INTS8,0_IRF1,0_ISG15,0_ISG20L2,0_ITFG1,0_ITIH5,0_ITSN1,0_KANK2,0_KATNAL2,0_KCNG1,0_KCNJ15,0_KCTD16,0_KIAA1143,0_KIAA1328,0_KIAA1755,0_KIF11,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF2A,0_KISS1R,0_KLHL36,0_KLRB1,0_KRBA1,0_KRI1,0_KRT19,0_KRT4,0_LAP3,0_LBP,0_LBR,0_LEMD2,0_LIG1,0_LIG3,0_LINS1,0_LMBR1,0_LMNB1,0_LOXL2,0_LRBA,0_LRPAP1,0_LRRC24,0_LRRN4CL,0_LSM6,0_LTV1,0_LYPLAL1,0_MACF1,0_MAN2B1,0_MANEA,0_MAP2K5,0_MAPK12,0_MBIP,0_MCAT,0_MCCC1,0_MGAT1,0_MIPEP,0_MLH1,0_MLYCD,0_MN1,0_MPPE1,0_MPV17L,0_MRPL11,0_MRPL24,0_MRPL42,0_MRPL44,0_MRPS9,0_MS4A7,0_MSTO1,0_MT1E,0_MTDH,0_MTOR,0_MVP,0_MYO18A,0_MYO1C,0_N4BP1,0_N4BP3,0_NAA10,0_NAA15,0_NAA25,0_NANOS1,0_NAP1L1,0_NCAM2,0_NCAPG2,0_NCL,0_NCOA7,0_NCSTN,0_NDRG2,0_NDST2,0_NDUFAF1,0_NDUFB6,0_NDUFB8,0_NDUFS2,0_NDUFV1,0_NEDD1,0_NEK3,0_NFIL3,0_NFYA,0_NLRX1,0_NMB,0_NME4,0_NOP56,0_NOP58,0_NSUN6,0_NTRK3,0_NUCKS1,0_NUDCD3,0_NUDT1,0_NUDT22,0_NUDT5,0_NUMA1,0_NUP62,0_OGDH,0_OGDHL,0_OLA1,0_OPHN1,0_ORM1,0_ORM2,0_OTP,0_P4HA1,0_P4HA3,0_PA2G4,0_PABPC1,0_PACSIN2,0_PAFAH2,0_PAQR7,0_PAX5,0_PAX9,0_PBXIP1,0_PCCA,0_PCDHGA1,0_PCDHGA12,0_PCID2,0_PDCD2L,0_PDCD5,0_PDCD7,0_PDE10A,0_PDIA3,0_PDK1,0_PDPK1,0_PEA15,0_PFDN6,0_PFN1,0_PGLYRP2,0_PHC1,0_PHC3,0_PHF14,0_PHF20,0_PIF1,0_PIK3R2,0_PINK1,0_PIP4K2A,0_PIR,0_PKP4,0_PLA2G15,0_PLA2G5,0_PLCG2,0_PLEKHG3,0_POGZ,0_POMP,0_POU3F3,0_POU5F1,0_PPA2,0_PPIL3,0_PPP3R2,0_PRAF2,0_PRCC,0_PRDM1,0_PRKAR1B,0_PROM1,0_PRTFDC1,0_PRTN3,0_PSAPL1,0_PSMA1,0_PSMB4,0_PSMB8,0_PTGIS,0_PTGR2,0_PTRH2,0_PUM1,0_PUS1,0_PUS7,0_PXMP4,0_PYCR1,0_PYGL,0_RAB11FIP1,0_RAB11FIP2,0_RAB11FIP5,0_RAB14,0_RAB17,0_RAB25,0_RAB32,0_RABEP1,0_RABEP2,0_RABEPK,0_RAD51,0_RAD54L,0_RAD9A,0_RASGRF1,0_RBBP4,0_RBM34,0_RCC1,0_REN,0_RFC3,0_RFC4,0_RFC5,0_RGP1,0_RIMS2,0_RIN3,0_RNASEH2B,0_RNASET2,0_RNF113A,0_RNF130,0_RNF149,0_RNF17,0_RNF187,0_RNF7,0_RPAP3,0_RPL9,0_RPLP0,0_RPP25,0_RPS17,0_RPS23,0_RPS27A,0_RSL1D1,0_RYBP,0_S100A11,0_SAP30BP,0_SARNP,0_SCARA5,0_SCFD2,0_SCYL3,0_SDCCAG8,0_SDF2L1,0_SDR16C5,0_SDSL,0_SEC24D,0_SEMA3A,0_SERPINA1,0_SERPINA3,0_SERPINB6,0_SETD7,0_SGSM1,0_SH3BP2,0_SHC1,0_SHMT2,0_SHROOM3,0_SIK3,0_SIKE1,0_SIM2,0_SIRT7,0_SKA1,0_SLC10A3,0_SLC15A4,0_SLC1A5,0_SLC25A12,0_SLC25A4,0_SLC30A9,0_SLC35E1,0_SLC39A8,0_SLC41A3,0_SLC7A5,0_SMARCB1,0_SMC4,0_SMG6,0_SMPD3,0_SMU1,0_SNRNP70,0_SNRPA1,0_SNRPG,0_SNX12,0_SNX15,0_SPAG5,0_SPAST,0_SRP19,0_STAT1,0_STAT3,0_STAT4,0_STEAP3,0_STK38,0_STRADB,0_STX11,0_STXBP5,0_SUCLG1,0_SURF6,0_SUSD2,0_SV2C,0_SYNGR3,0_SYNJ2BP,0_SYPL1,0_TAF9B,0_TAP1,0_TARDBP,0_TBC1D4,0_TBCE,0_TCEA1,0_TCF12,0_TCP11L1,0_TCTA,0_TECPR2,0_TGFB1,0_THG1L,0_THOC3,0_TLE2,0_TMCO1,0_TMEM132E,0_TMEM141,0_TMEM8B,0_TMPRSS2,0_TNFRSF14,0_TNFRSF18,0_TOP2A,0_TOP2B,0_TPD52,0_TPX2,0_TRABD,0_TRIB3,0_TRIM17,0_TRIM21,0_TRIM27,0_TRMT1,0_TRMT61B,0_TSC1,0_TSHR,0_TSPYL2,0_TTK,0_TUBA1A,0_TUBB,0_TUBB6,0_TXLNA,0_TYMP,0_TYW1B,0_UBE2C,0_UBE2L6,0_UBLCP1,0_UPK3B,0_UROC1,0_USF1,0_USP10,0_USP2,0_UTP6,0_VKORC1,0_WDR7,0_WLS,0_WTAP,0_XK,0_XKR9,0_XRCC1,0_YIPF5,0_YTHDF2,0_YWHAZ,0_ZBTB20,0_ZBTB4,0_ZC3H15,0_ZCCHC24,0_ZDHHC15,0_ZDHHC3,0_ZFYVE1,0_ZMAT3,0_ZNF146,0_ZNF207,0_ZNF280C,0_ZNF280D,0_ZNF304,0_ZNF343,0_ZNF382,0_ZNF433,0_ZNF503,0_ZNF511,0_ZNF512,0_ZNF610,0_ZNF677,0_ZNF7,0_ZNF76,0_ZNF853
0,0,0,0,0,44,0,0,0,0,0,0,0,42,0,153,0,0,72,0,0,29,180,116,110,47,144,0,0,0,65,0,0,0,0,0,0,0,0,0,115,0,0,105,37,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,3,0,40,0,0,136,0,16,0,0,0,0,0,0,84,316,0,23,0,0,0,0,16,0,0,0,146,87,0,0,129,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,48,0,0,0,0,139,0,103,0,152,0,0,270,132,0,0,0,0,0,0,0,26,0,0,0,0,0,183,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,188,0,197,33,31,21,0,6,0,0,0,0,0,0,0,18,0,0,0,0,0,201,0,0,0,0,37,0,308,0,0,0,0,0,169,0,0,93,0,0,0,0,0,0,0,0,0,0,137,74,0,0,0,0,0,0,64,35,0,0,22,0,0,0,0,0,0,0,238,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,120,131,159,0,0,0,117,0,78,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,65,0,0,0,27,52,45,0,0,41,0,0,98,0,0,79,0,0,0,0,85,18,0,0,0,0,0,0,0,0,0,0,0,0,144,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,4,152,0,0,178,99,0,0,0,0,160,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,279,115,0,0,0,0,0,0,0,43,0,22,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,116,14,0,0,0,0,0,0,0,115,0,0,0,97,0,0,0,0,73,0,0,184,0,0,0,133,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,101,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,147,0,0,69,0,0,0,0,3,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,182,0,0,4,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,69,0,0,0,0,0,174,204,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0
100,1,0,0,0,0,1,1,0,1,0,0,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,0,1,0,0,1,1,1,5,0,0,1,0,0,0,0,0,169,9,0,0,0,1,0,0,0,0,325,0,0,1,0,1,0,0,8,0,0,66,0,1,2,396,0,1,0,2,0,0,1,0,1,0,0,2,1,0,0,3,0,2,1,0,1,0,0,0,0,0,0,2,0,1,0,3,4,295,286,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,1,0,0,13,0,0,0,1,0,1,0,0,0,0,116,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,159,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,55,0,11,0,2,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0,33,0,0,7,0,0,1,0,0,0,1,4,4,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,9,1,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,1,1,1,0,0,0,28,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,6,6,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,0,0,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,372,0,0,1,0,0,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,6,0,0,25,26,0,1,0,0,2,21,0,0,0,0,4,0,2,5,1,0,0,2,0,0,0,0,1,3,0,0,1,0,0,0,0,1,245,0,7,0,0,0,0,0,9,0,1,0,0,0,1,0,1,0,2,0,10,0,0,0,0,0,0,1,1,0,0,15,1,85,0,0,8,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,2,1,0,1,1,1,1,0,0,0,0,302,0,1,0,5,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,2,0,0,131,0,0,1
200,0,0,0,1,0,1,0,0,2,1,0,0,0,44,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,1,180,10,0,0,1,1,1,0,0,0,285,0,0,13,0,1,0,0,1,0,0,9,0,1,2,412,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,270,298,0,0,9,0,2,0,17,0,0,0,1,0,0,0,0,1,0,2,0,0,0,7,0,0,0,0,2,0,0,2,0,0,44,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,13,0,1,0,1,2,0,0,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,2,173,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,56,1,1,0,0,0,0,0,0,0,0,2,5,0,0,1,1,105,1,0,0,0,13,0,0,0,0,0,0,2,1,0,1,0,0,0,0,15,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,268,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,1,0,150,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,43,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,80,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,400,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,1,0,0,1,0,0,0,11,0,5,1,0,2,0,1,0,0,0,0,0,0,246,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,16,1,0,0,0,0,0,0,12,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,320,1,1,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,3,1,35,0,0,1
300,0,0,0,0,0,0,0,0,2,0,0,0,0,50,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,15,0,0,1,258,8,0,0,0,0,1,0,0,0,320,0,0,8,4,0,1,0,1,0,8,3,0,0,2,434,0,0,0,0,1,0,0,0,4,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,230,360,1,0,0,1,2,0,6,0,2,0,0,3,2,0,0,0,0,0,0,4,0,5,0,1,11,0,0,0,1,0,0,1,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,8,0,80,0,0,0,0,0,0,0,123,0,0,0,1,1,0,0,1,9,1,0,0,0,0,0,0,0,0,10,0,4,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,4,1,0,264,0,0,3,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,49,0,1,0,7,0,0,1,0,0,0,3,3,1,0,1,1,59,1,0,0,0,25,0,0,0,0,0,0,0,0,0,1,1,0,1,0,12,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,351,2,0,3,20,0,1,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,55,0,0,138,0,0,0,0,0,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,30,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,168,0,0,0,0,0,0,1,0,0,15,0,1,0,0,1,5,0,46,0,0,0,1,18,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,0,2,1,0,0,0,1,0,0,159,1,161,0,0,1,0,0,0,0,0,0,0,0,284,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,171,0,0,0,1,1,0,0,3,1,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,4,0,3,0,1,368,1,1,8,0,0,0,0,0,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,56,0,2,0,30,1,0,0
400,0,0,2,4,0,0,0,1,2,0,0,0,0,25,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,1,0,0,0,15,1,0,0,0,1,0,0,0,230,6,0,1,1,0,1,0,1,0,315,0,0,1,0,0,0,0,1,0,17,3,0,0,2,431,1,0,0,0,0,9,0,0,5,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,101,364,0,0,1,1,1,0,6,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,8,0,39,0,0,4,0,0,0,0,12,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,9,0,53,1,0,0,0,0,1,0,208,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,36,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,34,1,0,0,1,13,1,35,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,366,2,0,2,74,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,129,0,1,85,0,1,3,1,0,8,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,57,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,164,1,2,0,4,1,0,0,0,0,14,0,0,0,0,0,7,0,98,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,408,0,2,0,1,0,0,0,1,0,0,0,6,0,0,2,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,7,0,18,0,0,1,3,1,0,0,0,1,1,0,128,0,198,0,0,0,0,0,0,0,0,1,2,0,255,0,3,1,0,0,0,2,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,213,0,1,0,0,0,0,1,2,1,0,1,0,8,1,5,5,1,0,0,1,0,0,0,0,0,1,0,0,0,356,1,0,8,0,0,2,0,0,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,3,62,1,1,0,2,0,0,0
499,0,3,2,4,0,0,0,1,0,0,4,0,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,19,0,0,0,0,0,0,16,0,0,0,0,1,0,1,0,212,4,0,0,0,0,1,12,0,0,306,1,0,0,0,0,0,0,1,1,14,1,0,0,1,431,1,0,0,0,0,14,0,0,3,0,0,0,0,0,2,0,0,0,0,9,0,0,1,1,0,1,0,0,0,0,0,0,0,68,359,0,0,0,1,1,1,7,0,0,1,0,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,8,0,13,0,0,4,0,0,0,0,3,0,0,1,0,5,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,5,1,11,0,0,0,0,0,0,1,204,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,283,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,23,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,23,1,1,0,0,3,1,13,0,0,1,1,0,0,2,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,2,0,0,0,4,2,0,1,0,0,0,0,0,0,369,1,0,2,116,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,182,0,0,23,9,0,0,0,1,10,1,1,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,75,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,16,1,0,155,2,1,0,10,0,0,0,0,0,9,3,0,0,2,0,4,0,76,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,1,1,1,0,0,4,0,0,0,32,0,1,0,0,1,1,2,0,0,1,6,0,0,0,0,0,0,393,0,0,0,0,0,0,0,2,0,3,0,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,14,5,0,9,1,2,0,2,1,0,0,0,1,0,0,100,0,205,0,0,0,1,0,0,1,1,0,0,0,225,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,2,1,0,0,0,1,0,0,225,0,1,0,0,0,0,0,1,2,0,1,0,6,0,15,3,1,0,0,0,1,0,0,0,0,0,0,2,0,343,1,0,3,0,1,2,0,2,9,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,27,1,1,23,0,0,1,1,0,6,0
