gen,0_AAGAB,0_ABAT,0_ABCA4,0_ABCC10,0_ABCC3,0_ABCE1,0_ABHD11,0_ABLIM3,0_ACADL,0_ACOT2,0_ACTL6A,0_ACTN4,0_ACTR3,0_ADAM23,0_ADAM33,0_ADAMTS9,0_ADCK2,0_ADH5,0_ADM,0_ADSL,0_AEBP1,0_AFAP1,0_AFP,0_AFTPH,0_AGTRAP,0_AKAP8,0_AKT1,0_ALDH18A1,0_ALDH1A2,0_ALDH1L2,0_ALG6,0_ALG9,0_ALOX5,0_ALS2,0_AMBRA1,0_AMZ2,0_ANK3,0_ANKRD13D,0_ANKZF1,0_ANLN,0_ANO10,0_ANXA11,0_ANXA6,0_ANXA7,0_AP1AR,0_AP1G1,0_APBB2,0_APCS,0_APOO,0_APPBP2,0_AQP1,0_ARHGAP1,0_ARHGAP33,0_ARHGEF10L,0_ARL6,0_ARL6IP5,0_ARNT,0_ARPC3,0_ARSD,0_ASAH1,0_ATAD2,0_ATG4D,0_ATP10D,0_ATP13A3,0_ATP1B1,0_ATP1B3,0_ATP2C1,0_ATP6V1B1,0_ATP6V1D,0_ATP8A1,0_ATXN1,0_ATXN7L3,0_AWAT2,0_B4GALNT1,0_B4GALT6,0_B9D2,0_BACH1,0_BAP1,0_BCAR1,0_BCL2L14,0_BCL7A,0_BDH1,0_BHMT2,0_BIRC2,0_BIRC5,0_BNIP3,0_BNIP3L,0_BRD3,0_BRD8,0_BRIP1,0_BTBD1,0_BTF3,0_BTN2A1,0_C11orf54,0_C12orf57,0_C1D,0_C1orf116,0_C1orf174,0_C1orf35,0_C1orf54,0_C3orf14,0_C4BPA,0_C4orf19,0_CAB39L,0_CAMK4,0_CAMLG,0_CAMSAP1,0_CANT1,0_CAP2,0_CAPG,0_CARD11,0_CASP2,0_CBLB,0_CBWD1,0_CBX3,0_CCDC102A,0_CCDC127,0_CCDC25,0_CCDC51,0_CCDC88C,0_CCDC91,0_CCNB2,0_CCT3,0_CD2BP2,0_CD53,0_CD9,0_CDC16,0_CDC25C,0_CDCA8,0_CDH1,0_CDH2,0_CDK1,0_CDK11A,0_CDK19,0_CDK2AP1,0_CDK4,0_CDKN2A,0_CDKN2AIPNL,0_CDKN2C,0_CDS2,0_CEP55,0_CES2,0_CFB,0_CFHR1,0_CHCHD10,0_CHDH,0_CHEK2,0_CHI3L2,0_CHMP1B,0_CHRD,0_CHRDL1,0_CHST11,0_CIB2,0_CISH,0_CLDN4,0_CLEC11A,0_CLK4,0_CLN5,0_CLYBL,0_CMTM4,0_CNOT1,0_CNOT2,0_CNPY2,0_CNTN2,0_CNTNAP1,0_COBL,0_COG1,0_COL18A1,0_COL1A1,0_COL4A3,0_COL6A2,0_COPB2,0_COPS2,0_COPS4,0_COQ4,0_COQ7,0_CORO1C,0_COX7C,0_CP,0_CPNE8,0_CPSF7,0_CRAT,0_CRBN,0_CREB1,0_CREBBP,0_CRHBP,0_CRISPLD2,0_CRTC1,0_CRTC2,0_CRY2,0_CTDSPL,0_CTNNA2,0_CTSZ,0_CTTNBP2,0_CUEDC1,0_CUL4B,0_CWC15,0_CYB5B,0_CYB5D2,0_CYCS,0_CYP1B1,0_DAXX,0_DBI,0_DCAF4,0_DCBLD2,0_DCP1B,0_DCP2,0_DDIT4,0_DDRGK1,0_DDX55,0_DECR1,0_DENR,0_DEPDC1B,0_DERL1,0_DERL3,0_DEXI,0_DFFA,0_DGKA,0_DGUOK,0_DHX30,0_DLG2,0_DLGAP4,0_DMTF1,0_DMXL2,0_DNA2,0_DNAJA2,0_DNAJA3,0_DNAJB1,0_DNAJB4,0_DNAJB7,0_DNAJC12,0_DNAJC25,0_DNAJC5,0_DNASE1L3,0_DNMT3B,0_DOK1,0_DPAGT1,0_DPYSL3,0_DSG2,0_DSN1,0_DTNA,0_DTNBP1,0_DUSP23,0_DUSP8,0_DVL3,0_DYRK4,0_EBPL,0_EDAR,0_EFHC2,0_EFNA1,0_EFS,0_EIF2S2,0_EIF3B,0_EIF3E,0_EIF4A3,0_EIF4E,0_EIF4EBP1,0_EIF5,0_ELOVL5,0_EML4,0_ENAH,0_ENGASE,0_ENO1,0_ENPP3,0_ENTPD2,0_EPHX2,0_EPS8,0_ERBB4,0_ERCC6L,0_ERGIC1,0_ERN2,0_ESRP1,0_ETFB,0_ETV5,0_F2,0_F2RL1,0_FABP3,0_FABP7,0_FAM122A,0_FAM122B,0_FAM126A,0_FAM136A,0_FAM172A,0_FAM193B,0_FAM199X,0_FAM47E,0_FAM53A,0_FAM83H,0_FANCC,0_FARSA,0_FBP1,0_FBXO21,0_FBXO5,0_FBXW7,0_FCHSD1,0_FCN3,0_FCRL1,0_FGD4,0_FGD6,0_FGF9,0_FGFR4,0_FGG,0_FIGN,0_FIGNL1,0_FIS1,0_FKBP5,0_FLAD1,0_FLOT1,0_FLRT3,0_FNIP2,0_FNTA,0_FOXS1,0_FSD1L,0_FSTL3,0_FTH1,0_FTSJ1,0_FXYD2,0_FXYD3,0_G3BP2,0_GAB3,0_GALK1,0_GALNT2,0_GBA2,0_GCK,0_GDF15,0_GDI1,0_GEM,0_GEN1,0_GFM1,0_GGTA1,0_GJA4,0_GLI2,0_GLIPR2,0_GLMN,0_GLOD5,0_GLRX2,0_GLT8D2,0_GLYR1,0_GMPR,0_GNA12,0_GOLT1B,0_GPR143,0_GPR63,0_GRAMD1B,0_GRB7,0_GREM2,0_GRHPR,0_GSK3B,0_GSTA3,0_GSTK1,0_GTF2E1,0_GTF2E2,0_GTF3A,0_GTF3C6,0_GTSF1,0_HAPLN3,0_HCK,0_HDAC10,0_HDGF,0_HDHD2,0_HEPH,0_HERC3,0_HESX1,0_HEXIM1,0_HEYL,0_HGF,0_HHAT,0_HLA-DMA,0_HLA-DRB1,0_HM13,0_HMGA2,0_HMGB1,0_HMGCL,0_HMOX1,0_HMOX2,0_HNRNPA2B1,0_HNRNPH1,0_HOXC13,0_HP,0_HPS5,0_HSD17B11,0_HSD17B3,0_HSD17B6,0_HSD3B7,0_HSPA6,0_HSPA9,0_HSPBAP1,0_HTR2B,0_HTRA3,0_IDH3G,0_IER3,0_IFNB1,0_IFNG,0_IFT20,0_IK,0_IKBIP,0_IKBKE,0_IKZF2,0_IL20RA,0_IL23A,0_IL4I1,0_ILDR1,0_IMPA2,0_INO80D,0_INPP5B,0_INTS8,0_IPP,0_IQCG,0_IRAK3,0_ISLR,0_ITGB3BP,0_JAKMIP2,0_JAZF1,0_JDP2,0_JMJD6,0_JPH2,0_JUP,0_KAT5,0_KCNA5,0_KCNK6,0_KCTD10,0_KCTD16,0_KDELR2,0_KIAA1143,0_KIAA1328,0_KIAA1522,0_KIAA1614,0_KIAA1671,0_KIAA1755,0_KIF18A,0_KIF1B,0_KIF21A,0_KIF21B,0_KIF4A,0_KIF4B,0_KIF7,0_KLC2,0_KLF5,0_KLHDC2,0_KLHL36,0_KMO,0_KPNA1,0_KRI1,0_KRT4,0_KRT7,0_KRT8,0_L2HGDH,0_L3MBTL3,0_LDLRAD2,0_LETM1,0_LGALS1,0_LGALS9,0_LGI4,0_LHX6,0_LIG3,0_LIMK2,0_LNX1,0_LPIN3,0_LRBA,0_LRCH2,0_LRFN3,0_LRP5,0_LRRC25,0_LRRC59,0_LRRN4CL,0_LSM12,0_LSM2,0_LUC7L,0_LUC7L3,0_LYPLAL1,0_LZTS1,0_MACC1,0_MAEA,0_MAF,0_MAGEA4,0_MAGI2,0_MAGOH,0_MAGOHB,0_MAML1,0_MAN2B1,0_MANSC1,0_MAP1LC3B,0_MAP1LC3B2,0_MAP3K1,0_MAP3K12,0_MAP7,0_MAPK11,0_MAPK12,0_MARCKS,0_MAVS,0_MBTD1,0_MCAT,0_MCCC1,0_MCM6,0_MCRS1,0_MED12,0_MED12L,0_MED15,0_MEGF8,0_MEPCE,0_MERTK,0_MET,0_METAP1,0_METRN,0_MFSD6,0_MGAT1,0_MGST1,0_MGST2,0_MGST3,0_MIPEP,0_MKI67,0_MKKS,0_MKNK1,0_MLPH,0_MLX,0_MME,0_MMP11,0_MMP2,0_MN1,0_MOGS,0_MON1B,0_MORC3,0_MORF4L2,0_MPI,0_MPPE1,0_MPV17L,0_MPZL1,0_MRPL1,0_MRPL18,0_MRPL9,0_MRPS18B,0_MRPS18C,0_MS4A6A,0_MST1R,0_MSTO1,0_MT1A,0_MTA3,0_MTHFD1,0_MTMR12,0_MTOR,0_MTRR,0_MX1,0_MXI1,0_MYB,0_MYC,0_MYEF2,0_MYO10,0_MYO5B,0_MYOCD,0_MYOF,0_N4BP2L2,0_NAA10,0_NAA16,0_NAAA,0_NAALAD2,0_NAGK,0_NAIP,0_NAP1L1,0_NAPA,0_NAV1,0_NBEA,0_NCBP2,0_NCKAP1L,0_NCSTN,0_NDST2,0_NDUFA10,0_NDUFA4L2,0_NDUFA8,0_NDUFAB1,0_NDUFB10,0_NDUFS2,0_NEUROD1,0_NF2,0_NFYA,0_NGEF,0_NHEJ1,0_NID2,0_NIT1,0_NKX2-2,0_NKX3-2,0_NMB,0_NMNAT3,0_NMT1,0_NNMT,0_NNT,0_NOL3,0_NOL7,0_NOP16,0_NOP2,0_NOP56,0_NOP58,0_NOTCH3,0_NOXO1,0_NPR3,0_NR1D2,0_NR4A1,0_NRSN2,0_NSUN6,0_NTRK3,0_NUCKS1,0_NUDT14,0_NUDT16L1,0_NUDT22,0_NUDT9,0_NUMB,0_NUS1,0_NXPH2,0_OGT,0_ONECUT2,0_OPTN,0_OSBPL1A,0_OTP,0_OTUB1,0_OTUD1,0_OXER1,0_OXR1,0_P2RY1,0_P4HTM,0_PABPC1,0_PACSIN2,0_PADI1,0_PAICS,0_PAIP2,0_PANK2,0_PARP14,0_PAX9,0_PCDHB7,0_PCDHGA1,0_PCDHGB3,0_PCDHGB5,0_PCDHGC3,0_PCGF1,0_PCGF3,0_PCK1,0_PCNA,0_PDCD7,0_PDCL2,0_PDE12,0_PDE8A,0_PDHA1,0_PDHX,0_PDIA4,0_PDIA5,0_PDK1,0_PDK2,0_PDLIM1,0_PDP2,0_PDPK1,0_PDZRN3,0_PELI2,0_PER3,0_PEX26,0_PFDN4,0_PFKM,0_PGAM5,0_PGLYRP2,0_PGS1,0_PHLDA3,0_PHLDB2,0_PHYH,0_PI4KA,0_PICALM,0_PIGH,0_PIGR,0_PIK3C3,0_PIK3R6,0_PINX1,0_PIP4K2A,0_PIR,0_PITPNM2,0_PJA1,0_PLA2G5,0_PLAU,0_PLCE1,0_PLCG1,0_PLCG2,0_PLEC,0_PLEKHA2,0_PLEKHB2,0_PLK1,0_PLK2,0_PLOD2,0_PLP2,0_PLTP,0_PML,0_PMS2,0_PNCK,0_POLG2,0_POLR3B,0_POMP,0_POU2F1,0_POU5F1,0_PPARA,0_PPAT,0_PPIB,0_PPIH,0_PPIL3,0_PPIL4,0_PPP1R13B,0_PPP1R7,0_PPP2R2C,0_PRCC,0_PRDM1,0_PRDX2,0_PRELID1,0_PRICKLE4,0_PRKCB,0_PRKCI,0_PRPF39,0_PRR15L,0_PSMA4,0_PSMB1,0_PSMB4,0_PSMC5,0_PSMD12,0_PSMD9,0_PSMF1,0_PTER,0_PTGR2,0_PTHLH,0_PTPN2,0_PTPN22,0_PTPN23,0_PTPN7,0_PTPRA,0_PTPRJ,0_PTRH2,0_PUS1,0_PXDN,0_PYCR1,0_RAB11FIP1,0_RAB23,0_RAB3D,0_RAB5C,0_RAB9A,0_RABGAP1,0_RAC2,0_RAD23A,0_RAD51,0_RAD54L,0_RAD9B,0_RALGDS,0_RANBP1,0_RANBP6,0_RASGRF1,0_RASL11A,0_RASSF4,0_RBKS,0_RBM14,0_RBM25,0_RCC2,0_RCN1,0_REC8,0_RGP1,0_RGS1,0_RIC3,0_RNASE3,0_RNASET2,0_RNF130,0_RNF149,0_RNF17,0_RNF180,0_RNF181,0_RNF7,0_RNPEP,0_RPGR,0_RPL10,0_RPL13,0_RPL23,0_RPL27,0_RPL27A,0_RPL31,0_RPL37A,0_RPLP0,0_RPN2,0_RPS6KA2,0_RUNX1,0_S100A1,0_S100A13,0_SAP30,0_SAP30BP,0_SART3,0_SBNO2,0_SCARF2,0_SCD,0_SCFD2,0_SCGB1D2,0_SCIN,0_SCO1,0_SDC3,0_SDC4,0_SDCBP,0_SDF4,0_SDR39U1,0_SDSL,0_SEC24B,0_SECISBP2,0_SECISBP2L,0_SELL,0_SEMA3A,0_SEMA4D,0_SEPHS2,0_SERPINA1,0_SERPINA3,0_SERPINA4,0_SERPINH1,0_SERTAD2,0_SETD2,0_SETD5,0_SETD7,0_SF3B2,0_SH3BP2,0_SH3GL1,0_SHC1,0_SHISA5,0_SHMT2,0_SHROOM3,0_SIL1,0_SIPA1L2,0_SKA1,0_SLA,0_SLC13A5,0_SLC16A1,0_SLC16A7,0_SLC25A12,0_SLC25A5,0_SLC2A5,0_SLC2A9,0_SLC30A9,0_SLC39A9,0_SLC46A2,0_SLC4A1AP,0_SLC4A2,0_SLC9A2,0_SLMAP,0_SMAD2,0_SMAGP,0_SMARCC2,0_SMARCD1,0_SMPD3,0_SNRNP27,0_SNRNP48,0_SNRPC,0_SNRPG,0_SNX10,0_SNX29,0_SOCS3,0_SOD2,0_SOS2,0_SPAG16,0_SPAG5,0_SPATA18,0_SPRYD3,0_SPTBN1,0_SRPX2,0_SRRM1,0_SSB,0_SSBP2,0_SSC5D,0_SSR4,0_SSX2IP,0_ST8SIA1,0_STAM,0_STAT1,0_STAT4,0_STK36,0_STK38,0_STOML2,0_STX3,0_STX4,0_SUB1,0_SUMO1,0_SUMO4,0_SUSD2,0_SYNCRIP,0_SYNE2,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_SYTL1,0_TAF1A,0_TAF7,0_TAF9B,0_TAP1,0_TAPBP,0_TBC1D7,0_TBC1D9B,0_TBCD,0_TBCE,0_TBL1XR1,0_TBL3,0_TBP,0_TCEA1,0_TCERG1,0_TCF12,0_TCOF1,0_TCTA,0_TECPR2,0_TEKT3,0_TES,0_TGFBI,0_THOC1,0_THOC7,0_THUMPD2,0_TIFA,0_TLE1,0_TMEM116,0_TMEM132E,0_TMEM139,0_TMEM159,0_TMEM176B,0_TMEM192,0_TMEM25,0_TMEM39A,0_TMEM72,0_TMPO,0_TMPRSS2,0_TNC,0_TNFAIP3,0_TNFAIP8L3,0_TNFRSF1B,0_TNFSF4,0_TNIP2,0_TNPO2,0_TOLLIP,0_TOM1,0_TOP1MT,0_TOPBP1,0_TOR1A,0_TOR3A,0_TPCN2,0_TPM2,0_TPRN,0_TPX2,0_TRAIP,0_TRIB2,0_TRIM17,0_TRIM27,0_TRIM69,0_TRIO,0_TRIP10,0_TRMT5,0_TRMT61B,0_TSEN34,0_TSG101,0_TSPAN1,0_TSPYL2,0_TSR1,0_TST,0_TTC17,0_TUBA1A,0_TUBA1B,0_TUBB,0_TUBB6,0_TUBGCP3,0_TUFM,0_TUSC1,0_TUSC3,0_TXN2,0_UACA,0_UBAP2L,0_UBE2D2,0_UBE2D4,0_UBE2H,0_UBE3C,0_UBQLN1,0_UBQLN4,0_UBR4,0_UBXN4,0_UBXN6,0_UBXN8,0_UGDH,0_UGGT1,0_UGT1A6,0_UPK3B,0_UQCRFS1,0_URGCP,0_UROC1,0_USF1,0_USP10,0_USP13,0_USP2,0_UTP3,0_VASP,0_VCAN,0_VEGFA,0_VEZT,0_VKORC1,0_VPS16,0_VPS41,0_WAS,0_WASL,0_WDFY3,0_WDR17,0_WDR26,0_WDR7,0_WLS,0_WTAP,0_XAF1,0_XKR9,0_XPO1,0_XRN2,0_YIPF1,0_YWHAG,0_YWHAZ,0_ZBTB1,0_ZBTB12,0_ZBTB2,0_ZBTB20,0_ZBTB3,0_ZBTB4,0_ZBTB8OS,0_ZC3H12C,0_ZDHHC15,0_ZDHHC17,0_ZFPM2,0_ZIC1,0_ZNF267,0_ZNF304,0_ZNF337,0_ZNF443,0_ZNF511,0_ZNF610,0_ZNF630,0_ZNF7,0_ZNF768,0_ZNF83,0_ZXDB
0,0,0,67,0,0,0,0,0,122,0,0,0,0,0,70,0,0,0,0,0,69,0,88,0,0,0,0,0,93,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,194,0,0,0,193,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,117,0,0,0,0,0,0,70,0,78,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,179,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,14,0,0,95,11,0,0,33,0,0,0,0,0,0,0,0,0,139,12,0,83,0,0,0,0,0,0,0,0,0,0,0,0,35,79,0,0,0,0,0,0,27,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,109,50,0,0,66,0,0,202,0,0,0,0,60,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,225,0,0,99,0,87,0,236,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,100,61,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,186,0,27,0,0,0,0,0,0,0,294,0,0,0,0,0,48,0,119,0,0,0,0,0,95,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,264,0,0,0,0,73,0,0,0,0,0,0,34,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,224,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,20,0,122,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,154,0,0,0,0,223,0,0,148,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,45,0,152,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,75,0,106,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,138,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,28,0,0,0,0,130,0,0,0,0,0,0,0,0,162,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,60,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,30,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,72,166,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,305,0,0,0,55,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,51,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,125,0,54,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,278,0,0,80,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,110,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,5,0,1,3,0,0,7,0,0,0,2,0,0,13,9,99,1,1,1,165,0,0,1,0,0,56,0,0,0,0,1,0,0,1,1,0,0,1,0,12,1,1,1,0,0,0,6,0,0,0,1,6,0,1,0,0,0,0,1,0,0,2,1,63,0,1,113,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,27,0,13,0,0,2,1,0,2,0,11,158,0,7,33,182,91,1,1,100,5,0,0,12,0,182,0,0,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,403,109,1,1,3,1,0,0,0,90,1,0,1,0,0,0,0,0,0,0,0,0,1,1,13,0,73,0,0,0,8,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,213,0,0,0,0,0,0,0,10,0,1,0,0,45,0,1,0,0,0,1,2,0,0,0,48,1,0,0,1,0,0,0,14,1,2,0,0,0,0,0,0,0,0,166,0,0,2,284,0,0,0,151,1,3,0,0,2,0,3,1,1,0,0,0,0,0,0,61,0,0,3,0,0,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,0,1,5,0,0,0,0,0,0,0,0,8,0,0,0,0,120,1,0,0,0,1,119,1,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,370,3,0,0,0,0,0,70,0,0,0,3,0,99,0,0,0,0,0,0,1,1,3,0,0,0,0,0,35,0,0,1,0,0,2,0,0,0,1,0,146,0,0,1,160,6,0,0,0,0,0,0,10,17,0,2,0,1,0,2,0,0,0,1,0,7,0,0,1,1,0,1,0,0,0,28,0,0,0,0,1,167,0,25,1,0,56,0,0,0,1,60,0,0,0,0,0,0,1,0,1,5,1,16,0,361,0,0,0,0,0,0,0,0,0,0,1,6,0,6,0,444,0,0,0,2,0,0,1,3,4,2,36,0,0,1,44,0,109,0,0,0,0,0,16,1,0,0,65,42,13,0,0,1,0,2,0,0,1,2,1,3,0,0,0,0,1,2,5,0,0,0,1,0,0,0,0,1,0,150,1,2,0,0,5,1,0,0,1,2,0,0,1,0,0,1,2,0,22,0,0,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,2,176,0,0,0,16,250,0,3,0,0,0,15,140,0,0,1,6,1,0,0,0,1,0,0,1,0,2,0,0,0,9,2,0,6,0,0,0,0,111,0,0,9,0,0,0,0,0,0,0,1,0,0,1,1,99,0,0,2,0,0,2,132,0,0,0,0,0,0,55,2,38,2,0,1,0,0,0,0,1,0,0,0,188,5,0,2,1,0,0,69,0,13,3,0,2,4,0,0,1,10,0,0,0,1,0,0,0,0,1,0,1,1,0,2,1,2,0,4,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,357,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,6,1,0,155,0,1,0,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,10,0,0,1,1,0,0,0,0,20,0,1,0,1,0,0,0,0,123,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,33,0,1,0,0,2,0,0,0,15,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,5,0,0,0,0,0,0,1,267,24,0,0,0,0,1,0,1,1,0,0,0,11,0,0,1,0,1,2,0,0,1,1,370,1,3,0,159,0,0,0,0,0,1,0,16,0,39,3,0,0,0,0,0,1,0,120,0,0,0,0,0,141,0,0,0,0,0,1,0,0,9,2,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,45,0,38,0,0,2,0,0,0,1,0,0,0,1,0,3,0,10,2,1,0,0,0,0,2,0,3,0,0,0,1,0,5,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,11,459,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,2,0,10,0,0,3,0,0,0,0,0,1,0,0,0,10,364,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0
