gen,0_AAGAB,0_AARSD1,0_ABAT,0_ABCA1,0_ABCB6,0_ABCC3,0_ABHD10,0_ABHD15,0_ACAD8,0_ACADL,0_ACBD6,0_ACO1,0_ACO2,0_ACTG1,0_ACTL6A,0_ACTN3,0_ACTN4,0_ACVR2A,0_ACY1,0_ADAM33,0_ADM,0_ADPGK,0_ADRM1,0_AGL,0_AGPAT4,0_AHDC1,0_AHNAK2,0_AK3,0_AKAP1,0_AKAP8L,0_AKR1A1,0_AKR1E2,0_ALAS1,0_ALDH1B1,0_ALDH1L1,0_ALDH1L2,0_ALDH6A1,0_ALG6,0_ALG9,0_ALKBH1,0_AMFR,0_ANGPTL4,0_ANK2,0_ANK3,0_ANKRD13D,0_ANKRD49,0_ANLN,0_ANO6,0_ANP32E,0_ANXA1,0_ANXA3,0_AP1AR,0_AP1B1,0_AP1G1,0_AP2A1,0_AP4M1,0_AP4S1,0_APBB1IP,0_API5,0_APOBEC3G,0_APOL2,0_AQP1,0_ARAF,0_ARFGEF1,0_ARFGEF2,0_ARGLU1,0_ARHGAP24,0_ARHGEF5,0_ARNT,0_ARNT2,0_ASAP1,0_ATAD2,0_ATIC,0_ATP2B2,0_ATP2B3,0_ATP2B4,0_ATP6V1B1,0_ATP6V1D,0_ATP6V1E1,0_ATP6V1G1,0_ATP7B,0_ATP8A1,0_ATPAF1,0_ATXN2L,0_AUH,0_AUP1,0_AURKB,0_AUTS2,0_AWAT2,0_B3GNT9,0_B3GNTL1,0_B4GALNT1,0_B4GALT1,0_B4GALT6,0_BCAR3,0_BCAS3,0_BCKDK,0_BCL2L1,0_BDH1,0_BDH2,0_BEX2,0_BGN,0_BICD2,0_BLOC1S3,0_BPNT1,0_BRAF,0_BRD8,0_BRPF1,0_C12orf57,0_C17orf75,0_C1orf116,0_C1orf198,0_C1orf226,0_C21orf91,0_C2orf74,0_C3orf14,0_C3orf18,0_C6orf62,0_CA1,0_CACNA1H,0_CACYBP,0_CAD,0_CAMK2G,0_CANT1,0_CAPN1,0_CARD11,0_CARD8,0_CASP2,0_CBFA2T3,0_CBR1,0_CBR4,0_CBWD5,0_CBX5,0_CBX7,0_CCAR1,0_CCDC12,0_CCDC59,0_CCDC68,0_CCDC91,0_CCNB2,0_CCNDBP1,0_CCNG1,0_CCT5,0_CCT6B,0_CCT8,0_CD151,0_CD2BP2,0_CD47,0_CDC20,0_CDC25C,0_CDC73,0_CDCA8,0_CDH11,0_CDH16,0_CDH23,0_CDK1,0_CDKN2A,0_CDKN2AIP,0_CDKN2C,0_CDV3,0_CEBPB,0_CENPV,0_CEP55,0_CFI,0_CHIA,0_CHRD,0_CHST15,0_CHST3,0_CLCC1,0_CLEC11A,0_CLIC3,0_CLPTM1L,0_CLPX,0_CLTB,0_CLYBL,0_CMTM3,0_CNIH4,0_CNNM1,0_CNOT2,0_CNTNAP1,0_COBL,0_COBLL1,0_COG8,0_COL13A1,0_COL1A1,0_COL4A1,0_COL4A3,0_COL6A2,0_COMT,0_COQ9,0_COX10,0_CPE,0_CPSF2,0_CPSF7,0_CRAT,0_CREB1,0_CRHBP,0_CRIP1,0_CROT,0_CRP,0_CRTC2,0_CS,0_CSTF3,0_CTAGE1,0_CUTC,0_CXCL12,0_CXXC5,0_CYB5D2,0_CYB5R3,0_CYFIP1,0_CYGB,0_CYP1B1,0_CYP2S1,0_DAPK3,0_DBNDD2,0_DCAF11,0_DCAF12L2,0_DCAF4,0_DCBLD2,0_DCLK3,0_DCP2,0_DCPS,0_DCTN1,0_DDIT4,0_DDR1,0_DDX19B,0_DDX41,0_DENND4C,0_DEPDC1,0_DERL1,0_DERL2,0_DGKG,0_DGUOK,0_DHCR7,0_DHX16,0_DHX30,0_DKC1,0_DLX5,0_DMXL1,0_DNA2,0_DNAJA1,0_DNAJB7,0_DNAJC10,0_DNAJC19,0_DNAL4,0_DNMT3B,0_DPAGT1,0_DPH5,0_DPP9,0_DPY30,0_DPYS,0_DPYSL3,0_DR1,0_DSN1,0_DTNBP1,0_DTX4,0_DUOXA1,0_DUS4L,0_DUSP14,0_DUSP19,0_DUSP23,0_DYRK4,0_ECHDC3,0_EDN1,0_EEA1,0_EEF1B2,0_EEF1D,0_EEF2,0_EFHC2,0_EFNA5,0_EFR3A,0_EGFL7,0_EIF3B,0_EIF3E,0_EIF4EBP2,0_EIF4ENIF1,0_EIF5,0_ELF4,0_ELK1,0_ELMO3,0_ELMOD2,0_ENHO,0_ENO2,0_ENPP3,0_ENPP5,0_ENTPD1,0_EP400,0_EPHX2,0_ERGIC2,0_ETFDH,0_EXOC6B,0_F2,0_F2RL1,0_FAAH,0_FABP3,0_FADD,0_FAHD1,0_FAM120A,0_FAM136A,0_FAM20A,0_FAM53A,0_FAM53B,0_FAR2,0_FBXO44,0_FBXO5,0_FCAR,0_FCHO1,0_FECH,0_FGB,0_FGF2,0_FGFR4,0_FGR,0_FIS1,0_FKBP5,0_FLAD1,0_FLNA,0_FLRT3,0_FNTA,0_FRAT1,0_FTH1,0_FTSJ1,0_FUCA1,0_FXN,0_FXR1,0_FXR2,0_FXYD3,0_GABARAPL1,0_GALNT7,0_GAPDH,0_GAS8,0_GATAD2B,0_GBP5,0_GC,0_GCAT,0_GCK,0_GCLC,0_GCSH,0_GFM1,0_GGTA1,0_GHITM,0_GIT2,0_GLI3,0_GLMN,0_GLOD4,0_GLOD5,0_GLRX5,0_GMPR,0_GNAI2,0_GNE,0_GORASP2,0_GOT2,0_GPR107,0_GPR132,0_GPR143,0_GPR183,0_GRAMD1B,0_GRAMD1C,0_GRB2,0_GRB7,0_GREM2,0_GRIN2D,0_GSTA4,0_GSTK1,0_GTF3C5,0_GTPBP2,0_GTPBP8,0_GUSB,0_HADHB,0_HAUS2,0_HDAC1,0_HDAC10,0_HDAC3,0_HDHD3,0_HELZ,0_HEXIM1,0_HGD,0_HHAT,0_HIBCH,0_HIF3A,0_HIP1R,0_HIRA,0_HKDC1,0_HLA-DQB1,0_HLA-DRB1,0_HMGA2,0_HMGB2,0_HMOX1,0_HNRNPC,0_HNRNPL,0_HOXC13,0_HP,0_HPR,0_HS2ST1,0_HSD17B11,0_HSD17B4,0_HSD17B6,0_HSD17B8,0_HTRA3,0_HUS1,0_IAH1,0_ICA1,0_ICAM1,0_IDH3B,0_IFNG,0_IFT20,0_IK,0_IKBIP,0_IL17RD,0_IL18R1,0_IL23A,0_IL4I1,0_IL7,0_ILVBL,0_INTS8,0_IP6K1,0_IPP,0_IQCG,0_IRF3,0_ISG15,0_ITCH,0_ITFG1,0_ITGA3,0_ITSN1,0_JKAMP,0_JMJD6,0_JPH2,0_KATNAL2,0_KCMF1,0_KCND1,0_KCNE3,0_KCNE4,0_KCTD16,0_KCTD20,0_KDM3B,0_KIAA0232,0_KIAA1755,0_KIF18A,0_KIF1B,0_KIF21A,0_KIF21B,0_KIF4B,0_KIF7,0_KISS1R,0_KLF3,0_KLF5,0_KLHL36,0_KLK5,0_KLRB1,0_KNTC1,0_KRT7,0_L2HGDH,0_L3MBTL3,0_LASP1,0_LCMT2,0_LEFTY2,0_LENG8,0_LENG9,0_LGALS9,0_LGI4,0_LGR5,0_LGR6,0_LIMD1,0_LMAN2,0_LMNB2,0_LRCH2,0_LRIG3,0_LRPPRC,0_LRRC57,0_LSM12,0_LSS,0_LUZP1,0_LYPLAL1,0_MACC1,0_MAGEA4,0_MAGOH,0_MAML3,0_MAN2B1,0_MANSC1,0_MAP3K12,0_MAP3K14,0_MAP7,0_MAPK12,0_MAPKAP1,0_MAPKAPK2,0_MARK2,0_MAX,0_MBTD1,0_MCAT,0_MCM3AP,0_MCM7,0_MDFIC,0_MED8,0_MEP1A,0_MFGE8,0_MFN1,0_MFSD1,0_MFSD6,0_MGAT1,0_MGAT3,0_MGST1,0_MIA2,0_MICAL2,0_MICALL1,0_MID1,0_MIER2,0_MIPEP,0_MKNK2,0_MKRN2,0_MLX,0_MME,0_MMP11,0_MMP14,0_MMP2,0_MN1,0_MORC3,0_MPV17L,0_MPZL1,0_MRPL1,0_MRPL19,0_MRPL3,0_MRPL44,0_MRPL50,0_MRPL55,0_MRPS2,0_MRPS25,0_MRPS6,0_MSH2,0_MSTN,0_MSTO1,0_MT1A,0_MT1E,0_MTA3,0_MTCH1,0_MTSS1,0_MYC,0_MYO6,0_N4BP1,0_N4BP3,0_NAIP,0_NAP1L1,0_NCAPG2,0_NCK1,0_NCKAP5L,0_NCOA6,0_NCSTN,0_NDRG1,0_NDRG3,0_NDUFA5,0_NDUFA8,0_NDUFA9,0_NDUFB5,0_NDUFS3,0_NEK1,0_NEK8,0_NEURL1B,0_NFE2,0_NFIC,0_NFIX,0_NFS1,0_NFYB,0_NGB,0_NGEF,0_NIPSNAP3A,0_NLGN1,0_NLRP1,0_NLRX1,0_NME1,0_NME3,0_NME7,0_NMT1,0_NOL11,0_NOL7,0_NOMO3,0_NOTCH3,0_NPLOC4,0_NR4A1,0_NR5A2,0_NRP1,0_NRSN2,0_NTRK3,0_NUBP1,0_NUDT10,0_NUDT11,0_NUDT12,0_NUDT14,0_NUDT17,0_NUDT22,0_NUDT9,0_NUMB,0_NUP85,0_NXF3,0_NXN,0_NXPH2,0_OCLN,0_OFD1,0_OGDHL,0_OLFML1,0_ONECUT2,0_ORM2,0_OSBPL1A,0_OTUD1,0_OXSM,0_P4HA3,0_P4HB,0_PA2G4,0_PABPC1,0_PADI1,0_PAG1,0_PAICS,0_PAPSS2,0_PARP12,0_PARP14,0_PAX5,0_PAX9,0_PCBP3,0_PCCA,0_PCCB,0_PCDHGA1,0_PCDHGB5,0_PCK1,0_PCMTD2,0_PCYT2,0_PDCD10,0_PDCD7,0_PDE10A,0_PDHA1,0_PDIA5,0_PDLIM1,0_PDSS2,0_PECR,0_PEX12,0_PEX3,0_PFKM,0_PFN1,0_PGLYRP2,0_PHC2,0_PHLDA3,0_PHLDB1,0_PI16,0_PIAS2,0_PIGR,0_PIK3C3,0_PIK3R1,0_PIK3R2,0_PIP5K1A,0_PIWIL4,0_PJA1,0_PLAU,0_PLCD1,0_PLCL1,0_PLEC,0_PLEKHA2,0_PLEKHB2,0_PLK1,0_PLXDC1,0_PLXDC2,0_PMPCB,0_PNPLA3,0_PNPLA8,0_PODNL1,0_POF1B,0_POLA2,0_POLD3,0_POLR1A,0_POMP,0_POU2F1,0_POU5F1,0_PPAT,0_PPCS,0_PPIB,0_PPIH,0_PPM1E,0_PPME1,0_PPP1R13B,0_PPP1R14B,0_PPP1R9B,0_PPP2R2B,0_PRDX2,0_PRDX5,0_PRELID1,0_PRKAA2,0_PRKAR1B,0_PRPF39,0_PRR15L,0_PRR16,0_PRTFDC1,0_PRTN3,0_PSEN1,0_PSKH1,0_PSMA1,0_PSMA5,0_PSMA6,0_PSMB1,0_PSMD12,0_PTER,0_PTGIS,0_PTGR1,0_PTMS,0_PTPN23,0_PTPRU,0_PUS10,0_PYCR1,0_PZP,0_QRICH1,0_RAB14,0_RAB1B,0_RAB21,0_RAB22A,0_RAB23,0_RAB25,0_RAB7A,0_RAD50,0_RAD54L2,0_RAP1GAP,0_RAPGEF3,0_RASGRF1,0_RBM25,0_RBM39,0_RBM47,0_RBM8A,0_RBMX,0_RCC2,0_RCCD1,0_RECQL4,0_RER1,0_RFC1,0_RFC3,0_RFX7,0_RGL2,0_RGP1,0_RHOA,0_RHOT1,0_RIC3,0_RIC8B,0_RIPK1,0_RNASE3,0_RNASEH2B,0_RNASET2,0_RNF123,0_RNF13,0_RNF149,0_RNF19A,0_RNF213,0_RNF38,0_RPAP2,0_RPIA,0_RPL10L,0_RPL13,0_RPL23,0_RPL28,0_RPL8,0_RPLP0,0_RPP30,0_RPS10,0_RPS18,0_RPS6KB1,0_RPS6KB2,0_RPUSD2,0_RUFY2,0_RUFY3,0_RUNX1,0_S1PR2,0_SAA4,0_SAE1,0_SAR1A,0_SBNO2,0_SCAMP2,0_SCAP,0_SCARB1,0_SCGB1D2,0_SCLT1,0_SCP2,0_SDCCAG8,0_SDF4,0_SDR16C5,0_SEC23IP,0_SEMA3A,0_SEMA4F,0_SENP2,0_SEPHS2,0_SERPINB5,0_SERPINB6,0_SERPINC1,0_SERPINF2,0_SERPINH1,0_SERTAD2,0_SETD2,0_SETD3,0_SETDB2,0_SEZ6L2,0_SFPQ,0_SFT2D2,0_SGK3,0_SGTA,0_SH2B1,0_SH3PXD2B,0_SHARPIN,0_SHISA5,0_SHROOM2,0_SHROOM3,0_SIKE1,0_SIM2,0_SIRPA,0_SLC15A4,0_SLC16A1,0_SLC16A10,0_SLC16A7,0_SLC1A4,0_SLC25A23,0_SLC26A6,0_SLC27A2,0_SLC29A3,0_SLC30A9,0_SLC31A1,0_SLC37A4,0_SLC38A10,0_SLC38A7,0_SLC39A8,0_SLC39A9,0_SLC43A2,0_SLC44A3,0_SLC4A10,0_SLC7A6OS,0_SLC9A3R1,0_SMAP1,0_SMARCB1,0_SMOX,0_SNF8,0_SNRNP27,0_SNX10,0_SNX29,0_SOCS3,0_SOS2,0_SOX30,0_SP1,0_SP3,0_SPAG16,0_SPAG5,0_SPOCK2,0_SRM,0_SRP54,0_SRPX2,0_SSC5D,0_SSX2IP,0_ST3GAL2,0_ST6GALNAC6,0_ST8SIA3,0_ST8SIA5,0_STARD7,0_STAT4,0_STRADA,0_STX17,0_STX4,0_SUB1,0_SUDS3,0_SUMO4,0_SV2C,0_SYNC,0_SYNGR1,0_SYNGR3,0_SYTL1,0_TACC2,0_TACC3,0_TACO1,0_TAF10,0_TAF12,0_TAF13,0_TAF15,0_TAF1A,0_TAF9B,0_TBC1D15,0_TBC1D19,0_TBL1XR1,0_TBP,0_TC2N,0_TCEA1,0_TCF20,0_TCP11L1,0_TCTA,0_TCTN1,0_TDG,0_TFE3,0_TGFBI,0_TGM2,0_THAP3,0_THG1L,0_THOC1,0_THUMPD2,0_THUMPD3,0_TIAM1,0_TJP2,0_TLE2,0_TMCC3,0_TMCO1,0_TMED9,0_TMEM115,0_TMEM132E,0_TMEM165,0_TMEM176A,0_TMEM33,0_TMEM39A,0_TMEM53,0_TMEM70,0_TMPRSS2,0_TNIP2,0_TOM1,0_TPM2,0_TPM3,0_TPPP,0_TRAF6,0_TRAFD1,0_TRAPPC3,0_TRDMT1,0_TREM1,0_TREM2,0_TRIB3,0_TRIM17,0_TRIM69,0_TRMT2A,0_TSC1,0_TSHZ3,0_TSKU,0_TSPYL1,0_TSPYL2,0_TSR1,0_TTC39C,0_TUFT1,0_TXN2,0_TXNRD2,0_TYMP,0_UBAC1,0_UBAP1,0_UBE2D1,0_UBE2E1,0_UBE2F,0_UBE2L6,0_UBE2Z,0_UBQLN1,0_UBQLN4,0_UBR7,0_UBXN6,0_UCK1,0_UCP2,0_UGDH,0_UGT1A6,0_UNC93B1,0_UPK3B,0_UQCRC2,0_UQCRFS1,0_USP15,0_USP2,0_UTP3,0_VAPB,0_VCAN,0_VEZF1,0_VGLL4,0_VIM,0_VKORC1,0_VPS35,0_VPS37C,0_VRK3,0_VTI1A,0_WAS,0_WDR17,0_WDR24,0_WDR41,0_WDR48,0_WDR6,0_WDR7,0_WWC1,0_XAF1,0_XK,0_XKR9,0_XPNPEP1,0_XPO5,0_YBX1,0_YWHAG,0_YWHAZ,0_ZBTB12,0_ZBTB33,0_ZBTB4,0_ZBTB8OS,0_ZFP36,0_ZFP91,0_ZFYVE1,0_ZIC1,0_ZMYM4,0_ZNF134,0_ZNF219,0_ZNF22,0_ZNF304,0_ZNF343,0_ZNF511,0_ZNF540,0_ZNF549,0_ZNF610,0_ZNF630,0_ZNF687,0_ZNF76,0_ZNF763,0_ZNF777,0_ZNF83,0_ZRANB2,0_ZXDB
0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,26,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,45,169,0,24,0,0,0,0,33,0,0,0,0,0,37,0,0,0,5,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,63,0,0,0,0,188,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,7,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,0,0,51,0,23,0,65,0,0,0,0,62,0,0,0,0,0,0,40,0,56,0,0,0,200,0,0,190,0,0,0,0,202,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,45,30,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,46,0,97,110,0,0,0,0,0,0,0,0,0,68,0,0,0,0,16,0,0,0,0,0,0,0,0,102,214,0,0,0,0,0,0,163,0,25,0,0,0,0,0,0,87,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,114,27,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,155,0,0,0,0,0,136,70,0,178,0,225,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,107,0,0,0,0,129,0,0,0,0,186,18,0,0,121,0,74,0,0,0,0,0,0,107,0,0,0,38,54,47,0,0,0,142,0,0,0,0,0,0,0,131,244,0,125,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,286,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,180,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,69,0,0,0,0,0,42,79,10,0,0,115,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,124,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,152,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,59,0,67,0,0,0,86,0,54,61,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,127,0,0,0,139,0,0,0,0,0,0,0,117,0,0,0,0,0,62,0,0,131,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,45,0,108,0,0,0,0,120,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,135,0,0,0,0,0,136,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,1,1,17,0,1,0,0,0,0,0,3,0,0,0,88,0,0,0,14,0,0,0,0,0,9,0,0,0,0,1,440,0,0,0,0,0,0,0,2,0,1,7,19,0,0,0,0,0,34,0,0,1,0,0,2,0,0,5,0,0,1,1,72,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,5,0,1,2,391,0,0,26,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,8,0,0,1,0,0,0,1,1,0,0,0,0,0,35,0,0,6,1,0,0,0,0,0,0,1,3,0,2,0,0,13,2,0,0,0,0,7,0,231,0,2,2,1,16,0,0,1,0,445,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,5,6,0,1,2,0,0,0,3,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,0,1,2,0,0,0,0,0,4,0,0,164,0,0,6,0,2,0,0,47,96,0,0,1,1,0,1,12,1,263,0,103,10,2,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,13,2,0,3,9,0,1,0,0,0,0,0,0,0,208,48,1,0,1,1,24,0,0,0,0,0,0,0,0,0,0,21,0,3,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,283,1,0,0,5,1,3,292,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,12,0,0,0,55,0,0,1,0,0,3,78,1,0,7,0,10,0,0,4,427,228,0,0,0,229,0,0,0,0,28,2,2,0,0,0,0,0,0,0,3,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,3,0,0,322,0,0,0,0,12,0,0,2,0,0,0,0,1,475,0,85,0,2,1,0,0,25,60,0,0,1,0,0,0,1,0,2,352,0,0,1,0,0,0,2,0,366,0,114,0,0,0,0,0,331,0,0,0,33,0,0,2,1,0,0,196,2,0,0,178,4,0,0,0,0,0,0,1,0,0,0,0,0,84,0,420,0,0,47,0,0,2,0,0,0,0,0,0,0,0,1,0,70,249,0,0,0,33,0,0,0,1,0,0,0,10,0,1,10,2,5,2,0,0,2,0,0,1,0,0,0,1,0,0,150,2,1,0,0,0,0,0,2,0,1,3,0,17,1,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,2,0,0,52,0,0,0,0,0,9,0,0,0,0,106,0,0,0,6,1,2,0,8,1,30,0,0,0,5,0,0,1,0,0,1,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,26,2,0,186,4,20,1,0,0,0,1,1,0,1,0,3,20,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,1,0,0,0,0,16,0,0,0,12,62,1,4,0,3,2,5,0,20,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,2,4,44,0,4,0,2,344,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,10,2,0,0,0,0,0,2,0,9,0,334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,40,2,0,0,301,3,0,44,0,0,0,0,1,0,104,0,1,0,0,1,8,0,323,1,0,0,0,1,0,14,0,205,71,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,2,2,0,0,0,0,0,0,3,160,0,5,0,0,0,0,0,0,0,1,0,1,1,0,1,0,6,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,0,0,44,1,477,0,0,0,0,0,0,1,0,0,9,0,1,1,1,3,0,0,0,0,0,0,1,2,0,0,49,0,0,0,0,4,110,0,0,0,0,0,44,0,1,0,1,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0
200,0,0,0,0,6,0,63,0,0,0,0,0,8,0,3,0,1,0,3,42,0,0,0,0,1,3,0,0,0,9,1,1,0,0,0,411,1,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,0,0,1,0,6,0,49,0,3,0,1,0,0,2,0,0,0,0,2,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,104,0,0,395,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,61,0,0,0,35,1,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,1,0,1,0,81,0,0,1,1,0,0,15,0,19,0,63,1,0,0,0,0,0,0,0,3,453,0,4,0,0,6,0,1,23,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1,0,1,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,9,0,1,1,0,0,0,0,0,2,0,0,1,0,10,0,298,0,1,2,1,0,0,0,0,0,0,13,0,0,0,0,0,0,312,0,129,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,298,0,0,1,0,1,0,1,276,41,0,6,0,0,16,0,0,0,1,0,1,0,0,0,0,0,0,35,8,0,0,0,0,0,0,1,0,0,2,0,2,1,1,0,11,0,99,0,0,1,46,0,0,316,0,0,0,11,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,1,0,8,0,0,6,2,0,0,0,7,432,300,0,0,0,131,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,25,0,0,0,0,1,1,2,4,1,3,1,0,1,0,0,10,0,341,1,1,0,0,4,0,0,0,0,0,1,0,0,462,1,132,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,4,376,1,151,0,0,0,0,0,254,1,1,0,0,0,0,0,0,0,2,73,3,2,0,298,0,1,0,0,0,0,0,1,2,4,0,0,0,0,0,428,0,0,16,12,1,0,0,0,0,1,0,0,0,0,0,3,127,177,0,0,7,0,0,0,0,0,0,0,0,1,0,13,41,0,0,0,1,0,0,0,1,11,0,0,0,0,1,1,49,0,0,0,18,0,0,0,3,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,1,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,4,0,10,0,19,0,0,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,3,0,1,1,2,0,1,0,0,0,0,294,0,217,0,0,0,0,0,0,0,0,1,3,23,7,0,0,0,0,2,9,17,0,1,0,0,0,0,0,0,0,0,0,2,3,207,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,342,0,1,9,4,0,0,0,1,0,0,0,10,2,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,315,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,1,16,0,0,0,44,0,0,1,276,1,0,0,5,0,0,0,0,103,22,0,0,2,0,0,0,2,326,1,0,1,1,0,0,0,0,208,9,0,0,1,0,2,0,0,1,0,1,2,0,0,5,1,5,0,0,0,12,0,0,1,6,0,0,2,0,0,0,0,0,0,0,1,0,4,0,118,0,2,1,0,0,0,0,0,0,9,0,0,1,1,0,1,3,0,25,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,0,0,0,0,0,1,469,0,2,0,0,0,0,0,1,0,0,1,0,0,0,91,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,9,1,0,0,0,1,13,0,0,1,0,5,0,0,0,4,0,0,0,1,0,0,1,1,1,8
