gen,evals,gen_feats,explored,type random forest (msl4) balanced accuracy_min,type random forest (msl4) balanced accuracy_avg,type random forest (msl4) balanced accuracy_max,type random forest (msl4) balanced accuracy_std,root separation_min,root separation_avg,root separation_max,root separation_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,390,390,0.2,0.7931721089214059,0.9273321585189237,0.1331658018840226,0.0,0.5687209469781831,0.6321223126739786,0.07904133191278373,0.14002800840280097,0.26745385212277445,1.0,0.14390352996389918
1,669,618,619,0.2,0.7825331446988384,0.9273321585189237,0.11734516094628174,0.0,0.5743759390132371,0.6322773413054482,0.04914604540768217,0.13483997249264842,0.3053613274616335,1.0,0.1295378620568726
2,725,673,852,0.2,0.7871090102942289,0.9273321585189237,0.12236510372367194,0.0,0.5778289625604071,0.6376525517502749,0.048339611148147756,0.13483997249264842,0.31649564415836795,1.0,0.13923365921323355
3,746,678,1062,0.2,0.782097339638893,0.9273321585189237,0.11027733632732815,0.0,0.5791045861868019,0.6376525517502749,0.04410253914412713,0.14002800840280097,0.33583224689037944,1.0,0.13565096808051857
4,738,669,1252,0.2,0.7965604799781054,0.9273321585189237,0.09946126602416334,0.0,0.5855807287991386,0.6376525517502749,0.041245003239070634,0.14002800840280097,0.32547901326004636,1.0,0.1311942238923531
5,718,666,1433,0.2,0.7772296717420627,0.9273321585189237,0.11798798225375226,0.0,0.5833786855422857,0.6376525517502749,0.04376267071472491,0.14002800840280097,0.3560025432551045,1.0,0.14815694096880722
6,738,688,1611,0.2,0.778571614430056,0.9273321585189237,0.12063232898647336,0.0,0.58432424511004,0.6376525517502749,0.04224474759633803,0.13130643285972254,0.3627084012701733,1.0,0.14829950446185108
7,723,722,1791,0.2,0.7842700623937621,0.9273321585189237,0.11311573097308927,0.0,0.5867665271177837,0.6376525517502749,0.04075731349937907,0.13130643285972254,0.36278819591368733,1.0,0.14237793249945516
8,715,733,1969,0.2,0.7843954634923125,0.9273321585189237,0.11823511667905362,0.0,0.5893436021476427,0.6376525517502749,0.04279977572493591,0.12909944487358055,0.3626550396696614,1.0,0.14888426400644167
9,719,713,2116,0.2,0.775696177707873,0.9273321585189237,0.12608589797784114,0.0,0.586994305309308,0.6376525517502749,0.04369370804586648,0.12909944487358055,0.38450659337258797,1.0,0.15293226928581358
10,731,730,2284,0.2,0.7645573571103711,0.9273321585189237,0.13449914572272223,0.0,0.5859412583809794,0.6376525517502749,0.04583601950203863,0.12909944487358055,0.39890663704260715,1.0,0.15680477844914836
11,725,733,2441,0.2,0.786941573874464,0.9273321585189237,0.11733437927622278,0.0,0.5918508661642317,0.6376525517502749,0.0416623825343206,0.12909944487358055,0.3773729086943488,1.0,0.14890001408152845
12,730,738,2590,0.2,0.7782834894531673,0.9273321585189237,0.12716932173390508,0.0,0.5897108621008084,0.6376525517502749,0.04377215468463876,0.12909944487358055,0.39178456055711225,1.0,0.15626821098361127
13,730,735,2729,0.2,0.7878874669583447,0.9273321585189237,0.12255333726883608,0.0,0.5927665273303164,0.6389832329508015,0.042672583745160454,0.12803687993289598,0.3792803424425952,1.0,0.16264431646090002
14,719,753,2871,0.2,0.7948175677384846,0.9273321585189237,0.10778453613756482,0.0,0.5956267437608772,0.6389832329508015,0.039670849169691595,0.12598815766974242,0.3764153448265615,1.0,0.15138520270982905
15,713,767,3002,0.2,0.7892428248822301,0.9273321585189237,0.10793194161124887,0.0,0.5959561990428035,0.6376525517502749,0.038903885076773836,0.1270001270001905,0.3929543707380861,1.0,0.1447402990667562
16,723,778,3135,0.2,0.7955734885746473,0.9273321585189237,0.10437852742656197,0.0,0.5971150724513775,0.6385466437739289,0.03956861721231479,0.1270001270001905,0.3898487222340398,1.0,0.14166355202781705
17,722,755,3257,0.2,0.7926284346304576,0.9273321585189237,0.10482019817505409,0.0,0.5984268112603613,0.6385466437739289,0.03887251970583687,0.13130643285972254,0.3943811758170406,1.0,0.14594736840590344
18,699,755,3362,0.2,0.7881658581456351,0.9273321585189237,0.11182313028846168,0.0,0.5930192615843212,0.6385466437739289,0.04000861687069895,0.13130643285972254,0.4122587928296363,1.0,0.14931337109444626
19,709,737,3454,0.2,0.7987602112875923,0.9273321585189237,0.10231342772375514,0.0,0.5977689735492608,0.6387993266883032,0.03879664147170095,0.13130643285972254,0.389979273622444,1.0,0.1483823403609263
20,696,755,3555,0.2,0.7993481587233622,0.9273321585189237,0.1078026761380587,0.0,0.5965804403789258,0.6416951743115098,0.040076002309725044,0.13130643285972254,0.39215978723911143,1.0,0.14965275780130238
21,705,747,3651,0.2,0.8011533463721716,0.9273321585189237,0.10990881352602329,0.0,0.597115785147478,0.6446230675788706,0.040044312605048746,0.13130643285972254,0.3861233553680707,1.0,0.15144765769230603
22,702,774,3745,0.2,0.7924530894816191,0.9273321585189237,0.10743947907569198,0.0,0.5978436756586475,0.6446230675788706,0.03988312891469308,0.13130643285972254,0.403342575131085,1.0,0.14855375009636934
23,681,752,3830,0.2,0.7943021922724627,0.9273321585189237,0.1048429188570071,0.0,0.5992207628801998,0.6446230675788706,0.039796417652162325,0.13130643285972254,0.40221925936730507,1.0,0.14791059588204952
24,707,785,3933,0.2,0.7950273289906652,0.9273321585189237,0.10330443768090726,0.0,0.5996807177166973,0.6446230675788706,0.038841080430553926,0.1386750490563073,0.39758999072649137,1.0,0.1488250863945412
25,682,771,4012,0.2,0.7888085048508201,0.9273321585189237,0.11073813102249817,0.0,0.5970981847885333,0.6446230675788706,0.04087915583276249,0.1386750490563073,0.4140010623656207,1.0,0.1400178469725484
26,699,770,4089,0.2,0.7976903518955424,0.9273321585189237,0.0977506490263111,0.0,0.6021412817975932,0.6446230675788706,0.03883218882892539,0.1386750490563073,0.4005604682489018,1.0,0.1389438251268893
27,704,784,4167,0.2,0.794195494723345,0.9273321585189237,0.10055081219664552,0.0,0.599809876017453,0.6446230675788706,0.03987633103091342,0.1386750490563073,0.41652499678826577,1.0,0.1357955445109264
28,708,746,4241,0.2,0.7888672655676453,0.9273321585189237,0.10481974586184344,0.0,0.6006797421079073,0.6446230675788706,0.039874973365257194,0.1386750490563073,0.42067697811616417,1.0,0.13992437992715148
29,709,759,4305,0.2,0.7990367501637509,0.9273321585189237,0.09965200808047651,0.0,0.6025875025235891,0.6446230675788706,0.03933338424548571,0.1386750490563073,0.405271750486689,1.0,0.1423824251470173
30,714,765,4368,0.2,0.8014755258695877,0.9273321585189237,0.09771474497781454,0.0,0.6069778122299092,0.6446230675788706,0.03927435687522914,0.1386750490563073,0.4015454811706215,1.0,0.14062541992952424
31,691,749,4420,0.2,0.8080559087300158,0.9273321585189237,0.10411580809491723,0.0,0.6029083885005737,0.6446230675788706,0.03931156966286552,0.13736056394868904,0.3967188571312051,1.0,0.15189819924482142
32,699,779,4493,0.2,0.8129382395495571,0.9279988091696761,0.10053421306695548,0.0,0.6045016957860517,0.6446230675788706,0.038086312759397146,0.13130643285972254,0.39079308037032906,1.0,0.15101822259128153
33,703,781,4550,0.2,0.8058474348275945,0.9279988091696761,0.10390470929131917,0.0,0.6042102457486699,0.6446230675788706,0.039793956071083596,0.11624763874381928,0.4045343950314118,1.0,0.1502130373375831
34,721,773,4596,0.2,0.8008047586813909,0.9279988091696761,0.10382497527058604,0.0,0.6022875829579466,0.6446230675788706,0.03885488799602322,0.11470786693528089,0.41841202368443753,1.0,0.15116622468576926
35,704,772,4641,0.2,0.7994514091060364,0.9279988091696761,0.10783246602756023,0.0,0.6034748387020586,0.6459871338110821,0.03961685806429273,0.1386750490563073,0.413697847074112,1.0,0.15364163773162362
36,694,732,4691,0.2,0.7856398662482745,0.9311120673553981,0.11720847842269692,0.0,0.6006693444975105,0.6459871338110821,0.04149593813565423,0.1386750490563073,0.43159225248456784,1.0,0.15321719576240025
37,699,747,4731,0.2,0.7819293448054384,0.9311120673553981,0.12091067145016357,0.0,0.6003201406323435,0.6459871338110821,0.04336323889675704,0.1386750490563073,0.4334153478220964,1.0,0.15296774937045504
38,676,766,4771,0.2,0.7901163843037445,0.9311120673553981,0.11482949861026488,0.0,0.6021541900025743,0.6450114217934171,0.04274038235551506,0.1386750490563073,0.4272333651684728,1.0,0.15186477283447494
39,687,808,4832,0.2,0.784114537456866,0.9311120673553981,0.12183614196819299,0.0,0.598870618650229,0.645157019233308,0.044016933680745066,0.13736056394868904,0.4340549349049736,1.0,0.15764274225227934
40,693,782,4881,0.2,0.7829464686675724,0.9311120673553981,0.11100553439140598,0.0,0.6026978130488967,0.645157019233308,0.04165044372240773,0.13736056394868904,0.4446228408532614,1.0,0.14004192298485066
41,680,775,4937,0.2,0.778991616187096,0.9311120673553981,0.12239924593030936,0.0,0.5990780710347384,0.6465244685116909,0.043849631192696886,0.13736056394868904,0.44465648251919665,1.0,0.1519257456182639
42,691,748,4977,0.2,0.7811163966925253,0.9311120673553981,0.12181620769530942,0.0,0.5978065158741581,0.6465244685116909,0.04461454698756437,0.13736056394868904,0.44339253327208955,1.0,0.1506837489701972
43,697,762,5000,0.2,0.7750234772339668,0.9311120673553981,0.12974756444408345,0.0,0.5975475286800841,0.6465244685116909,0.046513901248732774,0.13736056394868904,0.44747472744817035,1.0,0.15328998106691283
44,717,771,5037,0.2,0.8004035444160162,0.9311120673553981,0.10860683497082647,0.0,0.6023074443981478,0.6465244685116909,0.041118236288818166,0.13736056394868904,0.41152555912245586,1.0,0.1567765437455769
45,680,771,5071,0.2,0.802391223773646,0.9311120673553981,0.10780116279076496,0.0,0.6009876917839777,0.6465244685116909,0.041646837836172484,0.13736056394868904,0.4150922321888286,1.0,0.15184867803930344
46,701,773,5105,0.2,0.7939270467101781,0.9311120673553981,0.10955243089159174,0.0,0.6014195170923472,0.6465244685116909,0.04091798990197874,0.13736056394868904,0.43284431935272144,1.0,0.14733230001412567
47,716,743,5135,0.2,0.7973198159488829,0.9311120673553981,0.1046129601867999,0.0,0.6020782002313331,0.6465244685116909,0.0405630337171651,0.13736056394868904,0.4316152242530169,1.0,0.14412273657846042
48,695,761,5169,0.2,0.7974970677923028,0.9311120673553981,0.10819597464370967,0.0,0.602832276017026,0.6465244685116909,0.04055595012672416,0.13483997249264842,0.42602839027826495,1.0,0.14974968028093352
49,680,754,5199,0.2,0.7921764920060569,0.9311120673553981,0.1067027777190897,0.0,0.6049278921292182,0.6465244685116909,0.041267750131257296,0.13736056394868904,0.43552064760600967,1.0,0.14284239397382353
50,701,742,5220,0.2,0.7923434473831291,0.9311120673553981,0.11309159119746832,0.0,0.6020845931378458,0.6471658678001063,0.04374734660675175,0.13736056394868904,0.42765496955287846,1.0,0.154536922782665
51,667,769,5256,0.2,0.7997196442488619,0.9311120673553981,0.10756674743203506,0.0,0.6007241688970312,0.6471658678001063,0.042140445170872426,0.13736056394868904,0.4310332390401461,1.0,0.1506922780538871
52,695,730,5290,0.2,0.7992298833169994,0.9311120673553981,0.10747851985175051,0.0,0.6025286683500288,0.6465244685116909,0.04165150900059901,0.13736056394868904,0.4303016907345506,1.0,0.15005181225182818
53,692,750,5314,0.2,0.8016220061486979,0.9311120673553981,0.10680143502822802,0.0,0.6036964178117057,0.6465244685116909,0.04118730000478444,0.13736056394868904,0.4221327061654756,1.0,0.15378560832904134
54,684,766,5341,0.2,0.8024823478246738,0.9311120673553981,0.10156610036772151,0.0,0.6034872658674337,0.6465244685116909,0.04096130455647081,0.13736056394868904,0.4286985234712602,1.0,0.14507178853425762
55,688,746,5357,0.2,0.803096300158958,0.9311120673553981,0.1040810714211954,0.0,0.6034152442461075,0.646157760436966,0.04083066625162745,0.13736056394868904,0.42771689172724514,1.0,0.14669964832361038
56,673,761,5384,0.2,0.8053443078616704,0.9311120673553981,0.10445113635790743,0.0,0.6028311038545278,0.646157760436966,0.041448416173922635,0.13736056394868904,0.4292304342170981,1.0,0.14521658146417205
57,695,763,5402,0.2,0.8046601538422766,0.9311120673553981,0.10605260471825713,0.0,0.6029785474609385,0.646157760436966,0.04122785884258512,0.13736056394868904,0.43046143391117014,1.0,0.14874128024913716
58,692,770,5420,0.2,0.7984351133373232,0.9311120673553981,0.10943967817726064,0.0,0.6016745753264018,0.646157760436966,0.042049863157555496,0.13736056394868904,0.43847473214582394,1.0,0.1503573712806798
59,684,754,5442,0.2,0.7950272843345281,0.9311120673553981,0.11062637358151427,0.0,0.6023731780296281,0.646157760436966,0.04179919882775369,0.13736056394868904,0.4430252602901744,1.0,0.15115372201294597
