0_ADAM17,0_BCL2,0_CA9,0_LDB2,0_PLCG2,0_RBM17,0_RIMS2,0_RNF31,0_RNPEP,0_SMC2,0_SQSTM1,0_STRAP,0_SYNGR3,0_UAP1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,1,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,0,1,0,0,0,1,1
