1_hsa.miR.3677.3p,2_ACACA.31,2_ADI1.55256,2_AIF1L.83543,2_AK5.26289,2_ALDH1A1.216,2_AP3S2.10239,2_APCDD1L.164284,2_ASPRV1.151516,2_ATP6V0E2.155066,2_B3GALT4.8705,2_BCL7B.9275,2_BEND3.57673,2_C10orf116.10974,2_C11orf35.256329,2_C17orf87.388325,2_C2orf58.285154,2_C5orf20.140947,2_CCNDBP1.23582,2_CCR2.729230,2_CCR7.1236,2_CD244.51744,2_CLDN23.137075,2_DBP.1628,2_DHCR7.1717,2_DHX58.79132,2_DOCK7.85440,2_DUSP27.92235,2_EIF2C2.27161,2_F8.2157,2_FAM171A2.284069,2_FGD3.89846,2_FGL2.10875,2_GALNT12.79695,2_GIMAP2.26157,2_GLIS1.148979,2_GLO1.2739,2_GMEB1.10691,2_GPBAR1.151306,2_GPR114.221188,2_HMGXB3.22993,2_HNRNPR.10236,2_IFIT2.3433,2_IKZF1.10320,2_ITPRIPL1.150771,2_KHDRBS1.10657,2_KLF2.10365,2_KRCC1.51315,2_LRRC1.55227,2_LRRC41.10489,2_MARCH2.51257,2_MEAF6.64769,2_METTL9.51108,2_MGAT1.4245,2_MORC4.79710,2_NDUFAF1.51103,2_NINJ1.4814,2_NT5DC2.64943,2_NUDT7.283927,2_P2RY13.53829,2_PARP9.83666,2_PEX11G.92960,2_PIK3IP1.113791,2_PRPF4B.8899,2_PTBP1.5725,2_PTK2B.2185,2_PYCR1.5831,2_RIPK3.11035,2_RIPPLY2.134701,2_RPS6KL1.83694,2_SAMD9L.219285,2_SLC35D1.23169,2_SNX25.83891,2_SQLE.6713,2_SRPK1.6732,2_SSR1.6745,2_SSRP1.6749,2_TARDBP.23435,2_TMEFF1.8577,2_TMEM158.25907,2_TMEM176A.55365,2_TMEM176B.28959,2_TNFSF13.8741,2_TRIP4.9325,2_TSPAN5.10098,2_TUBB.203068,2_UQCRH.7388,2_VILL.50853,2_WISP1.8840,2_WNT5B.81029,2_XPO5.57510,2_XYLB.9942,2_ZNF280C.55609,2_ZNF385A.25946,2_ZNHIT6.54680
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
