gen,evals,gen_feats,explored,expression_subtype random forest balanced accuracy_min,expression_subtype random forest balanced accuracy_avg,expression_subtype random forest balanced accuracy_max,expression_subtype random forest balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,586,586,0.11097546064068156,0.5770336693904571,0.773015629742385,0.1401195338198483,0.0196078431372549,0.08688892793568738,1.0,0.15470263246850563
1,509,834,849,0.14285714285714285,0.577200353916136,0.773015629742385,0.1434288751297633,0.018867924528301886,0.09089907236145356,1.0,0.11057490642252236
2,500,864,1084,0.14285714285714285,0.5992192015586594,0.7752488266530013,0.13922149977421594,0.018867924528301886,0.09007871516517324,1.0,0.1111087687404505
3,500,902,1322,0.14285714285714285,0.6045102171034591,0.7881418620534912,0.13694901277606986,0.015625,0.09403332218729508,1.0,0.11079413159458983
4,500,897,1526,0.14285714285714285,0.6155153736321207,0.7881418620534912,0.13295548290871934,0.015625,0.0946552323666264,1.0,0.11049809981086732
5,500,939,1755,0.14285714285714285,0.6299210545064707,0.7938226714100934,0.1259755028050674,0.015625,0.09195260670770981,1.0,0.10823478241545
6,500,939,1976,0.14285714285714285,0.6375923525337648,0.7980758017922562,0.1251363746472554,0.015625,0.09275229960434597,1.0,0.10981116600909702
7,500,941,2186,0.14285714285714285,0.6408394036619084,0.7980758017922562,0.12635077079875004,0.015625,0.09483971506841238,1.0,0.11055323071564808
8,500,971,2414,0.14285714285714285,0.6484944487358069,0.7982125184835945,0.12658132816987178,0.015384615384615385,0.0941911455263825,1.0,0.11072343969490783
9,500,989,2636,0.14285714285714285,0.6607005992254786,0.7982125184835945,0.12177985047245403,0.0125,0.09080169947989106,1.0,0.1086946216126104
10,500,1009,2850,0.14285714285714285,0.6664171421714034,0.833647120627332,0.12219937087830036,0.0125,0.09050578311160308,1.0,0.10886789038495652
11,500,1035,3085,0.14285714285714285,0.6710159343993256,0.833647120627332,0.12182704714107585,0.012345679012345678,0.09031372057188347,1.0,0.10911074828695527
12,500,1007,3298,0.14285714285714285,0.6773356315312049,0.833647120627332,0.12190122860070556,0.012345679012345678,0.08920287693996075,1.0,0.10950563093289024
13,500,1044,3513,0.14285714285714285,0.6843540679362203,0.833647120627332,0.11807781425998787,0.012345679012345678,0.08635222195897642,1.0,0.10719643396977921
14,500,998,3713,0.14285714285714285,0.6897699463507488,0.833647120627332,0.11670612652250303,0.012345679012345678,0.0859149530549341,1.0,0.10745779610586759
15,500,1040,3924,0.14285714285714285,0.6935847483046155,0.833647120627332,0.11606426283841544,0.012345679012345678,0.08553382539619585,1.0,0.10754670734256175
16,500,1023,4135,0.14285714285714285,0.6957798244395885,0.833647120627332,0.11455516561658853,0.012345679012345678,0.08617869619817117,1.0,0.10728879304813753
17,500,1050,4334,0.14285714285714285,0.6957906591775743,0.833647120627332,0.11723741151386813,0.012345679012345678,0.08902654572452802,1.0,0.10957352551177808
18,500,1032,4529,0.14285714285714285,0.69772075897537,0.833647120627332,0.11702536109442463,0.012345679012345678,0.08945268991715116,1.0,0.10950239149703939
19,500,1049,4730,0.14285714285714285,0.6991752810636248,0.833647120627332,0.11609400779245876,0.012345679012345678,0.09041282775427317,1.0,0.10923528899895714
20,500,1039,4901,0.14285714285714285,0.7029995487377596,0.833647120627332,0.11600164725671998,0.012345679012345678,0.08942214121303127,1.0,0.10968712571069253
21,500,1022,5081,0.14285714285714285,0.7087513641850454,0.833647120627332,0.11191331889850627,0.012345679012345678,0.0867213190111327,1.0,0.10711795515679866
22,500,1027,5258,0.14285714285714285,0.7078874433680532,0.833647120627332,0.11483452064405214,0.012345679012345678,0.0898388505005516,1.0,0.1095604328069487
23,500,1020,5432,0.14285714285714285,0.7111225927916847,0.833647120627332,0.11529418594229039,0.012345679012345678,0.08896635335525577,1.0,0.10988144922883634
24,500,1020,5594,0.14285714285714285,0.7113164451851873,0.833647120627332,0.11439673334135056,0.012345679012345678,0.09036588725908362,1.0,0.10926478194383031
25,500,1021,5758,0.14285714285714285,0.713601650381485,0.833647120627332,0.11419677772090228,0.012345679012345678,0.0902731925932448,1.0,0.1093003192230102
26,500,1026,5942,0.14285714285714285,0.7151776265726983,0.833647120627332,0.1135605053344262,0.012345679012345678,0.09075361877187732,1.0,0.1090895267786907
27,500,995,6112,0.14285714285714285,0.7166276809416902,0.833647120627332,0.11376998898613523,0.012345679012345678,0.09103770727608981,1.0,0.10894589601877316
28,500,1036,6274,0.14285714285714285,0.7179826330144059,0.833647120627332,0.11352238267297905,0.012345679012345678,0.09132219384710553,1.0,0.10883785210126408
29,500,1023,6431,0.14285714285714285,0.7200152911442042,0.833647120627332,0.1135545814286133,0.012345679012345678,0.09103402008217898,1.0,0.10896245489656577
30,500,1038,6594,0.14285714285714285,0.7192019794259533,0.833647120627332,0.1179629600344464,0.012345679012345678,0.09287177811908487,1.0,0.11142106756863389
31,500,1057,6776,0.14285714285714285,0.7193485805508006,0.833647120627332,0.11773196113186113,0.014925373134328358,0.09443406753528298,1.0,0.11104443380933533
32,500,1004,6938,0.14285714285714285,0.7205527905265421,0.833647120627332,0.11741465694327922,0.014925373134328358,0.09529284522532992,1.0,0.11065206195870837
33,500,1027,7089,0.14285714285714285,0.7225440747241073,0.833647120627332,0.11746620566804221,0.014925373134328358,0.0950408121215803,1.0,0.11076195915223548
34,500,1016,7242,0.14285714285714285,0.7241463594370751,0.833647120627332,0.11728198579505134,0.014925373134328358,0.09521452095628623,1.0,0.11067080792443913
35,500,1022,7384,0.14285714285714285,0.7263888925387435,0.833647120627332,0.1172044620717183,0.014925373134328358,0.09454305626576706,1.0,0.110939200531433
36,500,1030,7529,0.14285714285714285,0.7276358479332782,0.833647120627332,0.11721813583072797,0.014925373134328358,0.0949304815006092,1.0,0.11077196511546437
37,500,1012,7673,0.14285714285714285,0.7288329524669482,0.833647120627332,0.1173766301379912,0.014925373134328358,0.09502212975764703,1.0,0.11071115232541942
38,500,1012,7815,0.14285714285714285,0.7298571178205849,0.8367558472370076,0.11757427816611161,0.014925373134328358,0.09542025514593837,1.0,0.11050667918893016
39,500,999,7949,0.14285714285714285,0.7310377319701472,0.8367558472370076,0.11727987441746328,0.014925373134328358,0.09534169587856621,1.0,0.1105186114622311
40,500,1039,8102,0.14285714285714285,0.7322183510239948,0.847217687887246,0.11745252565083868,0.014925373134328358,0.09531696569347234,1.0,0.11049438883122192
41,500,1031,8234,0.14285714285714285,0.7330061246331753,0.847217687887246,0.11776906513239116,0.014925373134328358,0.09551421249835447,1.0,0.11044764314575176
42,500,1030,8364,0.14285714285714285,0.7335271282667515,0.847217687887246,0.11744087728693041,0.014925373134328358,0.09599836720604364,1.0,0.11020175914938411
43,500,1014,8486,0.14285714285714285,0.7340084434095467,0.847217687887246,0.11742263459587089,0.014925373134328358,0.09665358061197406,1.0,0.10986244426184322
44,500,1028,8608,0.14285714285714285,0.7351618793573524,0.847217687887246,0.1176446498888546,0.014925373134328358,0.09678980212746625,1.0,0.10980059019134725
45,500,991,8754,0.14285714285714285,0.7364576620773883,0.847217687887246,0.11773965303626631,0.014925373134328358,0.09652107036220436,1.0,0.10989002866852836
46,500,1023,8897,0.14285714285714285,0.7371934812923591,0.847217687887246,0.11797868322930409,0.014925373134328358,0.0967826470651805,1.0,0.10978538967779698
47,500,1017,9017,0.14285714285714285,0.734653532850391,0.847217687887246,0.12161728320600448,0.014925373134328358,0.09979678414098277,1.0,0.11179163809582299
48,500,991,9148,0.14285714285714285,0.7342163638740705,0.847217687887246,0.1208795655217474,0.014925373134328358,0.10107756786152568,1.0,0.11121314447755716
