gen,evals,gen_feats,explored,expression_subtype random forest balanced accuracy_min,expression_subtype random forest balanced accuracy_avg,expression_subtype random forest balanced accuracy_max,expression_subtype random forest balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,655,655,0.11609881957970489,0.5686986053803641,0.762054016918498,0.13750656932643002,0.0196078431372549,0.08783468052046038,1.0,0.1535633848270015
1,509,889,909,0.11609881957970489,0.5826740947686078,0.7831060843523857,0.1414396339857153,0.017241379310344827,0.08802882468673147,1.0,0.10734015535577503
2,500,932,1147,0.14285714285714285,0.5961973898607015,0.7831060843523857,0.1369138151138862,0.015625,0.09218399895323057,1.0,0.11106782355611776
3,500,969,1386,0.14285714285714285,0.6061827873332595,0.7831060843523857,0.13281871379080945,0.016129032258064516,0.09411362451571559,1.0,0.11086188779579462
4,500,977,1597,0.14285714285714285,0.6158754621901289,0.7831060843523857,0.1277835867225997,0.016129032258064516,0.09506021486360139,1.0,0.11045148508348387
5,500,977,1829,0.14285714285714285,0.6296422961662422,0.7843868390785185,0.12265237092787272,0.016129032258064516,0.0917884588120402,1.0,0.10841947809450472
6,500,1000,2061,0.14285714285714285,0.6366076343616668,0.7918862355671443,0.12041965304562852,0.016129032258064516,0.09204811617705322,1.0,0.10827065177201604
7,500,994,2260,0.14285714285714285,0.6447046733905486,0.7963093983120022,0.11927262851120192,0.016129032258064516,0.09164502469001706,1.0,0.10834669342849262
8,500,1000,2464,0.14285714285714285,0.6513899420186342,0.7963093983120022,0.11923622123630848,0.015384615384615385,0.09146431461314496,1.0,0.10837122853441038
9,500,1000,2673,0.14285714285714285,0.6559511605134519,0.7963093983120022,0.11862844621032062,0.014492753623188406,0.09166338937142617,1.0,0.10821741781595479
10,500,1028,2880,0.14285714285714285,0.6605161800703735,0.7981748232961394,0.11725101965249203,0.014492753623188406,0.09187373569213,1.0,0.10815014378753104
11,500,996,3077,0.14285714285714285,0.6653774619541504,0.7985516616443353,0.11631679248401973,0.014492753623188406,0.09203582002829783,1.0,0.10800001316829588
12,500,1023,3289,0.14285714285714285,0.6692734121401277,0.7985516616443353,0.11560451004766763,0.014492753623188406,0.09214536896422952,1.0,0.10795738723912326
13,500,1055,3496,0.14285714285714285,0.6736264159835115,0.7985516616443353,0.11581397328112202,0.014492753623188406,0.09235522062031289,1.0,0.1081133763646688
14,500,1011,3689,0.14285714285714285,0.6732371678436633,0.8140332337669299,0.11996247326007384,0.014492753623188406,0.09530444034022685,1.0,0.11047100343083148
15,500,1027,3875,0.14285714285714285,0.6758114569443129,0.8146180830912753,0.120004162609198,0.014492753623188406,0.095420199730214,1.0,0.11041352250636274
16,500,1047,4101,0.14285714285714285,0.6794949003043878,0.8146180830912753,0.1204973004557251,0.01639344262295082,0.09535259712774583,1.0,0.11048802428879576
17,500,1045,4301,0.14285714285714285,0.6839576614337911,0.8146180830912753,0.12128136803864585,0.01639344262295082,0.09452945901805193,1.0,0.1108600692579077
18,500,1036,4476,0.14285714285714285,0.6905920439009183,0.8146180830912753,0.11822470757850957,0.01639344262295082,0.09148597797422402,1.0,0.10859178299520585
19,500,1070,4687,0.14285714285714285,0.6941208043166051,0.8319231589677797,0.1182701145448664,0.01639344262295082,0.09122963904376877,1.0,0.10858899554103753
20,500,1041,4871,0.14285714285714285,0.6985082550797004,0.8319231589677797,0.11859615455490341,0.01639344262295082,0.09060760942117083,1.0,0.10881323266338304
21,500,1049,5044,0.14285714285714285,0.7001037542573416,0.8319231589677797,0.12015155745984105,0.016129032258064516,0.0917506871139681,1.0,0.11027313651477225
22,500,1033,5213,0.14285714285714285,0.6973071986439934,0.8319231589677797,0.1203619161424021,0.015873015873015872,0.0955542416634232,1.0,0.11031460963992179
