gen,0_ABAT,0_ABCA4,0_ABHD10,0_ABHD14A,0_ABHD14B,0_ACAP2,0_ACAT1,0_ACAT2,0_ACMSD,0_ACO2,0_ACOT1,0_ACOX1,0_ACSL3,0_ACSL4,0_ACSL6,0_ACSM2A,0_ACTN3,0_ACY3,0_ADAM17,0_ADAM33,0_ADAR,0_ADCY3,0_ADCY6,0_ADH5,0_ADM,0_ADRM1,0_AEBP1,0_AFF3,0_AGFG1,0_AHCYL1,0_AHR,0_AK3,0_AKAP7,0_AKR1C1,0_AKR1C3,0_AKR1E2,0_AKT1,0_ALAD,0_ALB,0_ALCAM,0_ALDH1A1,0_ALDH1A2,0_ALDH7A1,0_ALG8,0_ALG9,0_ALKBH1,0_ALKBH3,0_ANGPTL4,0_ANK3,0_ANKRA2,0_ANKRD13A,0_ANKRD31,0_ANO10,0_ANXA9,0_AP1G2,0_APBA3,0_APH1A,0_APOBEC3G,0_APOD,0_APOL2,0_APPL2,0_ARCN1,0_ARFGEF2,0_ARHGAP18,0_ARHGAP30,0_ARHGAP6,0_ARHGEF11,0_ARHGEF7,0_ARL1,0_ARL2,0_ARL6,0_ARL6IP5,0_ARMC10,0_ARMC8,0_ARMC9,0_ARMCX1,0_ARSA,0_ARSK,0_ATF2,0_ATP13A1,0_ATP2B2,0_ATP6V1B1,0_ATP6V1C2,0_ATP6V1H,0_ATPAF2,0_ATXN7L3,0_AUH,0_AURKB,0_AVL9,0_AZI2,0_B2M,0_B3GNT9,0_B4GALNT1,0_B4GALT2,0_B4GALT6,0_B4GALT7,0_BAALC,0_BAG4,0_BARX2,0_BBOX1,0_BBX,0_BCAS2,0_BCL2L10,0_BCL2L11,0_BCL2L14,0_BCL9,0_BEX2,0_BHMT2,0_BIK,0_BLVRA,0_BMP2K,0_BNIP1,0_BPHL,0_BRAF,0_BRMS1,0_BVES,0_C17orf49,0_C18orf25,0_C19orf54,0_C1orf116,0_C2CD3,0_C4orf19,0_C5orf22,0_C5orf34,0_C5orf46,0_C6orf118,0_C6orf132,0_C6orf226,0_C7orf25,0_CA1,0_CA9,0_CACNA1H,0_CAND2,0_CARD11,0_CASP10,0_CASP9,0_CAST,0_CBLB,0_CBWD3,0_CC2D1A,0_CCDC124,0_CCDC125,0_CCDC152,0_CCDC28A,0_CCDC50,0_CCL4,0_CCT3,0_CCT8,0_CD1B,0_CD276,0_CDC123,0_CDH1,0_CDH11,0_CDH23,0_CDHR2,0_CDK18,0_CDK4,0_CDKN2C,0_CDR2L,0_CDYL,0_CECR2,0_CENPA,0_CEP350,0_CES3,0_CFHR1,0_CGGBP1,0_CHCHD1,0_CHCHD10,0_CHCHD6,0_CHD9,0_CHDH,0_CHFR,0_CHKA,0_CHRM3,0_CHST12,0_CHST15,0_CIC,0_CISD2,0_CISH,0_CITED1,0_CITED2,0_CLCN3,0_CLDN2,0_CLDN4,0_CLDN8,0_CLEC4C,0_CLP1,0_CLPB,0_CLTB,0_CLTCL1,0_CMAS,0_CMPK1,0_CNNM1,0_CNPY2,0_CNTN1,0_CNTN2,0_CNTN5,0_CNTNAP1,0_COASY,0_COG1,0_COL18A1,0_COL1A1,0_COL1A2,0_COMMD3,0_COPB1,0_COPB2,0_COX4I1,0_COX7C,0_CP,0_CPM,0_CPNE5,0_CREB3L1,0_CRHBP,0_CRISPLD2,0_CRP,0_CS,0_CSNK1D,0_CSNK1E,0_CTBP2,0_CTNNA1,0_CTNND1,0_CTPS2,0_CTSO,0_CUBN,0_CWC22,0_CWC27,0_CX3CR1,0_CXCR5,0_CXorf38,0_CYB5A,0_CYFIP1,0_CYHR1,0_CYP27A1,0_CYP2R1,0_CYP2S1,0_DACT1,0_DBF4B,0_DBI,0_DCAF11,0_DCAF12L1,0_DCAF7,0_DCAF8,0_DCBLD2,0_DCLK3,0_DCTN2,0_DCTN6,0_DDA1,0_DDB1,0_DDC,0_DDIT4,0_DDX11,0_DDX19B,0_DDX43,0_DDX5,0_DEDD,0_DENND5B,0_DGUOK,0_DHRS3,0_DHTKD1,0_DIDO1,0_DIRAS3,0_DIS3L,0_DNAJB1,0_DNAJB5,0_DNAJB9,0_DNAJC1,0_DNAJC18,0_DNAJC19,0_DNAJC2,0_DNASE1L3,0_DOCK6,0_DOK1,0_DOK4,0_DPEP2,0_DPF2,0_DPPA4,0_DPY19L3,0_DPYSL4,0_DTYMK,0_DUSP14,0_DUSP7,0_DYM,0_DYNC1LI1,0_DYNC2LI1,0_DYRK2,0_EBAG9,0_ECE1,0_EEF1B2,0_EFCAB2,0_EFHC2,0_EFNB2,0_EHF,0_EHHADH,0_EHMT1,0_EI24,0_EIF2B1,0_EIF3CL,0_EIF3F,0_EIF4A3,0_EIF4EBP2,0_EIF4ENIF1,0_EIF5A2,0_ELF1,0_ELF3,0_ELMOD2,0_EME1,0_ENHO,0_ENPEP,0_ENPP3,0_ENPP5,0_ENTPD2,0_ENTPD4,0_ENTPD5,0_ENTPD6,0_EP400,0_EPHA7,0_EPPK1,0_EPS8,0_ERLEC1,0_ERLIN2,0_ERN1,0_ESRRA,0_ETV5,0_EXOC4,0_EXOC7,0_F11R,0_F2RL1,0_FABP7,0_FAM104A,0_FAM107B,0_FAM114A2,0_FAM118B,0_FAM135A,0_FAM13C,0_FAM160A1,0_FAM172A,0_FAM189A2,0_FAM199X,0_FAM20A,0_FAM3C,0_FAM53C,0_FAM89A,0_FANCG,0_FAS,0_FASTKD1,0_FASTKD3,0_FBLL1,0_FBXL14,0_FBXO28,0_FBXW8,0_FCAR,0_FCN3,0_FCRL1,0_FECH,0_FGB,0_FGD4,0_FGG,0_FIBP,0_FIG4,0_FILIP1L,0_FIP1L1,0_FKBP5,0_FLAD1,0_FLRT3,0_FNDC3A,0_FOXP2,0_FOXP4,0_FTO,0_FXYD2,0_FZD1,0_G6PC,0_GABRG3,0_GALK1,0_GALNT12,0_GALNT2,0_GALNT3,0_GALNT5,0_GCHFR,0_GEMIN6,0_GFRA3,0_GIMAP8,0_GIT2,0_GK5,0_GLB1L,0_GLCCI1,0_GLI2,0_GLIPR2,0_GLOD5,0_GMIP,0_GNAI1,0_GNAI3,0_GNPTG,0_GOLM1,0_GPATCH1,0_GPR143,0_GPRASP1,0_GPRIN1,0_GPX3,0_GPX4,0_GREM2,0_GRK5,0_GRK6,0_GRPEL1,0_GRPEL2,0_GRTP1,0_GSR,0_GSTA1,0_GSTA2,0_GSTA4,0_GSTCD,0_GSTZ1,0_GTPBP3,0_HAL,0_HAT1,0_HAUS5,0_HCRTR1,0_HDAC10,0_HDAC4,0_HDDC3,0_HDHD3,0_HEXIM2,0_HIPK2,0_HLA-DQA1,0_HMGB2,0_HMGN2,0_HMOX2,0_HNF4A,0_HNRNPA3,0_HNRNPAB,0_HNRNPC,0_HNRNPL,0_HNRNPR,0_HOXD4,0_HPCAL1,0_HPS5,0_HSD17B11,0_HSD17B12,0_HSD17B4,0_HSD17B6,0_HSF1,0_HSPA12A,0_HSPA6,0_HSPA9,0_HSPB1,0_HTATSF1,0_HTN1,0_HTRA4,0_HUS1,0_ICA1,0_ID3,0_IDH3G,0_IDI1,0_IFNB1,0_IFRD1,0_IGF1R,0_IGFBP7,0_IL15,0_IL15RA,0_IL23A,0_IL4I1,0_INTS8,0_IRF7,0_IRS2,0_ISCA2,0_ISG15,0_ISLR,0_ITFG1,0_ITGB3,0_ITIH5,0_ITPA,0_ITSN2,0_JAK1,0_JDP2,0_JMJD6,0_JPH2,0_JUP,0_KAT5,0_KCNE4,0_KCNJ1,0_KCNJ15,0_KCNK1,0_KCNK10,0_KCNQ5,0_KCTD16,0_KCTD20,0_KHDRBS2,0_KIAA0232,0_KIAA1143,0_KIF11,0_KIF18A,0_KIF1B,0_KIF20A,0_KIF21A,0_KIF21B,0_KIF2A,0_KIF7,0_KIF9,0_KLHDC10,0_KLK5,0_KRBA1,0_KRT7,0_KTN1,0_LAMB1,0_LAMB2,0_LARP4,0_LBH,0_LDHD,0_LENG9,0_LGALS1,0_LGALS9,0_LGI4,0_LGR5,0_LIPT2,0_LMNB1,0_LMNB2,0_LPIN1,0_LRG1,0_LRIT3,0_LRRC24,0_LRRC28,0_LRRC61,0_LRRFIP1,0_LRRN3,0_LRRN4CL,0_LRSAM1,0_LSM12,0_LSM14A,0_LSM2,0_LTBP2,0_LTV1,0_LYPD5,0_LYRM4,0_LYRM7,0_LYSMD3,0_LZTS1,0_MAGEA4,0_MAGT1,0_MAP1LC3B,0_MAP2K2,0_MAP3K1,0_MAP3K12,0_MAP3K6,0_MAP3K7,0_MAP4,0_MAP4K2,0_MARK3,0_MARK4,0_MBIP,0_MBTPS2,0_MCCC2,0_MDM2,0_MED25,0_MEF2A,0_MEP1A,0_MERTK,0_METAP1,0_METTL7B,0_MFGE8,0_MFSD8,0_MGAM,0_MGST1,0_MICAL3,0_MID1,0_MIER2,0_MLPH,0_MMP2,0_MPHOSPH10,0_MPI,0_MPP6,0_MPV17L,0_MRPL21,0_MRPL23,0_MRPL3,0_MRPL33,0_MRPL41,0_MRPL52,0_MRPS22,0_MRPS25,0_MRPS30,0_MSN,0_MST1R,0_MSTN,0_MSTO1,0_MT1A,0_MT1E,0_MTA3,0_MTAP,0_MTCH1,0_MTMR1,0_MTMR11,0_MTOR,0_MTPAP,0_NAPSA,0_NAV1,0_NBR1,0_NCKAP5L,0_NDRG1,0_NDRG3,0_NDUFA12,0_NDUFA2,0_NDUFA4L2,0_NDUFB2,0_NDUFC2,0_NDUFV2,0_NDUFV3,0_NECAB3,0_NEDD4L,0_NEURL1B,0_NFIL3,0_NFS1,0_NFX1,0_NFYA,0_NGB,0_NHEJ1,0_NKX2-2,0_NLGN1,0_NLN,0_NME2,0_NME7,0_NMT2,0_NMUR1,0_NNT,0_NOB1,0_NOL11,0_NOL3,0_NOMO1,0_NOMO2,0_NOP10,0_NOP58,0_NOS1AP,0_NOTCH1,0_NOTCH3,0_NPLOC4,0_NPM1,0_NPM3,0_NPR3,0_NPTN,0_NQO2,0_NR1D2,0_NR2C1,0_NR3C2,0_NR5A2,0_NRF1,0_NRG2,0_NRP2,0_NRSN2,0_NSD1,0_NTN1,0_NTRK3,0_NUDT10,0_NUDT12,0_NUDT13,0_NUDT4,0_NUDT5,0_NUP43,0_NUP85,0_NUP88,0_NXF1,0_OCLN,0_OGDHL,0_OGFOD1,0_ONECUT2,0_ORM1,0_OSMR,0_OTP,0_OTUD5,0_P4HA1,0_P4HA3,0_P4HTM,0_PA2G4,0_PABPC5,0_PACS1,0_PADI1,0_PAF1,0_PAG1,0_PANK2,0_PAPOLA,0_PARD6A,0_PARL,0_PARP1,0_PAX9,0_PBXIP1,0_PCBP3,0_PCDH10,0_PCDH11X,0_PCDHGA1,0_PCDHGA12,0_PCDHGA3,0_PCDHGA6,0_PCDHGA7,0_PCDHGB5,0_PCID2,0_PCMTD2,0_PCNT,0_PCYOX1,0_PCYT1A,0_PDAP1,0_PDCD1LG2,0_PDCD2,0_PDCD2L,0_PDE10A,0_PDE3A,0_PDE5A,0_PDF,0_PDGFA,0_PDK4,0_PDLIM5,0_PDPK1,0_PDZK1IP1,0_PFDN2,0_PFDN4,0_PGLYRP2,0_PGP,0_PGRMC2,0_PGS1,0_PHACTR4,0_PHB2,0_PHF12,0_PHF8,0_PHLDB2,0_PHYH,0_PI4K2B,0_PICK1,0_PIF1,0_PIGL,0_PIGN,0_PIGR,0_PIK3CG,0_PIK3R1,0_PIK3R2,0_PINK1,0_PIR,0_PIWIL4,0_PLBD2,0_PLCD1,0_PLCD3,0_PLCG2,0_PLEKHG1,0_PLOD2,0_PLS3,0_PLXDC1,0_PLXNB1,0_PMPCA,0_PMS2,0_PNCK,0_PNKP,0_POLA2,0_POLR1E,0_POLR3K,0_PPAT,0_PPCS,0_PPIL3,0_PPM1E,0_PPP1R12A,0_PPP2R2B,0_PPP2R2C,0_PPP5C,0_PPRC1,0_PRAM1,0_PRDX5,0_PRICKLE4,0_PRKAB2,0_PRKCD,0_PRKG2,0_PRMT7,0_PROC,0_PRODH,0_PROS1,0_PRR15L,0_PRTFDC1,0_PSAP,0_PSMB2,0_PSMB6,0_PSMD10,0_PSMF1,0_PTEN,0_PTGIS,0_PTGR1,0_PTHLH,0_PTMA,0_PTMS,0_PTPN11,0_PTPN12,0_PUM1,0_PXDN,0_PXMP4,0_PYCARD,0_PYCR1,0_RAB11FIP1,0_RAB11FIP2,0_RAB12,0_RAB14,0_RAB1A,0_RAB28,0_RAB3GAP1,0_RAB3GAP2,0_RAB5A,0_RABGGTB,0_RAD1,0_RAD50,0_RALGAPB,0_RANBP1,0_RAP1GAP2,0_RAP1GDS1,0_RAVER1,0_RB1,0_RBM17,0_RBM28,0_RBM38,0_RBM8A,0_RCC1,0_REEP5,0_RELL1,0_REN,0_RFC4,0_RFC5,0_RFFL,0_RFX1,0_RGL1,0_RGL2,0_RGPD5,0_RHOBTB1,0_RILPL2,0_RIOK1,0_RNASEH2B,0_RNASEL,0_RNF13,0_RNF14,0_RNF216,0_ROBO2,0_ROCK2,0_RORA,0_RPA4,0_RPAP1,0_RPAP2,0_RPE,0_RPL10L,0_RPS15,0_RPS17,0_RPS6KA1,0_RPS6KB1,0_RRN3,0_RRP15,0_RSL1D1,0_RUFY2,0_S100A1,0_SAA4,0_SACM1L,0_SAMD9,0_SAP30,0_SCAP,0_SCCPDH,0_SCFD1,0_SCML4,0_SCYL3,0_SDF2L1,0_SDR39U1,0_SDSL,0_SEC31A,0_SEC62,0_SEC63,0_SECISBP2L,0_SEMA3A,0_SEMA3F,0_SERINC2,0_SERPINA1,0_SERPINA3,0_SETD1A,0_SF1,0_SFXN1,0_SFXN5,0_SGSM1,0_SGSM3,0_SH2D4A,0_SH3PXD2B,0_SH3RF3,0_SHROOM3,0_SIPA1L2,0_SLC10A1,0_SLC10A3,0_SLC12A4,0_SLC13A3,0_SLC16A3,0_SLC22A11,0_SLC25A42,0_SLC26A11,0_SLC26A2,0_SLC2A5,0_SLC30A5,0_SLC38A2,0_SLC38A6,0_SLC3A1,0_SLC43A2,0_SLC9A9,0_SMS,0_SMTN,0_SNAP29,0_SNRNP200,0_SNRPB2,0_SNRPD1,0_SNUPN,0_SNX14,0_SNX15,0_SNX33,0_SNX5,0_SOCS1,0_SORCS1,0_SOX30,0_SP1,0_SPAG5,0_SPATA18,0_SPP1,0_SPRY1,0_SPRY4,0_SPTBN2,0_SPTBN4,0_SPTY2D1,0_SQSTM1,0_SRBD1,0_SREBF2,0_SSBP1,0_SSH3,0_ST8SIA2,0_STAM,0_STARD13,0_STC1,0_STC2,0_STK35,0_STK38,0_STK39,0_STOM,0_STRADB,0_STRBP,0_STRN,0_STT3A,0_STX8,0_SUMO4,0_SUPT6H,0_SUPV3L1,0_SV2C,0_SYF2,0_SYNGR3,0_SYPL1,0_SYTL1,0_TACC1,0_TADA2B,0_TAF12,0_TAPBP,0_TAS1R1,0_TAX1BP3,0_TBC1D7,0_TBC1D9B,0_TBCD,0_TBCE,0_TBKBP1,0_TBL1X,0_TBX2,0_TCFL5,0_TDRD5,0_TEK,0_TERF2IP,0_TF,0_TFG,0_TGFA,0_THAP7,0_THBS2,0_THOC1,0_THRA,0_THRAP3,0_THTPA,0_TIAM1,0_TIAM2,0_TJP2,0_TM4SF18,0_TM9SF4,0_TMED7-TICAM2,0_TMED8,0_TMEM104,0_TMEM106C,0_TMEM132E,0_TMEM141,0_TMEM169,0_TMEM18,0_TMEM192,0_TMEM43,0_TMEM53,0_TMEM87B,0_TMEM8B,0_TMEM9B,0_TMLHE,0_TMOD3,0_TMX4,0_TNFRSF18,0_TNFRSF6B,0_TNK2,0_TNPO1,0_TNPO2,0_TOE1,0_TOR1AIP1,0_TP53BP1,0_TP53RK,0_TPD52,0_TPM2,0_TPM3,0_TPST1,0_TRA2B,0_TRAF3IP1,0_TREX1,0_TRIM11,0_TRIM17,0_TRIM22,0_TRIM32,0_TRIM35,0_TRIM69,0_TRIM8,0_TRIP12,0_TRMT1,0_TRMT12,0_TRMT61B,0_TSC22D2,0_TSHR,0_TSPAN1,0_TSPYL1,0_TTC30A,0_TTC39C,0_TTF1,0_TUBB,0_TUBB8,0_TUBG2,0_TUSC1,0_TWF1,0_TXNDC17,0_TYW1B,0_TYW3,0_UAP1,0_UBA5,0_UBASH3B,0_UBE2C,0_UBQLN4,0_UBR4,0_UBR7,0_UBXN6,0_UBXN7,0_UCHL3,0_UGT1A6,0_UNC93B1,0_UPK1B,0_UPK3B,0_UQCRH,0_UQCRHL,0_UROC1,0_USP1,0_VAPA,0_VCL,0_VEGFA,0_VEZT,0_VIM,0_VIPR1,0_VPS11,0_VPS41,0_VRK1,0_VRK3,0_VSIG2,0_WARS2,0_WBP11,0_WBP2,0_WDR1,0_WDR41,0_WDR47,0_WLS,0_WSCD2,0_XK,0_XKR9,0_XPO5,0_XRCC4,0_XRCC5,0_XRN1,0_XRN2,0_YAF2,0_YIPF4,0_YIPF5,0_YPEL5,0_YWHAG,0_ZBED4,0_ZBTB34,0_ZCCHC24,0_ZDHHC15,0_ZFP36,0_ZFPM1,0_ZIC1,0_ZMYM2,0_ZMYND19,0_ZNF131,0_ZNF146,0_ZNF207,0_ZNF267,0_ZNF3,0_ZNF415,0_ZNF433,0_ZNF436,0_ZNF518B,0_ZNF521,0_ZNF763,0_ZNF768,0_ZNF81,0_ZNF84,0_ZNHIT3,0_ZNHIT6,0_ZNRF2,0_ZXDB
0,0,0,0,0,61,0,0,50,16,0,0,0,0,19,0,17,29,0,0,131,0,6,17,0,0,0,40,11,0,0,12,6,2,0,47,15,0,0,0,0,0,16,55,0,46,33,0,14,146,0,0,0,0,9,0,45,0,0,34,0,39,0,6,0,0,0,0,0,0,0,0,0,0,13,18,1,0,0,0,9,0,19,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,32,0,10,0,0,0,0,7,0,0,0,0,0,19,0,65,2,0,85,34,74,19,0,0,0,0,21,3,43,46,0,0,0,0,38,15,0,2,25,0,0,0,0,0,0,0,0,12,0,15,0,0,0,68,0,0,47,0,0,16,15,0,0,0,34,0,28,0,0,77,0,0,0,0,0,20,0,0,24,35,31,1,0,3,0,22,0,0,0,29,0,38,77,4,0,4,0,0,0,23,0,0,0,0,0,13,12,2,33,0,122,0,0,31,0,0,0,10,8,0,2,2,18,0,0,0,0,0,18,0,0,0,3,0,0,0,0,2,9,0,20,0,0,0,0,0,12,3,64,0,20,0,0,2,0,0,5,0,11,0,0,0,0,0,0,44,0,0,0,36,0,13,0,15,0,0,0,0,0,0,5,0,42,0,59,0,13,0,5,14,0,0,0,0,0,0,19,0,0,0,0,0,68,0,41,75,103,0,0,0,4,48,41,16,0,0,0,0,2,26,0,8,36,72,0,0,78,3,0,0,0,0,0,0,47,0,4,0,0,17,0,0,0,21,0,0,0,76,0,5,1,9,32,0,0,0,1,35,0,151,0,43,0,0,165,16,61,4,0,0,0,8,167,0,0,0,0,0,0,22,0,0,0,25,0,31,0,0,16,11,43,62,0,57,0,137,0,66,0,19,50,0,24,8,51,0,0,0,38,0,15,30,0,2,0,0,0,0,61,0,0,0,0,0,0,6,0,0,0,28,0,0,0,0,30,0,13,0,0,0,5,40,6,0,0,0,0,21,36,0,0,0,6,0,3,0,0,0,0,0,0,0,0,79,27,0,0,2,0,0,0,0,0,23,12,0,32,0,0,185,0,69,0,0,0,152,0,0,3,0,0,197,0,0,0,0,0,0,20,14,11,0,0,0,0,0,87,2,45,0,0,20,0,0,3,84,0,34,45,3,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,22,0,29,0,0,13,0,0,26,0,0,0,7,0,2,0,15,0,2,0,5,1,40,43,0,21,95,3,90,7,113,0,0,0,0,0,0,0,0,0,0,9,144,0,51,10,0,13,1,0,16,6,0,84,0,0,0,27,0,0,0,23,0,0,0,0,17,0,0,2,38,0,0,21,0,40,107,0,0,1,6,0,0,0,0,0,20,0,0,11,91,38,0,0,0,21,41,0,19,0,0,0,0,0,0,57,16,0,0,40,32,0,0,0,0,0,0,17,0,0,0,18,157,38,0,14,0,0,54,0,0,0,21,88,0,0,3,0,0,27,0,2,1,0,63,0,190,53,0,41,0,21,0,0,0,0,0,0,0,0,10,0,28,0,0,0,0,0,0,17,0,0,112,0,0,0,36,18,0,0,0,0,0,0,0,0,0,40,0,0,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,21,0,3,0,0,14,41,9,0,20,0,0,0,12,0,0,89,21,15,0,26,0,0,0,0,25,42,0,11,6,0,40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,67,23,0,27,0,87,0,18,0,0,0,0,111,0,0,0,0,0,0,0,0,19,0,0,17,12,0,0,7,0,31,12,41,0,0,15,0,0,13,6,3,36,7,14,17,5,0,0,0,0,12,0,0,0,0,0,0,39,5,0,0,167,0,0,0,55,0,6,14,0,9,0,0,0,24,104,0,15,12,0,1,0,0,0,25,0,0,0,0,0,10,41,0,34,0,63,0,0,0,0,0,17,0,24,9,2,0,9,214,0,0,35,9,144,2,0,13,0,0,0,0,0,0,0,0,4,4,0,0,10,7,0,0,0,0,16,0,0,13,0,142,0,30,0,0,0,0,0,2,0,3,33,0,0,0,0,49,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,71,0,4,0,0,0,118,0,1,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,31,0,23,0,0,0,0,3,0,9,0,0,0,0,2,1,32,0,0,0,0,0,0,0,52,0,4,0,34,0,4,0,0,20,0,0,0,0,28,0,0,0,44,0,0,0,0,8,0,2,120,0,0,10,0,1,0,0,0,0,15,0,0,0,19,23,0,0,0,14,0,0,0,207,125,50,0,9,16,0,0,10,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,3,190,0,0,0,0,0,0,0,0
100,1,0,0,0,8,6,0,57,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,3,0,0,0,0,333,0,0,0,0,1,2,0,75,0,0,0,0,1,308,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,8,100,2,1,0,1,0,0,0,6,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,3,0,0,0,0,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,67,0,1,1,0,0,1,0,0,14,1,0,2,53,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,41,1,0,0,0,1,1,0,0,47,0,1,1,2,1,0,0,0,0,21,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,50,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,3,0,15,0,1,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,1,0,7,0,0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,262,0,0,0,0,0,2,0,0,0,0,0,262,0,0,0,1,18,0,0,0,7,0,0,0,0,0,0,3,4,1,0,60,0,2,4,0,0,0,0,0,0,0,0,1,0,58,2,0,0,0,0,0,2,9,0,0,0,0,1,0,43,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,8,0,1,0,0,0,16,1,1,0,0,0,291,0,1,0,1,0,77,0,0,0,0,1,0,0,0,0,1,0,1,0,1,223,0,0,0,0,0,0,0,0,131,3,1,2,0,0,0,3,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,20,1,0,5,0,0,0,1,0,0,2,0,0,1,0,5,0,0,0,0,0,0,21,0,0,2,0,10,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,13,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,5,0,1,0,0,1,0,0,1,3,1,3,0,0,0,0,0,33,0,0,2,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,2,1,0,24,2,2,2,0,0,0,0,2,15,0,0,5,0,0,8,0,1,0,0,0,43,0,0,1,0,1,0,6,0,1,2,0,0,0,56,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,3,0,0,0,0,5,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,18,0,1,0,1,0,0,0,2,0,0,0,17,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,7,1,0,0,3,1,1,39,1,0,2,0,1,8,1,1,0,0,0,0,0,1,0,0,1,18,53,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,21,0,0,0,1,0,0,1,3,1,0,0,3,50,1,0,1,0,1,0,2,19,0,0,1,0,0,24,2,3,0,2,0,1,1,1,3,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,12,1,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,1,0,0,3,0,0,0,0,0,0,30,1,0,0,0,0,1,0,0,0,41,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,2,2,0,0,0,0,1,1,1,4,1,0,3,0,0,0,1,1,0,0,1,0,1,0,1,4,0,2,0,0,0,0,0,0,0,1,0,3,0,2,0,1,10,1,0,0,4,0,10,1,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,123,42,0,0,0,3,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,153,2,3,0,3,0,2,0,0
