gen,evals,gen_feats,explored,Pam50 logistic classifier (max_iter=100) balanced accuracy_min,Pam50 logistic classifier (max_iter=100) balanced accuracy_avg,Pam50 logistic classifier (max_iter=100) balanced accuracy_max,Pam50 logistic classifier (max_iter=100) balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,200,817,817,0.2,0.6272637272447587,0.8128151634188902,0.15070352065365403,0.0196078431372549,0.08949376964654433,1.0,0.14827566079174712
1,203,873,944,0.2,0.632633363570194,0.813992026200504,0.15135412293274617,0.016129032258064516,0.09446664982393595,1.0,0.12211717841384226
2,200,868,1065,0.2,0.6445715260567382,0.8308858317200187,0.15195633874644784,0.016129032258064516,0.0995411444843058,1.0,0.12755973813447644
3,200,862,1181,0.2,0.6519152290941017,0.8308858317200187,0.14793103847544695,0.015873015873015872,0.10392589545131944,1.0,0.12874852070371648
4,200,855,1296,0.2,0.6670045939818928,0.8308858317200187,0.13791188311043384,0.015625,0.10060271810011422,1.0,0.12428779161187238
5,200,834,1408,0.2,0.6694388910789152,0.8308858317200187,0.1444368792715028,0.015384615384615385,0.10675480828297779,1.0,0.1289804820147332
6,200,805,1518,0.2,0.6871482236100254,0.8358656362940557,0.13634269129023605,0.014285714285714285,0.10073771948417633,1.0,0.12443843215511041
7,200,863,1606,0.2,0.6939009664582317,0.8358656362940557,0.1390242739481871,0.014285714285714285,0.10247356041692601,1.0,0.12772060877548766
8,200,794,1698,0.2,0.6908958779297183,0.8429130588788247,0.13624223136784813,0.015625,0.10945866336795905,1.0,0.12752360423198789
9,200,756,1783,0.2,0.6990750958566462,0.8497497955217383,0.1352981874933067,0.015625,0.10963870202174224,1.0,0.12779265512178897
10,200,760,1848,0.2,0.7055578937178617,0.8497497955217383,0.13332370588427225,0.016129032258064516,0.1102105860393906,1.0,0.12783086003252778
11,200,775,1941,0.2,0.7126420982155648,0.8497497955217383,0.13109943445392924,0.016129032258064516,0.11001535205105707,1.0,0.12768147523909568
12,200,799,2035,0.2,0.7173547727682026,0.8497497955217383,0.13404728705689742,0.016129032258064516,0.11219995389538118,1.0,0.13081144395570052
13,200,811,2124,0.2,0.7246727854953116,0.8497497955217383,0.12830357405936427,0.016129032258064516,0.11036442836467472,1.0,0.12777071434408294
14,200,810,2219,0.2,0.7298756340062528,0.8497497955217383,0.12739658277924087,0.016129032258064516,0.10963183515587643,1.0,0.12800944536593128
15,200,727,2307,0.2,0.7333939211034527,0.8497497955217383,0.12566833076365225,0.016129032258064516,0.11084838540219862,1.0,0.127550353427657
16,200,761,2391,0.2,0.7411058946486727,0.8580190481988857,0.12366604654867444,0.02,0.10883418953439147,1.0,0.12842685338893603
17,200,771,2491,0.2,0.7530908047200201,0.8586285434940099,0.11695622591828789,0.0196078431372549,0.1016590154995222,1.0,0.12433117193556735
18,200,752,2569,0.2,0.756218026673072,0.8626719987912079,0.11548713408891803,0.018867924528301886,0.1019259158837012,1.0,0.12403692691070244
19,200,728,2652,0.2,0.7591423185327909,0.8626719987912079,0.11496128172362798,0.018867924528301886,0.10111408467736664,1.0,0.12409934513520476
20,200,815,2762,0.2,0.7625877244357833,0.8699544349441922,0.1144547588336948,0.01818181818181818,0.10069663670202406,1.0,0.1242375696615891
21,200,753,2856,0.2,0.7687903135543678,0.8699544349441922,0.11375061692945124,0.01818181818181818,0.09839563155045472,1.0,0.1249987476511998
22,200,762,2940,0.2,0.7724920113421482,0.8699544349441922,0.11303065484733064,0.01818181818181818,0.09859590378018337,1.0,0.12482885903879136
23,200,798,3026,0.2,0.7761174577536656,0.8699544349441922,0.1102558876604625,0.018518518518518517,0.09904329178814869,1.0,0.1247972048059062
24,200,759,3111,0.2,0.7775677064360684,0.8699544349441922,0.10972553205033747,0.018867924528301886,0.0995016176398569,1.0,0.12475629392292947
25,200,752,3183,0.2,0.779377927884832,0.8699544349441922,0.10863135033496489,0.018867924528301886,0.10001516455838257,1.0,0.12454667031478966
26,200,730,3272,0.2,0.7802262194041515,0.8831621105021672,0.10901897998138284,0.018867924528301886,0.10058383988585831,1.0,0.12482356680526889
27,200,801,3368,0.2,0.7807792335058181,0.8831621105021672,0.10892956916157334,0.018867924528301886,0.10092114593636747,1.0,0.12463115503762298
28,200,750,3470,0.2,0.7807276674862851,0.8831621105021672,0.11335220444823377,0.018867924528301886,0.10246419438030852,1.0,0.127964902579916
29,200,802,3543,0.2,0.7796133658861362,0.8831621105021672,0.11371371126903372,0.018867924528301886,0.10466587113871625,1.0,0.12862804086196303
30,200,827,3640,0.2,0.7778525178368486,0.8831621105021672,0.11420660565581613,0.018867924528301886,0.10892168706442387,1.0,0.12833905877911767
31,200,788,3714,0.2,0.7854210350019373,0.8831621105021672,0.1082992157240881,0.018867924528301886,0.10190705186334917,1.0,0.12427054623888958
32,200,776,3792,0.2,0.7861546620532005,0.8831621105021672,0.10814375193819754,0.018867924528301886,0.10171109588396615,1.0,0.12403830548578053
33,200,779,3869,0.2,0.7877050977291827,0.8831621105021672,0.10827587449321771,0.018518518518518517,0.10143436437787379,1.0,0.12391905173956248
34,200,742,3939,0.2,0.7862520720051694,0.8831621105021672,0.11403854605029311,0.018518518518518517,0.10325926366673271,1.0,0.12712479283134923
35,200,796,4009,0.2,0.7849161785792736,0.8831621105021672,0.11510286817773115,0.018867924528301886,0.10572885339192593,1.0,0.12838754514974537
36,200,712,4083,0.2,0.7853566801163565,0.8831621105021672,0.11574053228711599,0.018867924528301886,0.10673875184854249,1.0,0.12863819863740977
37,200,790,4190,0.2,0.7834326972976468,0.8831621105021672,0.11514852475127967,0.019230769230769232,0.10994945869748125,1.0,0.12751183718129547
38,200,719,4263,0.2,0.7850185203968345,0.8831621105021672,0.11340721450681757,0.020833333333333332,0.11036718205472848,1.0,0.1272984540686064
39,200,737,4348,0.2,0.7854341711101038,0.8831621105021672,0.11350984391232283,0.020833333333333332,0.11090551056690227,1.0,0.12723328667391137
40,200,774,4431,0.2,0.785404338047248,0.8831621105021672,0.113442949373934,0.02127659574468085,0.11120328784820513,1.0,0.12705691123185628
41,200,838,4515,0.2,0.7868356132062602,0.8831621105021672,0.11381509077103313,0.02127659574468085,0.11037904159362373,1.0,0.12752185971708974
