0_race_WHITE,1_ACACA.31,1_ACTG1.71,1_ADC.113451,1_ADCY2.108,1_AIG1.51390,1_ALDH1A1.216,1_AMDHD1.144193,1_AMMECR1.9949,1_ANKRD29.147463,1_ANKRD33.341405,1_ANKRD53.79998,1_ANXA13.312,1_APOA1BP.128240,1_APOBEC3G.60489,1_ARHGAP15.55843,1_ARHGAP30.257106,1_ARHGAP39.80728,1_ARHGDIB.397,1_ARHGEF35.445328,1_ARL5C.390790,1_ARMC6.93436,1_ASAH1.427,1_B3GALT4.8705,1_B3GAT1.27087,1_BAT5.7920,1_BLMH.642,1_BMX.660,1_BRP44.25874,1_C10orf54.64115,1_C11orf17.56672,1_C15orf21.283651,1_C17orf103.256302,1_C18orf19.125228,1_C18orf54.162681,1_C19orf66.55337,1_C1R.715,1_C1S.716,1_C20orf152.140894,1_C4orf26.152816,1_C6orf192.116843,1_C8orf40.114926,1_C8orf80.389643,1_C9orf140.89958,1_CASP10.843,1_CASP5.838,1_CBLN3.643866,1_CCDC76.54482,1_CCL14.6358,1_CCL23.6368,1_CCL5.6352,1_CCPG1.9236,1_CCR7.1236,1_CCT8L2.150160,1_CD7.924,1_CDC25B.994,1_CDC25C.995,1_CDCA8.55143,1_CDKAL1.54901,1_CDYL.9425,1_CECR1.51816,1_CHEK1.1111,1_CIITA.4261,1_CKAP2.26586,1_CLEC10A.10462,1_CLEC4C.170482,1_CMPK1.51727,1_CNNM1.26507,1_COPB2.9276,1_CSE1L.1434,1_CSPP1.79848,1_CTSO.1519,1_CXCL2.2920,1_CXCL9.4283,1_CXCR1.3577,1_CXorf59.286464,1_CYB5D2.124936,1_CYB5R2.51700,1_CYFIP2.26999,1_DCTPP1.79077,1_DHRS12.79758,1_DHX16.8449,1_DHX58.79132,1_DIABLO.56616,1_DLK2.65989,1_DLX1.1745,1_DMRTA2.63950,1_DMRTC2.63946,1_DOK4.55715,1_DPY19L4.286148,1_DRAM1.55332,1_DTWD1.56986,1_ECH1.1891,1_EFHC1.114327,1_EIF2C2.27161,1_EIF4G3.8672,1_EPAS1.2034,1_EPHA1.2041,1_ERRFI1.54206,1_ESRRA.2101,1_EXOC6.54536,1_F8.2157,1_FAF1.11124,1_FAM117A.81558,1_FAM129A.116496,1_FAM153C.653316,1_FAM197Y2.252946,1_FANCD2.2177,1_FARP1.10160,1_FARSB.10056,1_FASLG.356,1_FBXL21.26223,1_FBXL22.283807,1_FBXO24.26261,1_FBXO6.26270,1_FCRL6.343413,1_FLOT2.2319,1_FSCB.84075,1_FUBP1.8880,1_GABRG2.2566,1_GANC.2595,1_GBP2.2634,1_GLIS1.148979,1_GMEB1.10691,1_GPBP1L1.60313,1_GPR37L1.9283,1_GRP.2922,1_GSTM5.2949,1_GTF2A2.2958,1_GZMA.3001,1_H3F3B.3021,1_H3F3C.440093,1_HCST.10870,1_HEATR7B2.133558,1_HMGB3.3149,1_HMGCR.3156,1_HNRNPH1.3187,1_HNRNPU.3192,1_HPN.3249,1_HSP90AB2P.391634,1_HSPB8.26353,1_IER5.51278,1_IFI35.3430,1_IL12B.3593,1_IL18RAP.8807,1_IL1RL1.9173,1_IL2RB.3560,1_IL32.9235,1_IL6.3569,1_INCENP.3619,1_INPP5D.3635,1_ISCU.23479,1_ITGA7.3679,1_ITGB7.3695,1_KCNE1.3753,1_KIAA0040.9674,1_KIAA0146.23514,1_KIAA1377.57562,1_KLHL12.59349,1_KLHL32.114792,1_KRT84.3890,1_KRTAP1.1.81851,1_LAX1.54900,1_LIPT1.51601,1_LOC100129066.100129066,1_LOC100130581.100130581,1_LOC282997.282997,1_LOC285548.285548,1_LOC285696.285696,1_LOC729678.729678,1_LRRC1.55227,1_LTB.4050,1_LY9.4063,1_LYL1.4066,1_MAEL.84944,1_MAGEC1.9947,1_MANSC1.54682,1_MARCH2.51257,1_MAST2.23139,1_MCHR2.84539,1_MCOLN1.57192,1_METTL9.51108,1_MR1.3140,1_MRGPRF.116535,1_MRO.83876,1_MRPS18C.51023,1_MRPS36.92259,1_MRTO4.51154,1_MYO15A.51168,1_NASP.4678,1_NAT2.10,1_NCCRP1.342897,1_NCL.4691,1_NFKBIL2.4796,1_NKAP.79576,1_NMI.9111,1_NMUR1.10316,1_NOC2L.26155,1_NOG.9241,1_NPTX2.4885,1_NR6A1.2649,1_NT5DC2.64943,1_NUDT13.25961,1_NUP210.23225,1_OR1F2P.26184,1_PANK1.53354,1_PARD6A.50855,1_PC.5091,1_PCBD1.5092,1_PDE8A.5151,1_PDIA4.9601,1_PEG10.23089,1_PFKFB2.5208,1_PGCP.10404,1_PGM5.5239,1_PGPEP1.54858,1_PHF1.5252,1_PHF6.84295,1_PITX2.5308,1_PKNOX1.5316,1_PLA2G2D.26279,1_PLCG1.5335,1_PNRC1.10957,1_POC1B.282809,1_POLD1.5424,1_POLR1C.9533,1_PPFIA3.8541,1_PPP2R5D.5528,1_PRKCH.5583,1_PSAT1.29968,1_PSCA.8000,1_PSRC1.84722,1_PTER.9317,1_PTPRCAP.5790,1_PUS7.54517,1_PYGM.5837,1_PYHIN1.149628,1_RAB8A.4218,1_RABGAP1L.9910,1_RARRES3.5920,1_RASGRP2.10235,1_RBM34.23029,1_RBM41.55285,1_RNF135.84282,1_RNF8.9025,1_RPS15AP10.728963,1_RPS27L.51065,1_RPS8.6202,1_RRP9.9136,1_RTP4.64108,1_SAMD3.154075,1_SAMD9.54809,1_SC4MOL.6307,1_SC65.10609,1_SCAP.22937,1_SEC14L2.23541,1_SEMA4D.10507,1_SERBP1.26135,1_SERINC5.256987,1_SFPQ.6421,1_SFRS13A.10772,1_SFRS2.6427,1_SFTA2.389376,1_SFXN1.94081,1_SGSM1.129049,1_SH2D2A.9047,1_SH3BGR.6450,1_SIGLEC15.284266,1_SIM1.6492,1_SIX1.6495,1_SLAMF6.114836,1_SLC25A28.81894,1_SLC25A32.81034,1_SLC39A2.29986,1_SLC7A7.9056,1_SMPDL3B.27293,1_SNHG3.RCC1.751867,1_SOD3.6649,1_SP110.3431,1_STH.246744,1_STIL.6491,1_SULF1.23213,1_SYNPO2.171024,1_TADA2B.93624,1_TARDBP.23435,1_TARP.445347,1_TCF3.6929,1_TERT.7015,1_TFAMP1.260341,1_THTPA.79178,1_TKT.7086,1_TMEM11.8834,1_TMEM176A.55365,1_TMEM63B.55362,1_TMEM79.84283,1_TMEM86A.144110,1_TNIP2.79155,1_TOMM34.10953,1_TP53INP1.94241,1_TPCN2.219931,1_TRIT1.54802,1_TSPAN15.23555,1_TSPAN9.10867,1_TTC3.7267,1_TXNIP.10628,1_UBE2O.63893,1_UTP14A.10813,1_VAMP8.8673,1_VGLL4.9686,1_VHL.7428,1_WBP5.51186,1_WNT16.51384,1_ZAP70.7535,1_ZBTB9.221504,1_ZNF322A.79692,1_ZNF623.9831,1_ZNF679.168417,1_ZNF688.146542,1_ZNF703.80139,1_ZNF883.169834,1_ZNRF4.148066
1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
