0_race_WHITE,1_ABCA1.19,1_ABCD1.215,1_ABCD2.225,1_ACCS.84680,1_ADAMTS15.170689,1_ADAP2.55803,1_AFTPH.54812,1_AGXT2L2.85007,1_AIF1L.83543,1_AK5.26289,1_AK7.122481,1_ALDH3A2.224,1_ALDH3B1.221,1_AMMECR1.9949,1_ANKRA2.57763,1_ANKRD13C.81573,1_ANKRD33.341405,1_ANKRD35.148741,1_AOAH.313,1_AP3S2.10239,1_APCDD1L.164284,1_APEX1.328,1_APOBEC3H.164668,1_ARF3.377,1_ARF4.378,1_ARHGDIB.397,1_ARL4A.10124,1_ARPC1B.10095,1_ASCC3.10973,1_ATAD3B.83858,1_ATG2A.23130,1_BCL7B.9275,1_BTG2.7832,1_C11orf35.256329,1_C15orf44.81556,1_C17orf44.284029,1_C1orf144.26099,1_C1orf186.440712,1_C1orf187.374946,1_C22orf41.644186,1_C2CD2.25966,1_C2orf61.285051,1_C2orf74.339804,1_C4A.720,1_C4orf35.85438,1_C8orf40.114926,1_C8orf42.157695,1_C9orf78.51759,1_CASP10.843,1_CBLN2.147381,1_CBX7.23492,1_CCDC122.160857,1_CCDC69.26112,1_CCDC88A.55704,1_CCL17.6361,1_CCNJ.54619,1_CD8B.926,1_CDH18.1016,1_CDK19.23097,1_CEBPE.1053,1_CELA3B.23436,1_CFB.629,1_CHIA.27159,1_CHST13.166012,1_CINP.51550,1_CLC.1178,1_CLDN15.24146,1_CLDN23.137075,1_CNOT4.4850,1_COL9A2.1298,1_CSPP1.79848,1_CSTL1.128817,1_CXADRP3.440224,1_CXCR3.2833,1_CXorf59.286464,1_CXXC1.30827,1_DAP.1611,1_DGAT1.8694,1_DHCR24.1718,1_DHDDS.79947,1_DHRS12.79758,1_DHRS7B.25979,1_DHX58.79132,1_DMPK.1760,1_DNAJC8.22826,1_DYSF.8291,1_EEF1E1.9521,1_ELANE.1991,1_ELOVL4.6785,1_EPM2A.7957,1_ERCC3.2071,1_ERI3.79033,1_ERRFI1.54206,1_FAM176A.84141,1_FAM196B.100131897,1_FGL2.10875,1_FN3K.64122,1_FOLR2.2350,1_GAB3.139716,1_GAB4.128954,1_GABRA3.2556,1_GATM.2628,1_GGPS1.9453,1_GIMAP4.55303,1_GJA5.2702,1_GLIS1.148979,1_GMDS.2762,1_GNGT2.2793,1_GNL3.26354,1_GOLGA1.2800,1_GPR97.222487,1_GSDMC.56169,1_GUSBP1.728411,1_HCK.3055,1_HNMT.3176,1_HNRNPA3P1.10151,1_HNRNPH3.3189,1_HOXA13.3209,1_HPVC1.3262,1_HSCB.150274,1_HSPB8.26353,1_HTR1A.3350,1_HTR3C.170572,1_IGSF10.285313,1_IMP3.55272,1_INPP5D.3635,1_ITPRIPL1.150771,1_JRKL.8690,1_KCNJ5.3762,1_KIAA0146.23514,1_KIAA1217.56243,1_KIAA1370.56204,1_KLHL14.57565,1_KLHL26.55295,1_KRCC1.51315,1_KRTAP1.1.81851,1_LACE1.246269,1_LARGE.9215,1_LEMD2.221496,1_LINGO2.158038,1_LOC100101266.100101266,1_LOC100129935.100129935,1_LOC100287718.100287718,1_LOC149620.149620,1_LOC442421.442421,1_LOC727896.727896,1_LRRC29.26231,1_MARCH5.54708,1_MARVELD3.91862,1_MAX.4149,1_MBD1.4152,1_MBD3L1.85509,1_MCHR2.84539,1_MEAF6.64769,1_MEPCE.56257,1_MFN2.9927,1_MINA.84864,1_MLLT11.10962,1_MPPE1.65258,1_MRS2P2.729633,1_MRTO4.51154,1_MTCP1.4515,1_MYO1B.4430,1_NAA50.80218,1_NASP.4678,1_NCOA4.8031,1_NCOA6.23054,1_NCRNA00169.400508,1_NDUFAF1.51103,1_NID2.22795,1_NKAIN2.154215,1_NKRF.55922,1_NMI.9111,1_NPTX2.4885,1_NR1D1.9572,1_NRG1.3084,1_NUDT12.83594,1_NUDT13.25961,1_OR2T6.254879,1_OR2W5.441932,1_OR52D1.390066,1_OR6F1.343169,1_OSTalpha.200931,1_PARP9.83666,1_PCBD2.84105,1_PCDH11X.27328,1_PCYOX1.51449,1_PEX11G.92960,1_PFN2.5217,1_PGBD1.84547,1_PHF6.84295,1_PILRA.29992,1_PKP4.8502,1_PLA2G2D.26279,1_PLEKHG4.25894,1_PLOD1.5351,1_PMPCB.9512,1_PNMA2.10687,1_PNPLA2.57104,1_POP1.10940,1_PPBP.5473,1_PRDM15.63977,1_PRKAG1.5571,1_PRKCDBP.112464,1_PROSC.11212,1_PRPS1.5631,1_PTDSS1.9791,1_PTER.9317,1_PTK2B.2185,1_PTPN18.26469,1_PUF60.22827,1_PUM1.9698,1_PURG.29942,1_PUS7.54517,1_RARG.5916,1_RARRES3.5920,1_RASL12.51285,1_RERE.473,1_RFT1.91869,1_RGL3.57139,1_RGS3.5998,1_RIOK1.83732,1_RIPPLY2.134701,1_RNF11.26994,1_RNF125.54941,1_RNF135.84282,1_RNF8.9025,1_RPAP2.79871,1_RPL39.6170,1_RPS8.6202,1_RS1.6247,1_SAMD9L.219285,1_SCAMP2.10066,1_SCGB3A2.117156,1_SCGN.10590,1_SCN1B.6324,1_SELL.6402,1_SERBP1.26135,1_SFRS1.6426,1_SIGLEC6.946,1_SIRPG.55423,1_SIRT7.51547,1_SLAMF7.57823,1_SLC19A1.6573,1_SLC22A13.9390,1_SLC24A4.123041,1_SLC25A32.81034,1_SMR3B.10879,1_SNHG3.8420,1_SNHG3.RCC1.751867,1_SNX11.29916,1_SOX6.55553,1_SP110.3431,1_SPANXC.64663,1_SPIN2B.474343,1_SQLE.6713,1_SREBF2.6721,1_SRPK1.6732,1_SSR1.6745,1_SSR3.6747,1_SUOX.6821,1_TARDBP.23435,1_TAS2R30.259293,1_TBX6.6911,1_TC2N.123036,1_TFAP2D.83741,1_TFEC.22797,1_THOP1.7064,1_TIMD4.91937,1_TIMM8A.1678,1_TLR7.51284,1_TLR8.51311,1_TMEM79.84283,1_TNFSF13.8741,1_TRADD.8717,1_TRAM1.23471,1_TREML4.285852,1_TRIM21.6737,1_TRIM69.140691,1_TRIP13.9319,1_TRIP4.9325,1_TST.7263,1_TXLNA.200081,1_UBE2L6.9246,1_UBE4B.10277,1_UQCRHL.440567,1_USP45.85015,1_VAV1.7409,1_VWA5A.4013,1_WDFY4.57705,1_WDR43.23160,1_WNT5B.81029,1_YBX1.4904,1_YWHAE.7531,1_ZCWPW1.55063,1_ZNF280C.55609,1_ZNF467.168544,1_ZNF697.90874,1_ZNF703.80139,1_ZNF749.388567,1_ZNRF2.223082
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
