gen,evals,gen_feats,explored,PanKidney naive Bayes balanced accuracy_min,PanKidney naive Bayes balanced accuracy_avg,PanKidney naive Bayes balanced accuracy_max,PanKidney naive Bayes balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
21,365,989,7872,0.25,0.8902327530233941,0.9572825048662679,0.10205306012597004,0.018518518518518517,0.08958567176289765,1.0,0.10550228620565524
22,364,1008,8134,0.25,0.8923388664975489,0.9572825048662679,0.10212314089263758,0.02,0.08864959582900929,1.0,0.10586454560731515
23,362,965,8369,0.25,0.8969766795382453,0.9578868739186073,0.09804348929242501,0.02040816326530612,0.08519361230415902,1.0,0.10350505056325286
24,371,1001,8618,0.25,0.8976049094671437,0.9578868739186073,0.09812871055818337,0.02040816326530612,0.08529636981986939,1.0,0.10349594680374968
25,353,939,8844,0.25,0.8989798257718442,0.9578868739186073,0.0984346302829907,0.02040816326530612,0.08476637536560339,1.0,0.10376536127462861
26,361,946,9051,0.25,0.9040519055042896,0.9598399989186073,0.09470703667235153,0.02,0.08056618356910872,1.0,0.10154402966120073
27,370,994,9280,0.25,0.9047575648497767,0.9598399989186073,0.09487748022864395,0.0196078431372549,0.08040310464389037,1.0,0.1016524674820893
28,365,922,9486,0.25,0.90705254149845,0.9604843288155145,0.09504872266091971,0.019230769230769232,0.078829294852171,1.0,0.10198587963405983
29,376,1013,9738,0.25,0.9112291578991242,0.9604843288155145,0.08934211532542677,0.019230769230769232,0.07562129633514121,1.0,0.09939156520525119
30,360,985,9955,0.25,0.9121814111951194,0.9604843288155145,0.0894608118572252,0.019230769230769232,0.07526478237299243,1.0,0.09952529178341726
31,365,1005,10169,0.25,0.9172600087975813,0.9604843288155145,0.08449614944689128,0.018867924528301886,0.07051171169031256,1.0,0.09694083255541644
32,375,1015,10393,0.25,0.9174779770970011,0.9604843288155145,0.08406675860783802,0.018867924528301886,0.07083593893125605,1.0,0.09686461496079601
33,360,931,10588,0.25,0.9180600113320958,0.9604843288155145,0.0840911462155163,0.02,0.07065176033499715,1.0,0.09689045734573422
34,384,967,10793,0.25,0.918243454306647,0.9604843288155145,0.08368691370777484,0.02,0.07115300098050062,1.0,0.09672789143653736
35,386,970,10997,0.25,0.9177063041822869,0.9604843288155145,0.08442527310851099,0.0196078431372549,0.07216887077669645,1.0,0.09725580817842479
36,372,956,11177,0.25,0.9174731540849614,0.9611836295148151,0.08482769939116376,0.0196078431372549,0.07290595553969176,1.0,0.09763470272566695
37,365,951,11351,0.25,0.9153113385728318,0.9611836295148151,0.08537061588985669,0.02,0.07637905191277528,1.0,0.09898427021203159
38,361,959,11530,0.25,0.915395250826815,0.9611836295148151,0.08529966363779752,0.0196078431372549,0.07676909762835889,1.0,0.09889545164509281
39,372,952,11689,0.25,0.9157827747075735,0.9611836295148151,0.08513678400052951,0.0196078431372549,0.07690246797484201,1.0,0.0986949707524279
40,349,892,11849,0.25,0.9163385308715126,0.9611836295148151,0.08416351681609129,0.0196078431372549,0.07710645717439392,1.0,0.09875418156958747
41,366,908,11991,0.25,0.9165728842999783,0.9617729886093289,0.08418817584332275,0.0196078431372549,0.0772544039267959,1.0,0.09870204849742276
42,387,979,12164,0.25,0.9167690050847993,0.9617729886093289,0.08381313111207868,0.0196078431372549,0.0776726507769331,1.0,0.09858365764609439
43,352,922,12314,0.25,0.9170620527990052,0.9618279594117224,0.0838567688204747,0.0196078431372549,0.07773715186151514,1.0,0.09853279012287867
44,375,965,12474,0.25,0.9177592328419005,0.9618279594117224,0.08381507158166507,0.0196078431372549,0.07736940229408035,1.0,0.09866333681834527
45,359,944,12622,0.25,0.9175422472582186,0.9618279594117224,0.08372247203799615,0.0196078431372549,0.07795596387897263,1.0,0.09846904629582705
46,364,889,12780,0.25,0.9176999217116647,0.9618279594117224,0.08360674911672969,0.02,0.07821594821891872,1.0,0.09831064681659687
47,357,939,12933,0.25,0.9181551259146782,0.9624722893086295,0.08289032633383944,0.02,0.07842805644043203,1.0,0.09821145043362789
48,360,921,13081,0.25,0.919398847809729,0.9624722893086295,0.08293998581723222,0.02,0.0771961701763626,1.0,0.09863928242804397
49,359,897,13210,0.25,0.9226602178668625,0.9624722893086295,0.07899951496948605,0.02040816326530612,0.0738349063269739,1.0,0.09574807697573937
50,371,900,13343,0.25,0.9230458649678287,0.9624722893086295,0.07891193861961458,0.020833333333333332,0.07365797163293743,1.0,0.09581971092665748
51,368,917,13481,0.25,0.9233291055754813,0.9624722893086295,0.07884269429921428,0.020833333333333332,0.07377759235843939,1.0,0.09578954789541493
52,363,921,13600,0.25,0.9235597744958006,0.9624722893086295,0.0788813583308861,0.020833333333333332,0.07390228242563773,1.0,0.09576865484598708
53,382,939,13727,0.25,0.9245565888927441,0.9624722893086295,0.07903785693842705,0.020833333333333332,0.0728778536876984,1.0,0.09609014750087788
54,378,928,13860,0.25,0.925366863194795,0.9624722893086295,0.07900810871913908,0.020833333333333332,0.07245502483052345,1.0,0.09627090721643503
55,358,943,13977,0.25,0.9267115818298969,0.9624722893086295,0.07922274968268511,0.020833333333333332,0.07099386046047329,1.0,0.09665967475173691
56,358,914,14101,0.25,0.9297380674496252,0.9624722893086295,0.07553660420761642,0.020833333333333332,0.06768990180994462,1.0,0.09348861052495162
57,363,925,14226,0.25,0.9304589911055441,0.9624722893086295,0.07566746650375278,0.020833333333333332,0.06720579580676245,1.0,0.09362670273602022
58,351,903,14347,0.25,0.9311816159838873,0.9624722893086295,0.07574087453237206,0.020833333333333332,0.066582171780625,1.0,0.09379971828317923
59,358,891,14462,0.25,0.9346493197363204,0.962492424617908,0.07179908655202927,0.021739130434782608,0.062481313280511944,1.0,0.09030394461331044
60,358,900,14571,0.25,0.9348354948048088,0.962492424617908,0.07184167876015947,0.021739130434782608,0.062482693993310766,1.0,0.09030750628545368
61,356,898,14662,0.25,0.9349889428145952,0.9631166192055368,0.07161002014763314,0.019230769230769232,0.06247365598394543,1.0,0.09032893563158986
62,359,852,14760,0.25,0.9384896834560416,0.9637609491024439,0.06763599645642876,0.019230769230769232,0.057955000874289765,1.0,0.0867033477265718
63,362,901,14881,0.25,0.9346814329356211,0.9637609491024439,0.07450324711295128,0.019230769230769232,0.0624063793943975,1.0,0.09030023609250246
64,376,902,14975,0.25,0.9346695621147538,0.9637810844117224,0.07361608247703201,0.019230769230769232,0.06303223715868343,1.0,0.09016056847310976
65,360,897,15067,0.25,0.9317087831627137,0.9637810844117224,0.07988583312476277,0.018518518518518517,0.06631522505915813,1.0,0.09384177447722955
66,360,890,15158,0.25,0.931839328961953,0.9637810844117224,0.07685612512859208,0.018518518518518517,0.06730077303630559,1.0,0.09359865850011596
67,358,959,15255,0.25,0.9275839762927152,0.9637810844117224,0.08379549549156144,0.019230769230769232,0.07242340199224136,1.0,0.09642503151918529
68,382,920,15328,0.25,0.9254800455987313,0.9637810844117224,0.08429059770588064,0.019230769230769232,0.07597740487629503,1.0,0.09722338004305786
69,378,904,15399,0.25,0.9255732378929061,0.9637810844117224,0.08421350207334291,0.017857142857142856,0.07621126090385837,1.0,0.0971790747952371
70,357,916,15476,0.25,0.9235155381506381,0.9637810844117224,0.08446417893125643,0.017857142857142856,0.07955407914099033,1.0,0.09789139275444898
71,368,899,15563,0.25,0.9257825983616899,0.9637810844117224,0.08321275704585718,0.017857142857142856,0.07725155386802024,1.0,0.09676186093793744
72,350,878,15616,0.25,0.925868976867205,0.9644254143086295,0.08322650462392661,0.017857142857142856,0.07754896626725664,1.0,0.09668394195858634
73,347,862,15681,0.25,0.9221672096910822,0.9644404242664553,0.08788406138711448,0.018867924528301886,0.08231704189337023,1.0,0.09898037379054879
74,357,893,15759,0.25,0.9245899835425528,0.9644404242664553,0.08545000785681803,0.019230769230769232,0.0799681838327021,1.0,0.09794835000159537
75,380,899,15823,0.25,0.9251481196155649,0.9644404242664553,0.08358427799881814,0.019230769230769232,0.07981340808034011,1.0,0.09806306099006741
76,353,862,15884,0.25,0.9254611694925564,0.9644404242664553,0.0836798486480502,0.0196078431372549,0.0795578972772469,1.0,0.09818541876893161
77,365,866,15951,0.25,0.9259521872859743,0.9650847541633625,0.08334245593892275,0.02,0.07956117575657883,1.0,0.09816982344165819
78,387,909,16027,0.25,0.926118611953446,0.9650847541633625,0.08339700013014881,0.02040816326530612,0.07971316658976726,1.0,0.09810848115882578
79,361,889,16098,0.25,0.9300122484071985,0.9657342094117224,0.07873993895164556,0.02040816326530612,0.0752564360560576,1.0,0.09532364914537893
80,350,859,16154,0.25,0.9270428552037525,0.9657342094117224,0.08496094510241058,0.02040816326530612,0.07864757100364739,1.0,0.09818785840832361
81,360,850,16212,0.25,0.9275959616736357,0.9657342094117224,0.08367244469391047,0.02,0.0788908884842189,1.0,0.0980236764347299
82,354,909,16274,0.25,0.9311557785803114,0.9657342094117224,0.07874042749589084,0.020833333333333332,0.07513541984753469,1.0,0.09516448128034005
83,361,879,16347,0.25,0.9311344682701319,0.9657342094117224,0.07873507195792134,0.02040816326530612,0.07549661834595205,1.0,0.0950188554722621
84,358,885,16408,0.25,0.9333347973064307,0.9657342094117224,0.07805702018154953,0.02,0.07262234476297719,1.0,0.09386984497532586
85,355,861,16464,0.25,0.9309779791809351,0.9657342094117224,0.07936566817794365,0.02,0.07575952727585357,1.0,0.0949239126568749
86,376,964,16528,0.25,0.9334799045670825,0.9663734139571769,0.07803533617409311,0.018867924528301886,0.07303198955487152,1.0,0.09380726327720362
87,356,872,16575,0.25,0.9347473824661164,0.9663734139571769,0.07394755865437698,0.018867924528301886,0.0722822446361332,1.0,0.09180245234538013
88,350,885,16632,0.25,0.9379367105832311,0.9663734139571769,0.07021567360771021,0.018867924528301886,0.06821975628149252,1.0,0.08859211944306464
89,367,840,16671,0.25,0.9384321474997296,0.9663734139571769,0.07029713128956457,0.018867924528301886,0.06746441223709192,1.0,0.08879704638828205
90,357,839,16734,0.25,0.9383791079973505,0.9663734139571769,0.07029228057622645,0.018867924528301886,0.06772424243556183,1.0,0.08873498961038581
91,371,865,16778,0.25,0.9386576195389662,0.9663734139571769,0.07036087396039013,0.018867924528301886,0.06740678572795633,1.0,0.088830992528753
92,376,831,16816,0.25,0.9388596800992179,0.9663734139571769,0.07041063170863429,0.018867924528301886,0.06719311058533285,1.0,0.08889502398348104
93,351,836,16861,0.25,0.9393181538822003,0.9663734139571769,0.07051927689388195,0.018867924528301886,0.06646037482273681,1.0,0.0891038101617088
94,366,870,16903,0.25,0.942405149739114,0.9663734139571769,0.06587115314518077,0.018867924528301886,0.0625785117447152,1.0,0.08539740763086885
95,377,900,16950,0.25,0.9389284946448525,0.9663734139571769,0.07275321937527829,0.018518518518518517,0.06635841015091455,1.0,0.0891148109346462
96,375,903,16992,0.25,0.9392636759583843,0.9670177438540841,0.07249431477605169,0.018518518518518517,0.06601853608457951,1.0,0.08924792010989965
97,373,906,17038,0.25,0.939279690935675,0.9670177438540841,0.07247992857206409,0.018867924528301886,0.06617141059801568,1.0,0.08923957637704875
98,360,818,17072,0.25,0.9391309690631533,0.9670177438540841,0.07243876117425677,0.019230769230769232,0.06658682005316471,1.0,0.08913383984320244
99,368,874,17116,0.25,0.9393157442911468,0.9670177438540841,0.07059583572746583,0.02,0.06702290203580295,1.0,0.08900991729448614
100,370,881,17154,0.25,0.939587784090909,0.9670177438540841,0.07055796864037275,0.02,0.06654545609055688,1.0,0.08918045550281406
101,352,868,17188,0.25,0.9396232017338331,0.9670177438540841,0.07056771144094416,0.02,0.06660772462062517,1.0,0.08916846872003209
102,348,811,17221,0.25,0.9410198766761589,0.9670177438540841,0.07025285546189909,0.02040816326530612,0.06455987869542469,1.0,0.08892871992281712
103,348,836,17255,0.25,0.9428664148673491,0.9670177438540841,0.06601984323927909,0.020833333333333332,0.0626826667512659,1.0,0.08552531755362423
104,375,874,17288,0.25,0.942753717513157,0.9670177438540841,0.06599019528900905,0.020833333333333332,0.06306066056893983,1.0,0.08549045017337499
105,357,872,17319,0.25,0.9427461985099308,0.9676822090602697,0.06599371659916052,0.023809523809523808,0.06315751578682789,1.0,0.08548788511858875
106,357,852,17352,0.25,0.9429013249315118,0.9676822090602697,0.06599109791375671,0.024390243902439025,0.06314245475905492,1.0,0.08539510823726755
107,362,869,17384,0.24871134020618557,0.9397894203171183,0.9676822090602697,0.07387135213397546,0.023809523809523808,0.06651038751564423,1.0,0.08900735051465125
108,362,847,17414,0.25,0.9430918266414642,0.9676822090602697,0.06597646399362053,0.023809523809523808,0.06299294077887535,1.0,0.08546909085171854
109,353,849,17443,0.25,0.9396075031202689,0.9676822090602697,0.07163740495687457,0.023809523809523808,0.06704201558525244,1.0,0.08909658175450376
110,356,829,17473,0.25,0.9394766491803943,0.9676822090602697,0.07148357642012744,0.023809523809523808,0.0677135599126307,1.0,0.08886293401448829
111,389,864,17502,0.25,0.9397122767937603,0.9676822090602697,0.07069728017245999,0.023809523809523808,0.06790123662684931,1.0,0.08882175740083993
112,374,873,17529,0.25,0.9394062680795364,0.9683265389571769,0.07059629739090748,0.023809523809523808,0.06882328016855531,1.0,0.08852090386159914
113,361,854,17552,0.25,0.9367441509601867,0.9683265389571769,0.07362686372112454,0.023809523809523808,0.07229475636043001,1.0,0.08956465450690916
114,371,823,17582,0.25,0.9393002700665957,0.9683265389571769,0.07045676938154785,0.024390243902439025,0.0697329621832078,1.0,0.08817625322946543
115,372,872,17600,0.25,0.9396180521073643,0.9683265389571769,0.07049498970202409,0.024390243902439025,0.06936378852034501,1.0,0.08822682292014258
116,354,819,17628,0.25,0.9396463263057819,0.9683265389571769,0.07050055027582437,0.024390243902439025,0.06956166133139136,1.0,0.0881705922735979
117,356,827,17645,0.25,0.9395386734238699,0.9683265389571769,0.0705261090541291,0.025,0.06996439896053103,1.0,0.08816250010752219
118,375,848,17685,0.25,0.9395373869606554,0.9683265389571769,0.0705436826319191,0.025,0.07012834330041189,1.0,0.08814615553439227
119,385,859,17706,0.25,0.9397879362180989,0.9683265389571769,0.07057457608565014,0.025,0.069846369083441,1.0,0.08824310443450846
120,368,819,17730,0.25,0.9399457683746665,0.9683265389571769,0.07059262994570799,0.025,0.06994251057857816,1.0,0.08817891643267182
121,353,795,17752,0.25,0.9398936271605328,0.9683265389571769,0.07045162468152504,0.025,0.0704845364651957,1.0,0.08796148059985073
122,371,868,17770,0.25,0.9398851879032694,0.9683265389571769,0.07044982317374683,0.025,0.07077913558760907,1.0,0.08787717816276129
123,378,848,17796,0.25,0.9436089757858122,0.9683265389571769,0.06456499787208544,0.025,0.06630233181509951,1.0,0.08430995605441768
124,360,796,17820,0.25,0.9439007257159722,0.9683265389571769,0.06462765765793427,0.025,0.06593194318137346,1.0,0.08441974848219445
125,368,844,17834,0.25,0.9440056798468927,0.9683265389571769,0.06466779120103995,0.025,0.06583898431052147,1.0,0.0844675359328391
126,362,849,17855,0.25,0.9407818108035649,0.9683265389571769,0.07263791433100933,0.024390243902439025,0.06933716913323108,1.0,0.08789992138517506
127,345,787,17876,0.25,0.9441592803218045,0.9683265389571769,0.06469149331439901,0.025,0.06598438049508093,1.0,0.08443227558907525
128,372,854,17890,0.25,0.9440903482310216,0.9683265389571769,0.06469949534908835,0.025,0.06632794020839083,1.0,0.08440103065464738
129,370,812,17912,0.25,0.9417081954932953,0.9689708688540841,0.06687923957031121,0.025,0.0693644353190524,1.0,0.08578120287590976
130,378,849,17932,0.25,0.9419199463471452,0.9689708688540841,0.0667506561813369,0.025,0.06929125965406933,1.0,0.08583661412304806
131,364,831,17943,0.25,0.9412372147263175,0.9689708688540841,0.07240725933576941,0.025,0.06958812776903783,1.0,0.0881472945339288
132,363,814,17964,0.25,0.9415313621945065,0.9689708688540841,0.06941076418602947,0.02564102564102564,0.07000672473109949,1.0,0.08800200639916267
133,378,849,17985,0.25,0.94170845114132,0.9689708688540841,0.06942600846875667,0.02564102564102564,0.06995291272823713,1.0,0.08799827756802886
134,352,774,18006,0.25,0.9418560026877119,0.9689708688540841,0.06946811063580782,0.02564102564102564,0.0696340593082689,1.0,0.08808889441876759
135,354,798,18016,0.25,0.942030283336187,0.9689708688540841,0.06936953493078245,0.02564102564102564,0.06946214073284519,1.0,0.08818554779999585
136,373,853,18035,0.25,0.9421663371422392,0.9689708688540841,0.06935791185089152,0.02564102564102564,0.06930707634884771,1.0,0.08823332203000477
137,381,809,18050,0.25,0.9418599141193859,0.9689708688540841,0.06917597692892082,0.02631578947368421,0.07042074267929985,1.0,0.08784970433379514
138,374,841,18063,0.25,0.94180649624216,0.9689708688540841,0.06915098254875915,0.02631578947368421,0.07071101067468329,1.0,0.08773393239751055
139,362,793,18068,0.25,0.9420046835574222,0.9689708688540841,0.06918130230243816,0.02631578947368421,0.07036814331220119,1.0,0.08784839439728319
140,374,821,18077,0.25,0.9424673173797853,0.9689708688540841,0.06805717018045898,0.02631578947368421,0.0701392548709351,1.0,0.0878414395392735
141,361,763,18089,0.25,0.9425628945394169,0.9689708688540841,0.06805999905895198,0.02631578947368421,0.07014895699321065,1.0,0.08785690830829433
142,374,803,18099,0.25,0.945060370050375,0.9689708688540841,0.0642991079508696,0.02702702702702703,0.06714369105502649,1.0,0.08408729183294426
143,371,845,18116,0.25,0.9449677660451662,0.9689708688540841,0.06428724120398663,0.02631578947368421,0.06749876575636705,1.0,0.08404245979007272
144,384,822,18126,0.25,0.938869228403684,0.9689708688540841,0.0726860729910598,0.02631578947368421,0.07504099343441091,1.0,0.08838126777083312
145,370,781,18139,0.25,0.9408807437729797,0.9689708688540841,0.07064586259037617,0.02631578947368421,0.07338269089357541,1.0,0.08685181679985061
146,374,828,18155,0.25,0.9407331629388653,0.9689708688540841,0.07044879069952373,0.02631578947368421,0.07425157964714804,1.0,0.08646774344893349
147,353,804,18165,0.25,0.9407292004789669,0.9689708688540841,0.07025084932849465,0.02631578947368421,0.07455360364251516,1.0,0.08635868276555592
148,362,757,18174,0.25,0.9407222907730156,0.9689708688540841,0.07022249895667138,0.02631578947368421,0.07497200170667336,1.0,0.08620121735829453
149,368,794,18184,0.25,0.9408038506596497,0.9689708688540841,0.07024523338236985,0.02631578947368421,0.07495859266861368,1.0,0.08622111780298286
150,374,811,18197,0.25,0.9408441619430827,0.9696151987509913,0.07022634874618092,0.02631578947368421,0.07530229024095263,1.0,0.08608729964458048
151,368,769,18205,0.25,0.9410616807886059,0.9696151987509913,0.07019207950355803,0.02631578947368421,0.0754616916537085,1.0,0.08586694578531745
152,351,779,18215,0.25,0.9439063889477148,0.9702595286478986,0.06386336244812016,0.02631578947368421,0.07257315510348747,1.0,0.08221201269724622
153,366,801,18228,0.25,0.9440009428956997,0.9702595286478986,0.06389793450259287,0.02631578947368421,0.07243591770333449,1.0,0.08230181805700917
154,344,787,18233,0.25,0.9423153156765914,0.9702595286478986,0.06575769231436092,0.02631578947368421,0.0740460972337629,1.0,0.08406182144950382
155,385,848,18240,0.25,0.942444883209574,0.9702595286478986,0.06524019141282784,0.02631578947368421,0.07431972358652987,1.0,0.08399233421397902
156,367,802,18252,0.25,0.9413081631641556,0.9702595286478986,0.06990512722066236,0.02631578947368421,0.07563559372711279,1.0,0.08594228754363588
157,356,784,18262,0.25,0.9443203204414786,0.9702595286478986,0.06394851273377467,0.02631578947368421,0.07249767170974561,1.0,0.08227959742389834
158,348,767,18266,0.25,0.944425667027882,0.9702595286478986,0.06397635599598843,0.02631578947368421,0.07230158892215914,1.0,0.08234101292104175
159,369,789,18276,0.25,0.944583174316019,0.9702595286478986,0.06401892404385963,0.02564102564102564,0.07195321997218217,1.0,0.08244638461959913
160,359,783,18288,0.25,0.944824510500775,0.9702595286478986,0.06407137095207369,0.02631578947368421,0.07157840664449534,1.0,0.08255514732916723
161,379,822,18293,0.25,0.943600551679313,0.9702595286478986,0.06603832746005303,0.02631578947368421,0.07248193129362235,1.0,0.08426064759523305
162,366,765,18302,0.25,0.9452823127500721,0.9702595286478986,0.06417730214212033,0.02631578947368421,0.07062966650297241,1.0,0.08281633027697283
163,364,780,18310,0.25,0.9453304845766347,0.9702595286478986,0.06419026581844185,0.02631578947368421,0.07055475467498888,1.0,0.08284162171351149
164,373,808,18323,0.25,0.9455043313725577,0.9709239938540841,0.06425079469921079,0.02564102564102564,0.07006060574285089,1.0,0.08303012662650072
165,368,797,18331,0.25,0.9456547106485654,0.9709239938540841,0.06429723839676008,0.02564102564102564,0.06976058140277448,1.0,0.08313962700745273
166,363,817,18336,0.25,0.9456327536429421,0.9709239938540841,0.06429086005801964,0.02564102564102564,0.07002155528199848,1.0,0.08306080366396575
167,376,827,18346,0.25,0.9424029528219847,0.9709239938540841,0.07315463239701137,0.02564102564102564,0.07243243457309893,1.0,0.0869900070813637
168,374,824,18354,0.25,0.9460610885570616,0.9709239938540841,0.06441068195780472,0.02564102564102564,0.06898368200710127,1.0,0.08343030282129152
169,359,801,18359,0.25,0.9428780415299907,0.9709239938540841,0.07284684440403033,0.02564102564102564,0.07135461450159374,1.0,0.08744475350668864
170,374,758,18364,0.25,0.9442948611311369,0.9709239938540841,0.07242842126868457,0.02564102564102564,0.06952309557468357,1.0,0.08725513296537776
171,358,838,18373,0.25,0.9466484194204636,0.9709239938540841,0.06457523740740617,0.02564102564102564,0.06759744387414701,1.0,0.08389523520611199
172,366,811,18375,0.25,0.946768827837755,0.9709239938540841,0.06461132762633738,0.02564102564102564,0.06728462796970273,1.0,0.08398776461865873
173,365,788,18382,0.25,0.947068871037146,0.9709239938540841,0.06467226625655954,0.02564102564102564,0.06652500662803183,1.0,0.08418833603447198
174,367,785,18385,0.25,0.9471537171752218,0.9709239938540841,0.06469383461511626,0.02564102564102564,0.06639611422617334,1.0,0.08423705995966674
175,357,808,18389,0.25,0.9488350968860393,0.9709239938540841,0.06425194638844384,0.02564102564102564,0.06360585476721838,1.0,0.08363505279223903
176,344,761,18395,0.25,0.9476145803857869,0.9709239938540841,0.06461900586180494,0.02564102564102564,0.06558558653121624,1.0,0.08380864746233488
177,346,793,18396,0.25,0.947440848544175,0.9709239938540841,0.0650604859397886,0.02631578947368421,0.06538999111975277,1.0,0.08440655024610512
178,371,811,18398,0.25,0.9475574537253983,0.9709239938540841,0.06496101601654661,0.02564102564102564,0.06542824958270496,1.0,0.0843981937979191
179,366,816,18402,0.25,0.9501820270258093,0.9709239938540841,0.06091802548886027,0.02564102564102564,0.06230993982265986,1.0,0.0802910416717435
180,358,846,18411,0.25,0.950114293309783,0.9709239938540841,0.06090271448232073,0.02564102564102564,0.06263850679194273,1.0,0.08021070488364268
181,366,853,18418,0.25,0.9466827505452023,0.9709239938540841,0.06918071492228486,0.02564102564102564,0.06622150698674968,1.0,0.0842666343107333
182,372,799,18425,0.25,0.9473204318474696,0.9709239938540841,0.06728752852684936,0.02564102564102564,0.06595295781584117,1.0,0.08431086428092645
183,373,817,18432,0.25,0.9502797412317066,0.9709239938540841,0.06094335534865006,0.02564102564102564,0.06268457361904273,1.0,0.08029546691117294
184,374,795,18438,0.25,0.9502651134786606,0.9709239938540841,0.06093326217555273,0.02564102564102564,0.06289488014018876,1.0,0.08024615182378653
185,359,823,18440,0.25,0.9501378712782064,0.9709239938540841,0.06089977825609479,0.02564102564102564,0.06334586370156,1.0,0.08017598956853589
186,354,794,18445,0.25,0.9502857523114774,0.9709239938540841,0.060940620683976834,0.02564102564102564,0.06307963216473074,1.0,0.08027133709878007
187,376,846,18449,0.25,0.9465226865515285,0.9709239938540841,0.0689282412632397,0.02564102564102564,0.067421684422409,1.0,0.08401277414381675
188,351,782,18453,0.25,0.9466797828540662,0.9709239938540841,0.0681674903013573,0.02564102564102564,0.06758702841796452,1.0,0.08396329998798957
189,355,825,18454,0.25,0.9469708846243964,0.9709239938540841,0.06814675218389853,0.025,0.06724935180103016,1.0,0.08403730743520671
190,361,801,18456,0.25,0.9501543571119604,0.9709239938540841,0.060884814604299044,0.025,0.06395821617016119,1.0,0.08001973371558976
191,381,814,18461,0.25,0.9502172174635932,0.9715683237509913,0.06090534217702292,0.02564102564102564,0.06387561925472736,1.0,0.08007487031626583
192,362,800,18464,0.25,0.9501511431223417,0.9715683237509913,0.06083549147588294,0.02564102564102564,0.06420593969312068,1.0,0.07998613503986217
193,368,822,18468,0.25,0.9499707139107672,0.9715683237509913,0.0607889126677954,0.02564102564102564,0.06481216599510663,1.0,0.07981986256565625
194,373,821,18473,0.25,0.9497152298973579,0.9715683237509913,0.060726865074415846,0.02564102564102564,0.06559539384663542,1.0,0.0796147334572393
