0_age_at_initial_pathologic_diagnosis,1_hsa.let.7e.5p,1_hsa.miR.10b.3p,1_hsa.miR.1228.3p,1_hsa.miR.146b.3p,1_hsa.miR.146b.5p,1_hsa.miR.148a.5p,1_hsa.miR.21.3p,1_hsa.miR.222.5p,1_hsa.miR.23b.5p,1_hsa.miR.335.3p,1_hsa.miR.3677.3p,1_hsa.miR.495.5p,1_hsa.miR.9.5p,1_hsa.miR.99b.5p,2_ABCA12.26154,2_ALDOC.230,2_ANGPTL2.23452,2_ARAP3.64411,2_ARNTL.406,2_ART3.419,2_B3GALNT2.148789,2_C20orf199.441951,2_C6orf58.352999,2_CCNB1.891,2_CDC20B.166979,2_CDR1.1038,2_CLEC18A.348174,2_CPEB2.132864,2_CUEDC2.79004,2_DNAJC12.56521,2_DUSP10.11221,2_EFHB.151651,2_ELK1.2002,2_EYA3.2140,2_FAM114A1.92689,2_FAM149B1.317662,2_GPR1.2825,2_GTF3C6.112495,2_HILS1.373861,2_HOXC8.3224,2_IQGAP3.128239,2_ISL2.64843,2_KLHL25.64410,2_LOC388387.388387,2_LRIG1.26018,2_LYPD6.130574,2_MAPT.4137,2_MARCKS.4082,2_MRPL38.64978,2_MTAP.4507,2_MYOD1.4654,2_NCRNA00093.100188954,2_NMB.4828,2_PDPN.10630,2_POLR3GL.84265,2_POLR3H.171568,2_PTGFRN.5738,2_RAD18.56852,2_RPL18A.6142,2_RPL38.6169,2_RPS13.6207,2_RPS6KA3.6197,2_RYR3.6263,2_SEMA4G.57715,2_SMC4.10051,2_STAT6.6778,2_STIL.6491,2_SULF2.55959,2_TACC3.10460,2_TBPL1.9519,2_TDH.157739,2_TFDP1.7027,2_TFRC.7037,2_TGIF1.7050,2_TMEM106C.79022,2_TMEM154.201799,2_TRAF5.7188,2_WEE1.7465,2_ZAK.51776,2_ZNF648.127665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
