0_age_at_initial_pathologic_diagnosis,1_hsa.miR.10b.5p,1_hsa.miR.1228.3p,1_hsa.miR.148a.5p,1_hsa.miR.15b.5p,1_hsa.miR.196a.5p,1_hsa.miR.2110,1_hsa.miR.224.5p,1_hsa.miR.335.3p,1_hsa.miR.346,1_hsa.miR.6806.3p,2_..653553,2_ABI1.10006,2_ACP6.51205,2_ADAM15.8751,2_ADAMTS12.81792,2_ADAP1.11033,2_AHRR.57491,2_ALDH2.217,2_ALOX12P2.245,2_AMZ1.155185,2_ANXA1.301,2_ARAP3.64411,2_ARGFXP2.503640,2_ARHGAP30.257106,2_ARHGAP4.393,2_ARSE.415,2_ASCC1.51008,2_ASF1A.25842,2_ATXN3L.92552,2_BEND7.222389,2_BUB3.9184,2_C11orf48.79081,2_C12orf53.196500,2_C17orf96.100170841,2_C1orf182.128229,2_C1RL.51279,2_C3orf30.152405,2_C4BPA.722,2_C4orf42.92070,2_C5orf55.116349,2_C9orf140.89958,2_CARD16.114769,2_CCDC19.25790,2_CCDC27.148870,2_CCT3.7203,2_CD58.965,2_CD81.975,2_CDHR4.389118,2_CDR1.1038,2_CES4.51716,2_CFI.3426,2_CKS1B.1163,2_COL8A1.1295,2_CPD.1362,2_CPNE7.27132,2_CREB3L2.64764,2_CRTAC1.55118,2_CTH.1491,2_CTSC.1075,2_CWF19L1.55280,2_DDI2.84301,2_DDIT4L.115265,2_DEGS2.123099,2_DENND5A.23258,2_DKFZp779M0652.374387,2_DMC1.11144,2_DNAJB7.150353,2_DNASE1L1.1774,2_EEPD1.80820,2_EFHB.151651,2_EFHC1.114327,2_EIF1B.10289,2_ERMAP.114625,2_ETV7.51513,2_EVC.2121,2_EXTL3.2137,2_FAM101A.144347,2_FAM115C.285966,2_FAM124A.220108,2_FAM126A.84668,2_FAM160B1.57700,2_FAM165B.54065,2_FAM176B.55194,2_FAM19A3.284467,2_FAM66C.440078,2_FAM69A.388650,2_FBXO42.54455,2_FBXW4.6468,2_FGGY.55277,2_FUT9.10690,2_FXR2.9513,2_FZD1.8321,2_G6PC.2538,2_GBP4.115361,2_GDF3.9573,2_GGA1.26088,2_GJA9.81025,2_GLUD1.2746,2_GPR172A.79581,2_GPR172B.55065,2_GPR18.2841,2_GRHPR.9380,2_GSR.2936,2_H2AFJ.55766,2_HARS.3035,2_HIRIP3.8479,2_HIST1H1C.3006,2_HIST1H1E.3008,2_HLA.DRB6.3128,2_HMGCR.3156,2_HMX1.3166,2_HNRNPR.10236,2_HOXA4.3201,2_HOXB9.3219,2_HOXD12.3238,2_HPS3.84343,2_HPX.3263,2_HSPA1L.3305,2_HYALP1.26062,2_ICOSLG.23308,2_IDO1.3620,2_IFI6.2537,2_IFT20.90410,2_IKZF5.64376,2_IL1RAPL1.11141,2_IRX5.10265,2_ISM2.145501,2_ITIH3.3699,2_JAKMIP2.9832,2_KCND2.3751,2_KCTD4.386618,2_KHDRBS3.10656,2_KIAA0146.23514,2_KIAA0415.9907,2_KIAA1671.85379,2_KIF27.55582,2_KIF5B.3799,2_KIN.22944,2_KNTC1.9735,2_LACTB.114294,2_LILRB1.10859,2_LIMK1.3984,2_LIX1L.128077,2_LOC100132215.100132215,2_LOC339674.339674,2_LOC650623.650623,2_LOC653653.653653,2_LRIG2.9860,2_LRRC28.123355,2_LRRCC1.85444,2_LRRK2.120892,2_LRTM2.654429,2_LTBP4.8425,2_MCAM.4162,2_MCART6.401612,2_MCM6.4175,2_MEP1B.4225,2_MET.4233,2_METTL12.751071,2_MICB.4277,2_MLXIP.22877,2_MRPL24.79590,2_MRPL43.84545,2_MRPS31.10240,2_MYBPHL.343263,2_MYOM3.127294,2_MYOZ2.51778,2_NCAPD3.23310,2_NCF1C.654817,2_NFIA.4774,2_NKX6.1.4825,2_NLRC5.84166,2_NPR2.4882,2_NRARP.441478,2_NUAK2.81788,2_OMP.4975,2_PABPC1P2.728773,2_PCBD1.5092,2_PCDHB1.29930,2_PCDHGB6.56100,2_PDLIM4.8572,2_PGPEP1L.145814,2_PIGG.54872,2_PITX2.5308,2_PKD1L3.342372,2_PLA2G2A.5320,2_PLCB4.5332,2_PLK1S1.55857,2_PMM1.5372,2_POLE2.5427,2_POMC.5443,2_PPIG.9360,2_PPP2R3A.5523,2_PPP3R2.5535,2_PRG4.10216,2_PRR15.222171,2_PSME2.5721,2_PUF60.22827,2_PUS10.150962,2_PVRL1.5818,2_PVT1.5820,2_QRICH2.84074,2_QTRTD1.79691,2_RAB28.9364,2_RAD18.56852,2_RAD54B.25788,2_RCSD1.92241,2_RGR.5995,2_RILPL2.196383,2_RING1.6015,2_RNF141.50862,2_RPAIN.84268,2_RPGRIP1.57096,2_RPIA.22934,2_RPRD1B.58490,2_RRN3.54700,2_RWDD1.51389,2_S100A2.6273,2_SCARB2.950,2_SEPSECS.51091,2_SERAC1.84947,2_SERPINF1.5176,2_SIGLEC5.8778,2_SLC16A1.6566,2_SLC19A3.80704,2_SLC34A2.10568,2_SLC38A6.145389,2_SLC47A2.146802,2_SLC8A3.6547,2_SLC9A1.6548,2_SMOC1.64093,2_SOCS3.9021,2_SPESP1.246777,2_SPINK8.646424,2_ST6GALNAC6.30815,2_STIL.6491,2_STK33.65975,2_STX3.6809,2_STX8.9482,2_SUB1.10923,2_TAP2.6891,2_TAS2R4.50832,2_TBP.6908,2_TCP10L.140290,2_TEKT3.64518,2_TIAM1.7074,2_TMEM108.66000,2_TNFAIP3.7128,2_TP63.8626,2_TRAM2.9697,2_TRIM34.53840,2_TSPAN6.7105,2_TTC27.55622,2_TTYH3.80727,2_UBXN11.91544,2_UBXN4.23190,2_ULK4.54986,2_UNG.7374,2_USP28.57646,2_USP46.64854,2_VIM.7431,2_VPREB3.29802,2_VPS26B.112936,2_VSTM1.284415,2_WDR4.10785,2_WDR53.348793,2_WDR73.84942,2_WEE1.7465,2_WNT2B.7482,2_WRNIP1.56897,2_XKR9.389668,2_YY1AP1.55249,2_ZC4H2.55906,2_ZCCHC3.85364,2_ZMYM6.9204,2_ZNF175.7728,2_ZNF276.92822,2_ZNF292.23036,2_ZNF311.282890,2_ZNF326.284695,2_ZNF513.130557,2_ZNF518B.85460,2_ZNF648.127665,2_ZNF655.79027,2_ZSCAN5A.79149
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
