gen,evals,gen_feats,explored,type svm balanced accuracy_min,type svm balanced accuracy_avg,type svm balanced accuracy_max,type svm balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,402,402,0.2,0.8338148181110095,0.9422952793541406,0.14986393847870721,0.14002800840280097,0.2528442136160918,1.0,0.16202644912040604
1,537,618,631,0.2,0.8269747463986427,0.942929715020901,0.13890666554602168,0.1386750490563073,0.2795263918874458,1.0,0.1382708491768343
2,545,665,846,0.2,0.8422187155987786,0.942929715020901,0.11963181606732512,0.14002800840280097,0.2833190928592668,1.0,0.13760949378734474
3,557,675,1045,0.2,0.8468670072528626,0.9435106291329,0.1138750337710474,0.1414213562373095,0.2915893433791573,1.0,0.1367567989346873
4,558,734,1250,0.2,0.8541715949996631,0.9435106291329,0.1093223707365451,0.14002800840280097,0.2920441847031748,1.0,0.13639822384443107
5,551,717,1433,0.2,0.859000851308048,0.947239260173417,0.10628293568860475,0.1386750490563073,0.2936104845149526,1.0,0.13572680156801814
6,563,730,1622,0.2,0.8620654070355139,0.947239260173417,0.10419156078227546,0.1386750490563073,0.2966312093587577,1.0,0.1378765003742475
7,551,743,1810,0.2,0.8698341010867471,0.9522062813068131,0.09776874838235196,0.13608276348795434,0.29246842673142254,1.0,0.1368265627569632
8,541,774,2004,0.2,0.8734838264297001,0.9522062813068131,0.09602942333699968,0.1414213562373095,0.29089358287844685,1.0,0.13818576230648733
9,543,776,2171,0.2,0.8754657395834156,0.9522062813068131,0.09510788992379164,0.13608276348795434,0.29210148492800797,1.0,0.13814679964698517
10,548,780,2320,0.2,0.8778932587005511,0.9522062813068131,0.09433229133340129,0.1386750490563073,0.2923725511535661,1.0,0.1379362122409732
11,551,759,2470,0.2,0.879843384493558,0.9522062813068131,0.0937696689986966,0.1386750490563073,0.2923744269822788,1.0,0.1379307570837909
12,550,772,2599,0.2,0.8830840903721097,0.9522062813068131,0.09193900394350252,0.13736056394868904,0.29045821476776723,1.0,0.13762605354428448
13,556,794,2757,0.2,0.8868400380276844,0.9559944537374487,0.088980657681616,0.13608276348795434,0.28640406903198434,1.0,0.13680396876794987
14,562,787,2875,0.2,0.8862352261362865,0.9559944537374487,0.09008834591144929,0.13736056394868904,0.2916781619000177,1.0,0.13833540211059975
15,548,795,2998,0.2,0.8908627380837109,0.9559944537374487,0.08749929482632568,0.13736056394868904,0.2853430792456827,1.0,0.13697047684308164
16,551,811,3111,0.2,0.8922740242196171,0.9559944537374487,0.08706211551985617,0.1386750490563073,0.28589653862208914,1.0,0.1362115689260748
17,541,798,3219,0.2,0.8917887979944243,0.9559944537374487,0.08852531391758678,0.1386750490563073,0.2893428547467065,1.0,0.1383174685870787
18,554,797,3322,0.2,0.8903118203956439,0.9559944537374487,0.09035151156531747,0.1386750490563073,0.297255425987206,1.0,0.13780847576152735
19,546,805,3431,0.2,0.8919693516494398,0.9559944537374487,0.08877761708643307,0.1386750490563073,0.29790405045109103,1.0,0.13790740616848504
20,538,788,3521,0.2,0.8959343675574312,0.9559944537374487,0.08545575348332683,0.13736056394868904,0.2939999398461465,1.0,0.1362053576941098
21,552,794,3612,0.2,0.8941287314838688,0.9559944537374487,0.08757563759512489,0.1386750490563073,0.30044296504980034,1.0,0.1367195970305033
22,549,815,3713,0.2,0.8950816755883397,0.9559944537374487,0.08681063513809827,0.1386750490563073,0.3011542059153595,1.0,0.13639751646570664
23,550,812,3799,0.2,0.8935839835583902,0.9559944537374487,0.08868302738468406,0.1386750490563073,0.30622296033674706,1.0,0.13782250509851743
24,565,787,3870,0.2,0.8921003521932005,0.957853925899461,0.0908398292765853,0.13608276348795434,0.31184565385867846,1.0,0.13800704369116007
25,560,791,3958,0.2,0.8915571439042195,0.957853925899461,0.09189970636923939,0.13608276348795434,0.3154375197925719,1.0,0.13774960713559617
26,559,773,4029,0.2,0.8892899316848266,0.957853925899461,0.09403243734224534,0.14586499149789456,0.3223219579823665,1.0,0.13872665829738104
27,547,826,4101,0.2,0.8920432066591957,0.957853925899461,0.09177345208002066,0.14586499149789456,0.31931682758004604,1.0,0.13673663655888624
28,549,788,4176,0.2,0.8926828040903235,0.957853925899461,0.09182401343751855,0.14586499149789456,0.3193434840836382,1.0,0.13683019758074122
29,549,793,4259,0.2,0.8941818640382476,0.957853925899461,0.09156548528543491,0.14586499149789456,0.31855600585103183,1.0,0.1370904012323957
30,552,769,4319,0.2,0.8946670368917422,0.957853925899461,0.09101253943947857,0.14586499149789456,0.3197763318317302,1.0,0.13632601569437316
31,542,819,4385,0.2,0.8959271157767892,0.957853925899461,0.08970035455109082,0.14586499149789456,0.3194421645856381,1.0,0.13677318589970652
32,545,796,4445,0.2,0.8966505232389943,0.9597230847779658,0.08960787397821739,0.14285714285714285,0.3193928227903976,1.0,0.136790968343095
