gen,evals,gen_feats,explored,type svm balanced accuracy_min,type svm balanced accuracy_avg,type svm balanced accuracy_max,type svm balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,425,425,0.2,0.8538545472711662,0.9506875948243124,0.13472413100978942,0.14002800840280097,0.2429157475841931,1.0,0.1476629820082022
1,546,635,641,0.2,0.8505223785653301,0.9506875948243124,0.12837681284651387,0.1336306209562122,0.2666530521040038,1.0,0.1267610223830194
2,554,685,856,0.2,0.8502294879717083,0.9506875948243124,0.1286556989557719,0.13018891098082386,0.2822457549307951,1.0,0.13670813747272403
3,563,747,1085,0.2,0.8618290672760626,0.9506875948243124,0.1164024790548007,0.13018891098082386,0.2810206115426007,1.0,0.13489212971181314
4,556,754,1301,0.2,0.866501758768972,0.9587257710173454,0.10920406211815008,0.13483997249264842,0.2865486619380166,1.0,0.1346850127976078
5,553,791,1510,0.2,0.8696677288128492,0.9610628189876282,0.10721726704775293,0.13130643285972254,0.29131667341771356,1.0,0.13667269942411395
6,543,788,1688,0.2,0.874956984906277,0.9610628189876282,0.10257161272480089,0.13130643285972254,0.29142262968474847,1.0,0.13620552009227288
7,540,784,1845,0.2,0.877922250201194,0.9610628189876282,0.09989538357529065,0.13018891098082386,0.29456408647474347,1.0,0.13481696606550359
8,544,803,2025,0.2,0.8811323949572022,0.9610628189876282,0.0986242467772201,0.13018891098082386,0.2958973771364159,1.0,0.13438638710135342
9,545,797,2194,0.2,0.8851585533343094,0.9610628189876282,0.09745249181753884,0.12909944487358055,0.29349457872359425,1.0,0.13563388889548705
10,551,795,2347,0.2,0.8876257369387882,0.9610628189876282,0.09682522944141579,0.12909944487358055,0.29274011663212846,1.0,0.13588703985206887
11,552,781,2490,0.2,0.8919398775757106,0.96354148619608,0.09355597865696055,0.12909944487358055,0.28933368761247236,1.0,0.13432939153080825
12,548,800,2627,0.2,0.8950740453401851,0.96354148619608,0.09343773323802194,0.12909944487358055,0.28534605435899707,1.0,0.13556167933089985
13,563,839,2767,0.2,0.8957721012838967,0.96354148619608,0.09178515717230162,0.12909944487358055,0.28976749876083574,1.0,0.13370429434489892
14,560,823,2906,0.2,0.8983242746210273,0.96354148619608,0.08981667938814578,0.12909944487358055,0.2906168639640353,1.0,0.1330574782683762
15,549,829,3031,0.2,0.8974533926280399,0.96354148619608,0.0924432668320829,0.12909944487358055,0.2961902500425923,1.0,0.13430356405201488
16,543,834,3176,0.2,0.8982673768733106,0.96354148619608,0.09299399603349702,0.14285714285714285,0.2978694586137959,1.0,0.13602786472712342
17,558,805,3288,0.2,0.8988645171052094,0.96354148619608,0.09214566151446002,0.14433756729740643,0.3011958685590502,1.0,0.13472761818428056
18,547,825,3401,0.2,0.9007928464550612,0.96354148619608,0.091083703898075,0.14586499149789456,0.30081090463855575,1.0,0.13513082249073477
19,555,807,3503,0.2,0.9013829718444197,0.9654106450745846,0.09080120614034028,0.14433756729740643,0.30383641109141035,1.0,0.13392950668586356
20,557,831,3601,0.2,0.899909650643965,0.9654106450745846,0.09131088127464025,0.14586499149789456,0.3106085609264892,1.0,0.13341174703248945
21,567,811,3693,0.2,0.8998462072018987,0.9654106450745846,0.09173235019460245,0.14586499149789456,0.3128322202744451,1.0,0.1330078100089396
22,558,819,3782,0.2,0.9013630058501182,0.9654106450745846,0.0905165374213321,0.1414213562373095,0.311200909059068,1.0,0.13501640977186596
23,552,843,3881,0.2,0.9003230885149532,0.9654106450745846,0.09223580100275261,0.1414213562373095,0.31554982611570404,1.0,0.1352351118987583
24,562,803,3953,0.2,0.9012438697536607,0.9654106450745846,0.09209272265135293,0.1414213562373095,0.3152893979053224,1.0,0.1352337675512004
25,548,817,4039,0.2,0.9021318887329981,0.9654106450745846,0.09223693056116457,0.14433756729740643,0.3165085692233077,1.0,0.13451516805690444
26,567,842,4127,0.2,0.9006373287901411,0.9654106450745846,0.09503037691368793,0.14433756729740643,0.31960219290686825,1.0,0.13735804744820684
27,557,819,4204,0.2,0.8996411537481911,0.9654106450745846,0.09657593732875618,0.14433756729740643,0.3226872735079823,1.0,0.1378303679217396
28,558,826,4275,0.2,0.9005976363018299,0.9672798039530894,0.0955759624190778,0.14433756729740643,0.3222777775915613,1.0,0.13944442519530031
29,541,806,4351,0.2,0.9039920334153783,0.9672798039530894,0.0935982387104409,0.14285714285714285,0.3172609535437461,1.0,0.13912382864416728
30,547,793,4412,0.2,0.9062086967056127,0.9672798039530894,0.09206592995000189,0.14285714285714285,0.31514253852782587,1.0,0.13770952316142437
