gen,0_AACS,0_AASDH,0_ABAT,0_ABCA4,0_ABCA5,0_ABCB6,0_ABCB7,0_ABCB8,0_ABCC3,0_ABCF1,0_ABHD11,0_ABHD3,0_ABI1,0_ABLIM3,0_ABTB2,0_ACADL,0_ACAP1,0_ACBD6,0_ACCS,0_ACMSD,0_ACO2,0_ACOT2,0_ACSL6,0_ACSM2A,0_ACTN3,0_ACTN4,0_ACVR2B,0_ACY3,0_ACYP1,0_ADAM33,0_ADCK5,0_ADCY2,0_ADCY4,0_ADNP,0_AEBP1,0_AFF3,0_AGK,0_AGPAT4,0_AHNAK2,0_AIFM1,0_AK2,0_AK7,0_AKAP7,0_AKR1C3,0_AKR1E2,0_ALAD,0_ALDH1A2,0_ALDH3B2,0_ALOX5,0_AMFR,0_AMN,0_AMZ2,0_ANGPTL4,0_ANKRD22,0_ANKRD31,0_ANKRD6,0_ANKZF1,0_ANO10,0_ANO9,0_ANP32E,0_ANXA1,0_ANXA13,0_ANXA3,0_ANXA4,0_ANXA9,0_AP1G2,0_APBB3,0_APEH,0_APLP2,0_APOBEC3A,0_APOLD1,0_APPL2,0_APRT,0_ARFGEF1,0_ARHGAP12,0_ARHGAP33,0_ARHGEF7,0_ARL2,0_ARL5B,0_ARMC10,0_ARMC9,0_ARMCX1,0_ARMCX2,0_ARMCX6,0_ARPC1A,0_ASPSCR1,0_ASRGL1,0_ATE1,0_ATG4D,0_ATP1A1,0_ATP2B1,0_ATP2B2,0_ATP6V0A2,0_ATP6V1H,0_ATP7B,0_ATP8B4,0_ATRIP,0_ATRN,0_AUTS2,0_AVL9,0_AXIN2,0_B3GALT4,0_B3GNT2,0_B4GALNT3,0_B4GALT3,0_B4GALT6,0_BAIAP2L2,0_BARX2,0_BBC3,0_BCHE,0_BCL2L10,0_BCL2L2,0_BCL7B,0_BDH1,0_BDNF,0_BET1L,0_BGN,0_BIRC2,0_BLK,0_BLVRA,0_BMP6,0_BMPR1A,0_BNIP1,0_BRAP,0_BRD3,0_BRI3BP,0_BST2,0_BTF3,0_BTG3,0_BTN3A1,0_BTN3A3,0_BTRC,0_BVES,0_BZW2,0_C11orf80,0_C18orf25,0_C1orf43,0_C1orf54,0_C2orf69,0_C2orf74,0_C3orf38,0_C4BPA,0_C4orf19,0_C5orf46,0_C6orf118,0_C7orf25,0_C8B,0_C9orf116,0_CA12,0_CAB39L,0_CABIN1,0_CACNA1C,0_CACNA1H,0_CAD,0_CAMLG,0_CANX,0_CAP1,0_CAPG,0_CAPZB,0_CARD6,0_CASP1,0_CASP2,0_CAST,0_CAV1,0_CAV2,0_CBFA2T2,0_CBX1,0_CBX4,0_CCDC114,0_CCDC115,0_CCDC28A,0_CCDC88B,0_CCNK,0_CCR4,0_CCT3,0_CCT6A,0_CCT6B,0_CD276,0_CD47,0_CD9,0_CDC42EP2,0_CDC45,0_CDCA5,0_CDH23,0_CDH6,0_CDK18,0_CDK19,0_CDK2AP1,0_CDK5,0_CDK7,0_CDKN1C,0_CDKN2A,0_CDT1,0_CEACAM7,0_CECR2,0_CELSR3,0_CEP350,0_CES3,0_CFB,0_CFI,0_CHD3,0_CHI3L2,0_CHP2,0_CHPF,0_CHRM3,0_CHST3,0_CHURC1,0_CIDEB,0_CLCN3,0_CLDN2,0_CLDN4,0_CLEC3B,0_CLINT1,0_CLTCL1,0_CLYBL,0_CNKSR3,0_CNNM3,0_CNTN2,0_CNTNAP1,0_COBL,0_COIL,0_COL4A3,0_COL9A3,0_COMMD3,0_COMT,0_COPS6,0_COQ2,0_COQ7,0_COQ9,0_CP,0_CPNE5,0_CPNE8,0_CRAT,0_CRIM1,0_CRIP1,0_CRISPLD2,0_CRLF1,0_CRP,0_CRY2,0_CS,0_CSTF1,0_CTAGE9,0_CTBP2,0_CTDSPL,0_CTNNA2,0_CTSC,0_CTSH,0_CTTNBP2,0_CXCL12,0_CYCS,0_CYP4X1,0_DALRD3,0_DBF4B,0_DBNDD2,0_DCAF4,0_DCDC2,0_DCLK3,0_DCTN6,0_DDB2,0_DDX19B,0_DDX41,0_DDX58,0_DDX60,0_DERL3,0_DGKD,0_DHCR7,0_DHRS7,0_DHRS9,0_DHTKD1,0_DHX29,0_DHX37,0_DIAPH1,0_DIRAS3,0_DIS3,0_DKK3,0_DLX5,0_DMP1,0_DMTF1,0_DMXL1,0_DNAJA2,0_DNAJB1,0_DNAJB7,0_DNAJB9,0_DNAL1,0_DNAL4,0_DNASE2,0_DPM1,0_DPP9,0_DPYS,0_DPYSL4,0_DR1,0_DRD2,0_DSC2,0_DUSP8,0_DZIP1L,0_E2F1,0_EBAG9,0_EDN1,0_EEF1D,0_EFCAB2,0_EFNB2,0_EFTUD2,0_EHBP1L1,0_EHF,0_EIF2AK1,0_EIF2B4,0_EIF2S1,0_EIF3B,0_EIF3CL,0_EIF3L,0_EIF4E3,0_EIF4ENIF1,0_EIF4H,0_EIF5,0_ELAC1,0_ELMO3,0_EMCN,0_EML4,0_ENHO,0_ENO1,0_ENPP3,0_ENTPD1,0_EPPK1,0_ERAP1,0_ERCC6L,0_ERF,0_ERGIC2,0_ETFDH,0_ETV5,0_EXOC6,0_EXOC6B,0_EXOG,0_F11R,0_F2RL1,0_FADD,0_FAH,0_FAHD2B,0_FAM13C,0_FAM172A,0_FAM20A,0_FAM53B,0_FAM53C,0_FAM81A,0_FASTKD1,0_FBXL5,0_FBXO21,0_FBXO5,0_FBXW8,0_FBXW9,0_FCAR,0_FCF1,0_FCHO2,0_FCN3,0_FETUB,0_FGD4,0_FGF9,0_FIGN,0_FKBP3,0_FLRT3,0_FN3KRP,0_FNBP1L,0_FNIP1,0_FOSB,0_FOXK2,0_FOXP4,0_FPR2,0_FRMD8,0_FUCA1,0_FUS,0_FUT11,0_FZD1,0_FZD7,0_G3BP1,0_G3BP2,0_G6PD,0_GAB3,0_GABARAPL1,0_GABRG3,0_GALC,0_GALT,0_GATAD2A,0_GBP1,0_GBP4,0_GBP5,0_GCH1,0_GCK,0_GDF15,0_GDI1,0_GFER,0_GGCT,0_GGCX,0_GGT6,0_GGTA1,0_GGTLC2,0_GIT2,0_GLB1,0_GLB1L,0_GLI3,0_GLIPR2,0_GLOD4,0_GLOD5,0_GLS,0_GLUD1,0_GLYATL1,0_GMEB2,0_GMFG,0_GMPR,0_GNB1L,0_GNB4,0_GPATCH1,0_GPD2,0_GPRIN1,0_GRB10,0_GRB7,0_GRHL1,0_GRK6,0_GRTP1,0_GSS,0_GSTA1,0_GSTA3,0_GSTP1,0_GTF2H1,0_GTF3C1,0_H6PD,0_HADH,0_HAND2,0_HAUS5,0_HAX1,0_HBA2,0_HBD,0_HBS1L,0_HCCS,0_HCK,0_HCRTR1,0_HDHD2,0_HEXIM1,0_HEY2,0_HIBADH,0_HIF3A,0_HK1,0_HLA-B,0_HLA-DMA,0_HLA-DQA1,0_HLA-DRB1,0_HLA-DRB5,0_HM13,0_HMGCL,0_HMGCR,0_HMGN3,0_HMGXB4,0_HNF1B,0_HNRNPD,0_HNRNPR,0_HOXA6,0_HPCA,0_HPCAL1,0_HPS5,0_HSBP1L1,0_HSD17B11,0_HSPA1A,0_HSPA1B,0_HSPA6,0_HSPBAP1,0_HTN1,0_HTRA3,0_HTRA4,0_HUNK,0_HUS1,0_IAH1,0_ICAM1,0_ICOSLG,0_IER3IP1,0_IER5,0_IFI30,0_IFI35,0_IFIH1,0_IFIT1,0_IFIT3,0_IFNG,0_IFNGR2,0_IFRD1,0_IFRD2,0_IKBKE,0_IL15,0_IL15RA,0_IL18R1,0_ILDR1,0_ILVBL,0_IMPA1,0_ING2,0_INO80E,0_INPP4B,0_INTS3,0_INTS6,0_IP6K1,0_IRAK1,0_IRF2BP2,0_ISG15,0_ISYNA1,0_ITGA3,0_ITIH1,0_IVD,0_JAK2,0_JAKMIP2,0_JAZF1,0_KANK2,0_KATNAL2,0_KCNQ5,0_KHDRBS2,0_KIAA1522,0_KIAA1614,0_KIAA1755,0_KIF11,0_KIF26B,0_KIF4A,0_KISS1R,0_KLC4,0_KLF2,0_KLK5,0_KNTC1,0_KPNA1,0_KPNA4,0_KRT19,0_KRT4,0_LAMB1,0_LAMB2,0_LAMP2,0_LAP3,0_LAPTM5,0_LARP4,0_LASP1,0_LBP,0_LDB2,0_LGALS2,0_LGI4,0_LGR6,0_LHX6,0_LIMA1,0_LIMK1,0_LINGO2,0_LIPT2,0_LNX2,0_LONRF2,0_LPCAT1,0_LRBA,0_LRIG3,0_LRIT3,0_LRP2,0_LRRC28,0_LRRC3B,0_LRRC61,0_LRRFIP1,0_LRRN3,0_LTBP2,0_LXN,0_LY75,0_LYPD6,0_MACC1,0_MAD1L1,0_MAD2L2,0_MAFG,0_MAGEA8,0_MAN2B1,0_MAP1LC3B2,0_MAP2,0_MAP7D3,0_MAPK9,0_MAPRE1,0_MARK2,0_MAZ,0_MBIP,0_MCM7,0_MCPH1,0_MDH1B,0_MDH2,0_MECP2,0_MECR,0_MEP1A,0_METAP1,0_MFNG,0_MGAT2,0_MID1,0_MLLT1,0_MME,0_MN1,0_MOCS2,0_MPEG1,0_MPHOSPH8,0_MPI,0_MPP6,0_MRPL1,0_MRPL12,0_MRPL19,0_MRPL27,0_MRPL38,0_MRPL4,0_MRPL44,0_MRPL47,0_MRPS17,0_MRPS23,0_MRPS26,0_MRPS30,0_MRPS36,0_MSH2,0_MSH6,0_MSTN,0_MT1E,0_MTHFD1L,0_MTMR1,0_MTMR11,0_MTPAP,0_MTR,0_MTUS2,0_MXI1,0_MYD88,0_MYL6,0_MYO19,0_MYO3B,0_MYOCD,0_MYOM2,0_N4BP1,0_N4BP2L1,0_NAA15,0_NAA25,0_NAALADL1,0_NAP1L5,0_NAPA,0_NBEA,0_NCK1,0_NCKAP1L,0_NCOA6,0_NDUFA12,0_NDUFA4L2,0_NDUFA5,0_NDUFA7,0_NDUFAF1,0_NDUFAF2,0_NECAB3,0_NELL1,0_NFKB2,0_NFKBIE,0_NFS1,0_NGB,0_NIPAL3,0_NIPBL,0_NKX6-1,0_NLGN1,0_NLN,0_NLRX1,0_NME3,0_NME5,0_NME7,0_NMT1,0_NOL3,0_NOTCH3,0_NPAS3,0_NPM3,0_NPR3,0_NPTN,0_NQO2,0_NR3C2,0_NR5A2,0_NRP2,0_NRSN2,0_NSFL1C,0_NT5C,0_NT5E,0_NUCB1,0_NUDT15,0_NUDT4,0_OBSL1,0_OCIAD1,0_ODC1,0_OGFOD1,0_ORM1,0_OS9,0_OTP,0_OTUD3,0_OXA1L,0_P2RY1,0_P4HA1,0_PA2G4,0_PABPC1,0_PADI1,0_PAFAH1B1,0_PAFAH1B2,0_PAGE4,0_PAPSS2,0_PAQR7,0_PARL,0_PARP14,0_PARP3,0_PATL1,0_PBXIP1,0_PCBP3,0_PCDH11X,0_PCDHB4,0_PCDHGA11,0_PCDHGA2,0_PCDHGB4,0_PCDHGB5,0_PCDHGC4,0_PCK1,0_PCTP,0_PCYT1A,0_PDAP1,0_PDCD1,0_PDCD2L,0_PDE9A,0_PDK3,0_PDLIM5,0_PDSS2,0_PDZK1,0_PDZK1IP1,0_PEX11B,0_PEX3,0_PFKM,0_PFN2,0_PGRMC1,0_PGS1,0_PHB,0_PHF20,0_PHKA2,0_PHLDA3,0_PHYH,0_PIP4K2A,0_PIR,0_PIWIL4,0_PLA2G15,0_PLA2G4C,0_PLCD1,0_PLCD3,0_PLCE1,0_PLEKHA1,0_PLEKHA2,0_PLEKHA7,0_PLEKHG1,0_PLEKHJ1,0_PLIN2,0_PLRG1,0_PLS3,0_PLTP,0_PLXNA2,0_PLXNB1,0_PML,0_PNKD,0_PNPLA2,0_PNPLA8,0_POC5,0_POLD1,0_POLG2,0_PON1,0_POU2F1,0_POU2F2,0_PPFIBP2,0_PPIC,0_PPM1B,0_PPP1R11,0_PPP1R3B,0_PPP1R7,0_PPP1R8,0_PPP1R9A,0_PPP2R2A,0_PPP2R2B,0_PPT1,0_PQBP1,0_PRC1,0_PRDX6,0_PRICKLE4,0_PRKAB1,0_PRKAR1B,0_PRKCB,0_PRKCSH,0_PRMT7,0_PRODH,0_PROS1,0_PRPF18,0_PRPF31,0_PRPSAP2,0_PRR16,0_PRTFDC1,0_PSAP,0_PSMB10,0_PSMB2,0_PSMB9,0_PSMC2,0_PSMD12,0_PSMF1,0_PSTK,0_PTEN,0_PTGR1,0_PTHLH,0_PTPN11,0_PTPN21,0_PTPRJ,0_PTPRM,0_PTPRU,0_PUF60,0_PVR,0_PXDN,0_PXMP4,0_PYCR1,0_QSER1,0_RAB11FIP4,0_RAB11FIP5,0_RAB22A,0_RAB27B,0_RAB30,0_RAB31,0_RAB9B,0_RABGGTA,0_RABIF,0_RAD1,0_RAD21,0_RAD54L,0_RAD54L2,0_RADIL,0_RAI1,0_RALGAPB,0_RALGDS,0_RALY,0_RANBP1,0_RANBP2,0_RANBP6,0_RAP1GDS1,0_RAPGEF3,0_RAPGEF4,0_RASSF4,0_RBM17,0_RBMS2,0_RBMXL1,0_RCE1,0_RCN1,0_REEP6,0_REN,0_REP15,0_REPIN1,0_REPS1,0_RFC5,0_RFX5,0_RGS1,0_RHOT1,0_RIC3,0_RIN2,0_RNASEL,0_RNF10,0_RNF13,0_RNF130,0_RNF14,0_RNF141,0_RNF180,0_RNF31,0_RORA,0_RPA1,0_RPL21,0_RPL35,0_RPP38,0_RRAGB,0_RRM2B,0_RRP15,0_RSL1D1,0_RTF1,0_S100A1,0_S100A6,0_SAA4,0_SAMM50,0_SAP30BP,0_SAP30L,0_SART3,0_SAT1,0_SBDS,0_SCAMP4,0_SCARB1,0_SCARB2,0_SCIN,0_SCLT1,0_SDR16C5,0_SDR39U1,0_SDSL,0_SEC62,0_SENP8,0_SEPHS1,0_SERAC1,0_SERINC5,0_SERPINA3,0_SFXN4,0_SGSM1,0_SH2B1,0_SH2D4A,0_SH3PXD2B,0_SH3RF1,0_SH3RF3,0_SHMT2,0_SHROOM2,0_SIK3,0_SIM2,0_SIRPA,0_SIRT1,0_SLC10A3,0_SLC12A7,0_SLC13A1,0_SLC15A4,0_SLC16A1,0_SLC16A4,0_SLC16A7,0_SLC17A4,0_SLC1A4,0_SLC22A3,0_SLC25A10,0_SLC25A13,0_SLC25A22,0_SLC25A4,0_SLC25A5,0_SLC26A11,0_SLC26A2,0_SLC27A2,0_SLC2A13,0_SLC35B3,0_SLC37A4,0_SLC38A10,0_SLC38A2,0_SLC38A7,0_SLC39A8,0_SLC44A3,0_SLC47A1,0_SLC48A1,0_SLC4A2,0_SLC6A2,0_SLC9A2,0_SMAD7,0_SMARCA2,0_SNAP29,0_SNAPC2,0_SNF8,0_SNN,0_SNPH,0_SNX21,0_SNX33,0_SNX9,0_SOD2,0_SORBS1,0_SP100,0_SPATA18,0_SPHKAP,0_SPOCK2,0_SPP1,0_SPRY2,0_SPRY4,0_SPTBN4,0_SPTY2D1,0_SQLE,0_SQSTM1,0_SRD5A1,0_SRPK1,0_SS18L1,0_SSBP2,0_ST3GAL2,0_ST8SIA2,0_STARD13,0_STARD5,0_STAT1,0_STAU1,0_STBD1,0_STC1,0_STC2,0_STK35,0_STOML1,0_STRAP,0_STX3,0_SUDS3,0_SULT1B1,0_SULT1C2,0_SYF2,0_SYNJ2,0_TACC2,0_TAF1,0_TAF8,0_TAF9B,0_TAP1,0_TBC1D1,0_TBC1D14,0_TBC1D22A,0_TBC1D23,0_TBC1D4,0_TBC1D9B,0_TBCD,0_TBL1X,0_TBL3,0_TBP,0_TCFL5,0_TCTN1,0_TDRD5,0_TDRKH,0_TFB2M,0_TFDP1,0_TFEC,0_TGFA,0_THEM4,0_THRA,0_THTPA,0_TIMM9,0_TIPRL,0_TLCD1,0_TLE2,0_TMC5,0_TMCC2,0_TMCO1,0_TMED4,0_TMEFF2,0_TMEM132E,0_TMEM139,0_TMEM176A,0_TMEM176B,0_TMEM181,0_TMEM19,0_TMEM25,0_TMEM43,0_TMEM47,0_TMEM50B,0_TMEM53,0_TMEM59,0_TMEM59L,0_TMEM70,0_TMEM8B,0_TMPRSS2,0_TNIP1,0_TOE1,0_TOP1,0_TOP1MT,0_TOR1A,0_TPBG,0_TPK1,0_TPM4,0_TPRN,0_TPST2,0_TRAF6,0_TRAFD1,0_TRAIP,0_TRAM1,0_TRAPPC4,0_TRAPPC6A,0_TREM2,0_TRIM11,0_TRIM17,0_TRIM21,0_TRIM28,0_TRIM32,0_TRIM35,0_TRIM38,0_TRIM69,0_TRIOBP,0_TRIP4,0_TRMT61B,0_TSC22D2,0_TSHR,0_TSPAN6,0_TST,0_TTC1,0_TTC17,0_TTC30B,0_TTC32,0_TTC38,0_TTC7A,0_TUBA1C,0_TUBB8,0_TUBGCP3,0_TUSC3,0_TWF1,0_TXLNA,0_TYW3,0_UBC,0_UBE2H,0_UBE2L3,0_UBE2L6,0_UBE2Z,0_UBE3A,0_UBE3C,0_UBQLN1,0_UBR3,0_UBTF,0_UBXN2A,0_UGT1A6,0_UNC5B,0_UNC5CL,0_UPK1B,0_URGCP,0_UROC1,0_UROS,0_USP1,0_USP6NL,0_VAPA,0_VBP1,0_VEGFA,0_VHL,0_VIM,0_VPREB3,0_VPS11,0_VTA1,0_VTI1B,0_WAS,0_WDFY1,0_WDR19,0_WDR44,0_WDR53,0_WDR90,0_WNK4,0_XKR9,0_XPA,0_XPC,0_XRCC5,0_YAF2,0_YTHDF2,0_YWHAE,0_YWHAQ,0_ZBTB34,0_ZBTB8A,0_ZBTB8OS,0_ZC3H15,0_ZC3HC1,0_ZCCHC8,0_ZDHHC6,0_ZFPM1,0_ZFX,0_ZKSCAN4,0_ZMIZ2,0_ZMYM2,0_ZMYM3,0_ZMYM6,0_ZNF207,0_ZNF22,0_ZNF234,0_ZNF268,0_ZNF280C,0_ZNF343,0_ZNF382,0_ZNF436,0_ZNF44,0_ZNF440,0_ZNF518B,0_ZNF559,0_ZNF608,0_ZNF787,0_ZNRF2,0_ZRANB1,0_ZSCAN12,0_ZSCAN29
0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1,0,2,127,13,36,0,0,0,0,28,0,0,0,0,27,0,0,0,58,0,1,0,31,92,37,0,42,40,0,0,0,5,0,0,0,0,0,0,0,0,0,17,0,22,22,0,0,0,0,30,0,25,0,0,0,0,22,6,0,16,61,55,0,13,0,0,0,0,0,0,21,11,6,0,0,0,0,0,45,0,41,50,0,0,60,3,0,27,47,14,0,0,0,0,0,49,0,0,0,0,0,0,0,0,86,0,0,0,27,4,0,0,12,0,0,0,41,0,0,7,0,18,0,0,11,5,3,0,0,0,14,0,138,7,0,0,0,0,0,5,0,0,0,0,9,17,0,23,26,6,0,0,0,0,0,0,0,0,0,17,4,0,0,110,9,0,0,0,0,0,22,31,6,12,53,0,0,13,0,0,12,14,100,0,0,0,0,100,0,41,9,0,0,31,0,0,0,27,0,0,1,0,0,6,0,0,0,0,0,7,142,0,0,0,0,12,0,3,0,8,0,29,55,0,0,1,10,0,0,0,0,0,9,20,0,0,77,0,58,58,0,0,0,31,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,20,0,20,0,3,0,0,0,0,0,4,0,0,7,30,58,125,0,0,0,105,70,0,0,0,0,0,0,0,15,0,9,143,6,0,0,21,0,0,71,0,0,0,24,8,0,0,0,0,23,0,0,0,35,5,0,0,15,0,0,5,0,0,0,4,10,27,0,0,0,0,7,0,0,39,12,0,0,0,0,46,0,0,0,0,36,30,0,0,14,123,0,59,0,0,17,0,26,34,0,0,0,0,0,43,9,7,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,55,0,0,0,0,9,0,26,0,0,4,9,23,76,5,0,0,0,24,19,0,0,0,11,0,28,36,0,0,0,0,0,0,49,0,0,11,28,12,0,10,8,0,0,0,0,0,0,0,12,0,0,0,31,24,0,0,2,37,37,36,50,0,0,52,0,0,0,0,12,59,0,0,0,0,33,101,0,0,0,0,58,0,0,1,0,23,53,0,3,0,4,0,0,0,0,2,0,0,0,0,1,45,0,0,91,40,0,5,14,0,0,0,0,20,0,29,0,0,59,46,0,1,0,0,0,0,0,0,91,0,0,31,29,3,0,0,14,38,0,0,0,0,33,87,23,60,0,79,42,6,119,29,4,0,0,0,0,8,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,36,0,0,0,37,52,0,0,0,0,0,85,12,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,30,3,0,0,15,2,0,0,0,0,0,24,0,0,7,0,0,0,0,0,0,0,3,9,0,0,0,0,1,24,52,0,0,8,62,27,0,0,61,0,0,0,0,11,0,10,0,0,11,0,0,57,0,52,9,8,13,0,0,0,28,0,0,0,0,0,4,0,123,20,14,0,0,0,0,77,0,0,13,0,33,0,0,0,0,36,6,20,27,6,38,28,34,45,55,0,0,0,26,26,0,0,0,0,0,11,0,0,0,0,49,0,0,0,0,0,0,0,92,47,0,0,0,0,0,0,0,0,0,7,0,0,0,23,0,0,0,45,7,0,0,41,18,22,26,12,0,0,0,0,28,0,0,0,72,51,0,0,0,6,0,1,13,0,0,16,66,52,0,5,0,0,114,2,0,0,0,1,0,22,0,33,42,14,0,0,0,0,0,0,0,2,0,0,0,34,0,0,0,36,62,21,0,7,63,0,0,0,47,0,6,0,0,48,0,0,0,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6,0,0,0,1,20,0,0,20,0,0,0,0,8,0,0,46,0,97,0,0,0,0,0,0,0,0,34,0,0,65,0,0,0,0,0,0,0,0,0,10,0,0,4,0,26,0,24,13,28,37,0,1,0,0,78,20,21,0,0,0,0,0,0,0,0,0,85,84,0,0,0,0,40,18,0,2,27,0,5,0,0,0,0,26,50,10,0,0,0,44,0,44,0,0,0,60,29,79,0,2,0,0,0,32,43,18,0,5,22,0,6,0,0,0,0,1,0,0,56,0,0,0,0,0,0,0,0,56,0,35,0,0,0,0,0,0,17,91,12,0,0,15,0,0,10,0,0,0,0,0,17,0,35,0,0,9,1,0,9,23,0,0,54,0,0,0,1,2,0,0,14,23,0,0,36,24,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,7,20,87,0,75,5,0,15,7,65,71,45,0,0,0,16,0,3,0,61,39,0,68,6,1,13,0,13,15,2,0,0,0,0,80,32,0,0,0,89,0,26,0,0,0,0,0,0,1,0,24,56,0,17,0,6,14,0,21,0,64,37,0,55,13,58,24,46,0,1,0,0,0,21,10,4,0,0,22,0,0,9,0,0,0,71,0,50,14,0,127,19,0,51,0,0,0,0,0,59,0
100,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,77,0,0,46,0,0,0,1,0,0,1,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,66,0,0,0,122,0,0,34,1,4,0,0,0,0,0,0,0,0,2,0,44,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,6,0,0,0,2,0,0,0,2,0,0,1,362,5,5,2,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,31,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,1,0,0,140,0,0,0,3,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,1,1,0,75,12,0,2,1,0,39,0,10,0,0,0,1,33,1,1,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,173,44,1,0,1,0,149,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,75,0,0,0,37,2,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,56,0,0,0,0,0,1,204,4,0,0,0,28,0,0,0,0,58,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,80,0,0,1,0,0,0,47,0,0,0,212,0,0,0,0,0,0,1,3,3,1,0,126,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,147,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,171,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,44,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,1,0,0,0,0,25,3,0,0,0,42,0,1,0,0,0,0,1,92,307,0,0,0,0,51,0,1,2,2,0,0,1,0,0,48,0,0,0,15,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,10,0,2,5,0,0,0,0,0,0,6,0,0,0,3,0,1,0,0,0,0,31,0,5,0,31,0,0,0,0,0,0,0,86,0,0,0,0,0,16,2,6,1,2,0,0,0,1,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,4,0,1,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,6,0,6,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,0,0,4,0,0,1,0,0,1,0,1,7,0,0,0,0,1,0,19,0,0,0,4,0,1,0,3,0,0,10,0,0,0,1,0,0,0,0,1,0,84,0,240,0,0,0,0,0,46,336,140,1,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,6,2,0,0,0,2,6,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,16,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,179,0,0,36,0,0,0,2,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,195,0,0,22,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,72,0,0,0,1,9,0,0,0,2,0,0,0,0,0,6,0,146,1,2,0,1,69,0,0,0,0,0,0,138,0,0,0,0,1,4,1,0,2,0
